ID	//备注	关卡类型(0、通常关,1、Boss关,2、st剧情,3、重要,4、爬塔关,5、Boss挑战关,6、联机,7、ep剧情)	地图ID	战斗逻辑配置ID	解锁条件(1：账号等级；2：Level ID,3：是否拥有某道具,4：曜日本专用是否通关xx关卡)	体力消耗(包含进入和通关)	星级条件 {{1,300},{1,180},{2,2}}	出场怪物信息{{怪物编号,等级(填0不显示等级)}}	怪物强度模板	关卡详情是否显示怪物列表 0或不配显示奖励列表 1显示怪物列表	推荐战力	战斗力增减等级数	是否允许多重战斗	是否显示再次挑战	下一关ID	玩家经验值	角色经验值	队伍规则	时效性队伍规则：{{试用Id,开启时间}}，有多组时最先开放的配最左边	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示固定物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	关卡概念图	任务资源	dlc版本	关卡倒计时	是否直接进入剧情（1直接进入）	是否返回编队界面（1返回，不配进入下一关）	是否使用玩家最后使用的编队（1使用，不配不使用）	点击下一关返回章节列表（1返回，不配进入下一关）	能力适应阶段ID，对应level_adaptation.txt表	BuffEx
8504	Dlc26主线-Act5	0	8504	1	{{2,8512}}	{0,0}	{{1,300},{7,1},{9}}	{4001006,4003003,4001005,4001002,4001017,4002007,4001004,5001010}	1	0			0	0	8505			8504		{}	{7207}					{{4,3,2,1,50},{5,29,11,2,5}}		1803108	DLC26Task/DLC26_Act5_task.DLC26_Act5_task	26	600			1			
8505	Dlc26主线-Act6	0	8505	1	{{2,8504}}	{0,0}	{{1,300},{7,1},{9}}	{4001006,4001007,4001005,4003003,4001002,5001018}	1	0			0	0	8513			8505		{}	{7207}					{{4,3,2,1,50},{5,29,11,2,5}}		1803108	DLC26Task/DLC26_Act6_task.DLC26_Act6_task	26	600			1			
8506	Dlc26主线-Act7	0	8506	1	{{2,8514}}	{0,0}	{{1,300},{7,1},{9}}	{4002004,4001005,4002003,4001006,4002007,5001511}	1	0			0	0	8515			8506		{}	{7207}					{{4,3,2,1,50},{5,29,11,2,5}}		1803109	DLC26Task/DLC26_Act7_task.DLC26_Act7_task	26	600			1			
8507	Dlc26主线-Act8	0	8507	1	{{2,8515}}	{0,0}	{{1,300},{7,1},{9}}	{6001506}	1	0			0	0	8516			8507		{}	{7207}					{{4,3,2,1,50},{5,29,11,2,5}}	1804163	1803110	DLC26Task/DLC26_Act8_task.DLC26_Act8_task	26	600			1			
										0			0	0																							
8510	DLC26主线-Ep1	7	50000	1	{{1,10}}	{0,0}							0	0	8500	0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep1.DLC26_Act_task_Ep1	26		1					
8511	DLC26主线-Ep2	7	50000	1	{{2,8501}}	{0,0}							0	0	8502	0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep2.DLC26_Act_task_Ep2	26		1					
8512	DLC26主线-Ep3	7	50000	1	{{2,8503}}	{0,0}							0	0	8504	0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep3.DLC26_Act_task_Ep3	26		1					
8513	DLC26主线-Ep4	7	50000	1	{{2,8505}}	{0,0}							0	0	8514	0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep4.DLC26_Act_task_Ep4	26		1					
8514	DLC26主线-Ep5	7	50000	1	{{2,8513}}	{0,0}							0	0	8506	0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep5.DLC26_Act_task_Ep5	26		1					
8515	DLC26主线-Ep6	7	50000	1	{{2,8506}}	{0,0}							0	0	8507	0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep6.DLC26_Act_task_Ep6	26		1					
8516	DLC26主线-Ep7	7	50000	1	{{2,8507}}	{0,0}							0	0		0	0				{7208}			{{4,3,2,1,20},{5,29,11,2,5}}					DLC26Task/DLC26_Act_task_Ep7.DLC26_Act_task_Ep7	26		1					
																																					
8540	DLC26_复刷-01	0	8540	1	{{1,20}}	{0,14}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	8541	14				{}	{7201}	{7201}		{{5,29,11,1,6}}		{{5,29,11,1,6}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
8541	DLC26_复刷-02	0	8540	1	{{2,8540}}	{0,16}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	8542	16				{}	{7202}	{7202}		{{5,29,11,1,7}}		{{5,29,11,1,7}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
8542	DLC26_复刷-03	0	8540	1	{{2,8541}}	{0,18}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	8543	18				{}	{7203}	{7203}		{{5,29,11,1,8}}		{{5,29,11,1,8}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
8543	DLC26_复刷-04	0	8540	1	{{2,8542}}	{0,20}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	8544	20				{}	{7204}	{7204}		{{5,29,11,1,9}}		{{5,29,11,1,9}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
8544	DLC26_复刷-05	0	8540	1	{{2,8543}}	{0,24}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0	8545	24				{}	{7205}	{7205}		{{5,29,11,1,11}}		{{5,29,11,1,11}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
8545	DLC26_复刷-06	0	8540	1	{{2,8544}}	{0,30}		{4002003,4001005,4003006,4001002,4002002,4003004}	3				1	0		30				{}	{7206}	{7206}		{{5,29,11,1,15}}		{{5,29,11,1,15}}		1803109	DLC26Task/RepeatLevel/DLC26_Repeat01.DLC26_Repeat01	26	600				1		
																																					
8650	DLC27_复刷-01	0	8650	1	{{1,20}}	{0,14}		{400131005,400130105,4001407,400130405}	3	0			1	0	8651	14				{}	{7211}	{7211}		{{5,29,12,1,6}}		{{5,29,12,1,6}}		1803113	DLC27Task/RepeatLevel/DLC27_Repeat01.DLC27_Repeat01	27	600				1		
8651	DLC27_复刷-02	0	8650	1	{{2,8650}}	{0,16}		{400131005,400130105,4001407,400130405}	3	0			1	0	8652	16				{}	{7212}	{7212}		{{5,29,12,1,7}}		{{5,29,12,1,7}}		1803113	DLC27Task/RepeatLevel/DLC27_Repeat01.DLC27_Repeat01	27	600				1		
8652	DLC27_复刷-03	0	8650	1	{{2,8651}}	{0,18}		{400131005,400130105,4001407,400130405}	3	0			1	0	8653	18				{}	{7213}	{7213}		{{5,29,12,1,8}}		{{5,29,12,1,8}}		1803113	DLC27Task/RepeatLevel/DLC27_Repeat01.DLC27_Repeat01	27	600				1		
8653	DLC27_复刷-04	0	8650	1	{{2,8652}}	{0,20}		{400131005,400130105,4001407,400130405}	3	0			1	0	8654	20				{}	{7214}	{7214}		{{5,29,12,1,9}}		{{5,29,12,1,9}}		1803113	DLC27Task/RepeatLevel/DLC27_Repeat01.DLC27_Repeat01	27	600				1		
8654	DLC27_复刷-05	0	8650	1	{{2,8653}}	{0,24}		{400131005,400130105,4001407,400130405}	3	0			1	0	8655	24				{}	{7215}	{7215}		{{5,29,12,1,11}}		{{5,29,12,1,11}}		1803113	DLC27Task/RepeatLevel/DLC27_Repeat01.DLC27_Repeat01	27	600				1		
8655	DLC27_复刷-06	0	8650	1	{{2,8654}}	{0,30}		{400131005,400130105,4001407,400130405}	3	0			1	0		30				{}	{7216}	{7216}		{{5,29,12,1,15}}		{{5,29,12,1,15}}		1803113	DLC27Task/RepeatLevel/DLC27_Repeat01.DLC27_Repeat01	27	600				1		
																																					
8700	DLC28_复刷-01	0	8700	1	{{1,20}}	{0,14}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8701	14				{}	{7217}	{7217}		{{5,29,13,1,6}}		{{5,29,13,1,6}}		1803109	DLC28Task/RepeatLevel/DLC28_Repeat01.DLC28_Repeat01	28	600				1		
8701	DLC28_复刷-02	0	8700	1	{{2,8700}}	{0,16}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8702	16				{}	{7218}	{7218}		{{5,29,13,1,7}}		{{5,29,13,1,7}}		1803109	DLC28Task/RepeatLevel/DLC28_Repeat01.DLC28_Repeat01	28	600				1		
8702	DLC28_复刷-03	0	8700	1	{{2,8701}}	{0,18}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8703	18				{}	{7219}	{7219}		{{5,29,13,1,8}}		{{5,29,13,1,8}}		1803109	DLC28Task/RepeatLevel/DLC28_Repeat01.DLC28_Repeat01	28	600				1		
8703	DLC28_复刷-04	0	8700	1	{{2,8702}}	{0,20}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8704	20				{}	{7220}	{7220}		{{5,29,13,1,9}}		{{5,29,13,1,9}}		1803109	DLC28Task/RepeatLevel/DLC28_Repeat01.DLC28_Repeat01	28	600				1		
8704	DLC28_复刷-05	0	8700	1	{{2,8703}}	{0,24}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8705	24				{}	{7221}	{7221}		{{5,29,13,1,11}}		{{5,29,13,1,11}}		1803109	DLC28Task/RepeatLevel/DLC28_Repeat01.DLC28_Repeat01	28	600				1		
8705	DLC28_复刷-06	0	8700	1	{{2,8704}}	{0,30}		{400130405,4001410,4001407,400131005,4001409}	3				1	0		30				{}	{7222}	{7222}		{{5,29,13,1,15}}		{{5,29,13,1,15}}		1803109	DLC28Task/RepeatLevel/DLC28_Repeat01.DLC28_Repeat01	28	600				1		
																																					
5409	复刻DLC7主线-Act1	0	5401	1	{{2,5418}}	{0,0}	{{1,300},{7,1},{9}}	{4001211,4001212,4001213,4001215}	1	0			0	0	5419			40071		{}	{7223}					{{5,29,3,4,10}}		1803048	DLC7TASK/Dlc7_Act1_task.Dlc7_Act1_task	7				1			
5410	复刻DLC7主线-Act2	0	5402	1	{{2,5419}}	{0,0}	{{1,300},{7,1},{9}}	{4001215,400121102,400121203,4002106,5001111,4001216,4003103,4003102,4001108,5001117}	1	0			0	0	5411			40072		{}	{7223}					{{5,29,3,4,10}}		1803048	DLC7TASK/Dlc7_Act2_task.Dlc7_Act2_task	7				1			
5411	复刻DLC7主线-Act3	0	5403	1	{{2,5410}}	{0,0}	{{1,300},{7,1},{9}}	{4001112,4001102,4001108,6001101}	1	0			0	0	5420			40073		{}	{7223}					{{5,29,3,4,10}}		1803048	DLC7TASK/Dlc7_Act3_task.Dlc7_Act3_task	7				1			
5412	复刻DLC7主线-Act4	0	5404	1	{{2,5436}}	{0,0}	{{1,300},{7,1},{9}}	{400110401,400111201,4001102,4001115,4001116,400121102,4001212,400121302,5001118}	1	0			0	0	5413			40074		{}	{7223}					{{5,29,3,4,10}}		1803049	DLC7TASK/Dlc7_Act4_task.Dlc7_Act4_task	7				1			
5413	复刻DLC7主线-Act5	0	5405	1	{{2,5412}}	{0,0}	{{1,300},{7,1},{9}}	{5001203,5001206,4001212,4001211}	1	0			0	0	5437			40075		{}	{7223}					{{5,29,3,4,10}}		1803049	DLC7TASK/Dlc7_Act5_task.Dlc7_Act5_task	7				1			
5414	复刻DLC7主线-Act6	0	5406	1	{{2,5437}}	{0,0}	{{1,300},{7,1},{9}}	{4001216,4001215,4001212,400121302,5001214,400121102,400111601,5001117}	1	0			0	0	5438			40076		{}	{7223}					{{5,29,3,4,10}}		1803049	DLC7TASK/Dlc7_Act6_task.Dlc7_Act6_task	7				1			
5415	复刻DLC7主线-Act7	0	5407	1	{{2,5438}}	{0,0}	{{30,20},{30,40},{30,60}}	{400121302,4001211,400111601,4001212,5001203,5001208,5001204}	1	0			0	0	5439			40077		{}	{7223}					{{5,29,3,4,10}}		1803050	DLC7TASK/Dlc7_Act7_task.Dlc7_Act7_task	7				1			
5416	复刻DLC7主线-Act8	0	5408	1	{{2,5439}}	{0,0}	{{1,300},{7,1},{9}}	{6001208}	1	0			0	0	5440			40078		{}	{7223}					{{5,29,3,4,10}}	1804136	1803051	DLC7TASK/Dlc7_Act8_task.Dlc7_Act8_task	7				1			
																																					
5417	复刻DLC7主线-Ep1	7	50000	1	{{2,50101}}	{0,0}							0	0	5418	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep1.Dlc7_Task_Ep1	7		1					
5418	复刻DLC7主线-Ep2	7	50000	1	{{2,5417}}	{0,0}							0	0	5409	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep2.Dlc7_Task_Ep2	7		1					
5419	复刻DLC7主线-Ep3	7	50000	1	{{2,5409}}	{0,0}							0	0	5410	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep3.Dlc7_Task_Ep3	7		1					
5420	复刻DLC7主线-Ep4	7	50000	1	{{2,5411}}	{0,0}							0	0	5436	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep4.Dlc7_Task_Ep4	7		1					
5436	复刻DLC7主线-Ep5	7	50000	1	{{2,5420}}	{0,0}							0	0	5412	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep5.Dlc7_Task_Ep5	7		1					
5437	复刻DLC7主线-Ep6	7	50000	1	{{2,5413}}	{0,0}							0	0	5414	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep6.Dlc7_Task_Ep6	7		1					
5438	复刻DLC7主线-Ep7	7	50000	1	{{2,5414}}	{0,0}							0	0	5415	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep7.Dlc7_Task_Ep7	7		1					
5439	复刻DLC7主线-Ep8	7	50000	1	{{2,5415}}	{0,0}							0	0	5416	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep8.Dlc7_Task_Ep8	7		1					
5440	复刻DLC7主线-Ep9	7	50000	1	{{2,5416}}	{0,0}							0	0	0	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_Ep9.Dlc7_Task_Ep9	7		1					
																																					
5441	复刻DLC7主线-St1	2	50000	1	{{2,5418}}	{0,0}							0	0	0	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_St1.Dlc7_Task_St1	7		1					
5442	复刻DLC7主线-St2	2	50000	1	{{2,5419}}	{0,0}							0	0	0	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_St2.Dlc7_Task_St2	7		1					
5443	复刻DLC7主线-St3	2	50000	1	{{2,5436}}	{0,0}							0	0	0	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_St3.Dlc7_Task_St3	7		1					
5444	复刻DLC7主线-St4	2	50000	1	{{2,5437}}	{0,0}							0	0	0	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_St4.Dlc7_Task_St4	7		1					
5445	复刻DLC7主线-St5	2	50000	1	{{2,5440}}	{0,0}							0	0	0	0	0				{7224}					{{5,29,3,4,10}}			DLC7TASK/Dlc7_Task_St5.Dlc7_Task_St5	7		1					
																																					
5400	复刻DLC7_复刷-01	0	5450	1	{{1,20}}	{0,14}		{4001211,4001212,4001213}	3	0			1	0	5430	14				{}	{7225}	{7225}		{{5,29,3,3,6}}		{{5,29,3,3,6}}		1803048	DLC7Task/RepeatLevel/DLC7_Repeat01.DLC7_Repeat01	7					1		
5430	复刻DLC7_复刷-02	0	5451	1	{{2,5400}}	{0,16}		{4001211,4001212,4001213}	3	0			1	0	5456	16				{}	{7226}	{7226}		{{5,29,3,3,7}}		{{5,29,3,3,7}}		1803048	DLC7Task/RepeatLevel/DLC7_Repeat01.DLC7_Repeat01	7					1		
5456	复刻DLC7_复刷-03	0	5452	1	{{2,5430}}	{0,18}		{4001211,4001212,4001213}	3	0			1	0	5457	18				{}	{7227}	{7227}		{{5,29,3,3,8}}		{{5,29,3,3,8}}		1803048	DLC7Task/RepeatLevel/DLC7_Repeat01.DLC7_Repeat01	7					1		
5457	复刻DLC7_复刷-04	0	5453	1	{{2,5456}}	{0,20}		{4001211,4001212,4001213}	3	0			1	0	5458	20				{}	{7228}	{7228}		{{5,29,3,3,9}}		{{5,29,3,3,9}}		1803048	DLC7Task/RepeatLevel/DLC7_Repeat01.DLC7_Repeat01	7					1		
5458	复刻DLC7_复刷-05	0	5454	1	{{2,5457}}	{0,24}		{4001211,4001212,4001213}	3	0			1	0	5459	24				{}	{7229}	{7229}		{{5,29,3,3,11}}		{{5,29,3,3,11}}		1803048	DLC7Task/RepeatLevel/DLC7_Repeat01.DLC7_Repeat01	7					1		
5459	复刻DLC7_复刷-06	0	5455	1	{{2,5458}}	{0,30}		{4001211,4001212,4001213}	3	0			1	0		30				{}	{7230}	{7230}		{{5,29,3,3,15}}		{{5,29,3,3,15}}		1803048	DLC7Task/RepeatLevel/DLC7_Repeat01.DLC7_Repeat01	7					1		
																																					
8706	DLC30_复刷-01	0	8706	1	{{1,20}}	{0,14}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8707	14				{}	{7231}	{7231}		{{5,29,14,1,6}}		{{5,29,14,1,6}}		1803125	DLC30Task/RepeatLevel/DLC30_Repeat01.DLC30_Repeat01	30	600				1		
8707	DLC30_复刷-02	0	8706	1	{{2,8706}}	{0,16}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8708	16				{}	{7232}	{7232}		{{5,29,14,1,7}}		{{5,29,14,1,7}}		1803125	DLC30Task/RepeatLevel/DLC30_Repeat01.DLC30_Repeat01	30	600				1		
8708	DLC30_复刷-03	0	8706	1	{{2,8707}}	{0,18}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8709	18				{}	{7233}	{7233}		{{5,29,14,1,8}}		{{5,29,14,1,8}}		1803125	DLC30Task/RepeatLevel/DLC30_Repeat01.DLC30_Repeat01	30	600				1		
8709	DLC30_复刷-04	0	8706	1	{{2,8708}}	{0,20}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8710	20				{}	{7234}	{7234}		{{5,29,14,1,9}}		{{5,29,14,1,9}}		1803125	DLC30Task/RepeatLevel/DLC30_Repeat01.DLC30_Repeat01	30	600				1		
8710	DLC30_复刷-05	0	8706	1	{{2,8709}}	{0,24}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8711	24				{}	{7235}	{7235}		{{5,29,14,1,11}}		{{5,29,14,1,11}}		1803125	DLC30Task/RepeatLevel/DLC30_Repeat01.DLC30_Repeat01	30	600				1		
8711	DLC30_复刷-06	0	8706	1	{{2,8710}}	{0,30}		{400130405,4001410,4001407,400131005,4001409}	3				1	0		30				{}	{7236}	{7236}		{{5,29,14,1,15}}		{{5,29,14,1,15}}		1803125	DLC30Task/RepeatLevel/DLC30_Repeat01.DLC30_Repeat01	30	600				1		
																																					
8755	DLC31_复刷-01	0	8755	1	{{1,20}}	{0,14}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8756	14				{}	{7237}	{7237}		{{5,29,15,1,6}}		{{5,29,15,1,6}}		1803134	DLC31Task/RepeatLevel/DLC31_Repeat01.DLC31_Repeat01	31	600				1		
8756	DLC31_复刷-02	0	8755	1	{{2,8755}}	{0,16}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8757	16				{}	{7238}	{7238}		{{5,29,15,1,7}}		{{5,29,15,1,7}}		1803134	DLC31Task/RepeatLevel/DLC31_Repeat01.DLC31_Repeat01	31	600				1		
8757	DLC31_复刷-03	0	8755	1	{{2,8756}}	{0,18}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8758	18				{}	{7239}	{7239}		{{5,29,15,1,8}}		{{5,29,15,1,8}}		1803134	DLC31Task/RepeatLevel/DLC31_Repeat01.DLC31_Repeat01	31	600				1		
8758	DLC31_复刷-04	0	8755	1	{{2,8757}}	{0,20}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8759	20				{}	{7240}	{7240}		{{5,29,15,1,9}}		{{5,29,15,1,9}}		1803134	DLC31Task/RepeatLevel/DLC31_Repeat01.DLC31_Repeat01	31	600				1		
8759	DLC31_复刷-05	0	8755	1	{{2,8758}}	{0,24}		{400130405,4001410,4001407,400131005,4001409}	3				1	0	8760	24				{}	{7241}	{7241}		{{5,29,15,1,11}}		{{5,29,15,1,11}}		1803134	DLC31Task/RepeatLevel/DLC31_Repeat01.DLC31_Repeat01	31	600				1		
8760	DLC31_复刷-06	0	8755	1	{{2,8759}}	{0,30}		{400130405,4001410,4001407,400131005,4001409}	3				1	0		30				{}	{7242}	{7242}		{{5,29,15,1,15}}		{{5,29,15,1,15}}		1803134	DLC31Task/RepeatLevel/DLC31_Repeat01.DLC31_Repeat01	31	600				1		
																																					
8761	复刻DLC3主线-Act1	0	4401	1	{{2,8769}}	{0,0}	{{1,300},{7,1},{9}}	{400130101,400130601,500130201}	1	0			0	0	8762			40001		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act1_task.Dlc3_Act1_task	3				1			
8762	复刻DLC3主线-Act2	0	4402	1	{{2,8761}}	{0,0}	{{1,300},{7,1},{9}}	{400130101,400130601,400130401,400130301,500130701}	1	0			0	0	8770			40002		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act2_task.Dlc3_Act2_task	3				1			
8763	复刻DLC3主线-Act3	0	4403	1	{{2,8770}}	{0,0}	{{1,300},{7,1},{9}}	{500130501}	1	0			0	0	8771			40003		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act3_task.Dlc3_Act3_task	3				1			
8764	复刻DLC3主线-Act4	0	4404	1	{{2,8771}}	{0,0}	{{1,300},{7,1},{9}}	{400130601,500130201,400130101,400130401,500130701,400130301}	1	0			0	0	8772			40004		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act4_task.Dlc3_Act4_task	3				1			
8765	复刻DLC3主线-Act5	0	4405	1	{{2,8772}}	{0,0}	{{1,300},{7,1},{9}}	{400130601,400130401,400130301,400130101,500130201,500130701,500130501}	1	0			0	0	8773			40005		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act5_task.Dlc3_Act5_task	3				1			
8766	复刻DLC3主线-Act6	0	4406	1	{{2,8774}}	{0,0}	{{1,300},{7,1},{9}}	{400130301,400130401,400130601,500130501,500130801,500130201}	1	0			0	0	8775			40006		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act6_task.Dlc3_Act6_task	3				1			
8767	复刻DLC3主线-Act7	0	4407	1	{{2,8775}}	{0,0}	{{1,300},{7,1},{9}}	{500130901,5001309,400130601,400130401,500130501}	1	0			0	0	8768			40007		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act7_task.Dlc3_Act7_task	3				1			
8768	复刻DLC3主线-Act8	0	4408	1	{{2,8767}}	{0,0}	{{1,300},{7,1},{9}}	{6001302}	1	0			0	0	8776			40008		{}	{7243}					{{5,29,15,4,10}}		1803037	DLC3Task/StoryLevel/Dlc3_Act8_task.Dlc3_Act8_task	3				1			
																																					
8769	复刻DLC3主线-Ep1	7	50000	1	{{1,10}}	{0,0}							0	0	8761	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep1.Dlc3_Task_Ep1	3		1					
8770	复刻DLC3主线-Ep2	7	50000	1	{{2,8762}}	{0,0}							0	0	8763	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep2.Dlc3_Task_Ep2	3		1					
8771	复刻DLC3主线-Ep3	7	50000	1	{{2,8763}}	{0,0}							0	0	8764	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep3.Dlc3_Task_Ep3	3		1					
8772	复刻DLC3主线-Ep4	7	50000	1	{{2,8764}}	{0,0}							0	0	8765	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep4.Dlc3_Task_Ep4	3		1					
8773	复刻DLC3主线-Ep5	7	50000	1	{{2,8765}}	{0,0}							0	0	8774	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep5.Dlc3_Task_Ep5	3		1					
8774	复刻DLC3主线-Ep6	7	50000	1	{{2,8773}}	{0,0}							0	0	8766	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep6.Dlc3_Task_Ep6	3		1					
8775	复刻DLC3主线-Ep7	7	50000	1	{{2,8766}}	{0,0}							0	0	8767	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep7.Dlc3_Task_Ep7	3		1					
8776	复刻DLC3主线-Ep8	7	50000	1	{{2,8768}}	{0,0}							0	0	8777	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep8.Dlc3_Task_Ep8	3		1					
8777	复刻DLC3主线-Ep9	7	50000	1	{{2,8776}}	{0,0}							0	0	8783	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep9.Dlc3_Task_Ep9	3		1					
8778	复刻DLC3主线-Ep10	7	50000	1	{{2,8783}}	{0,0}							0	0	8779	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep10.Dlc3_Task_Ep10	3		1					
8779	复刻DLC3主线-Ep11	7	50000	1	{{2,8778}}	{0,0}							0	0	8780	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep11.Dlc3_Task_Ep11	3		1					
8780	复刻DLC3主线-Ep12	7	50000	1	{{2,8779}}	{0,0}							0	0	0	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_Ep12.Dlc3_Task_Ep12	3		1					
																																					
8781	复刻DLC3主线-St1	2	50000	1	{{2,8769}}	{0,0}							0	0	0	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_St1.Dlc3_Task_St1	3		1					
8782	复刻DLC3主线-St2	2	50000	1	{{2,8767}}	{0,0}							0	0	0	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_St2.Dlc3_Task_St2	3		1					
8783	复刻DLC3主线-St3	2	50000	1	{{2,8777}}	{0,0}							0	0	8778	0	0				{7244}			{{5,29,15,4,10}}					DLC3Task/StoryLevel/Dlc3_Task_St3.Dlc3_Task_St3	3		1					
																																					
8791	复刻DLC3复刷关难度1	0	4450	1	{{1,20}}	{0,14}		{400130601,400130602,400130301,400130401,400130101}	3	0			1	0	8792	14				{}	{7245}	{7245}		{{5,29,15,3,6}}		{{5,29,15,3,6}}		1803037	DLC3Task/Dlc3_Repeat_Level01.Dlc3_Repeat_Level01	3					1		
8792	复刻DLC3复刷关难度2	0	4450	1	{{2,8791}}	{0,16}		{400130601,400130602,400130301,400130401,400130101}	3	0			1	0	8793	16				{}	{7246}	{7246}		{{5,29,15,3,7}}		{{5,29,15,3,7}}		1803037	DLC3Task/Dlc3_Repeat_Level01.Dlc3_Repeat_Level01	3					1		
