ID（10-血量；20-攻击；30-防御）	注释	1级值	2级值	3级值	4级值	5级值	6级值	7级值	8级值	9级值	10级值	11级值	12级值	13级值	14级值	15级值	16级值	17级值	18级值	19级值	20级值	21级值	22级值	23级值	24级值	25级值	26级值	27级值	28级值	29级值	30级值	31级值	32级值	33级值	34级值	35级值	36级值	37级值	38级值	39级值	40级值	41级值	42级值	43级值	44级值	45级值	46级值	47级值	48级值	49级值	50级值	51级值	52级值	53级值	54级值	55级值	56级值	57级值	58级值	59级值	60级值	61级值	62级值	63级值	64级值	65级值	66级值	67级值	68级值	69级值	70级值	71级值	72级值	73级值	74级值	75级值	76级值	77级值	78级值	79级值	80级值	81级值	82级值	83级值	84级值	85级值	86级值	87级值	88级值	89级值	90级值	91级值	92级值	93级值	94级值	95级值	96级值	97级值	98级值	99级值	100级值	101级值	102级值	103级值	104级值	105级值	106级值	107级值	108级值	109级值	110级值	111级值	112级值	113级值	114级值	115级值	116级值	117级值	118级值	119级值	120级值	121级值	122级值	123级值	124级值	125级值	126级值	127级值	128级值	129级值	130级值	131级值	132级值	133级值	134级值	135级值	136级值	137级值	138级值	139级值	140级值	141级值	142级值	143级值	144级值	145级值	146级值	147级值	148级值	149级值	150级值	151级值	152级值	153级值	154级值	155级值	156级值	157级值	158级值	159级值	160级值	161级值	162级值	163级值	164级值	165级值	166级值	167级值	168级值	169级值	170级值	171级值	172级值	173级值	174级值	175级值	176级值	177级值	178级值	179级值	180级值	181级值	182级值	183级值	184级值	185级值	186级值	187级值	188级值	189级值	190级值	191级值	192级值	193级值	194级值	195级值	196级值	197级值	198级值	199级值	200级值	201级值	202级值	203级值	204级值	205级值	206级值	207级值	208级值	209级值	210级值	211级值	212级值	213级值	214级值	215级值	216级值	217级值	218级值	219级值	220级值	221级值	222级值	223级值	224级值	225级值	226级值	227级值	228级值	229级值	230级值	231级值	232级值	233级值	234级值	235级值	236级值	237级值	238级值	239级值	240级值	241级值	242级值	243级值	244级值	245级值	246级值	247级值	248级值	249级值	250级值	251级值	252级值	253级值	254级值	255级值	256级值	257级值	258级值	259级值	260级值	261级值	262级值	263级值	264级值	265级值	266级值	267级值	268级值	269级值	270级值	271级值	272级值	273级值	274级值	275级值	276级值	277级值	278级值	279级值	280级值	281级值	282级值	283级值	284级值	285级值	286级值	287级值	288级值	289级值	290级值	291级值	292级值	293级值	294级值	295级值	296级值	297级值	298级值	299级值	300级值
12750		675	765	863	975	1095	1223	1358	1508	1665	1830	2003	2183	2378	2580	2790	3008	3233	3473	3720	3975	4253	4545	4853	5183	5528	5895	6278	6683	7103	7545	8003	8498	9030	9600	10200	10838	11513	12225	12975	13763	14588	15450	16343	17273	18240	19245	20295	21390	22530	23715	24953	26235	27563	28935	30353	31815	33323	34875	36473	38115	39803	41543	43328	45158	47033	48953	50918	52928	54983	57083	59228	61425	63668	65955	68288	70665	73088	75555	78068	80625	82238	83880	85560	87270	89018	90795	92610	94463	96353	98280	100245	102248	104295	106380	108510	110678	112890	115148	117450	119798	122190	124635	127125	129668	132263	134910	137610	140363	143168	146033	148950	151928	154965	158063	161228	164453	167745	171098	174518	178005	181568	185198	188903	192683	196538	200468	204480	208568	212738	216990	221333	225758	230273	234878	239573	244365	249255	254243	259328	264518	269805	275198	280703	286320	292050	297893	303848	309923	316118	322440	328890	335468	342180	349020	356003	363120	370380	377790	385343	393053	400913	408930	417105	425445	433958	442635	451485	460515	469725	479123	488708	498480	508448	518618	528990	539573	550365	561375	572603	584055	595733	607650	619800	632198	644843	657743	670898	684315	698003	711960	726203	740730	755543	770655	786068	801788	817823	834180	850860	867878	885233	902940	921000	939420	958208	977370	996915	1016850	1037190	1057935	1079093	1100678	1122690	1145145	1168050	1191413	1215240	1239548	1264335	1289625	1315418	1341728	1368563	1395938	1423860	1452338	1481385	1511010	1541228	1572053	1603493	1635563	1668278	1701645	1735680	1770390	1805798	1841910	1878750	1916325	1954650	1993740	2033618	2074290	2115773	2158088	2201250	2245275	2290178	2335980	2382698	2430353	2478960	2528543	2579115	2630700	2683313	2736983	2791725	2847563	2904518	2962605	3021855	3082290	3143933	3206813	3270953	3336375	3403103	3471165	3540585	3611400	3683625	3757298	3832440	3909090	3987270	4067018	4148355	4231320	4315950	4402268	4490310	4580115	4671720	4765155	4860458	4957665	5056815	5157953	5261115	5366340	5473665	5583135	5694795	5808690	5924865	6043365	6164235	6287520
13750		750	870	998	1140	1290	1455	1628	1815	2010	2220	2438	2670	2918	3173	3443	3720	4013	4313	4628	4950	5303	5678	6075	6495	6938	7403	7890	8400	8933	9488	10073	10703	11378	12098	12863	13680	14543	15450	16403	17400	18450	19545	20685	21870	23100	24383	25718	27113	28568	30083	31650	33278	34965	36713	38513	40373	42293	44273	46305	48398	50550	52763	55028	57353	59738	62183	64680	67238	69855	72533	75263	78053	80903	83813	86775	89798	92880	96023	99218	102473	104520	106613	108743	110918	113138	115403	117713	120068	122468	124920	127418	129968	132570	135225	137933	140693	143505	146378	149303	152288	155333	158438	161610	164843	168143	171503	174930	178425	181995	185633	189345	193133	196995	200933	204953	209055	213233	217500	221850	226290	230813	235433	240143	244943	249840	254835	259935	265133	270435	275843	281363	286988	292725	298583	304553	310643	316853	323190	329655	336248	342975	349838	356835	363975	371258	378683	386258	393983	401865	409905	418103	426465	434993	443693	452565	461618	470850	480270	489878	499673	509663	519855	530250	540855	551670	562703	573960	585443	597150	609090	621270	633698	646373	659303	672488	685935	699653	713648	727920	742478	757328	772478	787928	803685	819758	836153	852878	869933	887333	905078	923183	941648	960480	979688	999285	1019273	1039658	1060448	1081658	1103288	1125353	1147860	1170818	1194233	1218120	1242480	1267328	1292678	1318530	1344900	1371795	1399230	1427213	1455758	1484873	1514573	1544865	1575765	1607280	1639425	1672215	1705658	1739768	1774560	1810050	1846253	1883175	1920840	1959255	1998443	2038410	2079180	2120760	2163173	2206433	2250563	2295578	2341493	2388323	2436090	2484810	2534505	2585198	2636903	2689643	2743433	2798303	2854268	2911350	2969580	3028973	3089550	3151343	3214373	3278663	3344235	3411120	3479340	3548925	3619905	3692303	3766148	3841470	3918300	3996668	4076603	4158135	4241295	4326120	4412640	4500893	4590908	4682723	4776375	4871903	4969343	5068733	5170110	5273513	5378985	5486565	5596298	5708220	5822385	5938830	6057608	6178763	6302340	6428385	6556950	6688088	6821850	6958290	7097453	7239405	7384193	7531875	7682513	7836165	7992885
14750		975	1133	1305	1493	1695	1913	2145	2393	2655	2933	3225	3533	3855	4193	4545	4913	5295	5693	6105	6533	6998	7493	8018	8573	9158	9773	10418	11093	11798	12533	13305	14138	15030	15983	16995	18075	19215	20415	21675	22995	24383	25830	27338	28905	30533	32228	33998	35843	37763	39765	41843	43995	46223	48533	50918	53378	55913	58530	61223	63990	66833	69758	72758	75833	78983	82215	85523	88905	92363	95903	99518	103208	106973	110820	114743	118740	122813	126968	131198	135503	138210	140978	143798	146670	149603	152595	155648	158760	161933	165173	168473	171840	175275	178778	182355	186000	189720	193515	197385	201330	205358	209468	213660	217935	222293	226740	231278	235905	240623	245438	250350	255360	260468	265680	270990	276413	281940	287580	293333	299198	305183	311288	317513	323865	330345	336953	343695	350573	357585	364740	372038	379478	387068	394808	402705	410760	418973	427350	435900	444615	453510	462578	471833	481268	490890	500708	510720	520935	531353	541980	552818	563873	575153	586658	598388	610358	622568	635018	647715	660668	673883	687360	701108	715133	729435	744023	758903	774083	789563	805358	821468	837900	854655	871748	889185	906968	925110	943613	962483	981735	1001370	1021395	1041825	1062660	1083915	1105590	1127700	1150253	1173255	1196723	1220655	1245068	1269968	1295370	1321275	1347698	1374653	1402148	1430190	1458795	1487970	1517730	1548083	1579043	1610625	1642838	1675695	1709213	1743398	1778265	1813830	1850108	1887113	1924853	1963350	2002620	2042670	2083523	2125193	2167695	2211053	2255273	2300378	2346383	2393310	2441175	2490000	2539800	2590598	2642408	2695253	2749155	2804138	2860223	2917425	2975775	3035288	3095993	3157913	3221070	3285495	3351203	3418230	3486593	3556328	3627458	3700005	3774008	3849488	3926475	4005008	4085108	4166813	4250153	4335158	4421858	4510298	4600500	4692510	4786358	4882088	4979730	5079323	5180910	5284530	5390220	5498025	5607983	5720145	5834550	5951243	6070268	6191670	6315503	6441810	6570645	6702060	6836100	6972825	7112280	7254525	7399613	7547603	7698555	7852523	8009573	8169765	8333160	8499825	8669820	8843220	9020085	9200490	9384503	9572190	9763635	9958905	10158083	10361243	10568468
15750		900	1028	1170	1328	1500	1680	1875	2085	2310	2543	2790	3045	3315	3600	3893	4200	4515	4853	5198	5558	5948	6360	6795	7260	7748	8265	8805	9375	9968	10590	11235	11933	12683	13485	14333	15233	16185	17190	18248	19358	20520	21735	22995	24308	25673	27090	28575	30120	31725	33398	35145	36953	38820	40755	42758	44820	46943	49133	51390	53708	56085	58538	61058	63638	66278	68985	71760	74595	77490	80453	83483	86580	89738	92963	96255	99608	103020	106500	110048	113655	115928	118245	120615	123023	125483	127988	130545	133155	135818	138533	141300	144120	147000	149933	152933	155985	159105	162285	165533	168840	172215	175665	179175	182760	186413	190148	193958	197843	201795	205838	209955	214155	218438	222810	227265	231810	236453	241178	246000	250913	255938	261053	266273	271605	277043	282585	288240	294008	299888	305888	312008	318248	324615	331103	337725	344483	351375	358403	365573	372885	380340	387938	395700	403613	411683	419918	428310	436875	445605	454515	463605	472875	482340	491985	501825	511860	522098	532538	543180	554048	565133	576435	587963	599723	611723	623955	636428	649155	662138	675390	688905	702683	716730	731063	745688	760605	775823	791340	807165	823313	839775	856568	873698	891173	909000	927180	945720	964635	983925	1003605	1023675	1044150	1065030	1086338	1108058	1130213	1152818	1175880	1199393	1223385	1247850	1272810	1298265	1324230	1350713	1377728	1405283	1433385	1462058	1491300	1521128	1551555	1582590	1614240	1646528	1679460	1713045	1747305	1782248	1817895	1854255	1891343	1929173	1967760	2007120	2047260	2088210	2129970	2172570	2216018	2260335	2305538	2351655	2398695	2446673	2495603	2545508	2596410	2648340	2701305	2755335	2810438	2866650	2923980	2982458	3042113	3102953	3165015	3228315	3292875	3358733	3425910	3494430	3564323	3635610	3708323	3782490	3858143	3935310	4014015	4094303	4176188	4259708	4344900	4431795	4520430	4610843	4703063	4797128	4893075	4990935	5090760	5192573	5296425	5402348	5510393	5620598	5733008	5847668	5964615	6083910	6205583	6329693	6456285	6585413	6717120	6851460	6988485	7128255	7270823	7416248	7564575	7715865	7870185	8027580	8188133	8351895	8518935	8689313	8863103
																																																																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																																																																													
																																																																																																																																																																																																																																																																																																													
18020		28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	28908	36134	37941	39748	41555	43361	45168	46975	48781	50588	52395	54201	56008	57815	59622	61428	63235	65042	66848	68655	70462	72268	74075	75882	77689	79495	81302	83109	84915	86722	88529	90335	92142	93949	95756	97562	99369	101176	102982	104789	106596	108402	110209	112016	113823	115629	117436	119243	121049	122856	124663	126469	128276	130083	131890	133696	135503	137310	139116	140923	142730	144536	146343	148150	149957	151763	153570	155377	157183	158990	160797	162603	164410	166217	168024	169830	171637	173444	175250	177057	178864	180670	182477	184284	186091	187897	189704	191511	193317	195124	196931	198737	200544	202351	204158	205964	207771	209578	211384	213191	214998	216804	218611	220418	222225	224031	225838	227645	229451	231258	233065	234871	236678	238485	240292	242098	243905	245712	247518	249325	251132	252938	254745	256552	258359	260165	261972	263779	265585	267392	269199	271005	272812	274619	276426	278232	280039	281846	283652	285459	287266	289072	290879	292686	294493	296299	298106	299913	301719	303526	305333	307139	308946	310753	312560	314366	316173	317980	319786	321593	323400	325206	327013	328820	330627	332433	334240	336047	337853	339660	341467	343273	345080	346887	348694	350500	352307	354114	355920	357727	359534	361340	363147	364954	366761	368567	370374	372181	373987	375794	377601	379407	381214	383021	384828	386634	388441	390248	392054	393861	395668
18040		57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	57815	72268	75882	79495	83109	86722	90336	93949	97562	101176	104789	108402	112016	115629	119243	122856	126470	130083	133696	137310	140923	144536	148150	151763	155377	158990	162604	166217	169830	173444	177057	180670	184284	187897	191511	195124	198738	202351	205964	209578	213191	216804	220418	224031	227645	231258	234872	238485	242098	245712	249325	252938	256552	260165	263779	267392	271006	274619	278232	281846	285459	289072	292686	296299	299913	303526	307140	310753	314366	317980	321593	325206	328820	332433	336047	339660	343274	346887	350500	354114	357727	361340	364954	368567	372181	375794	379408	383021	386634	390248	393861	397474	401088	404701	408315	411928	415542	419155	422768	426382	429995	433608	437222	440835	444449	448062	451676	455289	458902	462516	466129	469742	473356	476969	480583	484196	487810	491423	495036	498650	502263	505876	509490	513103	516717	520330	523944	527557	531170	534784	538397	542010	545624	549237	552851	556464	560078	563691	567304	570918	574531	578144	581758	585371	588985	592598	596212	599825	603438	607052	610665	614278	617892	621505	625119	628732	632346	635959	639572	643186	646799	650412	654026	657639	661253	664866	668480	672093	675706	679320	682933	686546	690160	693773	697387	701000	704614	708227	711840	715454	719067	722680	726294	729907	733521	737134	740748	744361	747974	751588	755201	758814	762428	766041	769655	773268	776882	780495	784108	787722	791335
18100		144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	144536	180670	189704	198737	207771	216804	225838	234871	243905	252938	261972	271005	280039	289072	298106	307139	316173	325206	334240	343273	352307	361340	370374	379407	388441	397474	406508	415541	424575	433608	442642	451675	460709	469742	478776	487809	496843	505876	514910	523943	532977	542010	551044	560077	569111	578144	587178	596211	605245	614278	623312	632345	641379	650412	659446	668479	677513	686546	695580	704613	713647	722680	731714	740747	749781	758814	767848	776881	785915	794948	803982	813015	822049	831082	840116	849149	858183	867216	876250	885283	894317	903350	912384	921417	930451	939484	948518	957551	966585	975618	984652	993685	1002719	1011752	1020786	1029819	1038853	1047886	1056920	1065953	1074987	1084020	1093054	1102087	1111121	1120154	1129188	1138221	1147255	1156288	1165322	1174355	1183389	1192422	1201456	1210489	1219523	1228556	1237590	1246623	1255657	1264690	1273724	1282757	1291791	1300824	1309858	1318891	1327925	1336958	1345992	1355025	1364059	1373092	1382126	1391159	1400193	1409226	1418260	1427293	1436327	1445360	1454394	1463427	1472461	1481494	1490528	1499561	1508595	1517628	1526662	1535695	1544729	1553762	1562796	1571829	1580863	1589896	1598930	1607963	1616997	1626030	1635064	1644097	1653131	1662164	1671198	1680231	1689265	1698298	1707332	1716365	1725399	1734432	1743466	1752499	1761533	1770566	1779600	1788633	1797667	1806700	1815734	1824767	1833801	1842834	1851868	1860901	1869935	1878968	1888002	1897035	1906069	1915102	1924136	1933169	1942203	1951236	1960270	1969303	1978337
18200	新星开拓活动爬塔-基于14100模板80级的20倍	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	289072	361340	379407	397474	415541	433608	451675	469742	487809	505876	523943	542010	560077	578144	596211	614278	632345	650412	668479	686546	704613	722680	740747	758814	776881	794948	813015	831082	849149	867216	885283	903350	921417	939484	957551	975618	993685	1011752	1029819	1047886	1065953	1084020	1102087	1120154	1138221	1156288	1174355	1192422	1210489	1228556	1246623	1264690	1282757	1300824	1318891	1336958	1355025	1373092	1391159	1409226	1427293	1445360	1463427	1481494	1499561	1517628	1535695	1553762	1571829	1589896	1607963	1626030	1644097	1662164	1680231	1698298	1716365	1734432	1752499	1770566	1788633	1806700	1824767	1842834	1860901	1878968	1897035	1915102	1933169	1951236	1969303	1987370	2005437	2023504	2041571	2059638	2077705	2095772	2113839	2131906	2149973	2168040	2186107	2204174	2222241	2240308	2258375	2276442	2294509	2312576	2330643	2348710	2366777	2384844	2402911	2420978	2439045	2457112	2475179	2493246	2511313	2529380	2547447	2565514	2583581	2601648	2619715	2637782	2655849	2673916	2691983	2710050	2728117	2746184	2764251	2782318	2800385	2818452	2836519	2854586	2872653	2890720	2908787	2926854	2944921	2962988	2981055	2999122	3017189	3035256	3053323	3071390	3089457	3107524	3125591	3143658	3161725	3179792	3197859	3215926	3233993	3252060	3270127	3288194	3306261	3324328	3342395	3360462	3378529	3396596	3414663	3432730	3450797	3468864	3486931	3504998	3523065	3541132	3559199	3577266	3595333	3613400	3631467	3649534	3667601	3685668	3703735	3721802	3739869	3757936	3776003	3794070	3812137	3830204	3848271	3866338	3884405	3902472	3920539	3938606	3956673
18500		722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	722640	903300	948465	993630	1038795	1083960	1129125	1174290	1219455	1264620	1309785	1354950	1400115	1445280	1490445	1535610	1580775	1625940	1671105	1716270	1761435	1806600	1851765	1896930	1942095	1987260	2032425	2077590	2122755	2167920	2213085	2258250	2303415	2348580	2393745	2438910	2484075	2529240	2574405	2619570	2664735	2709900	2755065	2800230	2845395	2890560	2935725	2980890	3026055	3071220	3116385	3161550	3206715	3251880	3297045	3342210	3387375	3432540	3477705	3522870	3568035	3613200	3658365	3703530	3748695	3793860	3839025	3884190	3929355	3974520	4019685	4064850	4110015	4155180	4200345	4245510	4290675	4335840	4381005	4426170	4471335	4516500	4561665	4606830	4651995	4697160	4742325	4787490	4832655	4877820	4922985	4968150	5013315	5058480	5103645	5148810	5193975	5239140	5284305	5329470	5374635	5419800	5464965	5510130	5555295	5600460	5645625	5690790	5735955	5781120	5826285	5871450	5916615	5961780	6006945	6052110	6097275	6142440	6187605	6232770	6277935	6323100	6368265	6413430	6458595	6503760	6548925	6594090	6639255	6684420	6729585	6774750	6819915	6865080	6910245	6955410	7000575	7045740	7090905	7136070	7181235	7226400	7271565	7316730	7361895	7407060	7452225	7497390	7542555	7587720	7632885	7678050	7723215	7768380	7813545	7858710	7903875	7949040	7994205	8039370	8084535	8129700	8174865	8220030	8265195	8310360	8355525	8400690	8445855	8491020	8536185	8581350	8626515	8671680	8716845	8762010	8807175	8852340	8897505	8942670	8987835	9033000	9078165	9123330	9168495	9213660	9258825	9303990	9349155	9394320	9439485	9484650	9529815	9574980	9620145	9665310	9710475	9755640	9800805	9845970	9891135
																																																																																																																																																																																																																																																																																																													
19101	大肉鸽简单-基于13100模板	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	920	966	1012	1058	1104	1150	1196	1242	1288	1334	1380	1426	1472	1518	1564	1610	1656	1702	1748	1794	1840	1886	1932	1978	2024	2070	2116	2162	2208	2254	2300	2346	2392	2438	2484	2530	2576	2622	2668	2714	2760	2806	2852	2898	2944	2990	3036	3082	3128	3174	3220	3266	3312	3358	3404	3450	3496	3542	3588	3634	3680	3726	3772	3818	3864	3910	3956	4002	4048	4094	4140	4186	4232	4278	4324	4370	4416	4462	4508	4554	4600	4646	4692	4738	4784	4830	4876	4922	4968	5014	5060	5106	5152	5198	5244	5290	5336	5382	5428	5474	5520	5566	5612	5658	5704	5750	5796	5842	5888	5934	5980	6026	6072	6118	6164	6210	6256	6302	6348	6394	6440	6486	6532	6578	6624	6670	6716	6762	6808	6854	6900	6946	6992	7038	7084	7130	7176	7222	7268	7314	7360	7406	7452	7498	7544	7590	7636	7682	7728	7774	7820	7866	7912	7958	8004	8050	8096	8142	8188	8234	8280	8326	8372	8418	8464	8510	8556	8602	8648	8694	8740	8786	8832	8878	8924	8970	9016	9062	9108	9154	9200	9246	9292	9338	9384	9430	9476	9522	9568	9614	9660	9706	9752	9798	9844	9890	9936	9982	10028	10074	10120
19102	大肉鸽普通	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4010	4210.5	4411	4611.5	4812	5012.5	5213	5413.5	5614	5814.5	6015	6215.5	6416	6616.5	6817	7017.5	7218	7418.5	7619	7819.5	8020	8220.5	8421	8621.5	8822	9022.5	9223	9423.5	9624	9824.5	10025	10225.5	10426	10626.5	10827	11027.5	11228	11428.5	11629	11829.5	12030	12230.5	12431	12631.5	12832	13032.5	13233	13433.5	13634	13834.5	14035	14235.5	14436	14636.5	14837	15037.5	15238	15438.5	15639	15839.5	16040	16240.5	16441	16641.5	16842	17042.5	17243	17443.5	17644	17844.5	18045	18245.5	18446	18646.5	18847	19047.5	19248	19448.5	19649	19849.5	20050	20250.5	20451	20651.5	20852	21052.5	21253	21453.5	21654	21854.5	22055	22255.5	22456	22656.5	22857	23057.5	23258	23458.5	23659	23859.5	24060	24260.5	24461	24661.5	24862	25062.5	25263	25463.5	25664	25864.5	26065	26265.5	26466	26666.5	26867	27067.5	27268	27468.5	27669	27869.5	28070	28270.5	28471	28671.5	28872	29072.5	29273	29473.5	29674	29874.5	30075	30275.5	30476	30676.5	30877	31077.5	31278	31478.5	31679	31879.5	32080	32280.5	32481	32681.5	32882	33082.5	33283	33483.5	33684	33884.5	34085	34285.5	34486	34686.5	34887	35087.5	35288	35488.5	35689	35889.5	36090	36290.5	36491	36691.5	36892	37092.5	37293	37493.5	37694	37894.5	38095	38295.5	38496	38696.5	38897	39097.5	39298	39498.5	39699	39899.5	40100	40300.5	40501	40701.5	40902	41102.5	41303	41503.5	41704	41904.5	42105	42305.5	42506	42706.5	42907	43107.5	43308	43508.5	43709	43909.5	44110
19103	大肉鸽困难	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	11560	12138	12716	13294	13872	14450	15028	15606	16184	16762	17340	17918	18496	19074	19652	20230	20808	21386	21964	22542	23120	23698	24276	24854	25432	26010	26588	27166	27744	28322	28900	29478	30056	30634	31212	31790	32368	32946	33524	34102	34680	35258	35836	36414	36992	37570	38148	38726	39304	39882	40460	41038	41616	42194	42772	43350	43928	44506	45084	45662	46240	46818	47396	47974	48552	49130	49708	50286	50864	51442	52020	52598	53176	53754	54332	54910	55488	56066	56644	57222	57800	58378	58956	59534	60112	60690	61268	61846	62424	63002	63580	64158	64736	65314	65892	66470	67048	67626	68204	68782	69360	69938	70516	71094	71672	72250	72828	73406	73984	74562	75140	75718	76296	76874	77452	78030	78608	79186	79764	80342	80920	81498	82076	82654	83232	83810	84388	84966	85544	86122	86700	87278	87856	88434	89012	89590	90168	90746	91324	91902	92480	93058	93636	94214	94792	95370	95948	96526	97104	97682	98260	98838	99416	99994	100572	101150	101728	102306	102884	103462	104040	104618	105196	105774	106352	106930	107508	108086	108664	109242	109820	110398	110976	111554	112132	112710	113288	113866	114444	115022	115600	116178	116756	117334	117912	118490	119068	119646	120224	120802	121380	121958	122536	123114	123692	124270	124848	125426	126004	126582	127160
