模式类型（1常规无尽 2赛季模式）	关卡ID（赛季对应关卡）	ID	怪物id	//备注	积分对应等级
2	8	882	5001209	古尔薇格（幻象）	{{{120,180},108}}
2	8	883	400101602	四象弩机	{{{120,180},35}}
2	8	884	4001604	伪镖师	{{{120,180},13}}
2	8	885	4001605	伪镖头	{{{120,180},13}}
2	8	886	4002605	步枪兵	{{{120,180},13}}
2	8	887	4003002	狙击兵	{{{120,180},18}}
2	8	888	4001606	阴镖箱	{{{120,180},18}}
2	8	889	4001602	鼯鼠无人机（换皮）	{{{120,180},2}}
2	8	890	5001601	秉天护运机	{{{120,180},90}}
2	8	891	5003010	加特林兵	{{{120,180},72}}
2	8	892	5001607	伪造泰坦	{{{120,180},108}}
2	8	893	400130105	埃罗换皮	{{{120,180},7}}
2	8	894	400130405	格里芬换皮	{{{120,180},22}}
2	8	895	400131005	噬咬球换皮	{{{120,180},7}}
2	8	896	4001407	自爆机器人	{{{120,180},22}}
2	8	897	500131105	太阳伞换皮	{{{120,180},90}}
2	8	898	500130705	莱拉普斯换皮	{{{120,180},72}}
2	8	899	5001406	AI机器人远程炮兵	{{{120,180},90}}
2	8	900	5001405	AI机器人近战枪兵	{{{120,180},90}}
2	8	901	4002016	炽热投手	{{{120,180},26}}
2	8	902	5001305	西西弗斯	{{{120,180},72}}
2	8	903	5001309	空壳遗迹守卫	{{{120,180},72}}
2	8	904	6002601	蒙古沙虫	{{{120,180},336}}
2	8	905	4002013	罐头a/b/c	{{{120,180},35}}
2	8	906	600120801	二律背反的盟约	{{{120,180},336}}
2	8	907	6001006	约瑟夫·顽骨	{{{120,180},560}}
2	8	908	5002110	净化官-降临团	{{{120,180},58}}
2	8	909	4003016	污染投手	{{{120,180},26}}
2	8	910	5001205	夏基（枯萎）	{{{120,180},90}}
2	8	911	5001214	精英异化人	{{{120,180},54}}
2	8	912	4001007	通条	{{{120,180},13}}
2	8	913	400100304	螺钉（老兵）	{{{120,180},26}}
2	8	914	4001016	炽热投手	{{{120,180},26}}
2	8	915	600230103	刻耳柏洛斯·灼痕	{{{120,180},344}}
2	8	916	600140104	派·纯净	{{{120,180},299}}
2	8	917	600120507	祟·超限	{{{120,180},387}}
