玩法组	节点id	备注	路线数量	地图风貌	通道地图	路线1	路线2	路线3{{地图组,权重}}	特殊路线和触发条件	房间等级	怪物数值模板	完成后获得的经验	完成后获得的科技点	完成后获得的奖券（赛季生效）	完成后获得的钥匙（冒险模式生效）	完成后获得的万能钥匙（冒险模式生效）	完成后消耗的精力值（冒险模式生效）	初始地图配置(地图组,地图id)
531	4	特殊4-1-房间3	3	area11		shop_level1	relx_rare_1	random_nofight_normal		109	15	14	3	1				
531	5	特殊4-1-房间4	3	area11		fight_hard_magic	fight_hard	fight_hard		111	15	14	3	0				
531	6	特殊4-1-房间5	3	area08	corridor1	random_havefight_hard	random_havefight_hard	relx_rare_2		113	15	14	3	1				
531	7	特殊4-1-房间6	3	area08		fight_hard	fight_hard_personal	fight_hard		115	15	14	3	1				
531	8	特殊4-1-房间7	3	area08		random_havefight_hard	shop_level2	random_havefight_hard		117	15	19	5	1				
531	9	特殊4-1-房间8	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	19	5	0				
531	10	特殊4-1-房间9	3	area02	corridor2	reward_hard	reward_hard	reward_hard		121	15	19	5	1				
531	11	特殊4-1-房间10	3	area02		fight_hard	fight_hard_magic	fight_hard		123	15	24	6	1				
531	12	特殊4-1-房间11	3	area02		fight_boss	fight_boss	fight_boss		125	15	24	6	1				
531	13	特殊4-1-房间12	3	area02		shop_level3	fight_hard	random_havefight_hard		128	15	24	6	1				
531	14	特殊4-1-房间13	3	area10	corridor2	fight_hard	fight_hard	fight_hard		131	15	24	6	1				
531	15	特殊4-1-房间14	3	area10		fight_hard	fight_hard	fight_hard		134	15	29	7	1				
531	16	特殊4-1-房间15	3	area10		fight_hard_vip	fight_hard_vip	fight_hard_vip		137	15	29	7	1				
531	17	特殊4-1-房间16	3	area10		fight_hard	relx_rare_3	shop_level3		140	15	29	7	1				
531	18	特殊4-1-房间17	3	area08	corridor3	fight_hard	fight_hard	fight_hard		143	15	34	8	1				
531	19	特殊4-1-房间18	3	area08		fight_hard	fight_hard	fight_hard		146	15	38	9	1				
531	20	特殊4-1-房间19	1	area08		fight_finboss				149	15	43	10	2				
531	21	特殊4-1-房间20	0	area08						152	15	48	12	2				
																		
532	1	特殊4-2-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0				start,1
532	2	特殊4-2-房间1	3	area02	corridor1	reward_normal	reward_normal	reward_normal		105	15	10	2	1				
532	3	特殊4-2-房间2	3	area02		fight_normal	fight_normal	fight_normal		107	15	10	2	1				
532	4	特殊4-2-房间3	3	area02		shop_level1	relx_rare_1	random_nofight_normal		109	15	14	3	1				
532	5	特殊4-2-房间4	3	area02		fight_hard_magic	fight_hard	fight_hard		111	15	14	3	0				
532	6	特殊4-2-房间5	3	area10	corridor1	random_havefight_hard	random_havefight_hard	relx_rare_2		113	15	14	3	1				
532	7	特殊4-2-房间6	3	area10		fight_hard	fight_hard_personal	fight_hard		115	15	14	3	1				
532	8	特殊4-2-房间7	3	area10		random_havefight_hard	shop_level2	random_havefight_hard		117	15	19	5	1				
532	9	特殊4-2-房间8	3	area10		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	19	5	0				
532	10	特殊4-2-房间9	3	area11	corridor2	reward_hard	reward_hard	reward_hard		121	15	19	5	1				
532	11	特殊4-2-房间10	3	area11		fight_hard	fight_hard_magic	fight_hard		123	15	24	6	1				
532	12	特殊4-2-房间11	3	area11		fight_boss	fight_boss	fight_boss		125	15	24	6	1				
532	13	特殊4-2-房间12	3	area11		shop_level3	fight_hard	random_havefight_hard		128	15	24	6	1				
532	14	特殊4-2-房间13	3	area08	corridor2	fight_hard	fight_hard	fight_hard		131	15	24	6	1				
532	15	特殊4-2-房间14	3	area08		fight_hard	fight_hard	fight_hard		134	15	29	7	1				
532	16	特殊4-2-房间15	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		137	15	29	7	1				
532	17	特殊4-2-房间16	3	area08		fight_hard	relx_rare_3	shop_level3		140	15	29	7	1				
532	18	特殊4-2-房间17	3	area02	corridor3	fight_hard	fight_hard	fight_hard		143	15	34	8	1				
532	19	特殊4-2-房间18	3	area02		fight_hard	fight_hard	fight_hard		146	15	38	9	1				
532	20	特殊4-2-房间19	1	area02		fight_finboss				149	15	43	10	2				
532	21	特殊4-2-房间20	0	area02						152	15	48	12	2				
																		
601	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
601	2	冒险模式1-1-房间1	3	area02	corridor1	fight_hard_dlc9	random_havefight_hard	reward_normal		105	15	11	3	0	1	0	6	
601	3	冒险模式1-1-房间2	3	area02		relx_rare_2	fight_hard_magic	shop_level2		107	15	11	3	0	0	0	0	
601	4	冒险模式1-1-房间3	3	area02		fight_hard_vip	fight_hard_vip	fight_hard_vip		109	15	15	4	0	1	0	6	
601	5	冒险模式1-1-房间4	3	area02		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		111	15	15	4	0	0	0	0	
601	6	冒险模式1-1-房间5	3	area10	corridor2	fight_hard_dlc9	reward_hard	random_nofight_hard		113	15	19	5	0	1	0	6	
601	7	冒险模式1-1-房间6	3	area10		shop_level2	fight_hard_dlc9	fight_hard_magic		115	15	20	5	0	0	0	0	
601	8	冒险模式1-1-房间7	3	area10		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		117	15	23	6	0	1	0	6	
601	9	冒险模式1-1-房间8	3	area10		fight_bonus_tianlou	relx_rare_2	fight_bonus_tianlou		1	15	23	6	0	0	0	0	
601	10	冒险模式1-1-房间9	3	area08	corridor3	fight_hard_vip	fight_hard_vip	fight_hard_vip		121	15	23	6	0	1	1	6	
601	11	冒险模式1-1-房间10	3	area08		shop_level3	random_havefight_hard	fight_hard_dlc9		123	15	27	7	0	0	0	0	
601	12	冒险模式1-1-房间11	3	area08		reward_hard	reward_hard	reward_hard		125	15	27	7	0	1	0	5	
601	13	冒险模式1-1-房间12	3	area08		fight_hard_personal	fight_hard_dlc9	fight_hard_dlc9		128	15	30	8	0	0	0	0	
601	14	冒险模式1-1-房间13	3	area11	corridor3	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		131	15	30	8	0	1	0	5	
601	15	冒险模式1-1-房间14	3	area11		relx_rare_3	shop_level3	reward_hard		134	15	34	9	0	0	0	0	
601	16	冒险模式1-1-房间15	1	area11		fight_finboss				137	15	34	9	0	1	0	5	
601	17	冒险模式1-1-房间16	1	area11		fight_infinity				140	15	38	10	0	1	1	5	
601	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
602	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
602	2	冒险模式1-1-房间1	3	area10	corridor1	fight_hard_dlc9	random_havefight_hard	reward_normal		105	15	11	3	0	1	0	6	
602	3	冒险模式1-1-房间2	3	area10		relx_rare_2	fight_hard_magic	shop_level2		107	15	11	3	0	0	0	0	
602	4	冒险模式1-1-房间3	3	area10		fight_hard_vip	fight_hard_vip	fight_hard_vip		109	15	15	4	0	1	0	6	
602	5	冒险模式1-1-房间4	3	area10		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		111	15	15	4	0	0	0	0	
602	6	冒险模式1-1-房间5	3	area11	corridor2	fight_hard_dlc9	reward_hard	random_nofight_hard		113	15	19	5	0	1	0	6	
602	7	冒险模式1-1-房间6	3	area11		shop_level2	fight_hard_dlc9	fight_hard_magic		115	15	20	5	0	0	0	0	
602	8	冒险模式1-1-房间7	3	area11		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		117	15	23	6	0	1	0	6	
602	9	冒险模式1-1-房间8	3	area11		fight_bonus_tianlou	relx_rare_2	fight_bonus_tianlou		1	15	23	6	0	0	0	0	
602	10	冒险模式1-1-房间9	3	area08	corridor3	fight_hard_vip	fight_hard_vip	fight_hard_vip		121	15	23	6	0	1	1	6	
602	11	冒险模式1-1-房间10	3	area08		shop_level3	random_havefight_hard	fight_hard_dlc9		123	15	27	7	0	0	0	0	
602	12	冒险模式1-1-房间11	3	area08		reward_hard	reward_hard	reward_hard		125	15	27	7	0	1	0	5	
602	13	冒险模式1-1-房间12	3	area08		fight_hard_personal	fight_hard_dlc9	fight_hard_dlc9		128	15	30	8	0	0	0	0	
602	14	冒险模式1-1-房间13	3	area02	corridor3	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		131	15	30	8	0	1	0	5	
602	15	冒险模式1-1-房间14	3	area02		relx_rare_3	shop_level3	reward_hard		134	15	34	9	0	0	0	0	
602	16	冒险模式1-1-房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	5	
602	17	冒险模式1-1-房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	5	
602	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
603	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
603	2	冒险模式1-1-房间1	3	area11	corridor1	fight_hard_dlc9	random_havefight_hard	reward_normal		105	15	11	3	0	1	0	6	
603	3	冒险模式1-1-房间2	3	area11		relx_rare_2	fight_hard_magic	shop_level2		107	15	11	3	0	0	0	0	
603	4	冒险模式1-1-房间3	3	area11		fight_hard_vip	fight_hard_vip	fight_hard_vip		109	15	15	4	0	1	0	6	
603	5	冒险模式1-1-房间4	3	area11		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		111	15	15	4	0	0	0	0	
603	6	冒险模式1-1-房间5	3	area02	corridor2	fight_hard_dlc9	reward_hard	random_nofight_hard		113	15	19	5	0	1	0	6	
603	7	冒险模式1-1-房间6	3	area02		shop_level2	fight_hard_dlc9	fight_hard_magic		115	15	20	5	0	0	0	0	
603	8	冒险模式1-1-房间7	3	area02		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		117	15	23	6	0	1	0	6	
603	9	冒险模式1-1-房间8	3	area02		fight_bonus_tianlou	relx_rare_2	fight_bonus_tianlou		1	15	23	6	0	0	0	0	
603	10	冒险模式1-1-房间9	3	area08	corridor3	fight_hard_vip	fight_hard_vip	fight_hard_vip		121	15	23	6	0	1	1	6	
603	11	冒险模式1-1-房间10	3	area08		shop_level3	random_havefight_hard	fight_hard_dlc9		123	15	27	7	0	0	0	0	
603	12	冒险模式1-1-房间11	3	area08		reward_hard	reward_hard	reward_hard		125	15	27	7	0	1	0	5	
603	13	冒险模式1-1-房间12	3	area08		fight_hard_personal	fight_hard_dlc9	fight_hard_dlc9		128	15	30	8	0	0	0	0	
603	14	冒险模式1-1-房间13	3	area10	corridor3	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		131	15	30	8	0	1	0	5	
603	15	冒险模式1-1-房间14	3	area10		relx_rare_3	shop_level3	reward_hard		134	15	34	9	0	0	0	0	
603	16	冒险模式1-1-房间15	1	area10		fight_finboss				137	15	34	9	0	1	0	5	
603	17	冒险模式1-1-房间16	1	area10		fight_infinity				140	15	38	10	0	1	1	5	
603	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
611	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	reward_normal		0	15	0	0	0	0	0	0	start,1
611	2	冒险模式1-1-房间1	3	area11	corridor1	fight_hard_dlc9	random_havefight_hard	fight_hard_magic		105	15	11	3	0	1	0	6	
611	3	冒险模式1-1-房间2	3	area11		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		107	15	11	3	0	0	0	0	
611	4	冒险模式1-1-房间3	3	area11		fight_boss_dlc9	random_nofight_hard	shop_level2		109	15	15	4	0	1	0	6	
611	5	冒险模式1-1-房间4	3	area11		reward_hard	reward_hard	reward_hard		111	15	15	4	0	0	0	0	
611	6	冒险模式1-1-房间5	3	area08	corridor2	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		113	15	19	5	0	1	0	6	
611	7	冒险模式1-1-房间6	3	area08		fight_bonus_tianlou	fight_bonus_tianlou	random_nofight_hard		1	15	20	5	0	0	0	0	
611	8	冒险模式1-1-房间7	3	area08		relx_rare_2	shop_level3	fight_boss_dlc9		117	15	23	6	0	1	0	6	
611	9	冒险模式1-1-房间8	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
611	10	冒险模式1-1-房间9	3	area02	corridor3	random_havefight_hard	fight_hard_dlc9	relx_rare_2		121	15	23	6	0	1	1	6	
611	11	冒险模式1-1-房间10	3	area02		reward_hard	fight_boss_dlc9	random_nofight_hard		123	15	27	7	0	0	0	0	
611	12	冒险模式1-1-房间11	3	area02		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		125	15	27	7	0	1	0	5	
611	13	冒险模式1-1-房间12	3	area02		relx_rare_3	fight_boss_dlc9	fight_hard_personal		128	15	30	8	0	0	0	0	
611	14	冒险模式1-1-房间13	3	area10	corridor3	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		131	15	30	8	0	1	0	5	
611	15	冒险模式1-1-房间14	3	area10		shop_level3	reward_hard	reward_hard		134	15	34	9	0	0	0	0	
611	16	冒险模式1-1-房间15	1	area10		fight_finboss				137	15	34	9	0	1	0	5	
611	17	冒险模式1-1-房间16	1	area10		fight_infinity				140	15	38	10	0	1	1	5	
611	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
612	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	reward_normal		0	15	0	0	0	0	0	0	start,1
612	2	冒险模式1-1-房间1	3	area02	corridor1	fight_hard_dlc9	random_havefight_hard	fight_hard_magic		105	15	11	3	0	1	0	6	
612	3	冒险模式1-1-房间2	3	area02		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		107	15	11	3	0	0	0	0	
612	4	冒险模式1-1-房间3	3	area02		fight_boss_dlc9	random_nofight_hard	shop_level2		109	15	15	4	0	1	0	6	
612	5	冒险模式1-1-房间4	3	area02		reward_hard	reward_hard	reward_hard		111	15	15	4	0	0	0	0	
612	6	冒险模式1-1-房间5	3	area08	corridor2	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		113	15	19	5	0	1	0	6	
612	7	冒险模式1-1-房间6	3	area08		fight_bonus_tianlou	fight_bonus_tianlou	random_nofight_hard		1	15	20	5	0	0	0	0	
612	8	冒险模式1-1-房间7	3	area08		relx_rare_2	shop_level3	fight_boss_dlc9		117	15	23	6	0	1	0	6	
612	9	冒险模式1-1-房间8	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
612	10	冒险模式1-1-房间9	3	area10	corridor3	random_havefight_hard	fight_hard_dlc9	relx_rare_2		121	15	23	6	0	1	1	6	
612	11	冒险模式1-1-房间10	3	area10		reward_hard	fight_boss_dlc9	random_nofight_hard		123	15	27	7	0	0	0	0	
612	12	冒险模式1-1-房间11	3	area10		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		125	15	27	7	0	1	0	5	
612	13	冒险模式1-1-房间12	3	area10		relx_rare_3	fight_boss_dlc9	fight_hard_personal		128	15	30	8	0	0	0	0	
612	14	冒险模式1-1-房间13	3	area11	corridor3	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		131	15	30	8	0	1	0	5	
612	15	冒险模式1-1-房间14	3	area11		shop_level3	reward_hard	reward_hard		134	15	34	9	0	0	0	0	
612	16	冒险模式1-1-房间15	1	area11		fight_finboss				137	15	34	9	0	1	0	5	
612	17	冒险模式1-1-房间16	1	area11		fight_infinity				140	15	38	10	0	1	1	5	
612	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
613	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	reward_normal		0	15	0	0	0	0	0	0	start,1
613	2	冒险模式1-1-房间1	3	area10	corridor1	fight_hard_dlc9	random_havefight_hard	fight_hard_magic		105	15	11	3	0	1	0	6	
613	3	冒险模式1-1-房间2	3	area10		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		107	15	11	3	0	0	0	0	
613	4	冒险模式1-1-房间3	3	area10		fight_boss_dlc9	random_nofight_hard	shop_level2		109	15	15	4	0	1	0	6	
613	5	冒险模式1-1-房间4	3	area10		reward_hard	reward_hard	reward_hard		111	15	15	4	0	0	0	0	
613	6	冒险模式1-1-房间5	3	area08	corridor2	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		113	15	19	5	0	1	0	6	
613	7	冒险模式1-1-房间6	3	area08		fight_bonus_tianlou	fight_bonus_tianlou	random_nofight_hard		1	15	20	5	0	0	0	0	
613	8	冒险模式1-1-房间7	3	area08		relx_rare_2	shop_level3	fight_boss_dlc9		117	15	23	6	0	1	0	6	
613	9	冒险模式1-1-房间8	3	area08		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	0	0	
613	10	冒险模式1-1-房间9	3	area11	corridor3	random_havefight_hard	fight_hard_dlc9	relx_rare_2		121	15	23	6	0	1	1	6	
613	11	冒险模式1-1-房间10	3	area11		reward_hard	fight_boss_dlc9	random_nofight_hard		123	15	27	7	0	0	0	0	
613	12	冒险模式1-1-房间11	3	area11		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		125	15	27	7	0	1	0	5	
613	13	冒险模式1-1-房间12	3	area11		relx_rare_3	fight_boss_dlc9	fight_hard_personal		128	15	30	8	0	0	0	0	
613	14	冒险模式1-1-房间13	3	area02	corridor3	fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		131	15	30	8	0	1	0	5	
613	15	冒险模式1-1-房间14	3	area02		shop_level3	reward_hard	reward_hard		134	15	34	9	0	0	0	0	
613	16	冒险模式1-1-房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	5	
613	17	冒险模式1-1-房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	5	
613	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
621	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
621	2	冒险模式1-1-房间1	3	area11	corridor1	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		105	15	11	3	0	1	0	6	
621	3	冒险模式1-1-房间2	3	area11		shop_level2	random_havefight_hard	reward_normal		107	15	11	3	0	0	0	0	
621	4	冒险模式1-1-房间3	3	area11		fight_hard_vip	fight_hard_vip	fight_hard_vip		109	15	15	4	0	1	0	6	
621	5	冒险模式1-1-房间4	3	area11		reward_hard	reward_hard	reward_hard		111	15	15	4	0	0	0	0	
621	6	冒险模式1-1-房间5	3	area10	corridor2	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		113	15	19	5	0	1	0	6	
621	7	冒险模式1-1-房间6	3	area10		random_havefight_hard	fight_hard_dlc9	relx_rare_2		115	15	20	5	0	0	0	0	
621	8	冒险模式1-1-房间7	3	area10		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		117	15	23	6	0	1	0	6	
621	9	冒险模式1-1-房间8	3	area10		shop_level3	random_nofight_hard	fight_boss_dlc9		119	15	23	6	0	0	0	0	
621	10	冒险模式1-1-房间9	3	area08	corridor3	fight_hard_vip	fight_hard_vip	fight_hard_vip		121	15	23	6	0	1	1	6	
621	11	冒险模式1-1-房间10	3	area08		fight_bonus_tianlou	reward_hard	relx_rare_2		1	15	27	7	0	0	0	0	
621	12	冒险模式1-1-房间11	3	area08		fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		125	15	27	7	0	1	0	5	
621	13	冒险模式1-1-房间12	3	area08		reward_hard	reward_hard	reward_hard		128	15	30	8	0	0	0	0	
621	14	冒险模式1-1-房间13	3	area02	corridor3	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		131	15	30	8	0	1	0	5	
621	15	冒险模式1-1-房间14	3	area02		relx_rare_3	shop_level3	fight_hard_dlc9		134	15	34	9	0	0	0	0	
621	16	冒险模式1-1-房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	5	
621	17	冒险模式1-1-房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	5	
621	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
622	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
622	2	冒险模式1-1-房间1	3	area02	corridor1	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		105	15	11	3	0	1	0	6	
622	3	冒险模式1-1-房间2	3	area02		shop_level2	random_havefight_hard	reward_normal		107	15	11	3	0	0	0	0	
622	4	冒险模式1-1-房间3	3	area02		fight_hard_vip	fight_hard_vip	fight_hard_vip		109	15	15	4	0	1	0	6	
622	5	冒险模式1-1-房间4	3	area02		reward_hard	reward_hard	reward_hard		111	15	15	4	0	0	0	0	
622	6	冒险模式1-1-房间5	3	area10	corridor2	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		113	15	19	5	0	1	0	6	
622	7	冒险模式1-1-房间6	3	area10		random_havefight_hard	fight_hard_dlc9	relx_rare_2		115	15	20	5	0	0	0	0	
622	8	冒险模式1-1-房间7	3	area10		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		117	15	23	6	0	1	0	6	
622	9	冒险模式1-1-房间8	3	area10		shop_level3	random_nofight_hard	fight_boss_dlc9		119	15	23	6	0	0	0	0	
622	10	冒险模式1-1-房间9	3	area08	corridor3	fight_hard_vip	fight_hard_vip	fight_hard_vip		121	15	23	6	0	1	1	6	
622	11	冒险模式1-1-房间10	3	area08		fight_bonus_tianlou	reward_hard	relx_rare_2		1	15	27	7	0	0	0	0	
622	12	冒险模式1-1-房间11	3	area08		fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		125	15	27	7	0	1	0	5	
622	13	冒险模式1-1-房间12	3	area08		reward_hard	reward_hard	reward_hard		128	15	30	8	0	0	0	0	
622	14	冒险模式1-1-房间13	3	area11	corridor3	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		131	15	30	8	0	1	0	5	
622	15	冒险模式1-1-房间14	3	area11		relx_rare_3	shop_level3	fight_hard_dlc9		134	15	34	9	0	0	0	0	
622	16	冒险模式1-1-房间15	1	area11		fight_finboss				137	15	34	9	0	1	0	5	
622	17	冒险模式1-1-房间16	1	area11		fight_infinity				140	15	38	10	0	1	1	5	
622	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
623	1	冒险模式1-1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
623	2	冒险模式1-1-房间1	3	area10	corridor1	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		105	15	11	3	0	1	0	6	
623	3	冒险模式1-1-房间2	3	area10		shop_level2	random_havefight_hard	reward_normal		107	15	11	3	0	0	0	0	
623	4	冒险模式1-1-房间3	3	area10		fight_hard_vip	fight_hard_vip	fight_hard_vip		109	15	15	4	0	1	0	6	
623	5	冒险模式1-1-房间4	3	area10		reward_hard	reward_hard	reward_hard		111	15	15	4	0	0	0	0	
623	6	冒险模式1-1-房间5	3	area11	corridor2	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		113	15	19	5	0	1	0	6	
623	7	冒险模式1-1-房间6	3	area11		random_havefight_hard	fight_hard_dlc9	relx_rare_2		115	15	20	5	0	0	0	0	
623	8	冒险模式1-1-房间7	3	area11		fight_boss_dlc9	fight_boss_dlc9	fight_boss_dlc9		117	15	23	6	0	1	0	6	
623	9	冒险模式1-1-房间8	3	area11		shop_level3	random_nofight_hard	fight_boss_dlc9		119	15	23	6	0	0	0	0	
623	10	冒险模式1-1-房间9	3	area08	corridor3	fight_hard_vip	fight_hard_vip	fight_hard_vip		121	15	23	6	0	1	1	6	
623	11	冒险模式1-1-房间10	3	area08		fight_bonus_tianlou	reward_hard	relx_rare_2		1	15	27	7	0	0	0	0	
623	12	冒险模式1-1-房间11	3	area08		fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		125	15	27	7	0	1	0	5	
623	13	冒险模式1-1-房间12	3	area08		reward_hard	reward_hard	reward_hard		128	15	30	8	0	0	0	0	
623	14	冒险模式1-1-房间13	3	area02	corridor3	fight_hard_dlc9	fight_hard_dlc9	fight_hard_dlc9		131	15	30	8	0	1	0	5	
623	15	冒险模式1-1-房间14	3	area02		relx_rare_3	shop_level3	fight_hard_dlc9		134	15	34	9	0	0	0	0	
623	16	冒险模式1-1-房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	5	
623	17	冒险模式1-1-房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	5	
623	18	冒险模式1-1-房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
711	1	2.2迭战1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
711	2	2.2迭战1-1房间1	3	area10	corridor1	random_havefight_hard	reward_normal	fight_hard		105	15	11	3	0	1	0	0	
711	3	2.2迭战1-1房间2	3	area10		fight_hard	fight_hard_magic	fight_hard		107	15	11	3	0	0	0	0	
711	4	2.2迭战1-1房间3	3	area10		fight_hard	fight_boss	random_nofight_hard		109	15	15	4	0	1	0	0	
711	5	2.2迭战1-1房间4	3	area10		fight_boss	fight_boss	fight_boss		111	15	15	4	0	0	0	0	
711	6	2.2迭战1-1房间5	3	area18	corridor2	relx_normal	bingo_level1	reward_hard		113	15	19	5	0	1	0	0	
711	7	2.2迭战1-1房间6	3	area18		fight_boss	fight_boss	fight_boss		115	15	20	5	0	0	0	0	
711	8	2.2迭战1-1房间7	3	area18		fight_bonus_ball	fight_bonus_ball	fight_bonus_ball		117	15	23	6	0	1	0	0	
711	9	2.2迭战1-1房间8	3	area18		fight_hard_vip	fight_hard_vip	fight_hard_vip		119	15	23	6	0	0	1	0	
711	10	2.2迭战1-1房间9	3	area08	corridor3	fight_bonus_tianlou	reward_hard	random_nofight_hard		121	15	23	6	0	1	1	0	
711	11	2.2迭战1-1房间10	3	area08		shop_level3	relx_normal	fight_hard		1	15	27	7	0	0	0	0	
711	12	2.2迭战1-1房间11	3	area08		fight_hard_personal	fight_hard	fight_hard		125	15	27	7	0	1	0	0	
711	13	2.2迭战1-1房间12	3	area08		fight_boss	reward_hard	random_havefight_hard		128	15	30	8	0	0	0	0	
711	14	2.2迭战1-1房间13	3	area02	corridor3	fight_boss	fight_boss	fight_boss		131	15	30	8	0	1	0	0	
711	15	2.2迭战1-1房间14	3	area02		shop_level3	relx_rare_3	fight_hard		134	15	34	9	0	0	0	0	
711	16	2.2迭战1-1房间15	1	area02		fight_finboss				137	15	34	9	0	1	0	0	
711	17	2.2迭战1-1房间16	1	area02		fight_infinity				140	15	38	10	0	1	1	0	
711	18	2.2迭战1-1房间17	0	area08	corridor3					140	15	0	0	0	0	0	0	
																		
712	1	2.2迭战1-起点	3	origin		fight_normal_vip	fight_normal_vip	fight_normal_vip		0	15	0	0	0	0	0	0	start,1
712	2	2.2迭战1-1房间1	3	area11	corridor1	random_havefight_hard	reward_normal	fight_hard		105	15	11	3	0	1	0	0	
712	3	2.2迭战1-1房间2	3	area11		fight_hard	fight_hard_magic	fight_hard		107	15	11	3	0	0	0	0	
712	4	2.2迭战1-1房间3	3	area11		fight_hard	fight_boss	random_nofight_hard		109	15	15	4	0	1	0	0	
712	5	2.2迭战1-1房间4	3	area11		fight_boss	fight_boss	fight_boss		111	15	15	4	0	0	0	0	
