buffid	备注	效果分类1	效果分类2	名称	图标	描述	描述备注	描述中的数值	图鉴显示（1buff 2道具 3诅咒）	角色限制	武器限制	科技限制	前置buff	所属套装	套装名称（图鉴用）	所属套装备注	buff类型（1.全局  2.个人  3.通用可叠加)	SkillInfoId	SkillEffect	品质	在商店中的价格	丢掉时补偿的代币
2011	茉莉安-【专注】在非瞄准状态下也可以叠加，同时上限提升10层	技能强化	{4}	rogue3.buff_name_131	1001108	rogue3.buff_des_131	非瞄准状态也可获得【专注】状态，且最多可叠加至{1}层	{10}	1	{1,5,1,1}				5	rogue3.talent_name_105		2		{700100501}	5	360	120
2012	茉莉安-闪避触发3s常规技隐身，该效果10秒内无法重复触发	防御	{14}	rogue3.buff_name_132	1001119	rogue3.buff_des_132	战术闪避后获得【雾影扩散】相同的隐身状态，持续3秒，触发间隔10秒		1	{1,5,1,1}				6	rogue3.talent_name_103		2		{700100502}	5	360	120
2013	雨燕-雨燕释放常规技同时会自动释放一次支援技	技能强化	{4}	rogue3.buff_name_133	1001083	rogue3.buff_des_133	【云中穿梭】附带【落地强袭】的击退和阻断特化技能效果		1	{1,5,2,1}				1	rogue3.talent_name_101		2		{700110501}	5	360	120
2014	雨燕-雨燕任意标记被激活均会造成一次范围AOE，该伤害为雨燕本次造成的命中伤害的50%	额外伤害	{9}	rogue3.buff_name_134	1001094	rogue3.buff_des_134	【碎羽】标记被命中时均造成1次范围伤害，该伤害为本次造成的命中伤害的{1}%	{50}	1	{1,5,2,1}				2	rogue3.talent_name_102		2		{700110502}	5	360	120
2015	晴-【誓盟之剑】没有触发间隔了	技能强化	{4}	rogue3.buff_name_135	1001096	rogue3.buff_des_135	【誓盟之剑】的触发间隔降低至{1}秒	{0}	1	{1,6,1,1}				3	rogue3.talent_name_106		2		{700100601}	5	360	120
2016	晴-大招释放时立即开始计算使用间隔，且持续时间为永久，同时只能维持一个【决战领域】	技能强化	{4}	rogue3.buff_name_136	1001119	rogue3.buff_des_136	【决战领域】从使用时立即开始计算使用间隔，且持续时间增加至永久，场上只能同时存在1个【决战领域】		1	{1,6,1,1}				4	rogue3.talent_name_104		2		{700100602}	5	360	120
2017	琴诺-贝洛伯格消耗生命变为回复生命，琴诺受到的最终伤害增加100%	回复	{7}	rogue3.buff_name_137	1001088	rogue3.buff_des_137	【贝洛伯格】不再消耗生命，反而回复生命，但琴诺受到的最终伤害提升{1}%	{100}	1	{1,7,1,1}				5	rogue3.talent_name_105		2		{700100701}	5	360	120
2018	琴诺-贝洛伯格超巨大化，体型、攻击力、最大生命均提升100%	技能强化	{4}	rogue3.buff_name_138	1001108	rogue3.buff_des_138	【贝洛伯格】超巨大化，体型、攻击力、最大生命均再次提升{1}%	{200}	1	{1,7,1,1}				6	rogue3.talent_name_103		2		{700100702}	5	360	120
2019	芬妮-使用常规技命中任意目标会使其武器弹丸数永久+1，若该次为击杀则额外+1，直到脱战	技能强化	{4}	rogue3.buff_name_139	1001082	rogue3.buff_des_139	【拒绝宽恕】命中任意目标，武器每发弹丸数量永久+{1}，若该次攻击直接击败目标则额外+{2}，直至脱离战斗状态	{1,1}	1	{1,8,1,1}				1	rogue3.talent_name_101		2		{700100801}	5	360	120
2020	芬妮-大招每次命中目标回复芬妮5%最大生命	回复	{7}	rogue3.buff_name_140	1001089	rogue3.buff_des_140	【妒火烧遍山巅 】对任意目标造成的每次伤害均回复{1}%生命	{5}	1	{1,8,1,1}				2	rogue3.talent_name_102		2		{700100802}	5	360	120
2021	咎冠-常规技状态下，射击有50%概率不消耗子弹	弹药回复	{12}	rogue3.buff_name_141	1001090	rogue3.buff_des_141	【棘冠】状态下，射击有{1}%概率不消耗子弹	{50}	1	{1,8,2,1}				3	rogue3.talent_name_106		2		{700110801}	5	360	120
2022	咎冠-支援技能会同时加速换弹速度，同时释放常规技能的同时会添加支援技能效果	技能强化	{4}	rogue3.buff_name_142	1001099	rogue3.buff_des_142	【被选中之人】会同时提升换弹速度，且使用【最佳状态】时也会获得【被选中之人】相同效果，此效果会持续至【最佳状态】提供的【棘冠】状态结束为止		1	{1,8,2,1}				4	rogue3.talent_name_104		2		{700110802}	5	360	120
2023	肴-支援技无人机同时对范围内敌人造成等同于基础治疗量*10的低温伤害	额外伤害	{9}	rogue3.buff_name_143	1001112	rogue3.buff_des_143	【疗愈冬光】装置对范围内目标造成低温类型伤害，该伤害为其提供回复量的10倍	{10}	1	{1,10,1,1}				5	rogue3.talent_name_105		2		{700101001}	5	360	120
2024	肴-后勤无人机同时部署3个,治疗无人机部署上限变为3个	回复	{7}	rogue3.buff_name_144	1001093	rogue3.buff_des_144	【偷闲助手】存在上限增加至{1}，【临时加班】的使用间隔减少一半，且部署【疗愈冬光】的存在上限增加至{1}	{3}	1	{1,10,1,1}				6	rogue3.talent_name_103		2		{700101002}	5	360	120
2025	冬至-大招期间射击不再需要蓄力	技能强化	{4}	rogue3.buff_name_145	1001081	rogue3.buff_des_145	【新日耀斑】状态下射击不再需要蓄力		1	{1,10,2,1}				1	rogue3.talent_name_101		2		{700111001}	5	360	120
2026	冬至-常规技会补充2颗【烈日公式弹】	弹药回复	{12}	rogue3.buff_name_146	1001118	rogue3.buff_des_146	【烈日苏醒】会补充{1}颗【烈日公式弹】	{2}	1	{1,10,2,1}				2	rogue3.talent_name_102		2		{700111002}	5	360	120
2027	恩雅-蛇翎的回复速度提高至500%（每秒1个）	技能强化	{4}	rogue3.buff_name_147	1001096	rogue3.buff_des_147	【丰饶光极】回复速度提升{1}%	{500}	1	{1,11,1,1}				3	rogue3.talent_name_106		2		{700101101}	5	360	120
2028	恩雅-蛇翎造成的最终伤害提高100%，且每次触发蛇翎额外发射一枚	伤害提升	{5}	rogue3.buff_name_148	1001107	rogue3.buff_des_148	【蛇翎】造成的最终伤害提升{1}%，且每次触发的【蛇翎】额外增加1枚	{100}	1	{1,11,1,1}				4	rogue3.talent_name_104		2		{700101102}	5	360	120
2029	恩雅-蛇翎改为每1秒自动射击最近目标，原本射击命中消耗蛇翎改为回复等量蛇翎	技能强化	{4}	rogue3.buff_name_149	1001086	rogue3.buff_des_149	【蛇翎】变为自动射击最近目标，原本射击命中消耗【丰饶光极】改为回复等量【丰饶光极】		1	{1,11,1,1}				5	rogue3.talent_name_105		2		{700101103}	5	360	120
2030	猫汐尔-【本我意识体】和【表我意识体】继承的防御变为0%	技能强化	{4}	rogue3.buff_name_150	1001087	rogue3.buff_des_150	【本我意识体】和【表我意识体】的防御力变为其本体的{1}%	{0}	1	{1,12,1,1}				6	rogue3.talent_name_103		2		{700101201}	5	360	120
2031	猫汐尔-【本我意识体】和【表我意识体】不再有上限限制（删除）			rogue3.buff_name_151	1001108	rogue3.buff_des_151	（删除）			{1,12,1,1}				1	rogue3.talent_name_101		2		{700101202}	5	360	120
2032	猫汐尔-爆发技不再消耗爆发能量，而是回复10点爆发能量	能量获取	{16}	rogue3.buff_name_151	1001088	rogue3.buff_des_152	爆发技不再消耗爆发能量，而是回复{1}爆发能量	{10}	1	{1,12,1,1}				2	rogue3.talent_name_102		2		{700101203}	5	360	120
2033	辉夜-支援技减抗效果改为永久降低抗性，可以叠加100层，但每层只提供1%/1.1%/1.2%/1.3%/1.4%/1.5%抗性降低	破防	{8}	rogue3.buff_name_153	1001113	rogue3.buff_des_153	【下弦月镖】可以永久降低目标所有类型抗性，可叠加至{1}层，但每层只提供1%/1.1%/1.2%/1.3%/1.4%/1.5%抗性降低	{100}	1	{1,1,2,1}				3	rogue3.talent_name_106		2		{700110101}	5	360	120
2034	辉夜-爆发技不再消耗爆发能量，且每命中一次目标回复1点大招能量	能量获取	{16}	rogue3.buff_name_154	1001094	rogue3.buff_des_154	爆发技不再消耗爆发能量，且每命中1次目标回复{1}爆发能量	{1}	1	{1,1,2,1}				4	rogue3.talent_name_104		2		{700110102}	5	360	120
2035	缄默-改良核聚变反应装置，【不休之苦焰】变粗变大，造成的最终伤害提升50%，且命中点会发生坍缩，吸引附近目标	伤害提升,控制	{5,6}	rogue3.buff_name_155	1001112	rogue3.buff_des_155	【不休之苦焰】变得更加巨大，造成的最终伤害提升{1}%，且命中点会吸附周围目标	{50}	1	{1,4,2,1}				5	rogue3.talent_name_105		2		{700110401}	5	360	120
2036	缄默-【不休之苦焰】伤害加深层数上限提升至9999层，且每次命中叠加两层	技能强化	{4}	rogue3.buff_name_156	1001119	rogue3.buff_des_156	【不休之苦焰】伤害叠加层数增加至{1}，且每次命中叠加2层	{9999}	1	{1,4,2,1}				6	rogue3.talent_name_103		2		{700110402}	5	360	120
2037	姬辰星-雷兵的最大存在数量提升至6，雷兵造成的最终伤害提升300%	伤害提升	{5}	rogue3.buff_name_157	1001106	rogue3.buff_des_157	雷兵的最大存在数量增加至{1}，雷兵的最终伤害提升{2}%	{6,300}	1	{1,14,1,1}				1	rogue3.talent_name_101		2		{700101401}	5	360	120
2038	姬辰星-支援技能的装置会每30秒间隔自动释放	技能强化	{4}	rogue3.buff_name_158	1001096	rogue3.buff_des_158	【五明之印】每隔{1}秒会自动投放1次	{30}	1	{1,14,1,1}				2	rogue3.talent_name_102		2		{700101402}	5	360	120
2039	瑟瑞斯-支援技的盾牌可以生成一圈	技能强化	{4}	rogue3.buff_name_159	1001109	rogue3.buff_des_159	【亡者守护】面积扩大，形成圆圈将队员包围		1	{1,13,1,1}				3	rogue3.talent_name_106		2		{700101301}	5	360	120
2040	瑟瑞斯-大招护盾持续时间翻倍，且护盾存在期间内所有角色攻击力提升100%	护盾,攻击提升	{13,2}	rogue3.buff_name_160	1001109	rogue3.buff_des_160	【生序之穹】持续时间翻倍，且存在期间，被保护队员的攻击力提升{1}%	{100}	1	{1,13,1,1}				4	rogue3.talent_name_104		2		{700101302}	5	360	120
2041	云篆-常规技的可锁定目标提高至10,且每次传递造成两次伤害	技能强化	{4}	rogue3.buff_name_161	1001103	rogue3.buff_des_161	【素书灵简】可标记的目标数量增加至{1}，且【灵简】每次被引爆时会造成2次伤害	{10}	1	{1,14,2,1}				5	rogue3.talent_name_105		2		{700111401}	5	360	120
2042	云篆-常规技的触发伤害提升至射击伤害的100%，且每传递一次由降低30%改为提升10%，但射击造成的最终伤害降低50%	技能强化	{4}	rogue3.buff_name_162	1001119	rogue3.buff_des_162	【灵简】引爆伤害提升至该次射击伤害的{1}%，且每传递1次降低30%改为提升{2}%，但射击造成的最终伤害降低{3}%	{100,10,50}	1	{1,14,2,1}				6	rogue3.talent_name_103		2		{700111402}	5	360	120
2043	藏锋-藏锋每次命中目标时，都有5%的概率触发神格技能的斩杀，造成等同于斩杀线5倍的真实伤害	额外伤害	{9}	rogue3.buff_name_163	1001116	rogue3.buff_des_163	每次命中目标都有{1}%的概率触发【以剑盟誓】效果，造成等同于目标当前生命5倍的真实伤害	{5}	1	{1,6,2,1}				1	rogue3.talent_name_101		2		{700110601}	5	360	120
2044	藏锋-大招内使用常规技不再消耗【胜机值】（使用爆发技后续的斩需要消耗）	技能强化	{4}	rogue3.buff_name_164	1001105	rogue3.buff_des_164	【以身为刃】状态下，【有偿正义】不再消耗【胜机值】，但【定局斩】仍需消耗		1	{1,6,2,1}				2	rogue3.talent_name_102		2		{700110602}	5	360	120
2045	溯影-支援技被命中时会为当前角色回复猫希尔最大生命值1%的生命值，触发间隔3s，每次触发均会增加1%最大生命值，最多5%（换新的木乃伊后重置）	回复	{7}	rogue3.buff_name_165	1001089	rogue3.buff_des_165	【小凯贝·束缚者】被命中时，会为场上队员回复猫汐尔最大生命{1}%的生命，触发间隔{2}s，每触发1次则回复量提升{3}%，最多提升至{4}%	{1,3,1,5}	1	{1,12,2,1}				3	rogue3.talent_name_106		2		{700111201}	5	360	120
2046	溯影-支援技不会被无敌打断，且传递伤害比例提升至150%	技能强化	{4}	rogue3.buff_name_166	1001119	rogue3.buff_des_166	【小凯贝·束缚者】可以紧缚处于无敌状态的目标，且不会因目标进入无敌状态而被挣脱，传递伤害比例提升至{1}%	{150}	1	{1,12,2,1}				4	rogue3.talent_name_104		2		{700111202}	5	360	120
2047	苔丝-支援技增伤降低改为增加	技能强化	{4}	rogue3.buff_name_167	1001094	rogue3.buff_des_167	【最佳助手】提供的加成不在每秒降低，改为每秒提升		1	{1,17,1,1}				5	rogue3.talent_name_105		2		{700101701}	5	360	120
2048	苔丝-大招结束时能量不再清空	能量获取	{16}	rogue3.buff_name_168	1001094	rogue3.buff_des_168	【摩登幻厅】结束时，苔丝的爆发能量不再清空		1	{1,17,1,1}				6	rogue3.talent_name_103		2		{700101702}	5	360	120
2049	凯茜娅射击命中时叠加持续3秒的5%攻击力，提升上限为500%	攻击提升	{2}	rogue3.buff_name_169	1001081	rogue3.buff_des_169	凯茜娅射击命中时，攻击力提升{1}%，持续{2}秒，最多可提升至{3}%	{5,3,500}	1	{1,15,1,1}				1	rogue3.talent_name_101		2		{700101501}	5	360	120
2050	凯西娅保持【第三指引】下附魔的伤害提升200%	伤害提升	{5}	rogue3.buff_name_170	1001115	rogue3.buff_des_170	凯茜娅处于【第三指引】形态时，凯茜娅提供给自己的所有赋能效果的伤害提升{1}%	{200}	1	{1,15,1,1}				3	rogue3.talent_name_106		2		{700101502}	5	360	120
2051	伊切尔【捕食之风】吸附范围提升100%，获得【穿林之风】时次数2变为5，且造成的伤害提升200%	技能强化	{4}	rogue3.buff_name_171	1001116	rogue3.buff_des_171	【捕食之风】吸附目标的范围提升{1}%，【穿林之风】的次数增加至{2}次，且造成的伤害提升{3}%	{100,5,200}	1	{1,16,1,1}				2	rogue3.talent_name_102		2		{700101601}	5	360	120
2052	伊切尔有血袋子时，常规技、支援技造成的治疗效果也能够填充血袋子（0.5格/1格），每个血袋提供的攻击力提升数值增加200%	技能强化	{4}	rogue3.buff_name_172	1001094	rogue3.buff_des_172	每个【越冬爪印】提供的额外攻击力提升{1}%	{400}	1	{1,16,1,1}				6	rogue3.talent_name_103		2		{700101602}	5	360	120
2053	悖谬【自厌旋涡】在释放时产生一次大范围牵引，且【自厌旋涡】存在时持续吸附目标，并每2秒赋予范围内目标5层dot	技能强化	{4}	rogue3.buff_name_173	1001116	rogue3.buff_des_173	【自厌旋涡】在放置时立即对周围目标产生1次大范围吸附，且【自厌旋涡】存在时持续吸附目标，并对范围内目标每{1}秒施加{2}层【恶绪】	{2,6}	1	{1,7,2,1}				2	rogue3.talent_name_102		2		{700110701}	5	360	120
2054	悖谬【自厌旋涡】每3秒对附近范围内目标造成10%的引爆伤害并造成150破坏值伤害，不会清空当前的【恶绪】层数	额外伤害	{9}	rogue3.buff_name_174	1001119	rogue3.buff_des_174	【自厌旋涡】每{1}秒对附近范围内目标造成{2}%的引爆伤害，此效果不影响当前的【恶绪】层数	{3,10}	1	{1,7,2,1}				3	rogue3.talent_name_106		2		{700110702}	5	360	120
2055	羽蜕常规技的常规能量消耗降低100%且最终伤害提升100%，常规技每命中一名敌人减少1秒CD	技能强化	{4}	rogue3.buff_name_175	1001096	rogue3.buff_des_175	常规技【密林温差】的常规能量消耗降低{1}%，最终伤害提升{2}%，且每命中1个目标，常规技使用间隔减少{3}秒	{100,100,1}	1	{1,11,2,1}				2	rogue3.talent_name_102		2		{700111101}	5	360	120
2056	羽蜕常规技命中目标的伤害衰减变为提升，且麻痹时间提升至2秒	伤害提升	{5}	rogue3.buff_name_176	1001117	rogue3.buff_des_176	常规技的【雷霆坠暮】命中目标后的伤害降低转变为提升，且对目标施加的麻痹效果持续时间增加至{1}秒	{2}	1	{1,11,2,1}				1	rogue3.talent_name_101		2		{700111102}	5	360	120
2057	瑟瑞斯·瞬刻释放常规技起步时立刻释放一次两级反转，将大范围内的敌方单位聚集到自身正前方，每吸附一个目标，回复10常规能量	控制,能量获取	{6,16}	rogue3.buff_name_177	1001093	rogue3.buff_des_177	使用常规技【十四合一】时，立即吸附大范围内目标到自身前方，且每吸附1个目标，回复{1}常规能量	{10}	1	{1,13,2,1}				2	rogue3.talent_name_102		2		{700111301}	5	360	120
2058	瑟瑞斯·瞬刻常规技盾的大小和碎盾的爆炸范围、最终伤害提升100%，且不再有目标数量限制	伤害提升	{5}	rogue3.buff_name_178	1001108	rogue3.buff_des_178	常规技【十四合一】的力场大小、力场震碎时的伤害范围和造成的最终伤害，均提升{1}%，且命中目标数量不再有限制	{100}	1	{1,13,2,1}				4	rogue3.talent_name_104		2		{700111302}	5	360	120
2059	里芙·无限之视闪射每次命中有5%的概率直接返还闪射值，可以连续触发，每次闪射攻击力提升5%，直到离开战斗，最多可以叠加100次	攻击提升	{2}	rogue3.buff_name_179	1001086	rogue3.buff_des_179	闪射每次命中目标有{1}%的概率返还闪射值；每次闪射攻击力提升{2}%，最多叠加至{3}层，持续至脱离战斗	{5,5,100}	1	{1,2,3,1}				7	rogue3.talent_name_107		2		{700120201}	5	360	120
2060	里芙·无限之视爆发技释放期间移动速度翻倍，且造成伤害时若目标带有【瞬析】，则对该目标释放瞬析射线	技能强化	{4}	rogue3.buff_name_180	1001108	rogue3.buff_des_180	使用爆发技【吞噬神座】，里芙-无限之视进入【通界视主】状态后的移动速度翻倍，造成伤害时，若目标带有【瞬析】标记，则对该目标发射瞬析射线		1	{1,2,3,1}				7	rogue3.talent_name_107		2		{700120202}	5	360	120
2061	芬妮·辉耀所有队员在使用特殊子弹进行射击时都有20%的概率回收子弹，每触发一次子弹回收都会使芬妮的攻击力提高5%,至多提高300%	攻击提升，弹药回复	{2,12}	rogue3.buff_name_181	1001090	rogue3.buff_des_181	所有队员在使用特殊子弹进行射击时都有{1}%的概率回收子弹，每触发一次子弹回收都会使芬妮的攻击力提高{2}%,至多提高{3}%	{20,5,300}	1	{1,8,3,1}				6	rogue3.talent_name_103		2		{700120801}	5	360	120
2062	芬妮·辉耀获得特殊弹匣的队员会进入激励状态，射击速度提高100%	射击强化	{3}	rogue3.buff_name_182	1001092	rogue3.buff_des_182	获得特殊弹匣的队员会进入激励状态，射击速度提高{1}%	{100}	1	{1,8,3,1}				7	rogue3.talent_name_107		2		{700120802}	5	360	120
2063	薇蒂雅【奥数充能】层数上限提升至999，爆发技最终伤害提升50%，且释放爆发技不再会移除【奥数充能】	技能强化	{4}	rogue3.buff_name_183	1001094	rogue3.buff_des_183	【个人风格】最多可叠加至{1}层，爆发技【导演剪辑版】的最终伤害提升{2}%，且使用爆发技不再会清除【个人风格】	{999,50}	1	{1,18,1,1}				2	rogue3.talent_name_102		2		{700101801}	5	360	120
2064	薇蒂雅每次使用4阶常规技时会使常规技造成的伤害提高，每次伤害提升50%，无上限，常规能量为零时或常规技等级降低会移除该效果	技能强化	{4}	rogue3.buff_name_184	1001093	rogue3.buff_des_184	每次使用等阶4常规技【四维技法】时，常规技造成的伤害提高，每次伤害提升{1}%，无提升上限，常规能量为0时或常规技等级降低会移除该效果	{50}	1	{1,18,1,1}				2	rogue3.talent_name_102		2		{700101802}	5	360	120
2065	凯茜娅·朝翼常规技生成【灵羽晶】造成的范围伤害提升50%，且若常规技生成时命中敌人则立刻刷新常规技冷却时间	技能强化	{4}	rogue3.buff_name_185	1001096	rogue3.buff_des_185	常规技【晶羽留痕】生成【灵羽晶】时造成伤害的范围提升{1}%，若生成时命中目标，立刻刷新常规技的使用间隔	{50}	1	{1,15,2,1}				1	rogue3.talent_name_101		2		{700111501}	5	360	120
2066	凯茜娅·朝翼触发【贯云流】时将不再回收对应【灵羽晶】，且在场可同时激活的【灵羽晶】数量提升至12	技能强化	{4}	rogue3.buff_name_186	1001108	rogue3.buff_des_186	常规技【晶羽留痕】生成【灵羽晶】命中目标不会消失，且凯茜娅-朝翼至多可通过12个【灵羽晶】发射【贯云流】，发射【贯云流】后的【灵羽晶】仍会消失		1	{1,15,2,1}				2	rogue3.talent_name_102		2		{700111502}	5	360	120
2067	茉莉安·幽潮获得【歌潮值】不再有触发间隔	技能强化	{4}	rogue3.buff_name_187	1001096	rogue3.buff_des_187	获得【歌潮值】不再有触发间隔		1	{1,5,3,1}				1	rogue3.talent_name_101		2		{700120501}	5	360	120
2068	茉莉安·幽潮在【歌潮值】储备至上限时使用支援技登场时，在5秒内的射击不消耗子弹	弹药回复	{12}	rogue3.buff_name_188	1001092	rogue3.buff_des_188	茉莉安-幽潮在【歌潮值】达到储存上限时，被使用支援技而上场后的{1}秒内射击不消耗子弹	{5}	1	{1,5,3,1}				2	rogue3.talent_name_102		2		{700120502}	5	360	120
2069	芙提雅·驰掣每次异源值为满时使用常规技获得特殊效果，特殊射击不消耗异源值，常规技结束时移除该效果	技能强化	{4}	rogue3.buff_name_189	1001082	rogue3.buff_des_189	每次异源值为满时使用常规技获得特殊效果，特殊射击不消耗异源值，常规技结束时移除该效果		1	{1,4,3,1}				3	rogue3.talent_name_106		2		{700120401}	5	360	120
2070	芙提雅·驰掣爆发技伤害提升100%；且特殊能量不足1格时，可以消耗5点爆发能量释放一次1格能量的爆发技	技能强化	{4}	rogue3.buff_name_190	1001094	rogue3.buff_des_190	爆发技伤害提升{1}%；且特殊能量不足1格时，可以消耗{2}点爆发能量释放一次1格能量的爆发技	{100,5}	1	{1,4,3,1}				1	rogue3.talent_name_101		2		{700120402}	5	360	120
2071	卜卜在【辟邪】状态下高热类型射击伤害加成翻倍，且子弹弹射不再降低伤害，但消耗的常规能量提升50%	射击强化	{3}	rogue3.buff_name_191	1001103	rogue3.buff_des_191	卜卜处于【辟邪】状态下，高热类型射击伤害加成翻倍，且子弹弹射造成的伤害不再衰减，但消耗常规能量增加{1}%	{50}	1	{1,20,1,1}				1	rogue3.talent_name_101		2		{700122001}	5	360	120
2072	卜卜【秘丹】发射的子弹不再降低伤害、能量获取率和物品破坏力	射击强化	{3}	rogue3.buff_name_192	1001112	rogue3.buff_des_192	卜卜发射【秘丹】的能量获取率、造成的伤害与物品破坏力不再衰减		1	{1,20,1,1}				3	rogue3.talent_name_106		2		{700122002}	5	360	120
2073	琼弦常规技每次命中都10%概率插箭矢，上限改为100	技能强化	{4}	rogue3.buff_name_193	1001083	rogue3.buff_des_193	常规技【前庭时雨】对同一目标的持续伤害不会逐渐减少，固定为原本伤害的{1}%，且每个目标可被刺嵌的箭矢数量增加至{2}	{70,2}	1	{1,14,3,1}				2	rogue3.talent_name_102		2		{700121401}	5	360	120
2074	琼弦【爆发技】回收的每一根箭有50%的概率不会从目标身上消失	技能强化	{4}	rogue3.buff_name_194	1001094	rogue3.buff_des_194	每次发射【惊蛰箭】会有{1}发箭矢，造成{2}伤害，并刺嵌{3}支箭矢	{2,2,2}	1	{1,14,3,1}				1	rogue3.talent_name_101		2		{700121402}	5	360	120
2075	夜天光取消爆发技前置能量条件和每秒消耗能量	技能强化	{4}	rogue3.buff_name_195	1001119	rogue3.buff_des_195	爆发技【遇暗愈熠】不再有最低爆发能量限制，且持续期间肴不再消耗爆发能量		1	{1,10,3,1}				2	rogue3.talent_name_102		2		{700121001}	5	360	120
2076	夜天光连线【基础与强化】伤害与其添加的debuff效果，会随时间逐渐增强。最多5倍	技能强化	{4}	rogue3.buff_name_196	1001116	rogue3.buff_des_196	所有类型的【勤勉光索】处于链接期间，造成的伤害及其施加的效果会随时间逐渐提升，最多提升至{1}倍	{4}	1	{1,10,3,1}				1	rogue3.talent_name_101		2		{700121002}	5	360	120
2077	澜风大龙卷期间每1秒获得10%最大生命值护盾，该护盾一直存在，上限为100%最大生命值，有任意护盾时每秒回复启风值	护盾	{13}	rogue3.buff_name_197	1001109	rogue3.buff_des_197	【近海风枢】持续期间，恩雅-澜风每秒获得最大生命{1}%的护盾，最多可通过此方式获得最大生命{2}%的护盾，该护盾会持续存在，且拥有任意护盾时，可每秒获得【启风值】	{10,100}	1	{1,11,3,1}				4	rogue3.talent_name_104		2		{700121101}	5	360	120
2078	澜风中旋风不再消耗能量，且每持续1秒，会朝随机方向生成一个移动的中旋风，碰到墙体后消失，本体的中旋风消失时，所有中旋风一起消失	技能强化	{4}	rogue3.buff_name_198	1001116	rogue3.buff_des_198	使用【深谷风枢】不再消耗常规能量，且每持续{1}秒会朝随机方向生成1个移动的模拟【深谷风枢】，碰撞墙体后消失，当恩雅-澜风变身成的【深谷风枢】本体消失时，其他模拟【深谷风枢】会一同消失（中途生成的模拟【深谷风枢】无法获得常规能量、爆发能量、【启风值】）	{1}	1	{1,11,3,1}				2	rogue3.talent_name_102		2		{700121102}	5	360	120
2079	奈莉德常规技对同一目标造成的伤害不再衰减，且每次命中获得的【悔语值】提升100%，发射【忏悔束带】额外消耗的【悔语值】降低50%	技能强化	{4}	rogue3.buff_name_199	1001108	rogue3.buff_des_199	【冥流】状态下，对同一目标造成的伤害不再逐渐降低，且每次命中目标获得的【悔语值】提升{1}%，发射【忏悔束带】额外消耗的【悔语值】降低{2}%	{100,50}	1	{1,21,1,1}				2	rogue3.talent_name_102		2		{700102101}	5	360	120
2080	奈莉德【测谎者】持续时间提升至10秒，且持续时间内其他队员造成特异伤害添加的【幻堕值】提升至50%	技能强化	{4}	rogue3.buff_name_200	1001096	rogue3.buff_des_200	【测谎者】持续时间增加至{1}秒，且持续时间内其他队员的技能对目标造成特异类型伤害时，该目标获得的【幻堕值】提升至{2}%	{10,50}	1	{1,21,1,1}				2	rogue3.talent_name_102		2		{700102102}	5	360	120
2081	完美使用常规技会额外造成一次当前100%护盾量的伤害。	额外伤害	{9}	rogue3.buff_name_201	1001109	rogue3.buff_des_201	完美时机打出【燃意拳】以及打出【焚尽拳】时，会额外对目标造成当前护盾量{1}%的伤害	{100}	1	{1,3,2,1}				4	rogue3.talent_name_104		2		{700110302}	5	360	120
2082	悸响获得10层【完美】效果,完美触发常规技额外获得1层。每层【完美】提升悸响2%技能最终伤害和200最大生命值上限,该效果可以持续存在,若触发内焚则移除一半【完美】	生命提升、技能强化	{1,13}	rogue3.buff_name_202	1001088	rogue3.buff_des_202	妮塔-悸响获得{1}层【烈音】效果，且每次完美时机打出【燃意拳】额外获得1层。每次【烈音】效果使妮塔-悸响技能最终伤害提升{2}%，最大生命增加{3}，该效果可持续存在,若触发内焚效果则移除当前一半【烈音】效果	{10,2,200}	1	{1,3,2,1}				2	rogue3.talent_name_102		2		{700110301}	5	360	120
2083	薇蒂雅天鹅座QTE陷阱染色后，范围内每个目标被击败，会为全队提升10%全类型伤害，至多叠加10层	伤害提升	{5}	rogue3.buff_name_203	1001107	rogue3.buff_des_203	【检索助手】转变对应伤害类型的链接状态后，范围内每击败1个目标，则全队的全类型伤害提升{1}%，最多叠加至{2}层	{10,10}	1	{1,18,2,1}				1	rogue3.talent_name_101		2		{700111801}	5	360	120
2084	薇蒂雅天鹅座常规技最终伤害提升120%，成长时间降低至0.5秒	技能强化	{4}	rogue3.buff_name_204	1001094	rogue3.buff_des_204	常规技【红鲱鱼】最终伤害提升{1}%，【诱导信标】每升1阶时间减少至{2}秒	{120,0.5}	1	{1,18,2,1}				2	rogue3.talent_name_102		2		{700111802}	5	360	120
2085	凯茜娅·狂诗大招移动速度增加50%，大招期间追击炮的频率翻4倍	技能强化、移动提升	{4,11}	rogue3.buff_name_205	1001086	rogue3.buff_des_205	使用【穿云激流】期间凯茜娅移动速度提升{1}%，【钢岚炮】造成的伤害提升至{2}倍	{50,4}	1	{1,15,3,1}				6	rogue3.talent_name_103		2		{700121501}	5	360	120
2086	凯茜娅·狂诗力场持续期间不再消耗常规能量，且力场的追击炮的数量变为4，追击炮命中给敌人添加2%射击易伤，持续1s，至多叠加40层	射击强化	{3}	rogue3.buff_name_206	1001113	rogue3.buff_des_206	【时空力场】持续期间，凯茜娅不再消耗常规能量，且【时空力场】的【时空追击炮】数量增加至{1}，命中后会使目标受到的射击伤害提升{2}%，持续{3}秒，最多叠加至{4}层	{4,2,1,40}	1	{1,15,3,1}				7	rogue3.talent_name_107		2		{700121502}	5	360	120
