类别ID	图片路径ID	标题	说明	解锁条件(1：账号等级；2：Level ID，3：是否拥有某道具，4：曜日本专用是否通关xx关卡)	是否显示页码	是否循环	切页方式（默认滑动加按钮）1：仅可滑动	备注
147	2000356	TxtTutorialSevendaysTitle4_24	ui.TxtTutorialSevendays4_24		1	1		2.4七日派对
147	2000357	TxtTutorialSevendaysTitle5_24	ui.TxtTutorialSevendays5_24		1	1		2.4七日派对
147	2000358	TxtTutorialSevendaysTitle6_24	ui.TxtTutorialSevendays6_24		1	1		2.4七日派对
								
148	2000352	TxtTutorialSevendaysTitle1_24	ui.TxtTutorialSevendays1_24_1		1	1		2.4七日派对
148	2000353	TxtTutorialSevendaysTitle1_24	ui.TxtTutorialSevendays1_24_2		1	1		2.4七日派对
								
149	2000356	TxtTutorialSevendaysTitle4_24	ui.TxtTutorialSevendays4_24		1	1		2.4七日派对
								
150	2000019	TxtTutorialDefense24_Main_Title	ui.TxtTutorialDefense24_Main		1	1		【DLC24荣誉冲突】主界面
150	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC24荣誉冲突】难度选择
150	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC24荣誉冲突】技巧挑战
150	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC24荣誉冲突】史诗系统
150	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC24荣誉冲突】重选难度
150	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC24荣誉冲突】连杀
150	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC24荣誉冲突】积分显示
150	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC24荣誉冲突】局内暂停
150	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC24荣誉冲突】跳跃
150	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC24荣誉冲突】限时挑战
150	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC24荣誉冲突】补给装置
								
151	2000359	TxtTutorialLightPuzzleTitle	ui.TxtTutorialLightPuzzle01		1	1		【DLC24主线】act3光线解谜
151	2000360	TxtTutorialLightPuzzleTitle	ui.TxtTutorialLightPuzzle02		1	1		【DLC24主线】act3光线解谜
								
152	2000382	TxtTutorialRogueScore_modelTitle1	ui.TxtTutorialRogueScore_modelTitle1_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000387	TxtTutorialRogueScore_modelTitle6	ui.TxtTutorialRogueScore_modelTitle6_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000534	TxtTutorialRogueScore_modelTitle7	ui.TxtTutorialRogueScore_modelTitle7_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000383	TxtTutorialRogueScore_modelTitle2	ui.TxtTutorialRogueScore_modelTitle2_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000385	TxtTutorialRogueScore_modelTitle4	ui.TxtTutorialRogueScore_modelTitle4_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000386	TxtTutorialRogueScore_modelTitle5	ui.TxtTutorialRogueScore_modelTitle5_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000479	TxtTutorialRogueScore_modelTitle21	ui.TxtTutorialRogueScore_modelTitle21_Des		1	1		悖论迷宫3.0赛季帮助-连击
152	2000346	TxtTutorialRogueScore_modelTitle8	ui.TxtTutorialRogueScore_modelTitle8_Des		1	1		悖论迷宫2.5赛季帮助测试版
152	2000384	TxtTutorialRogueScore_modelTitle3	ui.TxtTutorialRogueScore_modelTitle3_Des		1	1		悖论迷宫2.5赛季帮助测试版
153	2000386	TxtTutorialRogueScore_modelTitle9	ui.TxtTutorialRogueScore_modelTitle9_Des		1	1		悖论迷宫2.5赛季帮助测试版2
153	2000390	TxtTutorialRogueScore_modelTitle10	ui.TxtTutorialRogueScore_modelTitle10_Des		1	1		悖论迷宫2.5赛季帮助测试版2
153	2000391	TxtTutorialRogueScore_modelTitle11	ui.TxtTutorialRogueScore_modelTitle11_Des		1	1		悖论迷宫2.5赛季帮助测试版2
153	2000392	TxtTutorialRogueScore_modelTitle12	ui.TxtTutorialRogueScore_modelTitle12_Des		1	1		悖论迷宫2.5赛季帮助测试版2
153	2000393	TxtTutorialRogueScore_modelTitle13	ui.TxtTutorialRogueScore_modelTitle13_Des		1	1		悖论迷宫2.5赛季帮助测试版2
153	2000387	TxtTutorialRogueScore_modelTitle14	ui.TxtTutorialRogueScore_modelTitle14_Des		1	1		悖论迷宫2.5赛季帮助测试版2
154	2000386	TxtTutorialRogueScore_modelTitle15	ui.TxtTutorialRogueScore_modelTitle15_Des		1	1		悖论迷宫2.5赛季帮助测试版3
154	2000387	TxtTutorialRogueScore_modelTitle16	ui.TxtTutorialRogueScore_modelTitle16_Des		1	1		悖论迷宫2.5赛季帮助测试版3
154	2000394	TxtTutorialRogueScore_modelTitle17	ui.TxtTutorialRogueScore_modelTitle17_Des		1	1		悖论迷宫2.5赛季帮助测试版3
154	2000395	TxtTutorialRogueScore_modelTitle18	ui.TxtTutorialRogueScore_modelTitle18_Des		1	1		悖论迷宫2.5赛季帮助测试版3
154	2000396	TxtTutorialRogueScore_modelTitle19	ui.TxtTutorialRogueScore_modelTitle19_Des		1	1		悖论迷宫2.5赛季帮助测试版3
								
155	2000362	Alien_GuideTitle01	ui.Alien_GuideDes01		1	1		异星守护教学图1
155	2000526	Alien_GuideTitle08	ui.Alien_GuideDes08		1	1		异星守护教学图2
155	2000525	Alien_GuideTitle09	ui.Alien_GuideDes09		1	1		异星守护教学图3
155	2000363	Alien_GuideTitle02	ui.Alien_GuideDes02		1	1		异星守护教学图4
155	2000364	Alien_GuideTitle03	ui.Alien_GuideDes03		1	1		异星守护教学图5
155	2000685	Alien_GuideTitle10	ui.Alien_GuideDes10		1	1		异星守护教学图10
155	2000365	Alien_GuideTitle04	ui.Alien_GuideDes04		1	1		异星守护教学图6
155	2000366	Alien_GuideTitle05	ui.Alien_GuideDes05		1	1		异星守护教学图7
155	2000367	Alien_GuideTitle06	ui.Alien_GuideDes06		1	1		异星守护教学图8
155	2000368	Alien_GuideTitle07	ui.Alien_GuideDes07		1	1		异星守护教学图9
								
156	2000019	TxtTutorialDefense25_Main_Title	ui.TxtTutorialDefense25_Main		1	1		【DLC25荣誉冲突】主界面
156	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC25荣誉冲突】难度选择
156	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC25荣誉冲突】技巧挑战
156	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC25荣誉冲突】史诗系统
156	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC25荣誉冲突】重选难度
156	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC25荣誉冲突】连杀
156	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC25荣誉冲突】积分显示
156	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC25荣誉冲突】局内暂停
156	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC25荣誉冲突】跳跃
156	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC25荣誉冲突】限时挑战
156	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC25荣誉冲突】补给装置
								
157	2000377	TxtDLC25Title_01	ui.TxtDLC25txt_01		1	1		【DLC25主线】飞鸟交互01
157	2000378	TxtDLC25Title_02	ui.TxtDLC25txt_02		1	1		【DLC25主线】飞鸟交互02
158	2000379	TxtDLC25Title_03	ui.TxtDLC25txt_03		1	1		【DLC25主线】飞鸟升降
159	2000380	TxtDLC25Title_04	ui.TxtDLC25txt_04		1	1		【DLC25主线】表里世界切换
160	2000381	TxtDLC25Title_05	ui.TxtDLC25txt_05		1	1		【DLC25主线】集装箱
								
161	2000374	TxtDLC25Title_06	ui.TxtDLC25txt_06		1	1		【DLC25主线】精英怪教学图1
161	2000375	TxtDLC25Title_06	ui.TxtDLC25txt_07		1	1		【DLC25主线】精英怪教学图2
161	2000376	TxtDLC25Title_06	ui.TxtDLC25txt_08		1	1		【DLC25主线】精英怪教学图3
								
								
162	2000296	TxtParty.hlepimgs_Title1	ui.TxtParty.hlepimgs_des1		1	1		海姆向前冲教学图1
162	2000397	TxtParty.hlepimgs_Title6	ui.TxtParty.hlepimgs_des6		1	1		2.5海姆向前冲教学图1
162	2000398	TxtParty.hlepimgs_Title7	ui.TxtParty.hlepimgs_des7		1	1		2.5海姆向前冲教学图2
162	2000297	TxtParty.hlepimgs_Title2	ui.TxtParty.hlepimgs_des2		1	1		海姆向前冲教学图2
162	2000298	TxtParty.hlepimgs_Title3	ui.TxtParty.hlepimgs_des3		1	1		海姆向前冲教学图3
162	2000299	TxtParty.hlepimgs_Title4	ui.TxtParty.hlepimgs_des4		1	1		海姆向前冲教学图4
162	2000300	TxtParty.hlepimgs_Title5	ui.TxtParty.hlepimgs_des5		1	1		海姆向前冲教学图5
								
163	2000400	TxtRoulette.helpimgs_Title1	ui.TxtRoulette.helpimgs_des1		1	1		心动水弹教学图1
163	2000401	TxtRoulette.helpimgs_Title2	ui.TxtRoulette.helpimgs_des2		1	1		心动水弹教学图2
163	2000402	TxtRoulette.helpimgs_Title3	ui.TxtRoulette.helpimgs_des3		1	1		心动水弹教学图3
163	2000403	TxtRoulette.helpimgs_Title4	ui.TxtRoulette.helpimgs_des4		1	1		心动水弹教学图4
163	2000404	TxtRoulette.helpimgs_Title5	ui.TxtRoulette.helpimgs_des5		1	1		心动水弹教学图5
163	2000405	TxtRoulette.helpimgs_Title6	ui.TxtRoulette.helpimgs_des6		1	1		心动水弹教学图6
163	2000406	TxtRoulette.helpimgs_Title7	ui.TxtRoulette.helpimgs_des7		1	1		心动水弹教学图7
163	2000407	TxtRoulette.helpimgs_Title8	ui.TxtRoulette.helpimgs_des8		1	1		心动水弹教学图8
								
164	2000448	Alien_Inlevel_GuideTitle05	ui.Alien_Inlevel_GuideDes05		1	1		异星守护二期PC关卡内教学图1
164	2000449	Alien_Inlevel_GuideTitle06	ui.Alien_Inlevel_GuideDes06		1	1		异星守护二期PC关卡内教学图2
164	2000370	Alien_Inlevel_GuideTitle01	ui.Alien_Inlevel_GuideDes01		1	1		异星守护二期PC关卡内教学图3
164	2000371	Alien_Inlevel_GuideTitle02	ui.Alien_Inlevel_GuideDes02		1	1		异星守护二期PC关卡内教学图4
164	2000372	Alien_Inlevel_GuideTitle03	ui.Alien_Inlevel_GuideDes03		1	1		异星守护二期PC关卡内教学图5
164	2000373	Alien_Inlevel_GuideTitle04	ui.Alien_Inlevel_GuideDes04		1	1		异星守护二期PC关卡内教学图6
								
165	2000310	TxtTutorialSevendaysTitle1_1	ui.TxtTutorialSevendays1_1		1	1		2.6七日派对
165	2000311	TxtTutorialSevendaysTitle1_2	ui.TxtTutorialSevendays1_2		1	1		2.6七日派对
165	2000418	TxtTutorialSevendaysTitle1_26	ui.TxtTutorialSevendays1_26		1	1		2.6七日派对-正常
165	2000419	TxtTutorialSevendaysTitle2_26	ui.TxtTutorialSevendays2_26		1	1		2.6七日派对-漂移
165	2000420	TxtTutorialSevendaysTitle3_26	ui.TxtTutorialSevendays3_26		1	1		2.6七日派对-道具
165	2000426	TxtTutorialSevendaysTitle8_26	ui.TxtTutorialSevendays8_26		1	1		2.6七日派对
165	2000427	TxtTutorialSevendaysTitle9_26	ui.TxtTutorialSevendays9_26		1	1		2.6七日派对
165	2000428	TxtTutorialSevendaysTitle10_26	ui.TxtTutorialSevendays10_26		1	1		2.6七日派对
165	2000425	TxtTutorialSevendaysTitle11_26	ui.TxtTutorialSevendays11_26		1	1		2.6七日派对
								
166	2000410	TxtTutorialLuckyTitle01	ui.TxtTutorialLuckyDes01		1	1		2.6纷愿绮梦教学图1
166	2000411	TxtTutorialLuckyTitle02	ui.TxtTutorialLuckyDes02		1	1		2.6纷愿绮梦教学图2
166	2000412	TxtTutorialLuckyTitle03	ui.TxtTutorialLuckyDes03		1	1		2.6纷愿绮梦教学图3
166	2000413	TxtTutorialLuckyTitle04	ui.TxtTutorialLuckyDes04		1	1		2.6纷愿绮梦教学图4
								
167	2000019	TxtTutorialDefense26_Main_Title	ui.TxtTutorialDefense26_Main		1	1		【DLC8荣誉冲突】主界面
167	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC8荣誉冲突】难度选择
167	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC8荣誉冲突】技巧挑战
167	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC8荣誉冲突】史诗系统
167	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC8荣誉冲突】重选难度
167	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC8荣誉冲突】连杀
167	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC8荣誉冲突】积分显示
167	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC8荣誉冲突】局内暂停
167	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC8荣誉冲突】跳跃
167	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC8荣誉冲突】限时挑战
167	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC8荣誉冲突】补给装置
								
168	2000409	TxtTutorialBackPackTitle13	bagrogue.HelpDes13		1	1		背包肉鸽帮助图3
								
169	2000418	TxtTutorialSevendaysTitle1_26	ui.TxtTutorialSevendays1_26		1	1		2.6七日派对-关卡引导-扭扭车PC端
169	2000419	TxtTutorialSevendaysTitle2_26	ui.TxtTutorialSevendays2_26		1	1		2.6七日派对-关卡引导-扭扭车PC端
169	2000420	TxtTutorialSevendaysTitle3_26	ui.TxtTutorialSevendays3_26		1	1		2.6七日派对-关卡引导-扭扭车PC端
								
170	2000418	TxtTutorialSevendaysTitle5_26	ui.TxtTutorialSevendays5_26		1	1		2.6七日派对-关卡引导-扭扭车手机端-转向
170	2000419	TxtTutorialSevendaysTitle7_26	ui.TxtTutorialSevendays7_26		1	1		2.6七日派对-关卡引导-扭扭车手机端-刹车
170	2000420	TxtTutorialSevendaysTitle4_26	ui.TxtTutorialSevendays4_26		1	1		2.6七日派对-关卡引导-扭扭车手机端-刹车
								
171	2000426	TxtTutorialSevendaysTitle8_26	ui.TxtTutorialSevendays8_26		1	1		2.6七日派对-关卡引导-气球挑战
171	2000427	TxtTutorialSevendaysTitle9_26	ui.TxtTutorialSevendays9_26		1	1		2.6七日派对-关卡引导-气球挑战
171	2000428	TxtTutorialSevendaysTitle10_26	ui.TxtTutorialSevendays10_26		1	1		2.6七日派对-关卡引导-气球挑战
								
172	2000425	TxtTutorialSevendaysTitle11_26	ui.TxtTutorialSevendays11_26		1	1		2.6七日派对-关卡引导-推进挑战
								
173	2000434	TxtGirlrushGuideTitle01	ui.TxtGirlrushGuidedes01		1	1		2.7异绪消解
173	2000435	TxtGirlrushGuideTitle02	ui.TxtGirlrushGuidedes02		1	1		2.7异绪消解
173	2000436	TxtGirlrushGuideTitle03	ui.TxtGirlrushGuidedes03		1	1		2.7异绪消解
173	2000437	TxtGirlrushGuideTitle04	ui.TxtGirlrushGuidedes04		1	1		2.7异绪消解
								
174	2000012	TxtMultiiTower10_name04	ui.TxtMultiiTower10_des04		1	1		塔防联机
174	2000399	TxtMultiiTower08_name11	ui.TxtMultiiTower08_des11		1	1		塔防联机
174	2000199	TxtMultiiTower08_name02	ui.TxtMultiiTower08_des02		1	1		塔防联机
174	2000175	TxtMultiiTower08_name03	ui.TxtMultiiTower08_des03		1	1		塔防联机
174	2000314	TxtMultiiTower08_name04	ui.TxtMultiiTower08_des04		1	1		塔防联机
174	2000315	TxtMultiiTower08_name05	ui.TxtMultiiTower08_des05		1	1		塔防联机
174	2000431	TxtMultiiTower10_name02	ui.TxtMultiiTower10_des02		1	1		塔防联机_新机枪
174	2000432	TxtMultiiTower10_name03	ui.TxtMultiiTower10_des03		1	1		塔防联机_特殊怪
174	2000316	TxtMultiiTower08_name08	ui.TxtMultiiTower08_des08		1	1		塔防联机
174	2000433	TxtMultiiTower10_name01	ui.TxtMultiiTower10_des01		1	1		塔防联机_空投
174	2000616	TxtMultiiTower12_name01	ui.TxtMultiiTower12_des01		1	1		3.4绝地防线
174	2000617	TxtMultiiTower12_name02	ui.TxtMultiiTower12_des02		1	1		3.4绝地防线
174	2000618	TxtMultiiTower12_name03	ui.TxtMultiiTower12_des03		1	1		3.4绝地防线
174	2000619	TxtMultiiTower12_name04	ui.TxtMultiiTower12_des04		1	1		3.4绝地防线
								
175	2000429	TxtDLC27BoxTitle_01	ui.TxtDLC27BoxTxt_01		1	1		【DLC27主线】推箱子01
175	2000430	TxtDLC27BoxTitle_02	ui.TxtDLC27BoxTxt_02		1	1		【DLC27主线】推箱子02
								
176	2000296	TxtParty.hlepimgs_Title1	ui.TxtParty.hlepimgs_des1		1	1		海姆向前冲教学图1
176	2000398	TxtParty.hlepimgs_Title7	ui.TxtParty.hlepimgs_des7		1	1		2.5海姆向前冲教学图2
176	2000297	TxtParty.hlepimgs_Title2	ui.TxtParty.hlepimgs_des2		1	1		海姆向前冲教学图2
176	2000298	TxtParty.hlepimgs_Title3	ui.TxtParty.hlepimgs_des3		1	1		海姆向前冲教学图3
176	2000299	TxtParty.hlepimgs_Title4	ui.TxtParty.hlepimgs_des4		1	1		海姆向前冲教学图4
176	2000300	TxtParty.hlepimgs_Title5	ui.TxtParty.hlepimgs_des5		1	1		海姆向前冲教学图5
								
177	2000019	TxtTutorialDefense27_Main_Title	ui.TxtTutorialDefense27_Main		1	1		【DLC27荣誉冲突】主界面
177	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC27荣誉冲突】难度选择
177	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC27荣誉冲突】技巧挑战
177	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC27荣誉冲突】史诗系统
177	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC27荣誉冲突】重选难度
177	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC27荣誉冲突】连杀
177	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC27荣誉冲突】积分显示
177	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC27荣誉冲突】局内暂停
177	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC27荣誉冲突】跳跃
177	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC27荣誉冲突】限时挑战
177	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC27荣誉冲突】补给装置
								
178	2000019	TxtTutorialDefense28_Main_Title	ui.TxtTutorialDefense28_Main		1	1		【DLC2.8荣誉冲突】主界面
178	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC2.8荣誉冲突】难度选择
178	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC2.8荣誉冲突】技巧挑战
178	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC2.8荣誉冲突】史诗系统
178	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC2.8荣誉冲突】重选难度
178	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC2.8荣誉冲突】连杀
178	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC2.8荣誉冲突】积分显示
178	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC2.8荣誉冲突】局内暂停
178	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC2.8荣誉冲突】跳跃
178	2000021	TxtTutorialDefenseTitle08	ui.TxtTutorialDefense08		1	1		【DLC2.8荣誉冲突】限时挑战
178	2000022	TxtTutorialDefenseTitle09	ui.TxtTutorialDefense09		1	1		【DLC2.8荣誉冲突】补给装置
178	2000155	TxtTutorialDefense10_MG_Title	ui.TxtTutorialDefense10_MG		1	1		【DLC2.8荣誉冲突】机枪塔
								
179	2000443	TxtTutorialNitaMonopoly_Main_Title1	ui.TxtTutorialNitaMonopoly_Des1		1	1		【DLC2.7妮塔之邀】玩法
179	2000444	TxtTutorialNitaMonopoly_Main_Title2	ui.TxtTutorialNitaMonopoly_Des2		1	1		【DLC2.7妮塔之邀】玩法
179	2000445	TxtTutorialNitaMonopoly_Main_Title3	ui.TxtTutorialNitaMonopoly_Des3		1	1		【DLC2.7妮塔之邀】玩法
179	2000446	TxtTutorialNitaMonopoly_Main_Title4	ui.TxtTutorialNitaMonopoly_Des4		1	1		【DLC2.7妮塔之邀】玩法
179	2000447	TxtTutorialNitaMonopoly_Main_Title5	ui.TxtTutorialNitaMonopoly_Des5		1	1		【DLC2.7妮塔之邀】玩法
								
180	2000445	TxtTutorialNitaMonopoly_Main_Title3	ui.TxtTutorialNitaMonopoly_Des3					【DLC2.7妮塔之邀】种植
181	2000446	TxtTutorialNitaMonopoly_Main_Title4	ui.TxtTutorialNitaMonopoly_Des4					【DLC2.7妮塔之邀】奇物
								
182	2000450	TxtTutorialBackPackTitle14	bagrogue.HelpDes14		1	1		背包肉鸽帮助图4
182	2000451	TxtTutorialBackPackTitle15	bagrogue.HelpDes15		1	1		背包肉鸽帮助图4
182	2000452	TxtTutorialBackPackTitle16	bagrogue.HelpDes16		1	1		背包肉鸽帮助图4
								
183	2000456	TxtMonsterIntroTitle13	ui.TxtMonsterIntro8		1	1		战斗内能质护盾教学图1
								
184	2000310	TxtTutorialSevendaysTitle1_1	ui.TxtTutorialSevendays1_1		1	1		2.8七日派对
184	2000311	TxtTutorialSevendaysTitle1_2	ui.TxtTutorialSevendays1_2		1	1		2.8七日派对
								
185	2000453	TxtTowerRush	ui.TxtTowerRush_help1		1	1		2.8脉冲连袭
185	2000454	TxtTowerRush	ui.TxtTowerRush_help2		1	1		2.8脉冲连袭
185	2000455	TxtTowerRush	ui.TxtTowerRush_help3		1	1		2.8脉冲连袭
185	2000597	TxtTowerRush_Title11	ui.TxtTowerRush_help11		1	1		脉冲连袭
								
186	2000457	TxtTowerRush	ui.TxtTowerRush_help4		1	1		2.8脉冲连袭局内一
								
187	2000458	TxtTowerRush	ui.TxtTowerRush_help5		1	1		2.8脉冲连袭局内二
187	2000459	TxtTowerRush	ui.TxtTowerRush_help6		1	1		2.8脉冲连袭局内二
187	2000460	TxtTowerRush	ui.TxtTowerRush_help7		1	1		2.8脉冲连袭局内二
187	2000594	TxtTowerRush	ui.TxtTowerRush_help8		1	1		【DLC33脉冲连袭】局内教学图
								
188	2000480	TxtTutorialRogueScore_modelTitle20	ui.TxtTutorialRogueScore_modelTitle20_Des		1	1		悖论迷宫怪物图鉴说明
								
189	2000473	TxtDLC2_8Level15_22Blink_Name1	ui.TxtDLC2_8Level15_22Blink_Des1		1	1		DLC2.8主线跃迁装置教学图
								
190	2000475	TxtDLC2_8Level15_22Pressure_Name1	ui.TxtDLC2_8Level15_22Pressure_Des1		1	1		DLC2.8主线压感装置教学图
								
191	2000476	TxtDLC2_8Level15_23Pressure_Name1	ui.TxtDLC2_8Level15_23Pressure_Des1		1	1		DLC2.8主线限制型跃迁平台教学图
								
192	2000461	TxtTutorialSevendaysTitle1_28	ui.TxtTutorialSevendays1_28		1	1		2.8七日派对传送门
192	2000462	TxtTutorialSevendaysTitle2_28	ui.TxtTutorialSevendays2_28		1	1		2.8七日派对传送门
192	2000463	TxtTutorialSevendaysTitle3_28	ui.TxtTutorialSevendays3_28		1	1		2.8七日派对传送门
								
193	2000466	TxtTutorialSevendaysTitle4_28	ui.TxtTutorialSevendays4_28		1	1		2.8七日派对突进挑战
193	2000467	TxtTutorialSevendaysTitle5_28	ui.TxtTutorialSevendays5_28		1	1		2.8七日派对突进挑战
193	2000468	TxtTutorialSevendaysTitle6_28	ui.TxtTutorialSevendays6_28		1	1		2.8七日派对突进挑战
								
194	2000464	TxtTutorialSevendaysTitle7_28	ui.TxtTutorialSevendays7_28		1	1		2.8七日派对消消乐
194	2000465	TxtTutorialSevendaysTitle8_28	ui.TxtTutorialSevendays8_28		1	1		2.8七日派对消消乐
								
195	2000469	TxtTutorialSevendaysTitle9_28	ui.TxtTutorialSevendays9_28		1	1		2.8七日派对箭靶挑战
195	2000470	TxtTutorialSevendaysTitle10_28	ui.TxtTutorialSevendays10_28		1	1		2.8七日派对箭靶挑战
195	2000471	TxtTutorialSevendaysTitle11_28	ui.TxtTutorialSevendays11_28		1	1		2.8七日派对箭靶挑战
195	2000472	TxtTutorialSevendaysTitle12_28	ui.TxtTutorialSevendays12_28		1	1		2.8七日派对箭靶挑战
								
196	2000477	TxtDLC30BuffBoxTitle_01	ui.TxtDLC30BuffBoxTxt_01		1	1		3.0禁区协议buff装置教学
								
197	2000474	TxtDLC2_8Level15_22Blink_Name1	ui.TxtDLC2_8Level15_22Blink_Des2		1	1		DLC2.8主线传送教学图
								
198	2000478	TxtDLC2_8Level15_22Blink_Name4	ui.TxtDLC2_8Level15_22Blink_Des4		1	1		DLC2.8主线传送教学图移动端
								
199	2000473	TxtDLC2_8Level15_22Blink_Name3	ui.TxtDLC2_8Level15_22Blink_Des3		1	1		DLC2.8主线跃迁装置教学图移动端
								
200	2000019	TxtTutorialDefense30_Main_Title	ui.TxtTutorialDefense30_Main		1	1		【DLC3.0荣誉冲突】主界面
200	2000212	TxtTutorialDefense08_Diff_Title	ui.TxtTutorialDefense08_Diff		1	1		【DLC3.0荣誉冲突】难度选择
200	2000213	TxtTutorialDefense08_Skill_Title	ui.TxtTutorialDefense08_Skill		1	1		【DLC3.0荣誉冲突】技巧挑战
200	2000074	TxtTutorialDefenseTitle04	ui.TxtTutorialDefense04		1	1		【DLC3.0荣誉冲突】史诗系统
200	2000073	TxtTutorialDefense08_Reset_Title	ui.TxtTutorialDefense08_Reset		1	1		【DLC3.0荣誉冲突】重选难度
200	2000214	TxtTutorialDefense08_Combo_Title	ui.TxtTutorialDefense08_Combo		1	1		【DLC3.0荣誉冲突】连杀
200	2000215	TxtTutorialDefense08_Score_Title	ui.TxtTutorialDefense08_Score		1	1		【DLC3.0荣誉冲突】积分显示
200	2000216	TxtTutorialDefense08_Pause_Title	ui.TxtTutorialDefense08_Pause		1	1		【DLC3.0荣誉冲突】局内暂停
200	2000020	TxtTutorialDefenseTitle07	ui.TxtTutorialDefense07		1	1		【DLC3.0荣誉冲突】跳跃
