期数id	等级	普通奖励{g,d,p,l,n}	是否是特殊奖励	普通奖励显示优先级(越小越靠前)	进阶奖励{g,d,p,l,n}	是否是特殊奖励	进阶奖励显示优先级(越小越靠前)	地区限制目前可填：0国内外,1国内,2海外
17	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
17	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
17	45	{5,5,1,4,1}	1	45	{4,2,1,4,8}	1	4	
17	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
17	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
17	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
17	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
17	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
18	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
18	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
18	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
18	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
18	5	{4,2,1,4,3}	1	5	{4,2,1,4,7}	1	4	
18	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
18	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
18	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
18	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
18	10	{5,21,1,4,1}	1	10	{5,21,1,5,1}	1	2	
18	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
18	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
18	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
18	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
18	15	{5,9,1,3,2}	1	15	{5,9,1,3,2}	1	3	
18	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
18	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
18	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
18	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
18	20	{5,21,1,4,1}	1	20	{5,21,1,5,1}	1	2	
18	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
18	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
18	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
18	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
18	25	{4,2,1,4,3}	1	25	{4,2,1,4,7}	1	4	
18	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
18	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
18	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
18	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
18	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
18	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
18	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
18	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
18	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
18	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
18	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
18	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
18	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
18	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
18	40	{4,1,6,5,100}	1	40	{4,1,6,5,400}	1	2	
18	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
18	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
18	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
18	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
18	45	{5,5,1,4,1}	1	45	{4,2,1,4,8}	1	4	
18	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
18	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
18	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
18	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
18	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
19	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
19	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
19	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
19	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
19	5	{4,2,1,4,3}	1	5	{4,2,1,4,7}	1	4	
19	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
19	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
19	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
19	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
19	10	{5,21,1,4,1}	1	10	{5,21,1,5,1}	1	2	
19	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
19	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
19	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
19	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
19	15	{5,9,1,3,2}	1	15	{5,9,1,3,2}	1	3	
19	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
19	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
19	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
19	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
19	20	{5,21,1,4,1}	1	20	{5,21,1,5,1}	1	2	
19	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
19	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
19	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
19	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
19	25	{4,2,1,4,3}	1	25	{4,2,1,4,7}	1	4	
19	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
19	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
19	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
19	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
19	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
19	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
19	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
19	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
19	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
19	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
19	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
19	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
19	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
19	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
19	40	{4,1,6,5,100}	1	40	{4,1,6,5,400}	1	2	
19	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
19	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
19	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
19	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
19	45	{5,5,1,4,1}	1	45	{4,2,1,4,8}	1	4	
19	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
19	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
19	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
19	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
19	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
20	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
20	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
20	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
20	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
20	5	{4,2,1,4,3}	1	5	{4,2,1,4,7}	1	4	
20	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
20	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
20	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
20	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
20	10	{5,21,1,4,1}	1	10	{5,21,1,5,1}	1	2	
20	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
20	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
20	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
20	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
20	15	{5,9,1,3,2}	1	15	{5,9,1,3,2}	1	3	
20	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
20	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
20	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
20	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
20	20	{5,21,1,4,1}	1	20	{5,21,1,5,1}	1	2	
20	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
20	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
20	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
20	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
20	25	{4,2,1,4,3}	1	25	{4,2,1,4,7}	1	4	
20	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
20	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
20	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
20	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
20	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
20	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
20	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
20	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
20	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
20	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
20	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
20	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
20	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
20	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
20	40	{4,1,6,5,100}	1	40	{4,1,6,5,400}	1	2	
20	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
20	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
20	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
20	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
20	45	{5,5,1,4,1}	1	45	{4,2,1,4,8}	1	4	
20	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
20	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
20	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
20	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
20	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
21	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
21	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
21	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
21	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
21	5	{4,2,1,4,3}	1	5	{4,2,1,4,7}	1	4	
21	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
21	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
21	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
21	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
21	10	{5,21,1,4,1}	1	10	{5,21,1,5,1}	1	2	
21	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
21	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
21	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
21	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
21	15	{5,9,1,3,2}	1	15	{5,9,1,3,2}	1	3	
21	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
21	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
21	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
21	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
21	20	{5,21,1,4,1}	1	20	{5,21,1,5,1}	1	2	
21	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
21	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
21	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
21	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
21	25	{4,2,1,4,3}	1	25	{4,2,1,4,7}	1	4	
21	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
21	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
21	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
21	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
21	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
21	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
21	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
21	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
21	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
21	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
21	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
21	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
21	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
21	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
21	40	{4,1,6,5,100}	1	40	{4,1,6,5,400}	1	2	
21	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
21	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
21	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
21	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
21	45	{5,5,1,4,1}	1	45	{4,2,1,4,8}	1	4	
21	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
21	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
21	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
21	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
21	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
22	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
22	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
22	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
22	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
22	5	{4,2,1,4,3}	1	5	{4,2,1,4,7}	1	4	
22	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
22	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
22	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
22	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
22	10	{5,21,1,4,1}	1	10	{5,21,1,5,1}	1	2	
22	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
22	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
22	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
22	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
22	15	{5,9,1,3,2}	1	15	{5,9,1,3,2}	1	3	
22	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
22	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
22	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
22	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
22	20	{5,21,1,4,1}	1	20	{5,21,1,5,1}	1	2	
22	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
22	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
22	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
22	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
22	25	{4,2,1,4,3}	1	25	{4,2,1,4,7}	1	4	
22	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
22	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
22	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
22	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
22	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
22	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
22	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
22	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
22	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
22	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
22	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
22	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
22	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
22	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
22	40	{4,1,6,5,100}	1	40	{4,1,6,5,400}	1	2	
22	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
22	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
22	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
22	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
22	45	{5,5,1,4,1}	1	45	{4,2,1,4,8}	1	4	
22	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
22	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
22	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
22	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
22	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
23	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
23	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
23	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
23	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
23	5	{4,2,1,4,3}	1	5	{4,2,1,4,11}	1	4	
23	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
23	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
23	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
23	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
23	10	{5,21,1,4,2}	1	10	{5,21,1,5,2}	1	2	
23	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
23	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
23	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
23	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
23	15	{5,9,1,3,2}	1	15	{5,9,1,3,3}	1	3	
23	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
23	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
23	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
23	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
23	20	{4,1,6,5,100}	1	20	{4,1,6,5,400}	1	2	
23	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
23	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
23	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
23	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
23	25	{4,2,1,4,3}	1	25	{4,2,1,4,11}	1	4	
23	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
23	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
23	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
23	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
23	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
23	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
23	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
23	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
23	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
23	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
23	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
23	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
23	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
23	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
23	40	{5,5,1,4,2}	1	40	{5,5,1,4,2}	1	2	
23	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
23	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
23	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
23	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
23	45	{5,9,1,3,2}	1	45	{5,9,1,3,3}	1	4	
23	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
23	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
23	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
23	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
23	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
								
24	1	{5,1,1,2,3}	1	1	{4,3,2,1,680}	1	1	
24	2	{5,2,1,2,3}		2	{5,2,1,3,5}			
24	3	{4,3,1,1,2000}		3	{4,3,1,1,8000}			
24	4	{5,3,1,2,3}		4	{5,3,1,3,5}			
24	5	{4,2,1,4,3}	1	5	{4,2,1,4,11}	1	4	
24	6	{5,1,1,2,3}		6	{5,1,1,3,5}			
24	7	{5,2,1,2,3}		7	{5,2,1,3,5}			
24	8	{4,3,1,1,2000}		8	{4,3,1,1,8000}			
24	9	{5,3,1,2,3}		9	{5,3,1,3,5}			
24	10	{5,21,1,4,2}	1	10	{5,21,1,5,2}	1	2	
24	11	{5,1,1,2,3}		11	{5,1,1,3,5}			
24	12	{5,2,1,2,3}		12	{5,2,1,3,5}			
24	13	{4,3,1,1,2000}		13	{4,3,1,1,8000}			
24	14	{5,3,1,2,3}		14	{5,3,1,3,5}			
24	15	{5,9,1,3,2}	1	15	{5,9,1,3,3}	1	3	
24	16	{5,1,1,3,2}		16	{5,1,1,3,8}			
24	17	{5,2,1,3,2}		17	{5,2,1,3,8}			
24	18	{4,3,1,1,3000}		18	{4,3,1,1,12000}			
24	19	{5,3,1,3,2}		19	{5,3,1,3,8}			
24	20	{4,1,6,5,100}	1	20	{4,1,6,5,400}	1	2	
24	21	{5,1,1,3,2}		21	{5,1,1,3,8}			
24	22	{5,2,1,3,2}		22	{5,2,1,3,8}			
24	23	{4,3,1,1,3000}		23	{4,3,1,1,12000}			
24	24	{5,3,1,3,2}		24	{5,3,1,3,8}			
24	25	{4,2,1,4,3}	1	25	{4,2,1,4,11}	1	4	
24	26	{5,1,1,3,2}		26	{5,1,1,3,8}			
24	27	{5,2,1,3,2}		27	{5,2,1,3,8}			
24	28	{4,3,1,1,3000}		28	{4,3,1,1,22000}			
24	29	{5,3,1,3,2}		29	{5,3,1,3,8}			
24	30	{5,21,1,4,2}	1	30	{5,21,1,5,2}	1	2	
24	31	{5,1,1,3,3}		31	{5,1,1,3,12}			
24	32	{5,2,1,3,3}		32	{5,2,1,3,12}			
24	33	{4,3,1,1,4500}		33	{4,3,1,1,28000}			
24	34	{5,3,1,3,3}		34	{5,3,1,3,12}			
24	35	{5,6,1,2,2}	1	35	{5,6,1,2,4}	1	3	
24	36	{5,1,1,3,3}		36	{5,1,1,3,12}			
24	37	{5,2,1,3,3}		37	{5,2,1,3,12}			
24	38	{4,3,1,1,4500}		38	{4,3,1,1,28000}			
24	39	{5,3,1,3,3}		39	{5,3,1,3,12}			
24	40	{5,5,1,4,2}	1	40	{5,5,1,4,2}	1	2	
24	41	{5,1,1,3,3}		41	{5,1,1,3,12}			
24	42	{5,2,1,3,3}		42	{5,2,1,3,12}			
24	43	{4,3,1,1,4500}		43	{4,3,1,1,28000}			
24	44	{5,3,1,3,3}		44	{5,3,1,3,12}			
24	45	{5,9,1,3,2}	1	45	{5,9,1,3,3}	1	4	
24	46	{5,1,1,3,4}		46	{5,1,1,3,16}			
24	47	{5,2,1,3,4}		47	{5,2,1,3,16}			
24	48	{4,3,1,1,6000}		48	{4,3,1,1,34000}			
24	49	{5,3,1,3,4}		49	{5,3,1,3,16}			
24	50	{5,21,1,4,1}	1	50	{5,6,1,2,4}	1		
