任务组分页ID	任务ID（注意：任务ID不能超过65500）	刷新规则(不配置为不刷新 1为每日刷新 2为每周刷新)	组ID，选取数量	权重	备注	分页名	任务名	任务介绍	任务或成就图标	标签{"颜色ID","表.key"})	排序	解锁条件	未解锁隐藏	前置任务id	领取奖励后是否在列表中显示	任务类型	检查值	扩展参数 不填为不限制	可执行次数	奖励列表	开始时间,格式	结束时间，格式同开始时间	隐藏倒计时	跳转界面	跳转参数	条件跳转	背景图	背景SPINE	地区限制目前可填：0国内外,1国内,2海外
87	20572				累计获得3种不同的圣物	ui.TxtDLC12.BtnRogue	achievement_dlc.Name243	achievement_dlc.Describe243							1	287	3			{{4,3,2,1,20},{4,3,1,1,2000}}	[202503061000]	[202504140400]				BagRogue:CheckOpenAct()			
87	20573				累计获得4种不同的圣物	ui.TxtDLC12.BtnRogue	achievement_dlc.Name243	achievement_dlc.Describe243							1	287	4			{{4,3,2,1,20},{4,3,1,1,2000}}	[202503061000]	[202504140400]				BagRogue:CheckOpenAct()			
																													
88	20574				DLC26任意难度完成第10波挑战	ui.TxtDLC26.BtnDefense	achievement_dlc.Name244	achievement_dlc.Describe244_1							1	73	10			{{4,3,2,1,20},{5,29,11,2,30}}	[202503171000]	[202503310400]				DefendLogic.CheckOpenAct()			
88	20575	2			DLC26死斗积分达到40000	ui.TxtDLC26.BtnDefense	achievement_dlc.Name244	achievement_dlc.Describe244_2		{"9E8210FF","achievement.icon2"}					1	206	40000			{{4,3,2,1,20},{5,29,11,1,20}}	[202503171000]	[202503310400]				DefendLogic.CheckOpenAct()			
88	20576	2			DLC26死斗积分达到60000	ui.TxtDLC26.BtnDefense	achievement_dlc.Name244	achievement_dlc.Describe244_2		{"9E8210FF","achievement.icon2"}					1	206	60000			{{4,3,2,1,40},{5,29,11,1,20}}	[202503171000]	[202503310400]				DefendLogic.CheckOpenAct()			
88	20577	2			DLC26死斗积分达到80000	ui.TxtDLC26.BtnDefense	achievement_dlc.Name244	achievement_dlc.Describe244_2		{"9E8210FF","achievement.icon2"}					1	206	80000			{{4,3,2,1,40},{5,29,11,1,20}}	[202503171000]	[202503310400]				DefendLogic.CheckOpenAct()			
88	20578	2			DLC26在任意难度中，连续击杀60只怪	ui.TxtDLC26.BtnDefense	achievement_dlc.Name244	achievement_dlc.Describe244_3		{"9E8210FF","achievement.icon2"}					1	207	60	{0,60}		{{4,3,2,1,20},{5,29,11,1,20}}	[202503171000]	[202503310400]				DefendLogic.CheckOpenAct()			
88	20579	2			DLC26在任意难度中，连续击杀120只怪	ui.TxtDLC26.BtnDefense	achievement_dlc.Name244	achievement_dlc.Describe244_3		{"9E8210FF","achievement.icon2"}					1	207	120	{0,120}		{{4,3,2,1,20},{5,29,11,1,20}}	[202503171000]	[202503310400]				DefendLogic.CheckOpenAct()			
																													
89	20580	2			累计通关永续联战任意难度1次	ui.TxtOnlineEvent14	achievement_dlc.Name176	achievement_dlc.Describe176		{"9E8210FF","achievement.icon2"}					1	52	1	{60,61}		{{4,3,2,1,30},{4,3,1,1,2000},{5,29,11,2,10}}	[202503240400]	[202504070400]				Online.GoToUI({60,61})			
89	20581	2			累计通关永续联战任意难度3次	ui.TxtOnlineEvent14	achievement_dlc.Name176	achievement_dlc.Describe176		{"9E8210FF","achievement.icon2"}					1	52	3	{60,61}		{{4,3,2,1,30},{4,3,1,1,5000},{5,29,11,2,10}}	[202503240400]	[202504070400]				Online.GoToUI({60,61})			
89	20582	2			累计通关永续联战任意难度5次	ui.TxtOnlineEvent14	achievement_dlc.Name176	achievement_dlc.Describe176		{"9E8210FF","achievement.icon2"}					1	52	5	{60,61}		{{4,3,2,1,30},{4,3,1,1,8000},{5,29,11,2,10}}	[202503240400]	[202504070400]				Online.GoToUI({60,61})			
																													
90	20583				完成任意难度禁区协议1次	ui.TxtDLC11.BtnDive	achievement_dlc.Name245	achievement_dlc.Describe245							1	52	1	{67,68}		{{4,3,2,1,20},{4,3,1,1,3000},{5,29,11,2,15}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
90	20584				完成任意难度禁区协议3次	ui.TxtDLC11.BtnDive	achievement_dlc.Name245	achievement_dlc.Describe245							1	52	3	{67,68}		{{4,3,2,1,30},{4,3,1,1,5000},{5,29,11,2,20}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
90	20585				完成任意难度禁区协议5次	ui.TxtDLC11.BtnDive	achievement_dlc.Name245	achievement_dlc.Describe245							1	52	5	{67,68}		{{4,3,2,1,50},{4,3,1,1,10000},{5,29,11,2,30}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
90	20586				完成任意难度禁区协议10次	ui.TxtDLC11.BtnDive	achievement_dlc.Name245	achievement_dlc.Describe245							1	52	10	{67,68}		{{11,1,36,1,1}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
90	20587				战斗中累计使用智械兵器30次	ui.TxtDLC11.BtnDive	achievement_dlc.Name246	achievement_dlc.Describe246							1	232	30			{{4,3,2,1,30},{4,3,1,1,5000},{5,29,11,2,20}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
90	20588				累计解锁智械20个	ui.TxtDLC11.BtnDive	achievement_dlc.Name247	achievement_dlc.Describe247							1	233	20			{{4,3,2,1,30},{4,3,1,1,5000},{5,29,11,2,20}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
90	20589				任意10个智械兵器升到满级	ui.TxtDLC11.BtnDive	achievement_dlc.Name248	achievement_dlc.Describe248							1	234	10			{{4,3,2,1,30},{4,3,1,1,5000},{5,29,11,2,30}}	[202503100400]	[202503240400]				Online.GoToUI({67,68})			
																													
91	20590				DLC26成功通关噬神斗场·生域塑界1难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_1							1	2	1	{2702}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503061000]	[202503200400]				SeasonBossLogic.CheckOpen(true)			
91	20591				DLC26成功通关噬神斗场·生域塑界1难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_2							1	2	1	{2704}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503061000]	[202503200400]				SeasonBossLogic.CheckOpen(true)			
91	20592				DLC26成功通关噬神斗场·生域塑界2难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_3							1	2	1	{2712}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503130400]	[202503200400]				SeasonBossLogic.CheckOpen(true)			
91	20593				DLC26成功通关噬神斗场·生域塑界2难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_4							1	2	1	{2714}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503130400]	[202503200400]				SeasonBossLogic.CheckOpen(true)			
91	20594				DLC26成功通关噬神斗场·冥域塑界1难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_5							1	2	1	{2722}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503200400]	[202504030400]				SeasonBossLogic.CheckOpen(true)			
91	20595				DLC26成功通关噬神斗场·冥域塑界1难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_6							1	2	1	{2724}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503200400]	[202504030400]				SeasonBossLogic.CheckOpen(true)			
91	20596				DLC26成功通关噬神斗场·冥域塑界2难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_7							1	2	1	{2732}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503270400]	[202504030400]				SeasonBossLogic.CheckOpen(true)			
91	20597				DLC26成功通关噬神斗场·冥域塑界2难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_8							1	2	1	{2734}		{{5,29,11,2,20},{4,3,1,1,2000}}	[202503270400]	[202504030400]				SeasonBossLogic.CheckOpen(true)			
																													
92	20598				DLC26完成7日派对关卡1	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_1							1	2	1	{7000}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
92	20599				DLC26完成7日派对关卡2	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_2							1	2	1	{7003}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
92	20600				DLC26完成7日派对关卡3	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_3							1	2	1	{7001}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
92	20601				DLC26完成7日派对关卡4	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_4							1	2	1	{7004}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
92	20602				DLC26完成7日派对关卡5	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_5							1	2	1	{7002}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
92	20603				DLC26完成7日派对关卡6	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_6							1	2	1	{7006}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
92	20604				DLC26完成7日派对关卡7	ui.TxtDLC12.BtnSevendays	achievement_dlc.Name249	achievement_dlc.Describe249_7							1	2	1	{7005}		{{4,3,2,1,20},{4,3,1,1,2000}}	[202504030400]	[202504170400]		SevenDays	{3}				
																													
93	20605	1			活动期间，登录游戏1次（每日刷新）	ui.TxtDLC27.BtnStory	achievement_dlc.Name250	achievement_dlc.Describe250		{"583A11FF","achievement.icon1"}					1	11	1			{{5,29,12,1,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]							
93	20606				累计消耗3200 无限代币名称（核对完成额度是否合理）	ui.TxtDLC27.BtnStory	achievement_dlc.Name251	achievement_dlc.Describe251							1	5	3200	{5,29,12,1}		{{11,1,38,1,1}}	[202504170400]	[202505290400]		Dlc27Shop					
93	20607				累计获得400 有限代币名称（核对完成额度是否合理）	ui.TxtDLC27.BtnStory	achievement_dlc.Name252	achievement_dlc.Describe252							1	3	400	{5,29,12,2}		{{4,3,2,1,50},{4,3,1,1,5000}}	[202504170400]	[202505290400]							
93	20608				累计获得500 有限代币名称（核对完成额度是否合理）	ui.TxtDLC27.BtnStory	achievement_dlc.Name252	achievement_dlc.Describe252							1	3	500	{5,29,12,2}		{{9,2,72,1,1}}	[202504170400]	[202505290400]							
93	20609				通关1次队员试用——奈莉德（和卡池时间一致持续到版本结束）	ui.TxtDLC27.BtnStory	achievement_dlc.Name253	achievement_dlc.Describe253_1							1	2	1	{5083}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]				Activity.OpenActicity(269,84)			
93	20610				通关1次队员试用——卜卜	ui.TxtDLC27.BtnStory	achievement_dlc.Name253	achievement_dlc.Describe253_2							1	2	1	{5067}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202505081000]	[202505290400]				Activity.OpenActicity(270,68)			
93	20611				通关1次时装试用——奈莉德-晨曦统令	ui.TxtDLC27.BtnStory	achievement_dlc.Name254	achievement_dlc.Describe254_1							1	2	1	{5084}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]				Activity.OpenActicity(274,85)			
93	20612				通关1次时装试用——悸响-林间潋滟	ui.TxtDLC27.BtnStory	achievement_dlc.Name254	achievement_dlc.Describe254_2							1	2	1	{5085}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]				Activity.OpenActicity(275,86)			
93	20613				通关1次时装试用——朝翼-绮锦流韵	ui.TxtDLC27.BtnStory	achievement_dlc.Name254	achievement_dlc.Describe254_3							1	2	1	{5086}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]				Activity.OpenActicity(276,87)			
93	20614				通关1次时装试用——小天师-元气愈养	ui.TxtDLC27.BtnStory	achievement_dlc.Name254	achievement_dlc.Describe254_4							1	2	1	{5087}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]				Activity.OpenActicity(277,88)			
93	20615				通关1次时装试用——冬至-暧馨侍奉	ui.TxtDLC27.BtnStory	achievement_dlc.Name254	achievement_dlc.Describe254_5							1	2	1	{5088}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]				Activity.OpenActicity(278,89)			
93	20616				通关1次时装试用——辉耀-疾速耀星	ui.TxtDLC27.BtnStory	achievement_dlc.Name254	achievement_dlc.Describe254_6							1	2	1	{5089}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505280400]				Activity.OpenActicity(279,90)			
93	20617				完成DLC2.7主线关卡 1	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_1							1	2	1	{11501}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11501,21,"dlc27story")			
93	20618				完成DLC2.7主线关卡 2	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_2							1	2	1	{11502}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11502,21,"dlc27story")			
93	20619				完成DLC2.7主线关卡 3	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_3							1	2	1	{11503}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11503,21,"dlc27story")			
93	20620				完成DLC2.7主线关卡 4	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_4							1	2	1	{11504}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11504,21,"dlc27story")			
93	20621				完成DLC2.7主线关卡 5	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_5							1	2	1	{11505}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11505,21,"dlc27story")			
93	20622				完成DLC2.7主线关卡 6	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_6							1	2	1	{11506}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11506,21,"dlc27story")			
93	20623				完成DLC2.7主线关卡 7	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_7							1	2	1	{11507}		{{5,29,12,2,10},{4,3,1,1,5000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11507,21,"dlc27story")			
93	20624				完成DLC2.7主线关卡 8	ui.TxtDLC27.BtnStory	achievement_dlc.Name255	achievement_dlc.Describe255_8							1	2	1	{11508}		{{5,29,12,2,10},{4,3,1,1,5000}}	[202504170400]	[202505290400]	1			DLC_Logic.GotoDlcMainStory(11508,21,"dlc27story")			
93	20625				DLC2.7-复刷-01遗留平台	ui.TxtDLC27.BtnStory	achievement_dlc.Name256	achievement_dlc.Describe256_1							1	2	1	{8650}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1	Dlc27Refresh	{21}				
93	20626				DLC2.7-复刷-02	ui.TxtDLC27.BtnStory	achievement_dlc.Name256	achievement_dlc.Describe256_2							1	2	1	{8651}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1	Dlc27Refresh	{21}				
93	20627				DLC2.7-复刷-03	ui.TxtDLC27.BtnStory	achievement_dlc.Name256	achievement_dlc.Describe256_3							1	2	1	{8652}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1	Dlc27Refresh	{21}				
93	20628				DLC2.7-复刷-04	ui.TxtDLC27.BtnStory	achievement_dlc.Name256	achievement_dlc.Describe256_4							1	2	1	{8653}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1	Dlc27Refresh	{21}				
93	20629				DLC2.7-复刷-05	ui.TxtDLC27.BtnStory	achievement_dlc.Name256	achievement_dlc.Describe256_5							1	2	1	{8654}		{{5,29,12,2,10},{4,3,1,1,2000}}	[202504170400]	[202505290400]	1	Dlc27Refresh	{21}				
93	20630				DLC2.7-复刷-06	ui.TxtDLC27.BtnStory	achievement_dlc.Name256	achievement_dlc.Describe256_6							1	2	1	{8655}		{{5,29,12,2,20},{4,3,1,1,5000}}	[202504170400]	[202505290400]	1	Dlc27Refresh	{21}				
																													
94	20631				完成星球守护第2关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_1							1	2	1	{6212}		{{4,3,2,1,20},{5,29,12,2,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20632				完成星球守护第4关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_2							1	2	1	{6214}		{{4,3,2,1,20},{5,29,12,2,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20633				完成星球守护第6关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_3							1	2	1	{6216}		{{4,3,2,1,20},{5,29,12,2,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20634				完成星球守护第8关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_4							1	2	1	{6218}		{{4,3,2,1,40},{5,29,12,1,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20635				完成星球守护第10关	ui.TxtDLC24.BtnMow	achievement_dlc.Name229	achievement_dlc.Describe229_5							1	2	1	{6220}		{{4,3,2,1,40},{5,29,12,1,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20636				挑战无尽抵抗1次	ui.TxtDLC24.BtnMow	achievement_dlc.Name261	achievement_dlc.Describe261							1	296	1	{3}		{{4,3,2,1,20},{5,29,12,2,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20637				挑战无尽抵抗2次	ui.TxtDLC24.BtnMow	achievement_dlc.Name261	achievement_dlc.Describe261							1	296	2	{3}		{{4,3,2,1,20},{5,29,12,1,10}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20638				挑战无尽抵抗3次	ui.TxtDLC24.BtnMow	achievement_dlc.Name261	achievement_dlc.Describe261							1	296	3	{3}		{{4,3,2,1,40},{5,29,12,1,10}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20639				解锁任意伙伴的主动类奖励技能	ui.TxtDLC24.BtnMow	achievement_dlc.Name231	achievement_dlc.Describe231_1							1	259	1	{1}		{{4,3,2,1,30},{5,29,12,2,20}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
94	20640				解锁任意伙伴的被动类奖励技能	ui.TxtDLC24.BtnMow	achievement_dlc.Name231	achievement_dlc.Describe231_2							1	259	1	{2}		{{4,3,2,1,30},{5,29,12,1,10}}	[202504281000]	[202505180400]				AlienDefense.CheckOpenAct()			
																													
95	20641				通关异绪消解线性关卡1	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_1							1	2	1	{8656}		{{4,3,2,1,20},{5,29,12,2,10}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20642				通关异绪消解线性关卡2	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_2							1	2	1	{8657}		{{4,3,2,1,20},{5,29,12,2,10}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20643				通关异绪消解线性关卡3	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_3							1	2	1	{8658}		{{4,3,2,1,20},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20644				通关异绪消解线性关卡4	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_4							1	2	1	{8659}		{{4,3,2,1,20},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20645				通关异绪消解线性关卡5	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_5							1	2	1	{8660}		{{4,3,2,1,20},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20646				通关异绪消解线性关卡6	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_6							1	2	1	{8661}		{{4,3,2,1,20},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20647				通关异绪消解无尽关卡1	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_7							1	2	1	{8671}		{{4,3,2,1,30},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20648				通关异绪消解无尽关卡2	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_8							1	2	1	{8672}		{{4,3,2,1,30},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
95	20649				通关异绪消解无尽关卡3	ui.TxtDLC27.BtnGirlrush	achievement_dlc.Name257	achievement_dlc.Describe257_9							1	2	1	{8673}		{{4,3,2,1,30},{5,29,12,2,20}}	[202505151000]	[202505290400]				GirlRush.CheckOpen()			
																													
96	20650				DLC27任意难度完成第10波挑战	ui.TxtDLC27.BtnDefense	achievement_dlc.Name260	achievement_dlc.Describe260_1							1	73	10			{{4,3,2,1,20},{5,29,12,2,30}}	[202505120400]	[202505260400]				DefendLogic.CheckOpenAct()			
96	20651	2			DLC27死斗积分达到40000	ui.TxtDLC27.BtnDefense	achievement_dlc.Name260	achievement_dlc.Describe260_2		{"102271FF","achievement.icon2"}					1	206	40000			{{4,3,2,1,20},{5,29,12,1,10}}	[202505120400]	[202505260400]				DefendLogic.CheckOpenAct()			
96	20652	2			DLC27死斗积分达到60000	ui.TxtDLC27.BtnDefense	achievement_dlc.Name260	achievement_dlc.Describe260_2		{"102271FF","achievement.icon2"}					1	206	60000			{{4,3,2,1,40},{5,29,12,1,10}}	[202505120400]	[202505260400]				DefendLogic.CheckOpenAct()			
96	20653	2			DLC27死斗积分达到80000	ui.TxtDLC27.BtnDefense	achievement_dlc.Name260	achievement_dlc.Describe260_2		{"102271FF","achievement.icon2"}					1	206	80000			{{4,3,2,1,40},{5,29,12,1,10}}	[202505120400]	[202505260400]				DefendLogic.CheckOpenAct()			
96	20654	2			DLC27在任意难度中，连续击杀60只怪	ui.TxtDLC27.BtnDefense	achievement_dlc.Name260	achievement_dlc.Describe260_3		{"102271FF","achievement.icon2"}					1	207	60	{0,60}		{{4,3,2,1,20},{5,29,12,1,10}}	[202505120400]	[202505260400]				DefendLogic.CheckOpenAct()			
96	20655	2			DLC27在任意难度中，连续击杀120只怪	ui.TxtDLC27.BtnDefense	achievement_dlc.Name260	achievement_dlc.Describe260_3		{"102271FF","achievement.icon2"}					1	207	120	{0,120}		{{4,3,2,1,20},{5,29,12,1,10}}	[202505120400]	[202505260400]				DefendLogic.CheckOpenAct()			
																													
97	20656				在【妮塔之邀】中累积获得30000树屋经验	ui.TxtDLC27.BtnNita	achievement_dlc.Name258	achievement_dlc.Describe258_1							1	301	30000			{{5,29,12,1,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]		NitaMonolopyDlc	{{nActivityId = 283, bFromOther = true}}				
97	20657				在【妮塔之邀】中累积获得60000树屋经验	ui.TxtDLC27.BtnNita	achievement_dlc.Name258	achievement_dlc.Describe258_1							1	301	60000			{{5,29,12,1,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]		NitaMonolopyDlc	{{nActivityId = 283, bFromOther = true}}				
97	20658				在【妮塔之邀】中累积投掷20次色子	ui.TxtDLC27.BtnNita	achievement_dlc.Name258	achievement_dlc.Describe258_2							1	299	20			{{5,29,12,1,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]		NitaMonolopyDlc	{{nActivityId = 283, bFromOther = true}}				
97	20659				在【妮塔之邀】中累积投掷40次色子	ui.TxtDLC27.BtnNita	achievement_dlc.Name258	achievement_dlc.Describe258_2							1	299	40			{{5,29,12,1,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]		NitaMonolopyDlc	{{nActivityId = 283, bFromOther = true}}				
97	20660				在【妮塔之邀】中累积触发20个任意事件格	ui.TxtDLC27.BtnNita	achievement_dlc.Name258	achievement_dlc.Describe258_3							1	300	20			{{5,29,12,1,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]		NitaMonolopyDlc	{{nActivityId = 283, bFromOther = true}}				
97	20661				在【妮塔之邀】中累积触发40个任意事件格	ui.TxtDLC27.BtnNita	achievement_dlc.Name258	achievement_dlc.Describe258_3							1	300	40			{{5,29,12,1,10},{4,3,1,1,2000}}	[202505011000]	[202505290400]		NitaMonolopyDlc	{{nActivityId = 283, bFromOther = true}}				
																													
98	20662				DLC27累计完成海姆向前冲任意模式1次	ui.TxtDLC11.BtnRush	achievement_dlc.Name182	achievement_dlc.Describe182_7							1	241	1			{{4,3,2,1,20},{5,29,12,2,20}}	[202504170400]	[202505290400]				Online.GoToUI({71,72})			
98	20663				DLC27累计完成海姆向前冲任意模式3次	ui.TxtDLC11.BtnRush	achievement_dlc.Name182	achievement_dlc.Describe182_7							1	241	3			{{4,3,2,1,30},{5,29,12,2,20}}	[202504170400]	[202505290400]				Online.GoToUI({71,72})			
98	20664				DLC27累计完成海姆向前冲任意模式6次	ui.TxtDLC11.BtnRush	achievement_dlc.Name182	achievement_dlc.Describe182_7							1	241	6			{{4,3,2,1,50},{5,29,12,2,20}}	[202504170400]	[202505290400]				Online.GoToUI({71,72})			
98	20665				DLC27累计完成海姆向前冲任意模式10次	ui.TxtDLC11.BtnRush	achievement_dlc.Name182	achievement_dlc.Describe182_7							1	241	10			{{11,1,42,1,1}}	[202504170400]	[202505290400]				Online.GoToUI({71,72})			
98	20666				DLC27在躲猫猫模式中，累计使用任意技能10次	ui.TxtDLC11.BtnRush	achievement_dlc.Name182	achievement_dlc.Describe182_8							1	298	10			{{4,3,2,1,50},{5,29,12,1,20}}	[202504170400]	[202505290400]				Online.GoToUI({71,72})			
98	20667				DLC27在躲猫猫模式中，累计使用任意技能20次	ui.TxtDLC11.BtnRush	achievement_dlc.Name182	achievement_dlc.Describe182_8							1	298	20			{{4,3,2,1,50},{5,29,12,1,20}}	[202504170400]	[202505290400]				Online.GoToUI({71,72})			
																													
99	20668				DLC27成功通关噬神斗场·生域塑界1难度2	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_1							1	2	1	{2802}		{{5,29,12,2,20},{4,3,1,1,2000}}	[202504170400]	[202505010400]				SeasonBossLogic.CheckOpen(true)			
99	20669				DLC27成功通关噬神斗场·生域塑界1难度4	ui.TxtDLC24.BtnBoss	achievement_dlc.Name213	achievement_dlc.Describe227_2							1	2	1	{2804}		{{5,29,12,2,20},{4,3,1,1,2000}}	[202504170400]	[202505010400]				SeasonBossLogic.CheckOpen(true)			
