商店ID	商品ID	GDPLN	Up定向池的限制，配置格式为{{定向卡池ID1,所选卡池ID…},{定向卡池ID2,所选卡池ID…}…}	//备注	固定位置	后置商品ID（需要按ID顺序解锁时配）	解锁条件	购买逻辑	售价	限购类型	限购数量	拥有数量限制（超过则不可购买）	超过限购提示（1或不配显示售罄标签，2显示下次刷新倒计时）	折扣类型（1按比例，2超值）	折扣{{概率,比例或超值}...}	上线时间	下线时间	是否隐藏限时标签	是否未上架时进行显示	是否提示防沉迷	是否显示后勤专属角色角标（1=显示，0或不配=不显示）	扩展参数
135	13518	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,14,1,75}	5	10											
135	13519	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,14,1,20}	5	35											
135	13520	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,14,2,10}	5	10											
135	13521	{8,99,29,3,1}		3.0纪念品	2			ordinary	{5,29,14,2,100}	5	1											
135	13522	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,14,2,25}	5	6											
																						
136	13601	{3,1,50,1,1}		映现-梅莉桑德	1			ordinary	{5,29,14,1,50}									1			1	
136	13602	{3,2,50,1,1}		映现-尤拉莉雅	2			ordinary	{5,29,14,1,50}									1			1	
136	13603	{3,3,50,1,1}		映现-奥德涅	3			ordinary	{5,29,14,1,50}									1			1	
136	13604	{3,1,51,1,1}		秘源-席拉	4			ordinary	{5,29,14,1,50}							[202507241000]		1			1	
136	13605	{3,2,51,1,1}		秘源-艾欧妮	5			ordinary	{5,29,14,1,50}							[202507241000]		1			1	
136	13606	{3,3,51,1,1}		秘源-卡诺莎	6			ordinary	{5,29,14,1,50}							[202507241000]		1			1	
136	13607	{3,1,46,1,1}		微光-猫柳	7			ordinary	{5,29,14,1,50}							[202507310400]		1			1	
136	13608	{3,2,46,1,1}		微光-秋晴	8			ordinary	{5,29,14,1,50}							[202507310400]		1			1	
136	13609	{3,3,46,1,1}		微光-长天	9			ordinary	{5,29,14,1,50}							[202507310400]		1			1	
136	13610	{2,9,2,1,1}		凯茜娅四星武器	10			ordinary	{5,29,14,1,300}									1				
136	13611	{2,5,29,1,1}		苔丝四星武器	11			ordinary	{5,29,14,1,300}							[202507241000]		1				
136	13612	{2,3,29,1,1}		沼泽之主	12			ordinary	{5,29,14,1,300}							[202507310400]		1				
136	13613	{4,3,1,1,200}		通用银	13			ordinary	{5,29,14,1,1}													
																						
137	13701	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,15,2,50}	5	5											
137	13702	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,15,1,16}	5	5											
137	13703	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,15,1,30}	5	5											
137	13704	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,15,1,16}	5	30											
137	13705	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,15,1,75}	5	10											
137	13706	{6,1,187,1,1}		绯月橙色配件	3			ordinary	{5,29,15,2,100}	5	1											
137	13707	{2,1,30,1,1}		绯月四星武器	10			ordinary	{5,29,15,1,150}	5	1											
137	13708	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,15,1,16}	5	5											
137	13709	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,15,1,30}	5	5											
137	13710	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,15,1,8}	5	10											
137	13711	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,15,1,16}	5	10											
137	13712	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,15,1,16}	5	10											
137	13713	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,15,1,100}	5	5											
137	13714	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,15,1,16}	5	10											
137	13715	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,15,1,30}	5	10											
137	13716	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,15,1,75}	5	10											
137	13717	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,15,1,20}	5	35											
137	13718	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,15,2,10}	5	10											
137	13719	{8,99,30,3,1}		3.1纪念品	2			ordinary	{5,29,15,2,100}	5	1											
137	13720	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,15,2,25}	5	6											
																						
138	13801	{3,1,52,1,1}		祈歌-奥萝拉	1			ordinary	{5,29,15,1,50}									1			1	
138	13802	{3,2,52,1,1}		祈歌-雪青	2			ordinary	{5,29,15,1,50}									1			1	
138	13803	{3,3,52,1,1}		祈歌-莱妮娅	3			ordinary	{5,29,15,1,50}									1			1	
138	13804	{3,1,47,1,1}		希德-瑞特兰	4			ordinary	{5,29,15,1,50}							[202509040400]		1			1	
138	13805	{3,2,47,1,1}		希德-乌布	5			ordinary	{5,29,15,1,50}							[202509040400]		1			1	
138	13806	{3,3,47,1,1}		希德-伊斯莫	6			ordinary	{5,29,15,1,50}							[202509040400]		1			1	
138	13807	{2,1,30,1,1}		绯月四星武器	10			ordinary	{5,29,15,1,300}									1				
138	13808	{2,5,27,1,1}		冥河代理人活动4星武器	11			ordinary	{5,29,15,1,300}							[202509040400]		1				
138	13809	{4,3,1,1,200}		通用银	13			ordinary	{5,29,15,1,1}													
																						
139	13901	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,16,2,50}	5	5											
139	13902	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,16,1,16}	5	15											
139	13903	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,16,1,30}	5	8											
139	13904	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,16,1,16}	5	30											
139	13905	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,16,1,75}	5	10											
139	13906	{6,2,194,1,1}		澄意橙色配件	3			ordinary	{5,29,16,2,100}	5	1											
139	13907	{6,5,193,1,1}		悠游橙色配件	4			ordinary	{5,29,16,2,100}	5	1					[202510161000]						
139	13908	{2,1,32,1,1}		澄意四星武器	10			ordinary	{5,29,16,1,150}	5	1											
139	13909	{2,4,31,1,1}		悠游四星武器	11			ordinary	{5,29,16,1,150}	5	1					[202510161000]						
139	13910	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,16,1,16}	5	10											
139	13911	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,16,1,30}	5	5											
139	13912	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,16,1,8}	5	10											
139	13913	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,16,1,16}	5	10											
139	13914	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,16,1,16}	5	10											
139	13915	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,16,1,100}	5	5											
139	13916	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,16,1,16}	5	30											
139	13917	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,16,1,30}	5	15											
139	13918	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,16,1,75}	5	10											
139	13919	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,16,1,20}	5	35											
139	13920	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,16,2,10}	5	10											
139	13921	{8,99,31,3,1}		3.2纪念品	2			ordinary	{5,29,16,2,100}	5	1											
139	13922	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,16,2,25}	5	6											
																						
140	14001	{3,1,53,1,1}		新芽-普莉姆	1			ordinary	{5,29,16,1,50}									1			1	
140	14002	{3,2,53,1,1}		新芽-艾维琳	2			ordinary	{5,29,16,1,50}									1			1	
140	14003	{3,3,53,1,1}		新芽-柯菈	3			ordinary	{5,29,16,1,50}									1			1	
140	14004	{3,1,54,1,1}		天秤-炽	4			ordinary	{5,29,16,1,50}							[202510161000]		1			1	
140	14005	{3,2,54,1,1}		天秤-魂音	5			ordinary	{5,29,16,1,50}							[202510161000]		1			1	
140	14006	{3,3,54,1,1}		天秤-索拉妮	6			ordinary	{5,29,16,1,50}							[202510161000]		1			1	
140	14007	{3,1,49,1,1}		星夜-南希	7			ordinary	{5,29,16,1,50}							[202510161000]		1			1	
140	14008	{3,2,49,1,1}		星夜-梅尔塞蒂	8			ordinary	{5,29,16,1,50}							[202510161000]		1			1	
140	14009	{3,3,49,1,1}		星夜-彗音	9			ordinary	{5,29,16,1,50}							[202510161000]		1			1	
140	14010	{3,1,44,1,1}	{{185,151},{85,51}}	新桃-温然	10			ordinary	{5,29,16,1,50}									1			1	
140	14011	{3,2,44,1,1}	{{185,151},{85,51}}	新桃-铃焰	11			ordinary	{5,29,16,1,50}									1			1	
140	14012	{3,3,44,1,1}	{{185,151},{85,51}}	新桃-玉茗	12			ordinary	{5,29,16,1,50}									1			1	
140	14013	{3,1,37,1,1}	{{185,129},{85,29}}	星朗-朵薇尔	13			ordinary	{5,29,16,1,50}									1			1	
140	14014	{3,2,37,1,1}	{{185,129},{85,29}}	星朗-爱莉薇娅	14			ordinary	{5,29,16,1,50}									1			1	
140	14015	{3,3,37,1,1}	{{185,129},{85,29}}	星朗-妲柯丝	15			ordinary	{5,29,16,1,50}									1			1	
140	14016	{3,1,38,1,1}	{{185,131},{85,31}}	清乐-桫椤	16			ordinary	{5,29,16,1,50}									1			1	
140	14017	{3,2,38,1,1}	{{185,131},{85,31}}	清乐-白桦	17			ordinary	{5,29,16,1,50}									1			1	
140	14018	{3,3,38,1,1}	{{185,131},{85,31}}	清乐-棕榈	18			ordinary	{5,29,16,1,50}									1			1	
140	14019	{3,1,28,1,1}	{{183,107},{83,7}}	明夷-赭毫	19			ordinary	{5,29,16,1,50}									1			1	
140	14020	{3,2,28,1,1}	{{183,107},{83,7}}	明夷-朱鹤	20			ordinary	{5,29,16,1,50}									1			1	
140	14021	{3,3,28,1,1}	{{183,107},{83,7}}	明夷-金琅	21			ordinary	{5,29,16,1,50}									1			1	
140	14022	{3,1,30,1,1}	{{183,113},{83,13}}	阿玛纳-阿赫莫特	22			ordinary	{5,29,16,1,50}									1			1	
140	14023	{3,2,30,1,1}	{{183,113},{83,13}}	阿玛纳-卜内菲尔	23			ordinary	{5,29,16,1,50}									1			1	
140	14024	{3,3,30,1,1}	{{183,113},{83,13}}	阿玛纳-梅克塔腾	24			ordinary	{5,29,16,1,50}									1			1	
140	14025	{3,1,41,1,1}	{{183,141},{83,41}}	射影-玛莉妮	25			ordinary	{5,29,16,1,50}									1			1	
140	14026	{3,2,41,1,1}	{{183,141},{83,41}}	射影-贝莎	26			ordinary	{5,29,16,1,50}									1			1	
140	14027	{3,3,41,1,1}	{{183,141},{83,41}}	射影-埃拉托	27			ordinary	{5,29,16,1,50}									1			1	
140	14028	{3,1,40,1,1}	{{183,143},{83,43}}	钢羽-布莱莉卡	28			ordinary	{5,29,16,1,50}									1			1	
140	14029	{3,2,40,1,1}	{{183,143},{83,43}}	钢羽-蕾拉	29			ordinary	{5,29,16,1,50}									1			1	
140	14030	{3,3,40,1,1}	{{183,143},{83,43}}	钢羽-普尔法	30			ordinary	{5,29,16,1,50}									1			1	
140	14031	{3,1,35,1,1}	{{183,125},{83,25}}	沙叶-阿什叶	31			ordinary	{5,29,16,1,50}									1			1	
140	14032	{3,2,35,1,1}	{{183,125},{83,25}}	沙叶-娜姆	32			ordinary	{5,29,16,1,50}									1			1	
140	14033	{3,3,35,1,1}	{{183,125},{83,25}}	沙叶-帕斯特	33			ordinary	{5,29,16,1,50}									1			1	
140	14034	{3,1,47,1,1}	{{183,155},{83,55}}	希德-瑞特兰	34			ordinary	{5,29,16,1,50}									1			1	
140	14035	{3,2,47,1,1}	{{183,155},{83,55}}	希德-乌布	35			ordinary	{5,29,16,1,50}									1			1	
140	14036	{3,3,47,1,1}	{{183,155},{83,55}}	希德-伊斯莫	36			ordinary	{5,29,16,1,50}									1			1	
140	14037	{2,1,32,1,1}		澄意四星武器	37			ordinary	{5,29,16,1,300}									1				
140	14038	{2,4,31,1,1}		悠游四星武器	38			ordinary	{5,29,16,1,300}							[202510161000]		1				
140	14039	{2,2,25,1,1}		嵌合	39			ordinary	{5,29,16,1,300}							[202510161000]		1				
140	14040	{2,8,2,1,1}	{{185,151},{85,51}}	暗巷英雄	40			ordinary	{5,29,16,1,300}									1				
140	14041	{2,7,2,1,1}	{{185,129},{85,29}}	轮转辉光	41			ordinary	{5,29,16,1,300}									1				
140	14042	{2,5,23,1,1}	{{185,131},{85,31}}	像素时代	42			ordinary	{5,29,16,1,300}									1				
140	14043	{2,5,10,1,1}	{{183,107},{83,7}}	荒野微笑	43			ordinary	{5,29,16,1,300}									1				
140	14044	{2,1,14,1,1}	{{183,113},{83,13}}	浮浪	44			ordinary	{5,29,16,1,300}									1				
140	14045	{2,5,25,1,1}	{{183,141},{83,41}}	龙卷风	45			ordinary	{5,29,16,1,300}									1				
140	14046	{2,3,27,1,1}	{{183,143},{83,43}}	晶棱	46			ordinary	{5,29,16,1,300}									1				
140	14047	{2,4,25,1,1}	{{183,125},{83,25}}	玫瑰之荣	47			ordinary	{5,29,16,1,300}									1				
140	14048	{2,5,27,1,1}	{{183,155},{83,55}}	蛛网	48			ordinary	{5,29,16,1,300}									1				
140	14049	{4,3,1,1,200}		通用银	49			ordinary	{5,29,16,1,1}													
																						
141	14101	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,17,2,50}	5	5											
141	14102	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,17,1,16}	5	15											
141	14103	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,17,1,30}	5	8											
141	14104	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,17,1,16}	5	30											
141	14105	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,17,1,75}	5	10											
141	14106	{6,5,197,1,1}		星彩橙色配件	3			ordinary	{5,29,17,2,100}	5	1											
141	14107	{6,2,196,1,1}		霆光橙色配件	4			ordinary	{5,29,17,2,100}	5	1					[202511271000]						
141	14108	{2,3,32,1,1}		星彩四星武器	10			ordinary	{5,29,17,1,150}	5	1											
141	14109	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,17,1,16}	5	10											
141	14110	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,17,1,30}	5	5											
141	14111	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,17,1,8}	5	10											
141	14112	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,17,1,16}	5	10											
141	14113	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,17,1,16}	5	10											
141	14114	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,17,1,100}	5	5											
141	14115	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,17,1,16}	5	30											
141	14116	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,17,1,30}	5	15											
141	14117	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,17,1,75}	5	10											
141	14118	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,17,1,20}	5	35											
141	14119	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,17,2,10}	5	10											
141	14120	{8,99,32,3,1}		DLC3.3宿舍纪念品	2			ordinary	{5,29,17,2,100}	5	1											
141	14121	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,17,2,25}	5	6											
																						
142	14201	{3,1,55,1,1}		飞云-拉玛娜	1			ordinary	{5,29,17,1,50}									1			1	
142	14202	{3,2,55,1,1}		飞云-希妮	2			ordinary	{5,29,17,1,50}									1			1	
142	14203	{3,3,55,1,1}		飞云-库里姆	3			ordinary	{5,29,17,1,50}									1			1	
142	14204	{3,1,56,1,1}		碧空-薇奈	4			ordinary	{5,29,17,1,50}							[202511271000]		1			1	
142	14205	{3,2,56,1,1}		碧空-西泽	5			ordinary	{5,29,17,1,50}							[202511271000]		1			1	
142	14206	{3,3,56,1,1}		碧空-美榴	6			ordinary	{5,29,17,1,50}							[202511271000]		1			1	
142	14207	{3,1,46,1,1}		微光-猫柳	7			ordinary	{5,29,17,1,50}									1			1	
142	14208	{3,2,46,1,1}		微光-秋晴	8			ordinary	{5,29,17,1,50}									1			1	
142	14209	{3,3,46,1,1}		微光-长天	9			ordinary	{5,29,17,1,50}									1			1	
142	14210	{3,1,50,1,1}		映现-梅莉桑德	10			ordinary	{5,29,17,1,50}							[202511270400]		1			1	
142	14211	{3,2,50,1,1}		映现-尤拉莉雅	11			ordinary	{5,29,17,1,50}							[202511270400]		1			1	
142	14212	{3,3,50,1,1}		映现-奥德涅	12			ordinary	{5,29,17,1,50}							[202511270400]		1			1	
142	14213	{3,1,51,1,1}		秘源-席拉	13			ordinary	{5,29,17,1,50}							[202511270400]		1			1	
142	14214	{3,2,51,1,1}		秘源-艾欧妮	14			ordinary	{5,29,17,1,50}							[202511270400]		1			1	
142	14215	{3,3,51,1,1}		秘源-卡诺莎	15			ordinary	{5,29,17,1,50}							[202511270400]		1			1	
142	14216	{2,3,32,1,1}		爆裂甜蜜	16			ordinary	{5,29,17,1,300}									1				
142	14217	{2,3,29,1,1}		沼泽之主	17			ordinary	{5,29,17,1,300}									1				
142	14218	{2,9,2,1,1}		无限之日	18			ordinary	{5,29,17,1,300}							[202511270400]		1				
142	14219	{2,5,29,1,1}		稳固色彩	19			ordinary	{5,29,17,1,300}							[202511270400]		1				
142	14220	{4,3,1,1,200}		通用银	20			ordinary	{5,29,17,1,1}													
																						
143	14301	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,18,2,50}	5	5											
143	14302	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,18,1,16}	5	15											
143	14303	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,18,1,30}	5	8											
143	14304	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,18,1,16}	5	30											
143	14305	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,18,1,75}	5	10											
143	14306	{6,6,203,1,1}		灵鉴橙色配件	3			ordinary	{5,29,18,2,100}	5	1											
143	14307	{6,4,205,1,1}		莲驱橙色配件	4			ordinary	{5,29,18,2,100}	5	1					[202601011000]						
143	14308	{2,7,4,1,1}		灵鉴四星武器	10			ordinary	{5,29,18,1,150}	5	1											
143	14309	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,18,1,16}	5	10											
143	14310	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,18,1,30}	5	5											
143	14311	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,18,1,8}	5	10											
143	14312	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,18,1,16}	5	10											
143	14313	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,18,1,16}	5	10											
143	14314	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,18,1,100}	5	5											
143	14315	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,18,1,16}	5	30											
143	14316	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,18,1,30}	5	15											
143	14317	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,18,1,75}	5	10											
143	14318	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,18,1,20}	5	35											
143	14319	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,18,2,10}	5	10											
143	14320	{8,99,33,3,1}		DLC3.4宿舍纪念品	2			ordinary	{5,29,18,2,100}	5	1											
143	14321	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,18,2,25}	5	6											
																						
144	14401	{3,1,57,1,1}		重叶-梅贝尔	1			ordinary	{5,29,18,1,50}									1			1	
144	14402	{3,2,57,1,1}		重叶-伊莉斯	2			ordinary	{5,29,18,1,50}									1			1	
144	14403	{3,3,57,1,1}		重叶-歌莉娅	3			ordinary	{5,29,18,1,50}									1			1	
144	14404	{3,1,58,1,1}		图征-斯瓦莉	4			ordinary	{5,29,18,1,50}							[202601011000]		1			1	
144	14405	{3,2,58,1,1}		图征-库兰娅丝	5			ordinary	{5,29,18,1,50}							[202601011000]		1			1	
144	14406	{3,3,58,1,1}		图征-索莉妮	6			ordinary	{5,29,18,1,50}							[202601011000]		1			1	
144	14407	{3,1,52,1,1}		祈歌-奥萝拉	7			ordinary	{5,29,18,1,50}							[202601080400]		1			1	
144	14408	{3,2,52,1,1}		祈歌-雪青	8			ordinary	{5,29,18,1,50}							[202601080400]		1			1	
144	14409	{3,3,52,1,1}		祈歌-莱妮娅	9			ordinary	{5,29,18,1,50}							[202601080400]		1			1	
144	14410	{3,1,47,1,1}		希德-瑞特兰	10			ordinary	{5,29,18,1,50}									1			1	
144	14411	{3,2,47,1,1}		希德-乌布	11			ordinary	{5,29,18,1,50}									1			1	
144	14412	{3,3,47,1,1}		希德-伊斯莫	12			ordinary	{5,29,18,1,50}									1			1	
144	14413	{2,7,4,1,1}		松纸剪影	13			ordinary	{5,29,18,1,300}									1				
144	14414	{2,1,30,1,1}		枯萎蔓延	14			ordinary	{5,29,18,1,300}							[202601080400]		1				
144	14415	{2,5,27,1,1}		蛛网	15			ordinary	{5,29,18,1,300}									1				
144	14416	{4,3,1,1,200}		通用银	16			ordinary	{5,29,18,1,1}													
																						
145	14501	{5,21,1,5,1}		天启者共鸣誓约	1			ordinary	{5,29,19,2,50}	5	5											
145	14502	{5,1,1,3,8}		优秀战斗记录	20			ordinary	{5,29,19,1,16}	5	15											
145	14503	{5,1,1,4,5}		精英战斗记录	13			ordinary	{5,29,19,1,30}	5	8											
145	14504	{5,9,1,2,10}		光纤轴突	17			ordinary	{5,29,19,1,16}	5	30											
145	14505	{5,9,1,3,1}		量子胞体	8			ordinary	{5,29,19,1,75}	5	10											
145	14506	{6,7,208,1,1}		时之重奏橙色配件	3			ordinary	{5,29,19,2,100}	5	1											
145	14507	{6,4,211,1,1}		霄鹰橙色配件	4			ordinary	{5,29,19,2,100}	5	1					[202602121000]						
145	14508	{2,10,2,1,1}		时之重奏四星武器	10			ordinary	{5,29,19,1,150}	5	1											
145	14509	{2,1,34,1,1}		霄鹰四星武器	11			ordinary	{5,29,19,1,150}	5	1					[202602121000]						
145	14510	{5,2,1,3,8}		精致强化套件	16			ordinary	{5,29,19,1,16}	5	10											
145	14511	{5,2,1,4,5}		珍稀强化套件	15			ordinary	{5,29,19,1,30}	5	5											
145	14512	{5,5,1,1,10}		合成颗粒	23			ordinary	{5,29,19,1,8}	5	10											
145	14513	{5,5,1,2,10}		芳烃塑料	19			ordinary	{5,29,19,1,16}	5	10											
145	14514	{5,5,1,3,4}		单极纤维	12			ordinary	{5,29,19,1,16}	5	10											
145	14515	{5,5,1,4,1}		碳原子板	7			ordinary	{5,29,19,1,100}	5	5											
145	14516	{5,3,1,3,8}		高级职级认证	18			ordinary	{5,29,19,1,16}	5	30											
145	14517	{5,3,1,4,5}		特级职级认证	14			ordinary	{5,29,19,1,30}	5	15											
145	14518	{5,6,1,2,1}		重修申请	9			ordinary	{5,29,19,1,75}	5	10											
145	14519	{4,3,1,1,15000}		通用银	21			ordinary	{5,29,19,1,20}	5	35											
145	14520	{4,3,1,1,15000}		通用银（有限代币兑换）	22			ordinary	{5,29,19,2,10}	5	10											
145	14521	{8,99,35,3,1}		3.5纪念品	2			ordinary	{5,29,19,2,100}	5	1											
145	14522	{4,1,6,5,100}		奥普奖券	5			ordinary	{5,29,19,2,25}	5	6											
																						
146	14601	{3,1,59,1,1}		圣树-露米	1			ordinary	{5,29,19,1,50}									1			1	
146	14602	{3,2,59,1,1}		圣树-玛格丽特	2			ordinary	{5,29,19,1,50}									1			1	
146	14603	{3,3,59,1,1}		圣树-阿尔维娜	3			ordinary	{5,29,19,1,50}									1			1	
146	14604	{3,1,60,1,1}		松露-蕈影	4			ordinary	{5,29,19,1,50}							[202602121000]		1			1	
146	14605	{3,2,60,1,1}		松露-榆	5			ordinary	{5,29,19,1,50}							[202602121000]		1			1	
146	14606	{3,3,60,1,1}		松露-虹彩	6			ordinary	{5,29,19,1,50}							[202602121000]		1			1	
146	14607	{3,1,53,1,1}		新芽-普莉姆	7			ordinary	{5,29,19,1,50}							[202602190400]		1			1	
146	14608	{3,2,53,1,1}		新芽-艾维琳	8			ordinary	{5,29,19,1,50}							[202602190400]		1			1	
146	14609	{3,3,53,1,1}		新芽-柯菈	9			ordinary	{5,29,19,1,50}							[202602190400]		1			1	
146	14610	{3,1,54,1,1}		天秤-炽	10			ordinary	{5,29,19,1,50}							[202602190400]		1			1	
146	14611	{3,2,54,1,1}		天秤-魂音	11			ordinary	{5,29,19,1,50}							[202602190400]		1			1	
146	14612	{3,3,54,1,1}		天秤-索拉妮	12			ordinary	{5,29,19,1,50}							[202602190400]		1			1	
146	14613	{3,1,50,1,1}		映现-梅莉桑德	13			ordinary	{5,29,19,1,50}									1			1	
146	14614	{3,2,50,1,1}		映现-尤拉莉雅	14			ordinary	{5,29,19,1,50}									1			1	
146	14615	{3,3,50,1,1}		映现-奥德涅	15			ordinary	{5,29,19,1,50}									1			1	
146	14616	{3,1,51,1,1}		秘源-席拉	16			ordinary	{5,29,19,1,50}									1			1	
146	14617	{3,2,51,1,1}		秘源-艾欧妮	17			ordinary	{5,29,19,1,50}									1			1	
146	14618	{3,3,51,1,1}		秘源-卡诺莎	18			ordinary	{5,29,19,1,50}									1			1	
146	14619	{3,1,46,1,1}		微光-猫柳	19			ordinary	{5,29,19,1,50}									1			1	
146	14620	{3,2,46,1,1}		微光-秋晴	20			ordinary	{5,29,19,1,50}									1			1	
146	14621	{3,3,46,1,1}		微光-长天	21			ordinary	{5,29,19,1,50}									1			1	
146	14622	{3,1,44,1,1}		新桃-温然	22			ordinary	{5,29,19,1,50}									1			1	
146	14623	{3,2,44,1,1}		新桃-铃焰	23			ordinary	{5,29,19,1,50}									1			1	
146	14624	{3,3,44,1,1}		新桃-玉茗	24			ordinary	{5,29,19,1,50}									1			1	
146	14625	{3,1,45,1,1}		闻风-乌贝尔	25			ordinary	{5,29,19,1,50}									1			1	
146	14626	{3,2,45,1,1}		闻风-伊瑟瑞斯	26			ordinary	{5,29,19,1,50}									1			1	
146	14627	{3,3,45,1,1}		闻风-谢菲尔	27			ordinary	{5,29,19,1,50}									1			1	
146	14628	{3,1,37,1,1}		星朗-朵薇尔	28			ordinary	{5,29,19,1,50}									1			1	
146	14629	{3,2,37,1,1}		星朗-爱莉薇娅	29			ordinary	{5,29,19,1,50}									1			1	
146	14630	{3,3,37,1,1}		星朗-妲柯丝	30			ordinary	{5,29,19,1,50}									1			1	
146	14631	{3,1,38,1,1}		清乐-桫椤	31			ordinary	{5,29,19,1,50}									1			1	
146	14632	{3,2,38,1,1}		清乐-白桦	32			ordinary	{5,29,19,1,50}									1			1	
146	14633	{3,3,38,1,1}		清乐-棕榈	33			ordinary	{5,29,19,1,50}									1			1	
146	14634	{3,1,49,1,1}		星夜-南希	34			ordinary	{5,29,19,1,50}									1			1	
146	14635	{3,2,49,1,1}		星夜-梅尔塞蒂	35			ordinary	{5,29,19,1,50}									1			1	
146	14636	{3,3,49,1,1}		星夜-彗音	36			ordinary	{5,29,19,1,50}									1			1	
146	14637	{3,1,41,1,1}		射影-玛莉妮	37			ordinary	{5,29,19,1,50}									1			1	
146	14638	{3,2,41,1,1}		射影-贝莎	38			ordinary	{5,29,19,1,50}									1			1	
146	14639	{3,3,41,1,1}		射影-埃拉托	39			ordinary	{5,29,19,1,50}									1			1	
146	14640	{3,1,34,1,1}		祖灵-穆希娜	40			ordinary	{5,29,19,1,50}									1			1	
146	14641	{3,2,34,1,1}		祖灵-斯卡特	41			ordinary	{5,29,19,1,50}									1			1	
