ID	注释	节点1描述	节点1升级技能ID	节点1(skillfix)	节点1属性	节点2描述	节点2升级技能ID	节点2(skillfix)	节点2属性	节点3描述	节点3升级技能ID	节点3(skillfix)	节点3属性	节点4描述	节点4升级技能ID	节点4(skillfix)	节点4属性	节点5描述	节点5升级技能ID	节点5(skillfix)	节点5属性	节点6描述	节点6升级技能ID	节点6(skillfix)	节点6属性	节点7描述	节点7升级技能ID	节点7(skillfix)	节点7属性	节点8描述	节点8升级技能ID	节点8(skillfix)	节点8属性	节点9描述	节点9升级技能ID	节点9(skillfix)	节点9属性
100286	羽蜕6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1110206003	{1111301,1111303,1111306}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1110206006	{1111301,1111303,1111306}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1110206009		111116302	
100291	瞬刻1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1130201003	{1113101,1113102,1113103}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1130201006	{1113101,1113102,1113103}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1130201009		111311101	
100292	瞬刻2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1130202003	{1113101,1113102,1113103}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1130202006	{1113101,1113102,1113103}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1130202009		111312102	
100293	瞬刻3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1130203003	{1113401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1130203006	{1113401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1130203009		111313401	
100294	瞬刻4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1130204003	{1113401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1130204006	{1113401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1130204009		111314402	
100295	瞬刻5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1130205003	{1113301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1130205006	{1113301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1130205009		111315301	
100296	瞬刻6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1130206003	{1113301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1130206006	{1113301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1130206009		111316302	
100301	无限之视1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1020301003	{1202101,1202501}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1020301006	{1202101,1202501}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1020301009		120211101	
100302	无限之视2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1020302003	{1202101,1202501}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1020302006	{1202101,1202501}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1020302009		120212102	
100303	无限之视3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1020303003	{1202401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1020303006	{1202401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1020303009		120213401	
100304	无限之视4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1020304003	{1202401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1020304006	{1202401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1020304009		120214402	
100305	无限之视5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1020305003	{1202301,1202302}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1020305006	{1202301,1202302}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1020305009		120215301	
100306	无限之视6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1020306003	{1202301,1202302}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1020306006	{1202301,1202302}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1020306009		120216302	
100311	芬妮-辉耀1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1080301003	{1208101,1208102,1208103,1208104,1208105,1208108,1208109,1208110}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1080301006	{1208101,1208102,1208103,1208104,1208105,1208108,1208109,1208110}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1080301009		120811101	
100312	芬妮-辉耀2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1080302003	{1208101,1208102,1208103,1208104,1208105,1208108,1208109,1208110}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1080302006	{1208101,1208102,1208103,1208104,1208105,1208108,1208109,1208110}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1080302009		120812102	
100313	芬妮-辉耀3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1080303003	{1208400}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1080303006	{1208400}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1080303009		120813401	
100314	芬妮-辉耀4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1080304003	{1208400}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1080304006	{1208400}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1080304009		120814402	
100315	芬妮-辉耀5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1080305003	{1208301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1080305006	{1208301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1080305009		120815301	
100316	芬妮-辉耀6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1080306003	{1208301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1080306006	{1208301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1080306009		120816302	
100321	薇蒂雅1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1180101003	{1018101,1018102,1018103,1018106,1018107,1018113,1018114}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1180101006	{1018101,1018102,1018103,1018106,1018107,1018113,1018114}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1180101009		101811101	
100322	薇蒂雅2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1180102003	{1018101,1018102,1018103,1018106,1018107,1018113,1018114}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1180102006	{1018101,1018102,1018103,1018106,1018107,1018113,1018114}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1180102009		101812102	
100323	薇蒂雅3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1180103003	{1018401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1180103006	{1018401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1180103009		101813401	
100324	薇蒂雅4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1180104003	{1018401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1180104006	{1018401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1180104009		101814402	
100325	薇蒂雅5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1180105003	{1018301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1180105006	{1018301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1180105009		101815301	
100326	薇蒂雅6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1180106003	{1018301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1180106006	{1018301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1180106009		101816302	
100331	朝翼1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1150201003	{1115101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1150201006	{1115101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1150201009		111511101	
100332	朝翼2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1150202003	{1115101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1150202006	{1115101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1150202009		111512102	
100333	朝翼3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1150203003	{1115401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1150203006	{1115401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1150203009		111513401	
100334	朝翼4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1150204003	{1115401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1150204006	{1115401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1150204009		111514402	
100335	朝翼5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1150205003	{1115301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1150205006	{1115301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1150205009		111515301	
100336	朝翼6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1150206003	{1115301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1150206006	{1115301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1150206009		111516302	
100341	幽潮1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1050301003	{1205101,1205102}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1050301006	{1205101,1205102}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1050301009		120511101	
100342	幽潮2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1050302003	{1205101,1205102}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1050302006	{1205101,1205102}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1050302009		120512102	
100343	幽潮3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1050303003	{1205401,1205501}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1050303006	{1205401,1205501}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1050303009		120513401	
100344	幽潮4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1050304003	{1205401,1205501}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1050304006	{1205401,1205501}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1050304009		120514402	
100345	幽潮5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1050305003	{1205301,1205304}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1050305006	{1205301,1205304}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1050305009		120515301	
100346	幽潮6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1050306003	{1205301,1205304}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1050306006	{1205301,1205304}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1050306009		120516302	
100351	驰掣1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1040301003	{1204101,1204103}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1040301006	{1204101,1204103}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1040301009		120411101	
100352	驰掣2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1040302003	{1204101,1204103}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1040302006	{1204101,1204103}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1040302009		120412102	
100353	驰掣3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1040303003	{1204401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1040303006	{1204401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1040303009		120413401	
100354	驰掣4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1040304003	{1204401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1040304006	{1204401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1040304009		120414402	
100355	驰掣5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1040305003	{1204301,1204302}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1040305006	{1204301,1204302}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1040305009		120415301	
100356	驰掣6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1040306003	{1204301,1204302}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1040306006	{1204301,1204302}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1040306009		120416302	
100361	卜卜1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1200101003	{1020108,1020101,1020112,1020111,1020113,1020114}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1200101006	{1020108,1020101,1020112,1020111,1020113,1020114}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1200101009		102011101	
100362	卜卜2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1200102003	{1020108,1020101,1020112,1020111,1020113,1020114}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1200102006	{1020108,1020101,1020112,1020111,1020113,1020114}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1200102009		102012102	
100363	卜卜3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1200103003	{1020401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1200103006	{1020401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1200103009		102013401	
100364	卜卜4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1200104003	{1020401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1200104006	{1020401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1200104009		102014402	
100365	卜卜5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1200105003	{1020301,1020303}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1200105006	{1020301,1020303}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1200105009		102015301	
100366	卜卜6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1200106003	{1020301,1020303}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1200106006	{1020301,1020303}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1200106009		102016302	
100371	琼弦1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1140301003	{1214101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1140301006	{1214101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1140301009		121411101	
100372	琼弦2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1140302003	{1214101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1140302006	{1214101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1140302009		121412102	
100373	琼弦3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1140303003	{1214401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1140303006	{1214401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1140303009		121413301	
100374	琼弦4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1140304003	{1214401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1140304006	{1214401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1140304009		121414302	
100375	琼弦5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1140305003	{1214301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1140305006	{1214301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1140305009		121415401	
100376	琼弦6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1140306003	{1214301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1140306006	{1214301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1140306009		121416402	
100381	夜天光1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1100301003	{1210101,1210302}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1100301006	{1210101,1210302}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1100301009		121011101	
100382	夜天光2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1100302003	{1210101,1210302}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1100302006	{1210101,1210302}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1100302009		121012102	
100383	夜天光3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1100303003	{1210401,1210303}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1100303006	{1210401,1210303}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1100303009		121013401	
100384	夜天光4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1100304003	{1210401,1210303}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1100304006	{1210401,1210303}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1100304009		121014402	
100385	夜天光5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1100305003	{1210301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1100305006	{1210301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1100305009		121015301	
100386	夜天光6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1100306003	{1210301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1100306006	{1210301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1100306009		121016302	
100391	澜风1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1110301003	{1211101,1211104,1211109}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1110301006	{1211101,1211104,1211109}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1110301009		121111101	
100392	澜风2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1110302003	{1211101,1211104,1211109}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1110302006	{1211101,1211104,1211109}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1110302009		121112102	
100393	澜风3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1110303003	{1211401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1110303006	{1211401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1110303009		121113401	
100394	澜风4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1110304003	{1211401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1110304006	{1211401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1110304009		121114402	
100395	澜风5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1110305003	{1211301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1110305006	{1211301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1110305009		121115301	
100396	澜风6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1110306003	{1211301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1110306006	{1211301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1110306009		121116302	
100401	悸响1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1030201003	{1103101,1103102,1103103,1103104,1103105,1103106,1103107}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1030201006	{1103101,1103102,1103103,1103104,1103105,1103106,1103107}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1030201009		110311101	
100402	悸响2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1030202003	{1103101,1103102,1103103,1103104,1103105,1103106,1103107}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1030202006	{1103101,1103102,1103103,1103104,1103105,1103106,1103107}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1030202009		110312102	
100403	悸响3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1030203003	{1103401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1030203006	{1103401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1030203009		110313401	
100404	悸响4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1030204003	{1103401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1030204006	{1103401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1030204009		110314402	
100405	悸响5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1030205003	{1103301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1030205006	{1103301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1030205009		110315301	
100406	悸响6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1030206003	{1103301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1030206006	{1103301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1030206009		110315302	
100411	奈莉德1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1210101003	{1021101,1021102}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1210101006	{1021101,1021102}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1210101009		102111101	
100412	奈莉德2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1210102003	{1021101,1021102}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1210102006	{1021101,1021102}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1210102009		102112102	
100413	奈莉德3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1210103003	{1021401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1210103006	{1021401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1210103009		102113401	
100414	奈莉德4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1210104003	{1021401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1210104006	{1021401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1210104009		102114402	
100415	奈莉德5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1210105003	{1021301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1210105006	{1021301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1210105009		102115301	
100416	奈莉德6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1210106003	{1021301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1210106006	{1021301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1210106009		102116302	
100421	天鹅座1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1180201003	{1118101,1118102}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1180201006	{1118101,1118102}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1180201009		111811101	
100422	天鹅座2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1180202003	{1118101,1118102}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1180202006	{1118101,1118102}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1180202009		111812102	
