关卡唯一Id	难度	地图ID，对应Map.txt中的关卡ID	关卡目标{1,2}(level_target.txt)	星级条件 {{1,300},{1,180},{2,2}}	怪物信息{{id,等级},{id,等级}...}	任务资源	关卡概念图	难度图标	关卡场景图	推荐等级	关卡名	关联growintensity怪物强度模板	描述	预览奖励
7912	2	791	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5003010,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{5001001,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{5001111,50},{4001104,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc27.Task_Defense_Level_Dlc27			1803062	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
7913	3	791	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5003010,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{5001001,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{5001111,50},{4001104,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc27.Task_Defense_Level_Dlc27			1803062	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
7914	4	791	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5003010,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{5001001,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{5001111,50},{4001104,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc27.Task_Defense_Level_Dlc27			1803062	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71001	1	7100	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{5001405,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc28.Task_Defense_Level_Dlc28			1803089	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71002	2	7100	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{5001405,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc28.Task_Defense_Level_Dlc28			1803089	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71003	3	7100	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{5001405,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc28.Task_Defense_Level_Dlc28			1803089	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71004	4	7100	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{5001405,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc28.Task_Defense_Level_Dlc28			1803089	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71011	1	7101	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5001406,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{500130705,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{500131105,50},{5001405,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc30.Task_Defense_Level_Dlc30			1803124	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71012	2	7101	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5001406,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{500130705,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{500131105,50},{5001405,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc30.Task_Defense_Level_Dlc30			1803124	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71013	3	7101	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5001406,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{500130705,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{500131105,50},{5001405,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc30.Task_Defense_Level_Dlc30			1803124	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71014	4	7101	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{4001108,50},{4001114,50},{4001112,50},{4001301,50},{4001303,50},{4001304,50},{4001211,50},{4001212,50},{4001213,50},{4001603,50},{4001604,50},{400300201,50},{4002603,50},{5001406,50},{4001103,50},{4001116,50},{4003106,50},{4003006,50},{4003004,50},{500130705,50},{4001005,50},{400100801,50},{4003007,50},{4001508,50},{4001506,50},{5001509,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{500131105,50},{5001405,50},{5003110,50},{500110901,50},{4001102,50},{5002110,50}}	DefenseLevel/Task_Defense_Level_Dlc30.Task_Defense_Level_Dlc30			1803124	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71021	1	7102	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc31.Task_Defense_Level_Dlc31			1803135	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71022	2	7102	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc31.Task_Defense_Level_Dlc31			1803135	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71023	3	7102	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc31.Task_Defense_Level_Dlc31			1803135	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71024	4	7102	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001410,50},{4001211,50},{4001212,50},{4001213,50},{4003004,50},{4003003,50},{400100801,50},{4001005,50},{4003006,50},{5001001,50},{4003007,50},{400150601,50},{400250601,50},{400130402,50},{400350601,50},{4003103,50},{4001112,50},{5001111,50},{4001108,50},{4001104,50},{5002010,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc31.Task_Defense_Level_Dlc31			1803135	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71031	1	7103	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001216,50},{4001215,50},{4001211,50},{4002006,50},{4001212,50},{4003004,50},{4003003,50},{400130105,50},{4002007,50},{4001102,50},{4001108,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc32.Task_Defense_Level_Dlc32			1803139	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71032	2	7103	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001216,50},{4001215,50},{4001211,50},{4002006,50},{4001212,50},{4003004,50},{4003003,50},{400130105,50},{4002007,50},{4001102,50},{4001108,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc32.Task_Defense_Level_Dlc32			1803139	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71033	3	7103	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001216,50},{4001215,50},{4001211,50},{4002006,50},{4001212,50},{4003004,50},{4003003,50},{400130105,50},{4002007,50},{4001102,50},{4001108,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc32.Task_Defense_Level_Dlc32			1803139	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71034	4	7103	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{4001216,50},{4001215,50},{4001211,50},{4002006,50},{4001212,50},{4003004,50},{4003003,50},{400130105,50},{4002007,50},{4001102,50},{4001108,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_Dlc32.Task_Defense_Level_Dlc32			1803139	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71041	1	7104	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC33.Task_Defense_Level_DLC33			1803145	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71042	2	7104	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC33.Task_Defense_Level_DLC33			1803145	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71043	3	7104	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC33.Task_Defense_Level_DLC33			1803145	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71044	4	7104	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC33.Task_Defense_Level_DLC33			1803145	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71051	1	7105	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC34.Task_Defense_Level_DLC34			1803146	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71052	2	7105	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC34.Task_Defense_Level_DLC34			1803146	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71053	3	7105	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC34.Task_Defense_Level_DLC34			1803146	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71054	4	7105	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400131005,50},{4001409,50},{400121105,50},{400121204,50},{400121106,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC34.Task_Defense_Level_DLC34			1803146	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71061	1	7106	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC35.Task_Defense_Level_DLC35			1803157	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71062	2	7106	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC35.Task_Defense_Level_DLC35			1803157	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71063	3	7106	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC35.Task_Defense_Level_DLC35			1803157	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71064	4	7106	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC35.Task_Defense_Level_DLC35			1803157	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71071	1	7107	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC36.Task_Defense_Level_DLC36			1803161	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71072	2	7107	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC36.Task_Defense_Level_DLC36			1803161	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71073	3	7107	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC36.Task_Defense_Level_DLC36			1803161	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71074	4	7107	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC36.Task_Defense_Level_DLC36			1803161	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
														
71081	1	7108	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC37.Task_Defense_Level_DLC37			1803161	30	defenselevel.Def_Level81	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71082	2	7108	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC37.Task_Defense_Level_DLC37			1803161	50	defenselevel.Def_Level82	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71083	3	7108	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC37.Task_Defense_Level_DLC37			1803161	70	defenselevel.Def_Level83	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
71084	4	7108	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}		{{400121204,50},{400121106,50},{400131005,50},{4001409,50},{400121105,50},{4002006,50},{400121107,50},{4001212,50},{400121303,50},{4003004,50},{4003003,50},{400130105,50},{5001009,50},{4002007,50},{5001010,50},{4001102,50},{4001108,50},{5001101,50},{4001114,50},{4001017,50}}	DefenseLevel/Task_Defense_Level_DLC37.Task_Defense_Level_DLC37			1803161	80	defenselevel.Def_Level84	4	defenselevel.Level4_Des	{{5,29,3,1,120},{4,3,1,1,50500}}
