道具大类	道具子类	道具ID	等级	注释	禁用道具	类名	名字key	获得条件说明	地区区分	排序（越大越前）	是否可预览（1：可以 0：不可以 不填为0）	稀有度（1=白，2=绿，3=蓝，4=紫，5=橙）	图标	特殊头像框UMG	封面Spine	封面Spine的偏移	使用方式，0不可使用，1自动，2手动  不填为0	是否可堆叠（1：可堆叠 0：不可堆叠 不填为0）	是否可培养（1：可培养 0：不可培养 不填为0）	附加参数1		附加参数2	附加参数3	成长属性ID	外观ID	最早可使用时间	最晚可使用时间，格式：相对日期直接填天数；绝对日期填2024-04-28T04:00:00(年-月-日T时:分:秒)	分解回收配置，对应recycle.txt中得ID列	GM投放
12	1	57	1	封面-泳池护卫		profile_cover	profile.cover57	profile.cover_source	0	57	0	5	1944057		/Game/Spine/Hero/Girl004b_04/tryGirl_004b_04.tryGirl_004b_04	0													1
12	1	58	1	封面-慵倚花阴		profile_cover	profile.cover58	profile.cover_source	0	58	0	5	1944058		/Game/Spine/Hero/Girl014b_03/tryGirl_014b_03.tryGirl_014b_03	0													1
12	1	59	1	封面-杯影撩心		profile_cover	profile.cover59	profile.covercardgame_source	0	59	0	5	1944059			0													1
12	1	60	1	封面-诈甜魔术		profile_cover	profile.cover60	profile.covercardgame_source	0	60	0	5	1944060			0													1
12	1	61	1	封面-奶香特调		profile_cover	profile.cover61	profile.covercardgame_source	0	61	0	5	1944061			0													1
12	1	62	1	封面-醉仙同斟		profile_cover	profile.cover62	profile.covercardgame_source	0	62	0	5	1944062			0													1
12	1	63	1	封面-烈性指令		profile_cover	profile.cover63	profile.covercardgame_source	0	63	0	5	1944063			0													1
12	1	64	1	封面-星抚恋音		profile_cover	profile.cover64	profile.cover_source	0	64	0	5	1944064		/Game/Spine/Hero/Girl015b_02/tryGirl_015b_02.tryGirl_015b_02	0													1
12	1	65	1	封面-恋如花舞		profile_cover	profile.cover65	profile.cover_source	0	65	0	5	1944065		/Game/Spine/Hero/Girl017a_02/tryGirl_017a_02.tryGirl_017a_02	0													1
12	1	66	1	封面-秘密侍奉		profile_cover	profile.cover66	profile.cover_source	0	66	0	5	1944066		/Game/Spine/Hero/Girl011b_03/tryGirl_011b_03.tryGirl_011b_03	0													1
12	1	67	1	封面-畅饮狂欢		profile_cover	profile.cover67	profile.cover_source	0	67	0	5	1944067		/Game/Spine/Hero/Girl020_03/tryGirl_020_03.tryGirl_020_03	0													1
12	1	68	1	封面-皎月幽祈		profile_cover	profile.cover68	profile.cover_source	0	68	0	5	1944068		/Game/Spine/Hero/Girl022_02/tryGirl_022_02.tryGirl_022_02	0													1
12	1	69	1	封面-轻罗曼舞		profile_cover	profile.cover69	profile.cover_source	0	69	0	5	1944069		/Game/Spine/Hero/Girl003a_03/tryGirl_003a_03.tryGirl_003a_03	0													1
12	1	70	1	封面-共侍曙明		profile_cover	profile.cover70	profile.cover_source	0	70	0	5	1944070		/Game/Spine/Hero/Girl010b_03/tryGirl_010b_03.tryGirl_010b_03	0													1
12	1	71	1	封面-满芬甜筒		profile_cover	profile.cover71	profile.coverBeach_source	0	71	0	5	1944071																1
12	1	72	1	封面-蜜语凝晶		profile_cover	profile.cover72	profile.coverBeach_source	0	72	0	5	1944072																1
12	1	73	1	封面-邂逅沁甜		profile_cover	profile.cover73	profile.coverBeach_source	0	73	0	5	1944073																1
12	1	74	1	封面-甜蚀序曲		profile_cover	profile.cover74	profile.coverBeach_source	0	74	0	5	1944074																1
12	1	75	1	封面-冰芒吻夏		profile_cover	profile.cover75	profile.coverBeach_source	0	75	0	5	1944075																1
12	1	76	1	封面-夕晖蜜约		profile_cover	profile.cover76	profile.cover_source	0	76	0	5	1944076		/Game/Spine/Hero/Girl008c_02/tryGirl_008c_02.tryGirl_008c_02														1
12	1	77	1	封面-碧波浮游		profile_cover	profile.cover77	profile.cover_source	0	77	0	5	1944077		/Game/Spine/Hero/Girl013b_02/tryGirl_013b_02.tryGirl_013b_02														1
12	1	78	1	封面-热沙激浪		profile_cover	profile.cover78	profile.cover_source	0	78	0	5	1944078		/Game/Spine/Hero/Girl021_03/tryGirl_021_03.tryGirl_021_03														1
12	1	79	1	封面-海境鲛梦		profile_cover	profile.cover79	profile.cover_source	0	79	0	5	1944079		/Game/Spine/Hero/Girl018a_03/tryGirl_018a_03.tryGirl_018a_03														1
12	1	80	1	封面-暗空魅影		profile_cover	profile.cover80	profile.cover_source	0	80	0	5	1944080		/Game/Spine/Hero/Girl023_02/tryGirl_023_02.tryGirl_023_02														1
12	1	81	1	封面-清光虔愿		profile_cover	profile.cover81	profile.cover_source	0	81	0	5	1944081		/Game/Spine/Hero/Girl006b_02/tryGirl_006b_02.tryGirl_006b_02														1
12	1	82	1	封面-花间蝶踪		profile_cover	profile.cover82	profile.cover_source	0	82	0	5	1944082		/Game/Spine/Hero/Girl015b_03/tryGirl_015b_03.tryGirl_015b_03														1
12	1	83	1	封面-绮恋星灵		profile_cover	profile.cover83	profile.cover_source	0	83	0	5	1944083		/Game/Spine/Hero/Girl020a_02/tryGirl_020a_02.tryGirl_020a_02														1
12	1	84	1	封面-喵语祈念		profile_cover	profile.cover84	profile.cover_source	0	84	0	5	1944084		/Game/Spine/Hero/Girl012b_02/tryGirl_012b_02.tryGirl_012b_02														1
12	1	85	1	封面-颂夜欢歌		profile_cover	profile.cover85	profile.cover_source	0	85	0	5	1944085		/Game/Spine/Hero/Girl008c_03/tryGirl_008c_03.tryGirl_008c_03														1
12	1	86	1	封面-命定一推		profile_cover	profile.cover86	profile.coverCoin_source	0	86	0	5	1944086																1
12	1	87	1	封面-唯你币属		profile_cover	profile.cover87	profile.coverCoin_source	0	87	0	5	1944087																1
12	1	88	1	封面-一掷千金		profile_cover	profile.cover88	profile.coverCoin_source	0	88	0	5	1944088																1
12	1	89	1	封面-隙间馈赠		profile_cover	profile.cover89	profile.coverCoin_source	0	89	0	5	1944089																1
12	1	90	1	封面-以币代工		profile_cover	profile.cover90	profile.coverCoin_source	0	90	0	5	1944090																1
12	1	91	1	封面-缘音回响		profile_cover	profile.cover91	profile.cover_source	0	91	0	5	1944091		/Game/Spine/Hero/Girl001b_02/tryGirl_001b_02.tryGirl_001b_02														1
12	1	92	1	封面-纯白恋羽		profile_cover	profile.cover92	profile.cover_source	0	92	0	5	1944092		/Game/Spine/Hero/Girl005c_02/tryGirl_005c_02.tryGirl_005c_02														1
12	1	93	1	封面-霄倾君怀		profile_cover	profile.cover93	profile.cover_source	0	93	0	5	1944093		/Game/Spine/Hero/Girl013b_03/tryGirl_013b_03.tryGirl_013b_03														1
12	1	94	1	封面-祥云徜戏		profile_cover	profile.cover94	profile.cover_source	0	94	0	5	1944094		/Game/Spine/Hero/Girl023_03/tryGirl_023_03.tryGirl_023_03														1
12	1	95	1	胧嫣-华丽礼服		profile_cover	profile.cover95	profile.cover_source	0	95	0	5	1944095		/Game/Spine/Hero/Girl024_02/tryGirl_024_02.tryGirl_024_02														1
12	1	96	1	芙提雅换装3-龙袍（仅头套配件/愚人节免费赠送）		profile_cover	profile.cover96	profile.cover_source	0	96	0	5	1944096		/Game/Spine/Hero/Girl004c_02/tryGirl_004c_02.tryGirl_004c_02														1
12	1	97	1	晴-霆光-国风仙侠		profile_cover	profile.cover97	profile.cover_source	0	97	0	5	1944097		/Game/Spine/Hero/Girl006b_03/tryGirl_006b_03.tryGirl_006b_03														1
12	1	98	2	里芙换装3-【高规格】情趣花嫁方向（互动包/商城￥198）		profile_cover	profile.cover98	profile.cover_source	0	98	0	5	1944098		/Game/Spine/Hero/Girl002c_02/tryGirl_002c_02.tryGirl_002c_02														1
12	1	99	3	肴换装3-情趣花嫁方向（无互动包）（商城￥118）		profile_cover	profile.cover99	profile.cover_source	0	99	0	5	1944099		/Game/Spine/Hero/Girl010c_02/tryGirl_010c_02.tryGirl_010c_02														1
12	1	100	4	卜卜-灵鉴-国风厨娘（包子头+裸体围裙）（商城￥118）		profile_cover	profile.cover100	profile.cover_source	0	100	0	5	1944100		/Game/Spine/Hero/Girl020a_03/tryGirl_020a_03.tryGirl_020a_03														1
12	1	101	5	茉莉安-霄鹰-情趣警官制服（商城￥118）		profile_cover	profile.cover101	profile.cover_source	0	101	0	5	1944101		/Game/Spine/Hero/Girl005c_03/tryGirl_005c_03.tryGirl_005c_03														1
13	1	4	1	名片-世界树公司		profile_namecard	profile.namecard04	profile.namecard04_source	0	198	1	3	1955004																1
13	1	5	1	名片-尤弥尔		profile_namecard	profile.namecard05	profile.namecard05_source	0	5	0	5	1955005																1
13	1	6	1	名片·鎏金盛景		profile_namecard	profile.namecard06	profile.namecard06_source	0	200	1	5	1955006																1
13	1	7	1	名片-世界树公司纪念款		profile_namecard	profile.namecard07	profile.namecard07_source	0	199	1	4	1955007																1
13	1	8	1	名片-苍茫雪境		profile_namecard	profile.namecard08	profile.namecard08_source	0	197	1	5	1955008																1
13	1	9	1	名片-舞会邀约		profile_namecard	profile.namecard09	profile.namecard09_source	0	196	1	5	1955009																1
13	1	10	1	名片-悖论迷宫		profile_namecard	profile.namecard10	profile.namecard10_source	0	195	1	5	1955010																1
13	1	11	1	名片-星盘徽记		profile_namecard	profile.namecard11	profile.namecard11_source	0	194	1	5	1955011																1
13	1	12	1	名片-空白梦魇		profile_namecard	profile.namecard12	profile.namecard12_source	0	193	1	5	1955012																1
13	1	13	1	名片-幻迷归途		profile_namecard	profile.namecard13	profile.namecard13_source	0	192	1	5	1955013																1
13	1	14	1	名片-恒定原理		profile_namecard	profile.namecard14	profile.namecard14_source	0	191	1	5	1955014																1
13	1	15	1	名片-恋恋片场		profile_namecard	profile.namecard15	profile.namecard05_source	0	190	1	5	1955015																1
13	1	16	1	名片-水上乐园		profile_namecard	profile.namecard16	profile.namecard16_source	0	189	1	5	1955016																1
13	1	17	1	名片-决胜舞台		profile_namecard	profile.namecard17	profile.namecard17_source	0	188	1	5	1955017																1
13	1	18	1	名片-绿洲奇观		profile_namecard	profile.namecard18	profile.namecard18_source	0	187	1	5	1955018																1
13	1	19	1	名片-禁区巡航		profile_namecard	profile.namecard19	profile.namecard19_source	0	186	1	5	1955019																1
13	1	20	1	名片-奇异之所		profile_namecard	profile.namecard20	profile.namecard20_source	0	185	1	5	1955021																1
13	1	21	1	名片-焕然新天		profile_namecard	profile.namecard21	profile.namecard21_source	0	184	1	5	1955022																1
13	1	22	1	名片-荼蘼彼岸		profile_namecard	profile.namecard22	profile.namecard22_source	0	183	1	5	1955023																1
13	1	23	1	名片-寂静乐园		profile_namecard	profile.namecard23	profile.namecard23_source	0	182	1	5	1955024																1
13	1	24	1	名片-新的一天		profile_namecard	profile.namecard24	profile.namecard24_source	0	181	1	5	1955025																1
13	1	25	1	名片-深邃通道		profile_namecard	profile.namecard25	profile.namecard25_source	0	180	1	5	1955026																1
13	1	26	1	名片-光影格间		profile_namecard	profile.namecard26	profile.namecard26_source	0	179	1	5	1955028																1
13	1	28	1	名片-桥影杀机		profile_namecard	profile.namecard28	profile.namecard28_source	0	177	1	5	1955030																1
13	1	29	1	名片-悬阶幻室		profile_namecard	profile.namecard29	profile.namecard29_source	0	176	1	5	1955031																1
13	1	30	1	名片-穹庭禁谒		profile_namecard	profile.namecard30	profile.namecard30_source	0	175	1	5	1955032																1
13	1	31	1	名片-万蔬具备		profile_namecard	profile.namecard31	profile.namecard31_source	0	174	1	5	1955033																1
13	1	32	1	名片-光穹异境		profile_namecard	profile.namecard32	profile.namecard32_source	0	173	1	5	1955034																1
13	1	33	1	名片-蔚蓝秘语		profile_namecard	profile.namecard33	profile.namecard33_source	0	172	1	5	1955035																1
13	1	34	1	名片-悖论海市		profile_namecard	profile.namecard34	profile.namecard34_source	0	171	1	5	1955036																1
13	1	35	1	名片-星海漫游		profile_namecard	profile.namecard35	profile.namecard35_source	0	170	1	5	1955037																1
13	1	36	1	名片-脉光广场		profile_namecard	profile.namecard36	profile.namecard36_source	0	169	1	5	1955038																1
13	1	37	1	名片-星轨巡缉		profile_namecard	profile.namecard37	profile.namecard37_source	0	168	1	5	1955039																1
13	1	38	1	名片-格式金庭		profile_namecard	profile.namecard38	profile.namecard38_source	0	167	1	5	1955040																1
13	1	39	1	名片-完美布防		profile_namecard	profile.namecard39	profile.namecard39_source	0	166	1	5	1955041																1
13	1	40	1	名片-闲逸吧台		profile_namecard	profile.namecard40	profile.namecard40_source	0	165	1	5	1955042																1
13	1	41	1	名片-赭壁朱瓦		profile_namecard	profile.namecard41	profile.namecard41_source	0	164	1	5	1955043																1
13	1	42	1	名片-波光晨霭		profile_namecard	profile.namecard42	profile.namecard42_source	0	163	1	5	1955044																1
13	1	43	1	名片-蔷丛入径		profile_namecard	profile.namecard43	profile.namecard43_source	0	162	1	5	1955045																1
13	1	44	1	名片-尘白线下年会纪念名片		profile_namecard	profile.namecard44	profile.namecard44_source	0	161	0	5	1955046																1
13	1	45	1	激浪联航活动名片		profile_namecard	profile.namecard45	profile.namecard45_source	0	160	1	5	1955047																1
13	1	46	1	版本名片1（脉冲）		profile_namecard	profile.namecard46	profile.namecard46_source	0	159	1	5	1955048																1
13	1	47	1	【装甲战骑】名片		profile_namecard	profile.namecard47	profile.namecard47_source	0	158	1	5	1955049																1
13	1	48	1	【进击行动】名片		profile_namecard	profile.namecard48	profile.namecard48_source	0	157	1	5	1955050																1
13	1	49	1	名片-欢迎回家		profile_namecard	profile.namecard49	profile.namecard49_source	0	156	1	5	1955051																1
14	1	1	1	苔丝-看我的			profile.talkemoji27		0	1	1	5	1966027																1
14	1	2	1	芙提雅-沉默			profile.talkemoji28		0	1	1	5	1966028																1
14	1	3	1	芙提雅-呜呜呜			profile.talkemoji29		0	1	1	5	1966029																1
14	1	4	1	芙提雅-哇哦			profile.talkemoji30		0	1	1	5	1966030																1
14	1	5	1	芙提雅-什么			profile.talkemoji31		0	1	1	5	1966031																1
14	1	8	1	分析员·呐喊			profile.talkemoji46		0	1	1	5	1966034																1
14	1	9	1	芬妮·呐喊			profile.talkemoji47		0	1	1	5	1966035																1
14	1	10	1	里芙·呐喊			profile.talkemoji48		0	1	1	5	1966036																1
14	1	11	1	肴·呐喊不动			profile.talkemoji49		0	1	1	5	1966037																1
14	1	12	1	芬妮-诶嘿嘿			profile.talkemoji50		0	1	1	5	1966038																1
14	1	13	1	芬妮-怒了			profile.talkemoji51		0	1	1	5	1966039																1
14	1	14	1	芬妮-好东西			profile.talkemoji52		0	1	1	5	1966040																1
14	1	15	1	芬妮-石化			profile.talkemoji53		0	1	1	5	1966041																1
14	1	16	1	苔丝-啊这			profile.talkemoji54		0	1	1	5	1966042																1
14	1	17	1	苔丝-掉小珍珠			profile.talkemoji55		0	1	1	5	1966043																1
14	1	18	1	苔丝-讨厌啦			profile.talkemoji56		0	1	1	5	1966044																1
14	1	19	1	苔丝-比心			profile.talkemoji57		0	1	1	5	1966045																1
14	1	20	1	芬妮-舞狮			profile.talkemoji58		0	1	1	5	1966046																1
14	1	21	1	里芙-空白			profile.talkemoji59		0	1	1	5	1966047																1
14	1	22	1	里芙-泪滴			profile.talkemoji60		0	1	1	5	1966048																1
14	1	23	1	里芙-流汗			profile.talkemoji61		0	1	1	5	1966049																1
14	1	24	1	里芙-害羞			profile.talkemoji62		0	1	1	5	1966050																1
14	1	26	1	茉莉安-绯夜之舞			profile.talkemoji64		0	1	1	5	1966053																1
14	1	27	1	里芙-凝晶之舞			profile.talkemoji65		0	1	1	5	1966054																1
14	1	28	1	里芙-归航之舞			profile.talkemoji66		0	1	1	5	1966055																1
14	1	29	1	芬妮-恋时之舞			profile.talkemoji67		0	1	1	5	1966056																1
14	1	30	1	凯茜娅-沐浪之舞			profile.talkemoji68		0	1	1	5	1966057																1
14	1	31	1	茉莉安-灿阳之舞			profile.talkemoji69		0	1	1	5	1966058																1
14	1	32	1	琴诺-潮韵之舞			profile.talkemoji70		0	1	1	5	1966059																1
14	1	33	1	辰星-倩影之舞			profile.talkemoji71		0	1	1	5	1966060																1
14	1	34	1	恩雅-浅憩之舞			profile.talkemoji72		0	1	1	5	1966061																1
14	1	35	1	猫汐尔-灼期之舞			profile.talkemoji73		0	1	1	5	1966062																1
14	1	36	1	凯茜娅-传承之舞			profile.talkemoji74		0	1	1	5	1966063																1
14	1	37	1	肴-残辉之舞			profile.talkemoji75		0	1	1	5	1966064																1
14	1	38	1	分析员的认可			profile.talkemoji76		0	1	1	5	1966065																1
14	1	39	1	分析员的24K真理			profile.talkemoji77		0	1	1	5	1966074																1
14	1	40	1	分析员的推理			profile.talkemoji78		0	1	1	5	1966075																1
14	1	41	1	伊切尔-认可			profile.talkemoji79		0	1	1	5	1966076																1
14	1	42	1	伊切尔-呜呜			profile.talkemoji80		0	1	1	5	1966077																1
14	1	43	1	伊切尔-生气			profile.talkemoji81		0	1	1	5	1966078																1
14	1	44	1	伊切尔-尬住			profile.talkemoji82		0	1	1	5	1966079																1
14	1	45	1	猫汐尔-尴尬喵			profile.talkemoji83		0	1	1	5	1966081																1
14	1	46	1	猫汐尔-无奈喵			profile.talkemoji84		0	1	1	5	1966082																1
14	1	47	1	猫汐尔-观察喵			profile.talkemoji85		0	1	1	5	1966083																1
14	1	48	1	猫汐尔-害怕喵			profile.talkemoji86		0	1	1	5	1966084																1
14	1	49	1	薇蒂雅-推理			profile.talkemoji87		0	1	1	5	1966086																1
14	1	50	1	薇蒂雅-慌了			profile.talkemoji88		0	1	1	5	1966087																1
14	1	51	1	薇蒂雅-比心			profile.talkemoji89		0	1	1	5	1966088																1
14	1	52	1	薇蒂雅-脑补			profile.talkemoji90		0	1	1	5	1966089																1
14	1	53	1	辰星-不想说话			profile.talkemoji91		0	1	1	5	1966091																1
14	1	54	1	辰星-不愧是我			profile.talkemoji92		0	1	1	5	1966092																1
14	1	55	1	辰星-不可以吗			profile.talkemoji93		0	1	1	5	1966093																1
14	1	56	1	辰星-不客气啦			profile.talkemoji94		0	1	1	5	1966094																1
14	1	57	1	分析员的从容-闪魂			profile.talkemoji95		0	1	0	5	1966096																1
14	1	58	1	恩雅-快别问啦			profile.talkemoji96		0	1	1	5	1966097																1
14	1	59	1	恩雅-快来抱抱			profile.talkemoji97		0	1	1	5	1966098																1
14	1	60	1	恩雅-快记下来			profile.talkemoji98		0	1	1	5	1966099																1
14	1	61	1	恩雅-快想通了			profile.talkemoji99		0	1	1	5	1966100																1
14	1	62	1	星祈雪人号-美滋滋			profile.talkemoji100		0	1	1	5	1966102																1
14	1	63	1	安卡希雅-绷			profile.talkemoji101		0	1	1	5	1966103																1
14	1	64	1	安卡希雅-嚼			profile.talkemoji102		0	1	1	5	1966104																1
14	1	65	1	安卡希雅-呆			profile.talkemoji103		0	1	1	5	1966105																1
14	1	66	1	安卡希雅-盯			profile.talkemoji104		0	1	1	5	1966106																1
14	1	67	1	分析员-干杯			profile.talkemoji105		0	1	1	5	1966107																1
14	1	68	1	凯西娅			profile.talkemoji106		0	1	1	5	1966112																1
14	1	69	1	凯西娅			profile.talkemoji107		0	1	1	5	1966113																1
14	1	70	1	凯西娅			profile.talkemoji108		0	1	1	5	1966114																1
14	1	71	1	凯西娅			profile.talkemoji109		0	1	1	5	1966115																1
14	1	72	1	恩雅			profile.talkemoji110		0	1	1	5	1966116																1
14	1	73	1	恩雅			profile.talkemoji111		0	1	1	5	1966117																1
14	1	74	1	恩雅			profile.talkemoji112		0	1	1	5	1966118																1
14	1	75	1	恩雅			profile.talkemoji113		0	1	1	5	1966119																1
14	1	76	1	超元链接表情			profile.talkemoji114		0	1	1	5	1966120																1
14	1	77	1	超元链接表情			profile.talkemoji115		0	1	1	5	1966121																1
14	1	78	1	超元链接表情			profile.talkemoji116		0	1	1	5	1966122																1
14	1	79	1	卡罗琳表情包			profile.talkemoji117		0	1	1	5	1966123																1
14	1	80	1	分析员划船Q版			profile.talkemoji118		0	1	1	5	1966124																1
14	1	81	1	安卡-			profile.talkemoji122		0	1	1	5	1966127																1
14	1	82	1	芙提雅-妙啊			profile.talkemoji119		0	1	1	5	1966128																1
14	1	83	1	胧嫣-华丽登场			profile.talkemoji120		0	1	1	5	1966129																1
14	1	84	1	茉莉安-爱的形状			profile.talkemoji121		0	1	1	5	1966130																1
15	1	1	1	新春祝语		profile_bubble	profile.talkbubble01	profile.talkbubble01_source	0	1	1	5	1977001																1
15	1	2	1	多元对答		profile_bubble	profile.talkbubble02	profile.talkbubble02_source	0	1	1	5	1977002																1
15	1	3	1	在线打卡		profile_bubble	profile.talkbubble03	profile.talkbubble03_source	0	1	1	5	1977003																1
15	1	4	1	酥麻触碰		profile_bubble	profile.talkbubble04	profile.talkbubble04_source	0	1	1	5	1977004																1
15	1	7	1	凛冬印记		profile_bubble	profile.talkbubble07	profile.talkbubble07_source	0	1	1	5	1977007																1
15	1	8	1	尘白线下年会纪念气泡		profile_bubble	profile.talkbubble08	profile.talkbubble08_source	0	1	0	5	1977008																1
16	1	1	1	分析员·墨镜			supplies.playersuit1		0	1	1	5	1988001																1
16	2	1	1	神经调理体力提升（占位道具无需翻译）			supplies.MassageMaxStrength		0	1	1	5	1988002					1											
16	3	1	1	分析员·正装			supplies.playersuit2		0	1	1	5	1988003																1
16	4	1	1	分析员·白西装			supplies.playersuit3		0	1	1	5	1988004																1
16	5	1	1	分析员·花衬衫			supplies.playersuit4		0	1	1	5	1988005																1
																													
