道具大类	道具子类	道具ID	等级	//注释	禁用道具	类名	名字key	稀有度（1=白，2=绿，3=蓝，4=紫，5=橙）	图标	使用方式，0不可使用，1自动，2手动  不填为0	是否可堆叠（1：可堆叠 0：不可堆叠 不填为0）	是否可培养（1：可培养 0：不可培养 不填为0）	附加参数1	附加参数2（自选礼包该参数配置1则开启2次确认提示）	附加参数3	成长属性ID	外观ID	最早可使用时间	最晚可使用时间，格式：相对日期直接填天数；绝对日期填2024-04-28T04:00:00(年-月-日T时:分:秒)	分解回收配置，对应recycle.txt中得ID列	GM投放
4	1	12	1	雪风珍珠（乱战宝礁货币2）		cashbox	supplies.dlc3coin3	4	1510113	1	1		18	1	{4,1,12,1}						999
4	1	13	1	鸣雷珍珠（乱战宝礁货币3）		cashbox	supplies.dlc3coin4	4	1510114	1	1		19	1	{4,1,13,1}						999
4	1	14	1	辉月珍珠（乱战宝礁货币4）		cashbox	supplies.dlc3coin5	4	1510115	1	1		20	1	{4,1,14,1}						999
4	1	15	1	凛冬珍珠（乱战宝礁货币5）		cashbox	supplies.dlc3coin6	4	1510116	1	1		21	1	{4,1,15,1}						999
4	1	16	1	乱战入场劵（乱战宝礁门票）		cashbox	supplies.dlc3TowerTicket	4	1510117	1	1		23	1	{4,1,16,1}						40
4	1	17	1	翠星助力劵（乱战宝礁抽奖卷）		cashbox	supplies.dlc3TowerLottery	4	1510118	1	1		24	1	{4,1,17,1}						13
4	1	18	1	推演经验		rogue3d_exp_box	rogue3.coin_Exp	5	1521001	1	1		1								9999
4	1	19	1	智略点		cashbox	rogue3.coin_Science	5	1521002	1	1		25	1							9999
4	1	20	1	构筑记录		onlineactive_exp_box	supplies.onlineTowerExp	5	1521003	1	1		1	5							0
4	1	20	2	突击记录		onlineactive_exp_box	supplies.onlineCombineExp	5	1521006	1	1		1	6							0
4	1	20	3	冲关积分		onlineactive_exp_box	supplies.party_01	5	1520092	1	1		1	7							0
4	1	20	4	禁区记录		onlineactive_exp_box	supplies.forbidzone.BPexp	5	1520095	1	1		1	8							0
4	1	20	5	航海评分		onlineactive_exp_box	onlinesea.BPexp	5	1526002	1	1		1	10							0
4	1	20	6	脉冲连袭经验		onlineactive_exp_box	TowerRush.bpcoin	5	1520601	1	1		1	9							0
4	1	21	1	申领凭证		cashbox	rogue3.coin_LotteryTicket	4	1521004	1	1		28	1							0
4	1	22	1	采购券		cashbox	rogue3.coin_Season	5	1521005	1	1		29	1							0
4	1	23	1	思维译码·荣耀		cashbox	rogue3.Seasonkey1	5	1520072	1	1		31	1							99
4	1	23	2	思维译码·温柔		cashbox	rogue3.Seasonkey2	5	1520073	1	1		32	1							99
4	1	23	3	思维译码·正义		cashbox	rogue3.Seasonkey3	5	1520074	1	1		33	1							99
4	1	23	4	思维译码·纯净		cashbox	rogue3.Seasonkey4	5	1520075	1	1		34	1							99
4	1	23	5	思维译码·无畏		cashbox	rogue3.Seasonkey5	5	1520076	1	1		35	1							99
4	1	23	6	思维译码·智慧		cashbox	rogue3.Seasonkey6	5	1520077	1	1		36	1							99
4	1	23	7	思维译码·勇气		cashbox	rogue3.Seasonkey7	5	1520078	1	1		37	1							99
4	1	23	8	万用思维译码		cashbox	rogue3.SeasonMasterkey	5	1520100	1	1		40	1							99
4	1	23	9	战场经验（悖论迷宫积分挑战模式增益解锁货币）		cashbox	rogue3.coin_ScoreModel	5	1520104	1	1		50	1							2000
4	1	24	1	思维译码		itembox	rogue3.Seasonkey8	5	1520101	1	1										0
4	1	24	2	思维旁路下·密钥1		itembox	rogue3.SeasonItem1	5	1522001	1	1										0
4	1	24	3	思维旁路下·密钥2		itembox	rogue3.SeasonItem2	5	1520080	1	1										0
4	1	24	4	思维旁路下·密钥3		itembox	rogue3.SeasonItem3	5	1520081	1	1										0
4	1	24	5	思维旁路上·密钥1		itembox	rogue3.SeasonItem4	5	1520082	1	1										0
4	1	24	6	思维旁路上·密钥2		itembox	rogue3.SeasonItem5	5	1520083	1	1										0
4	1	24	7	思维旁路上·密钥3		itembox	rogue3.SeasonItem6	5	1520084	1	1										0
4	1	24	8	急救箱		itembox	rogue3.SeasonItem7	5	1520086	1	1										0
4	1	24	9	坐标定位器		itembox	rogue3.SeasonItem8	5	1520085	1	1										0
4	1	24	10	通讯装置		itembox	rogue3.SeasonItem9	5	1520087	1	1										0
4	1	25	1	漠北星砂		cashbox	bagrogue.CoinName1	5	1522002	1	1		41	1							0
4	1	25	2	初晨露滴		cashbox	bagrogue.CoinName2	5	1522003	1	1		42	1							0
4	1	25	3	钥匙		cashbox	supplies.dlc2.token3	5	1522007	1	1		51	1							0
4	1	26	1	守护纪念章		cashbox	aliendefence.Alien_CoinDes01	5	1524001	1	1		53	1							0
4	1	27	1	低阶征伐铭章		monsterriki	rogue3.coin_MonsterModel1	4	1521008	1											0
4	1	27	2	中阶征伐铭章		monsterriki	rogue3.coin_MonsterModel2	5	1521009	1											0
4	1	27	3	高阶征伐铭章		monsterriki	rogue3.coin_MonsterModel3	5	1521010	1											0
4	1	27	4	通用高级动力部件			rogue3.uav_PartShowName1	5	1520115	1											0
4	1	27	5	通用高级武器部件			rogue3.uav_PartShowName2	5	1520116	1											0
4	1	27	6	通用高级框架部件			rogue3.uav_PartShowName3	5	1520117	1											0
4	1	27	7	通用高级控制部件			rogue3.uav_PartShowName4	5	1520118	1											0
4	1	28	1	混合补剂		cashbox	farmwar.farmwar_skillpoint	4	1525001	1	1		54								0
4	1	29	1	激浪联航模组代币		cashbox	onlinesea.ModCash	4	1526001	1	1		57								5000
4	1	30	1	绘梦沙盘经验值		rmolexp	rmol.item_exp	4	1522013	1	1		1	1							0
4	1	31	1	3.3适格启忆录晴碎片1		cashbox	jigsawpuzzle.jigsawpuzzle_item1	4	1543020	1	1										0
4	1	32	1	3.3适格启忆录晴碎片2		cashbox	jigsawpuzzle.jigsawpuzzle_item2	5	1543021	1	1										0
4	1	33	1	适格启忆录光盘		cashbox	jigsawpuzzle.jigsawpuzzle_item3	4	1543022	1	1		58								0
4	1	34	1	增幅芯核		cashbox	online.SpeedSocreCoinName1	5	1521011	1	1		59								100
4	1	34	2	挑战芯核		cashbox	online.SpeedSocreCoinName2	5	1521012	1	1		60								100
4	1	35	1	基础增幅秘匣		speedscore_buff_box	online.SpeedSocreBuffBoxName1	4	1521013	1			1								0
4	1	35	2	高级增幅秘匣		speedscore_buff_box	online.SpeedSocreBuffBoxName2	5	1521014	1			2								0
4	1	35	3	精准增幅秘匣		speedscore_buff_box	online.SpeedSocreBuffBoxName3	5	1521015	1			3								0
4	1	35	4	轰击增幅秘匣		speedscore_buff_box	online.SpeedSocreBuffBoxName4	5	1521016	1			4								0
4	1	35	5	均衡增幅秘匣		speedscore_buff_box	online.SpeedSocreBuffBoxName5	5	1521017	1			5								0
4	1	36	1	星祈心愿抽奖代币		cashbox	starwish.CoinName1	5	1522014	1	1		61								0
4	1	37	1	3.4适格启忆录猫汐尔碎片1		cashbox	jigsawpuzzle.jigsawpuzzle_item1	4	1543023	1	1										0
4	1	38	1	3.4适格启忆录猫汐尔碎片2		cashbox	jigsawpuzzle.jigsawpuzzle_item2	5	1543024	1	1										0
4	1	39	1	进击行动经验值		assaultops_exp_box	assaultops.BpExp	5	1520125	1	1		1								0
4	1	40	1	进击行动商店代币		cashbox	assaultops.ShopCash	5	1520126	1	1		62								0
4	1	40	2	进击行动智械7		assaultops_chip_item	assaultops.Chips_SkillName7	1	1520163	1			7	1							
4	1	40	3	进击行动智械8		assaultops_chip_item	assaultops.Chips_SkillName8	1	1520164	1			8	1							
4	1	40	4	进击行动智械9		assaultops_chip_item	assaultops.Chips_SkillName9	1	1520165	1			9	1							
4	1	41	1	进击行动白金随机芯片包		assaultops_chip_box	assaultops.ChipsBox1	1	1520127	1			1	1							0
4	1	41	2	进击行动绿金随机芯片包		assaultops_chip_box	assaultops.ChipsBox2	2	1520128	1			1	2							0
4	1	41	3	进击行动蓝金随机芯片包		assaultops_chip_box	assaultops.ChipsBox3	3	1520129	1			1	3							0
4	1	41	4	进击行动紫金随机芯片包		assaultops_chip_box	assaultops.ChipsBox4	4	1520130	1			1	4							0
4	1	41	5	进击行动金随机芯片包		assaultops_chip_box	assaultops.ChipsBox5	5	1520131	1			1	5							0
4	1	41	6	进击行动轰炸白金随机芯片包		assaultops_chip_box	assaultops.ChipsBox1_1	1	1520127	1			1	6							0
4	1	41	7	进击行动无人机白金随机芯片包		assaultops_chip_box	assaultops.ChipsBox1_2	1	1520127	1			1	7							0
4	1	41	8	进击行动炮台白金随机芯片包		assaultops_chip_box	assaultops.ChipsBox1_3	1	1520127	1			1	8							0
4	1	42	1	进击行动满品核心芯片1		assaultops_chip_item	assaultops.Chips_MainName1	5	1520132	1			101	5							0
4	1	42	2	进击行动满品核心芯片2		assaultops_chip_item	assaultops.Chips_MainName2	5	1520133	1			102	5							0
4	1	42	3	进击行动满品核心芯片3		assaultops_chip_item	assaultops.Chips_MainName3	5	1520134	1			103	5							0
4	1	42	4	进击行动满品核心芯片4		assaultops_chip_item	assaultops.Chips_MainName4	5	1520135	1			110	5							0
4	1	42	5	进击行动满品核心芯片5		assaultops_chip_item	assaultops.Chips_MainName5	5	1520136	1			111	5							0
4	1	42	6	进击行动满品核心芯片6		assaultops_chip_item	assaultops.Chips_MainName6	5	1520137	1			112	5							0
4	1	42	7	进击行动满品核心芯片7		assaultops_chip_item	assaultops.Chips_MainName7	5	1520154	1			119	5							0
4	1	42	8	进击行动满品核心芯片8		assaultops_chip_item	assaultops.Chips_MainName8	5	1520155	1			120	5							0
4	1	42	9	进击行动满品核心芯片9		assaultops_chip_item	assaultops.Chips_MainName9	5	1520156	1			121	5							0
4	1	43	1	进击行动满品分支芯片1		assaultops_chip_item	assaultops.Chips_BranchName1	5	1520138	1			104	5							0
4	1	43	2	进击行动满品分支芯片2		assaultops_chip_item	assaultops.Chips_BranchName2	5	1520139	1			105	5							0
4	1	43	3	进击行动满品分支芯片3		assaultops_chip_item	assaultops.Chips_BranchName3	5	1520140	1			106	5							0
4	1	43	4	进击行动满品分支芯片4		assaultops_chip_item	assaultops.Chips_BranchName4	5	1520141	1			107	5							0
4	1	43	5	进击行动满品分支芯片5		assaultops_chip_item	assaultops.Chips_BranchName5	5	1520142	1			108	5							0
4	1	43	6	进击行动满品分支芯片6		assaultops_chip_item	assaultops.Chips_BranchName6	5	1520143	1			109	5							0
4	1	43	7	进击行动满品分支芯片7		assaultops_chip_item	assaultops.Chips_BranchName7	5	1520144	1			113	5							0
4	1	43	8	进击行动满品分支芯片8		assaultops_chip_item	assaultops.Chips_BranchName8	5	1520145	1			114	5							0
4	1	43	9	进击行动满品分支芯片9		assaultops_chip_item	assaultops.Chips_BranchName9	5	1520146	1			115	5							0
4	1	43	10	进击行动满品分支芯片10		assaultops_chip_item	assaultops.Chips_BranchName10	5	1520147	1			116	5							0
4	1	43	11	进击行动满品分支芯片11		assaultops_chip_item	assaultops.Chips_BranchName11	5	1520148	1			117	5							0
4	1	43	12	进击行动满品分支芯片12		assaultops_chip_item	assaultops.Chips_BranchName12	5	1520149	1			118	5							0
4	1	43	13	进击行动满品分支芯片13		assaultops_chip_item	assaultops.Chips_BranchName13	5	1520157	1			122	5							0
4	1	43	14	进击行动满品分支芯片14		assaultops_chip_item	assaultops.Chips_BranchName14	5	1520158	1			123	5							0
4	1	43	15	进击行动满品分支芯片15		assaultops_chip_item	assaultops.Chips_BranchName15	5	1520159	1			124	5							0
4	1	43	16	进击行动满品分支芯片16		assaultops_chip_item	assaultops.Chips_BranchName16	5	1520160	1			125	5							0
4	1	43	17	进击行动满品分支芯片17		assaultops_chip_item	assaultops.Chips_BranchName17	5	1520161	1			126	5							0
4	1	43	18	进击行动满品分支芯片18		assaultops_chip_item	assaultops.Chips_BranchName18	5	1520162	1			127	5							0
4	1	44	1	3.6适格启忆录碎片1		cashbox	jigsawpuzzle.jigsawpuzzle_item1	4	1543025	1	1										0
4	1	45	1	3.6适格启忆录碎片2		cashbox	jigsawpuzzle.jigsawpuzzle_item2	5	1543026	1	1										0
4	1	46	1	超元链接商店代币		cashbox	supplies.OnlineCash	5	1600022	1	1		67								0
4	1	47	1	装甲战骑玩法货币		cashbox	armoredrider.CoinDes01	5	1527001	1	1		64								0
4	1	48	1	装甲战骑赛季货币		cashbox	armoredrider.CoinDes02	5	1527002	1	1		65								0
																					
4	7	1	1	芙提雅表情包第一弹		itembox	supplies.emojicover01	5	1520044	1			1001		{4,7,1,1,1}						0
4	7	2	1	纪念表情包·呐喊		itembox	supplies.emojicover05	5	1520052	1			1002		{4,7,2,1,1}						0
4	7	3	1	芬妮表情包第一弹		itembox	supplies.emojicover02	5	1520053	1			1003		{4,7,3,1,1}						0
4	7	4	1	苔丝表情包第一弹		itembox	supplies.emojicover04	5	1520059	1			1004		{4,7,4,1,1}						0
4	7	5	1	里芙表情包第一弹		itembox	supplies.emojicover06	5	1966051	1			1005		{4,7,5,1,1}						0
4	7	6	1	伊切尔表情包第一弹		itembox	supplies.emojicover07	5	1966080	1			1006		{4,7,6,1,1}						0
4	7	7	1	猫汐尔表情包第一弹		itembox	supplies.emojicover08	5	1966085	1			1007		{4,7,7,1,1}						0
4	7	8	1	龙舌兰表情包第一弹		itembox	supplies.emojicover09	5	1966090	1			1008		{4,7,8,1,1}						0
4	7	9	1	辰星表情包第一弹		itembox	supplies.emojicover10	5	1966095	1			1009		{4,7,9,1,1}						0
4	7	10	1	恩雅表情包第一弹		itembox	supplies.emojicover11	5	1966101	1			1010		{4,7,10,1,1}						0
4	7	11	1	安卡表情包第一弹		itembox	supplies.emojicover12	5	1966111	1			1011		{4,7,11,1,1}						0
4	7	12	1	凯西娅表情包第一弹		itembox	supplies.emojicover13	5	1966116	1			1012		{4,7,12,1,1}						0
																					
4	12	1	1	里芙的巧克力		itembox	supplies.2024cho01	5	1520054	2	1		668		{4,12,1,1,1}						1
4	12	2	1	芬妮的巧克力		itembox	supplies.2024cho02	5	1520054	2	1		669		{4,12,2,1,1}						1
4	12	3	1	安卡希雅的巧克力		itembox	supplies.2024cho03	5	1520054	2	1		670		{4,12,3,1,1}						1
4	12	4	1	芙提雅的巧克力		itembox	supplies.2024cho04	5	1520054	2	1		671		{4,12,4,1,1}						1
4	12	5	1	琴诺的巧克力		itembox	supplies.2024cho05	5	1520054	2	1		672		{4,12,5,1,1}						1
4	12	6	1	妮塔的巧克力		itembox	supplies.2024cho06	5	1520054	2	1		673		{4,12,6,1,1}						1
4	12	7	1	晴的巧克力		itembox	supplies.2024cho07	5	1520054	2	1		674		{4,12,7,1,1}						1
4	12	8	1	茉莉安的巧克力		itembox	supplies.2024cho08	5	1520054	2	1		675		{4,12,8,1,1}						1
4	12	9	1	肴的巧克力		itembox	supplies.2024cho09	5	1520054	2	1		676		{4,12,9,1,1}						1
4	12	10	1	恩雅的巧克力		itembox	supplies.2024cho10	5	1520054	2	1		677		{4,12,10,1,1}						1
4	12	11	1	辰星的巧克力		itembox	supplies.2024cho11	5	1520054	2	1		678		{4,12,11,1,1}						1
4	12	12	1	猫汐尔的巧克力		itembox	supplies.2024cho12	5	1520054	2	1		679		{4,12,12,1,1}						1
4	12	13	1	瑟瑞斯的巧克力		itembox	supplies.2024cho13	5	1520054	2	1		680		{4,12,13,1,1}						1
4	12	14	1	苔丝的巧克力		itembox	supplies.2024cho14	5	1520054	2	1		681		{4,12,14,1,1}						1
4	12	15	1	凯茜娅的巧克力		itembox	supplies.2024cho15	5	1520054	2	1		682		{4,12,15,1,1}						1
4	12	16	1	里芙的爱意礼盒		itembox	supplies.2024tana01	5	1520089	2	1		780		{4,12,16,1,1}						1
4	12	17	1	芬妮的爱意礼盒		itembox	supplies.2024tana02	5	1520089	2	1		781		{4,12,17,1,1}						1
4	12	18	1	安卡希雅的爱意礼盒		itembox	supplies.2024tana03	5	1520089	2	1		782		{4,12,18,1,1}						1
4	12	19	1	芙提雅的爱意礼盒		itembox	supplies.2024tana04	5	1520089	2	1		783		{4,12,19,1,1}						1
4	12	20	1	琴诺/莫尔索的爱意礼盒		itembox	supplies.2024tana05	5	1520089	2	1		784		{4,12,20,1,1}						1
4	12	21	1	妮塔的爱意礼盒		itembox	supplies.2024tana06	5	1520089	2	1		785		{4,12,21,1,1}						1
4	12	22	1	晴的爱意礼盒		itembox	supplies.2024tana07	5	1520089	2	1		786		{4,12,22,1,1}						1
4	12	23	1	茉莉安的爱意礼盒		itembox	supplies.2024tana08	5	1520089	2	1		787		{4,12,23,1,1}						1
4	12	24	1	肴的爱意礼盒		itembox	supplies.2024tana09	5	1520089	2	1		788		{4,12,24,1,1}						1
4	12	25	1	恩雅的爱意礼盒		itembox	supplies.2024tana10	5	1520089	2	1		789		{4,12,25,1,1}						1
4	12	26	1	辰星的爱意礼盒		itembox	supplies.2024tana11	5	1520089	2	1		790		{4,12,26,1,1}						1
4	12	27	1	猫汐尔的爱意礼盒		itembox	supplies.2024tana12	5	1520089	2	1		791		{4,12,27,1,1}						1
4	12	28	1	瑟瑞斯的爱意礼盒		itembox	supplies.2024tana13	5	1520089	2	1		792		{4,12,28,1,1}						1
4	12	29	1	苔丝的爱意礼盒		itembox	supplies.2024tana14	5	1520089	2	1		793		{4,12,29,1,1}						1
4	12	30	1	凯茜娅的爱意礼盒		itembox	supplies.2024tana15	5	1520089	2	1		794		{4,12,30,1,1}						1
4	12	31	1	伊切尔的爱意礼盒		itembox	supplies.2024tana16	5	1520089	2	1		795		{4,12,31,1,1}						1
4	12	32	1	临时17		itembox	supplies.2024tana17	5	1520089	2	1		796		{4,12,32,1,1}						1
4	12	33	1	纳宝帝联名礼包		itembox	supplies.nabatiBox	5	1522004	2	1		841		{4,12,33,1,1}						1
4	12	34	1	OATLY联名礼包		itembox	supplies.oatlyBox	5	1522008	2	1		868		{4,12,34,1,1}						1
4	12	35	1	虎邦辣酱联名礼包		itembox	supplies.BoxHubang	5	1522010	2	1		887		{4,12,35,1,1}						1
4	12	36	1	健力宝联名礼包		itembox	supplies.BoxJianlibao	5	1522011	2	1		888		{4,12,36,1,1}						1
4	12	37	1	格力高联名礼包		itembox	supplies.BoxGeLiGao	5	1522012	2	1		889		{4,12,37,1,1}						1
4	12	38	1	创维联名礼包		itembox	supplies.BoxChuangWei	5	1522015	2	1		903		{4,12,38,1,1}						1
4	12	39	1	乐事联名礼包		itembox	supplies.BoxLeShi	5	1522016	2	1		904		{4,12,39,1,1}						1
4	12	40	1	阿华田联名礼包		itembox	supplies.BoxNameLinshi1	5	1522017	2	1		905		{4,12,40,1,1}						1
4	12	41	1	端午联名礼包		itembox	supplies.BoxNameLinshi2	5	1522018	2	1		906		{4,12,41,1,1}						1
																					
4	14	1	1	温馨版大厅		hallskin_use	supplies.HallSkin02	5	1522019	1	0		2								1
4	14	2	1	高级版大厅		hallskin_use	supplies.HallSkin03	5	1522020	1	0		3								1
																					
4	99	1	1	测试纪念品		riki_souvenir_box	riki.mail001	5	1510202	1	1		13001		{4,99,1,1,1}						
4	99	2	1	薄荷晨语		riki_souvenir_box	riki.mail002	5	1599002	1	1		13002		{4,99,2,1,1}						1
4	99	3	1	共踏花路		riki_souvenir_box	riki.mail003	5	1599003	1	1		13003		{4,99,3,1,1}						1
4	99	4	1	榻上对局		riki_souvenir_box	riki.mail004	5	1599004	1	1		13004		{4,99,4,1,1}						1
4	99	5	1	星心相印		riki_souvenir_box	riki.mail005	5	1599005	1	1		13005		{4,99,5,1,1}						1
4	99	6	1	怦然读秒		riki_souvenir_box	riki.mail006	5	1599006	1	1		13006		{4,99,6,1,1}						1
4	99	7	1	芬芳暖漾		riki_souvenir_box	riki.mail007	5	1599007	1	1		13007		{4,99,7,1,1}						1
4	99	8	1	可塑之材		riki_souvenir_box	riki.mail008	5	1599008	1	1		13008		{4,99,8,1,1}						1
4	99	9	1	珍存鳞光		riki_souvenir_box	riki.mail009	5	1599009	1	1		13009		{4,99,9,1,1}						1
4	99	10	1	羽落留痕		riki_souvenir_box	riki.mail010	5	1599010	1	1		13010		{4,99,10,1,1}						1
4	99	11	1	掌中坚韧		riki_souvenir_box	riki.mail011	5	1599011	1	1		13011		{4,99,11,1,1}						1
4	99	12	1	莹白盛放		riki_souvenir_box	riki.mail012	5	1599012	1	1		13012		{4,99,12,1,1}						1
4	99	13	1	律动轻尾		riki_souvenir_box	riki.mail013	5	1599013	1	1		13013		{4,99,13,1,1}						1
4	99	14	1	欢声出发		riki_souvenir_box	riki.mail014	5	1599014	1	1		13014		{4,99,14,1,1}						1
4	99	15	1	暗影密织		riki_souvenir_box	riki.mail015	5	1599015	1	1		13015		{4,99,15,1,1}						1
4	99	16	1	一撩心弦		riki_souvenir_box	riki.mail016	5	1599016	1	1		13016		{4,99,16,1,1}						1
4	99	17	1	她的世界		riki_souvenir_box	riki.mail017	5	1599017	1	1		13017		{4,99,17,1,1}						1
4	99	18	1	私藏掠影		riki_souvenir_box	riki.mail018	5	1599018	1	1		13018		{4,99,18,1,1}						1
4	99	19	1	纳福佑安		riki_souvenir_box	riki.mail019	5	1599019	1	1		13019		{4,99,19,1,1}						1
4	99	20	1	蜜意千层		riki_souvenir_box	riki.mail020	5	1599020	1	1		13020		{4,99,20,1,1}						1
4	99	21	1	“福金”与“雾尼”		riki_souvenir_box	riki.mail021	5	1599021	1	1		13021		{4,99,21,1,1}						1
4	99	22	1	心雨谱誓		riki_souvenir_box	riki.mail022	5	1599022	1	1		13022		{4,99,22,1,1}						1
4	99	23	1	肌肤之亲		riki_souvenir_box	riki.mail023	5	1599023	1	1		13023		{4,99,23,1,1}						1
4	99	24	1	坐怀品茗		riki_souvenir_box	riki.mail024	5	1599024	1	1		13024		{4,99,24,1,1}						1
4	99	25	1	时光折痕		riki_souvenir_box	riki.mail025	5	1599025	1	1		13025		{4,99,25,1,1}						1
4	99	26	1	微醺良宵		riki_souvenir_box	riki.mail026	5	1599026	1	1		13026		{4,99,26,1,1}						1
4	99	27	1	丝滑连招		riki_souvenir_box	riki.mail027	5	1599027	1	1		13027		{4,99,27,1,1}						1
4	99	28	1	全息洞察		riki_souvenir_box	riki.mail028	5	1599028	1	1		13028		{4,99,28,1,1}						1
4	99	29	1	恒久星辉		riki_souvenir_box	riki.mail029	5	1599029	1	1		13029		{4,99,29,1,1}						1
4	99	30	1	绯色原野		riki_souvenir_box	riki.mail030	5	1599030	1	1		13030		{4,99,30,1,1}						1
4	99	31	1	秘银契约		riki_souvenir_box	riki.mail031	5	1599031	1	1		13031		{4,99,31,1,1}						1
4	99	32	1	悠然山风		riki_souvenir_box	riki.mail032	5	1599032	1	1		13032		{4,99,32,1,1}						1
4	99	33	1	浮光月相		riki_souvenir_box	riki.mail033	5	1599033	1	1		13033		{4,99,33,1,1}						1
4	99	34	1	慵懒午后		riki_souvenir_box	riki.mail034	5	1599034	1	1		13034		{4,99,34,1,1}						1
4	99	35	1	温愈轻啄		riki_souvenir_box	riki.mail035	5	1599035	1	1		13035		{4,99,35,1,1}						1
4	99	36	1	滋滋热浪		riki_souvenir_box	riki.mail036	5	1599036	1	1		13036		{4,99,36,1,1}						1
4	99	37	1	极光漫映		riki_souvenir_box	riki.mail037	5	1599037	1	1		13037		{4,99,37,1,1}						1
4	99	38	1	斩晦长明		riki_souvenir_box	riki.mail038	5	1599038	1	1		13038		{4,99,38,1,1}						1
4	99	39	1	沉溺港湾		riki_souvenir_box	riki.mail039	5	1599039	1	1		13039		{4,99,39,1,1}						1
4	99	40	1	糯香雪吻		riki_souvenir_box	riki.mail040	5	1599040	1	1		13040		{4,99,40,1,1}						1
4	99	41	1	咫尺醉话		riki_souvenir_box	riki.mail041	5	1599041	1	1		13041		{4,99,41,1,1}						1
4	99	42	1	今夜蚝眠		riki_souvenir_box	riki.mail042	5	1599042	1	1		13042		{4,99,42,1,1}						1
4	99	43	1	余岁相守		riki_souvenir_box	riki.mail043	5	1599043	1	1		13043		{4,99,43,1,1}						1
4	99	44	1	缤纷交响		riki_souvenir_box	riki.mail044	5	1599044	1	1		13044		{4,99,44,1,1}						1
4	99	45	1	靛影赤心		riki_souvenir_box	riki.mail045	5	1599045	1	1		13045		{4,99,45,1,1}						1
4	99	46	1	安卡快乐面		riki_souvenir_box	riki.mail046	5	1599046	1	1		13046		{4,99,46,1,1}						1
4	99	47	1	耀跃闪金		riki_souvenir_box	riki.mail047	5	1599047	1	1		13047		{4,99,47,1,1}						1
4	99	48	1	黏稠蜜语		riki_souvenir_box	riki.mail048	5	1599048	1	1		13048		{4,99,48,1,1}						1
4	99	49	1	软香之拥		riki_souvenir_box	riki.mail049	5	1599049	1	1		13049		{4,99,49,1,1}						1
4	99	50	1	旖旎午后		riki_souvenir_box	riki.mail050	5	1599050	1	1		13050		{4,99,50,1,1}						1
4	99	51	1	浓情荟萃		riki_souvenir_box	riki.mail051	5	1599051	1	1		13051		{4,99,51,1,1}						1
4	99	52	1	灵感与灵犀		riki_souvenir_box	riki.mail052	5	1599052	1	1		13052		{4,99,52,1,1}						1
4	99	53	1	炎炎鲜潮		riki_souvenir_box	riki.mail053	5	1599053	1	1		13053		{4,99,53,1,1}						1
4	99	54	1	轻唤早安		riki_souvenir_box	riki.mail054	5	1599054	1	1		13054		{4,99,54,1,1}						1
4	99	55	1	铠甲小猪		riki_souvenir_box	riki.mail055	5	1599055	1	1		13055		{4,99,55,1,1}						1
4	99	56	1	交颈合欢		riki_souvenir_box	riki.mail056	5	1599056	1	1		13056		{4,99,56,1,1}						1
4	99	57	1	绚染五珍		riki_souvenir_box	riki.mail057	5	1599057	1	1		13057		{4,99,57,1,1}						1
4	99	58	1	绛雪新忆		riki_souvenir_box	riki.mail058	5	1599058	1	1		13058		{4,99,58,1,1}						1
4	99	59	1	歉意咬痕		riki_souvenir_box	riki.mail059	5	1599059	1	1		13059		{4,99,59,1,1}						1
4	99	60	1	芳甜簇拥		riki_souvenir_box	riki.mail060	5	1599060	1	1		13060		{4,99,60,1,1}						1
4	99	61	1	私密融点		riki_souvenir_box	riki.mail061	5	1599061	1	1		13061		{4,99,61,1,1}						1
4	99	62	1	熠熠流光		riki_souvenir_box	riki.mail062	5	1599062	1	1		13062		{4,99,62,1,1}						1
4	99	63	1	懒懒桉睡		riki_souvenir_box	riki.mail063	5	1599063	1	1		13063		{4,99,63,1,1}						1
4	99	64	1	巧绽蕊心		riki_souvenir_box	riki.mail064	5	1599064	1	1		13064		{4,99,64,1,1}						1
4	99	65	1	蜜窝丹颊		riki_souvenir_box	riki.mail065	5	1599065	1	1		13065		{4,99,65,1,1}						1
4	99	66	1	醉吻倾心		riki_souvenir_box	riki.mail066	5	1599066	1	1		13066		{4,99,66,1,1}						1
4	99	67	1	星河拾忆		riki_souvenir_box	riki.mail067	5	1599067	1	1		13067		{4,99,67,1,1}						1
4	99	68	1	渴慕喷发		riki_souvenir_box	riki.mail068	5	1599068	1	1		13068		{4,99,68,1,1}						1
4	99	69	1	青空暖阳		riki_souvenir_box	riki.mail069	5	1599069	1	1		13069		{4,99,69,1,1}						1
4	99	70	1	绚丽构想		riki_souvenir_box	riki.mail070	5	1599070	1	1		13070		{4,99,70,1,1}						1
4	99	71	1	云枕澜波		riki_souvenir_box	riki.mail071	5	1599071	1	1		13071		{4,99,71,1,1}						1
4	99	72	1	垒起爱巢		riki_souvenir_box	riki.mail072	5	1599072	1	1		13072		{4,99,72,1,1}						1
4	99	73	1	黑白协奏		riki_souvenir_box	riki.mail073	5	1599073	1	1		13073		{4,99,73,1,1}						1
4	99	74	1	甜糯感知		riki_souvenir_box	riki.mail074	5	1599074	1	1		13074		{4,99,74,1,1}						1
4	99	75	1	脆声一吻		riki_souvenir_box	riki.mail075	5	1599075	1	1		13075		{4,99,75,1,1}						1
