ID	备注	类型	地图资产路劲	玩法	LuaClass	Loading图	背景音乐	背景环境音	加载额外参数
11318	CH13-Dlc9-L08	0	Level13/Level13_18	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
11319	CH13-Dlc9-L09	0	Level13/Level13_19	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight01,Battle|Off		
11320	CH13-Dlc9-L10	0	Level13/Level13_20	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
11321	CH13-Dlc9-L11	0	Level13/Level13_21	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight01,Battle|Off		
11322	CH13-Dlc9-L12	0	Level13/Level13_22	BP_GameBaseMode	FightMap				
									
11331	CH13-Dlc10-L01	0	Level13/Level13_31	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Battle|Off		
11332	CH13-Dlc10-L02	0	Level13/Level13_32	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Battle|Off		
11333	CH13-Dlc10-L03	0	Level13/Level13_33	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
11334	CH13-Dlc10-L04	0	Level13/Level13_34	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
11335	CH13-Dlc10-L05	0	Level13/Level13_35	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
11336	CH13-Dlc10-L06	0	Level13/Level13_36	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
11337	CH13-Dlc10-L07	0	Level13/Level13_37	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Battle|Off		
11338	CH13-Dlc10-L08	0	Level13/Level13_38	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|BOSS01,Stage|Stage01		
									
11401	CH14-Dlc23-L01	0	Level14/Level14_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
11402	CH14-Dlc23-L02	0	Level14/Level14_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight01,Stage|Stage01		
11403	CH14-Dlc23-L03	0	Level14/Level14_03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01		
11404	CH14-Dlc23-L04	0	Level14/Level14_04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01		
11405	CH14-Dlc23-L05	0	Level14/Level14_05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01		
11406	CH14-Dlc23-L06	0	Level14/Level14_06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
11407	CH14-Dlc23-L07	0	Level14/Level14_07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
11408	CH14-Dlc23-L08	0	Level14/Level14_08	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
11409	CH14-Dlc23-L09	0	Level14/Level14_09	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|BOSS01,Stage|Stage01		
									
11410	CH14-Dlc24-L01	0	Level14/Level14_10	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight01,Stage|Stage01		
11411	CH14-Dlc24-L02	0	Level14/Level14_11	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight01,Stage|Stage01		
11412	CH14-Dlc24-L03	0	Level14/Level14_12	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight02,Stage|Stage01		
11413	CH14-Dlc24-L04	0	Level14/Level14_13	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight02,Stage|Stage01		
11414	CH14-Dlc24-L05	0	Level14/Level14_14	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01	Amb_2D|DLC13|Cave	
11415	CH14-Dlc24-L06	0	Level14/Level14_15	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
11416	CH14-Dlc24-L07	0	Level14/Level14_16	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
11417	CH14-Dlc24-L08	0	Level14/Level14_17	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|BOSS01,Stage|Stage01		
									
11421	CH14-Dlc25-L01	0	Level14/Level14_21	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
11422	CH14-Dlc25-L02	0	Level14/Level14_22	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
11423	CH14-Dlc25-L03	0	Level14/Level14_23	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight02,Stage|Stage01		
11424	CH14-Dlc25-L04	0	Level14/Level14_24	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight02,Stage|Stage01		
11425	CH14-Dlc25-L05	0	Level14/Level14_25	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight02,Stage|Stage01		
11426	CH14-Dlc25-L06	0	Level14/Level14_26	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight03,Stage|Stage01		
11427	CH14-Dlc25-L07	0	Level14/Level14_27	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight03,Stage|Stage01		
11428	CH14-Dlc25-L08	0	Level14/Level14_28	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight03,Stage|Stage01		
11429	CH14-Dlc25-L09	0	Level14/Level14_29	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|BOSS01,Stage|Stage01		
									
11501	CH15-Dlc27-L01	0	Level15/Level15_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight01,Stage|Stage01		
11502	CH15-Dlc27-L02	0	Level15/Level15_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight02,Stage|Stage01		
11503	CH15-Dlc27-L03	0	Level15/Level15_03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight02,Stage|Stage01		
11504	CH15-Dlc27-L04	0	Level15/Level15_04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight02,Stage|Stage01		
11505	CH15-Dlc27-L05	0	Level15/Level15_05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight01,Stage|Stage01		
11506	CH15-Dlc27-L06	0	Level15/Level15_06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight01,Stage|Stage01		
11507	CH15-Dlc27-L07	0	Level15/Level15_07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|Fight01,Stage|Stage01		
11508	CH15-Dlc27-L08	0	Level15/Level15_08	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC16,DLC|BOSS01,Stage|Stage01		
									
11511	CH15-Dlc28-L01	0	Level15/Level15_21	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight01,Stage|Stage01		
11512	CH15-Dlc28-L02	0	Level15/Level15_22	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight02,Stage|Stage01		
11513	CH15-Dlc28-L03	0	Level15/Level15_23	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight02,Stage|Stage01		
11514	CH15-Dlc28-L04	0	Level15/Level15_24	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight02,Stage|Stage01		
11515	CH15-Dlc28-L05	0	Level15/Level15_25	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight01,Stage|Stage01		
11516	CH15-Dlc28-L06	0	Level15/Level15_26	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight03,Stage|Stage01		
11517	CH15-Dlc28-L07	0	Level15/Level15_27	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight03,Stage|Stage01		
11518	CH15-Dlc28-L08	0	Level15/Level15_28	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|BOSS01,Stage|Stage01		
									
11531	CH15-DLC30-L01	0	Level15/Level15_31	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight01,Stage|Stage01		
11532	CH15-DLC30-L02	0	Level15/Level15_32	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight01,Stage|Stage01		
11533	CH15-DLC30-L03	0	Level15/Level15_33	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight02,Stage|Stage01		
11534	CH15-DLC30-L04	0	Level15/Level15_34	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight02,Stage|Stage01		
11535	CH15-DLC30-L05	0	Level15/Level15_35	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight02,Stage|Stage01		
11536	CH15-DLC30-L06	0	Level15/Level15_36	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight03,Stage|Stage01		
11537	CH15-DLC30-L07	0	Level15/Level15_37	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight03,Stage|Stage01		
11538	CH15-DLC30-L08	0	Level15/Level15_38	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight02,Stage|Stage01		
11539	CH15-DLC30-L09	0	Level15/Level15_39	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|BOSS01,Stage|Stage01		
									
									
									
									
									
									
									
									
									
8406	Dlc23-Interest01	0	InterestLevel/DLC23_Interest01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight01,Battle|Off		
8407	Dlc23-Interest02	0	InterestLevel/DLC23_Interest02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off		
8408	Dlc23-Interest03	0	InterestLevel/DLC23_Interest03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight03,Battle|Off		
8409	Dlc23-Interest04	0	InterestLevel/DLC23_Interest04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight01,Battle|Off		
8410	Dlc23-Interest05	0	InterestLevel/DLC23_Interest05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC07,DLC|Fight01,Battle|Off		
8411	Dlc23-Interest06	0	InterestLevel/DLC23_Interest06	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level01,Stage|Stage01,Battle|Off		
8412	Dlc23-Interest07	0	InterestLevel/DLC23_Interest07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
8413	Dlc24-Interest01	0	InterestLevel/DLC24_Interest01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
8414	Dlc24-Interest02	0	InterestLevel/DLC24_Interest02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off	Amb_2D|DLC13|Wave	
8415	Dlc24-Interest03	0	InterestLevel/DLC24_Interest03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage02,Battle|Off	Amb_2D|DLC13|Wave	
8416	Dlc24-Interest04	0	InterestLevel/DLC24_Interest04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage03,Battle|Off	Amb_2D|DLC13|Wave	
8417	Dlc24-Interest05	0	InterestLevel/DLC24_Interest05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off	Amb_2D|DLC13|Wave	
8418	Dlc24-Interest06	0	InterestLevel/DLC24_Interest06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage02,Battle|Off	Amb_2D|DLC13|Wave	
8419	Dlc24-Interest07	0	InterestLevel/DLC24_Interest07	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
7000	Dlc26-Interest01	0	InterestLevel/DLC26_Interest01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off	Amb_2D|DLC13|Wave	
7001	Dlc26-Interest02	0	InterestLevel/DLC26_Interest02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight02,Stage|Stage01,Battle|Off		
7002	Dlc26-Interest03	0	InterestLevel/DLC26_Interest03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
7003	Dlc26-Interest04	0	InterestLevel/DLC26_Interest04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight01,Stage|Stage01,Battle|Off	Amb_2D|DLC13|Wave	
7004	Dlc26-Interest05	0	InterestLevel/DLC26_Interest05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|Fight01		
7005	Dlc26-Interest06	0	InterestLevel/DLC26_Interest06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight02,Stage|Stage01,Battle|Off		
7006	Dlc26-Interest07	0	InterestLevel/DLC26_Interest07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01		
7007	DLC28-Interest01传送门解密	0	InterestLevel/DLC28_Interest01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight01,Battle|Off		
7008	DLC28-Interest02策略挑战	0	InterestLevel/DLC28_Interest02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Battle|Off		
7009	DLC28-Interest03碎箱消消乐1	0	InterestLevel/DLC28_Interest03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
7010	DLC28-Interest04推坑杀敌	0	InterestLevel/DLC28_Interest04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
7011	DLC28-Interest05弓箭射靶	0	InterestLevel/DLC28_Interest05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight02,Battle|Off		
7012	DLC28-Interest06传送门跑酷	0	InterestLevel/DLC28_Interest06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight01,Battle|Off		
7013	DLC28-Interest07碎箱消消乐2	0	InterestLevel/DLC28_Interest07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
7014	DLC31-Interest01碎箱挑战	0	InterestLevel/DLC31_Interest01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC30,DLC|Fight01,Stage|Stage01		
7015	DLC31-Interest02布雷盒反应挑战	0	InterestLevel/DLC31_Interest02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Battle|Off		
7016	DLC31-Interest03跑酷挑战	0	InterestLevel/DLC31_Interest03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
7017	DLC31-Interest04推坑杀敌	0	InterestLevel/DLC31_Interest04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
7018	DLC31-Interest05冲刺挑战1	5	InterestLevel/DLC31_Interest05	/Game/Mod/RocketGame/BP/RocketGameMode.RocketGameMode_C	FightMap		BGM|Fight|Activity|DLC15,DLC|Fight02,Battle|Off		
7019	DLC31-Interest06冲刺挑战2	5	InterestLevel/DLC31_Interest06	/Game/Mod/RocketGame/BP/RocketGameMode.RocketGameMode_C	FightMap		BGM|Fight|Activity|DLC31,DLC|Fight04,Stage|Stage01		
7020	DLC31-Interest07冲刺挑战3	5	InterestLevel/DLC31_Interest07	/Game/Mod/RocketGame/BP/RocketGameMode.RocketGameMode_C	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
7021	DLC36-Interest01气球射击消除1	0	InterestLevel/DLC36_Interest01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC01,DLC|Fight01		
7022	DLC36-Interest02气球射击消除2	0	InterestLevel/DLC36_Interest02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC33,DLC|Fight01,Stage|Stage01		
7023	DLC36-Interest03箱子消消乐1	0	InterestLevel/DLC36_Interest03	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight02,Stage|Stage01		
7024	DLC36-Interest04箱子消消乐2	0	InterestLevel/DLC36_Interest04	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC35,DLC|Fight01,Stage|Stage01		
7025	DLC36-Interest05扭扭车挑战	0	InterestLevel/DLC36_Interest05	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC11,DLC|Fight03,Stage|Stage01,Battle|Off		
7026	DLC36-Interest06推坑杀敌	0	InterestLevel/DLC36_Interest06	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
7027	DLC36-Interest07跑酷挑战	0	InterestLevel/DLC36_Interest07	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC28,DLC|Fight01,Stage|Stage01		
									
									
									
40111	girl011_01	0	ActorLevel/Level_Girl011_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
40112	girl011_02	0	ActorLevel/Level_Girl011_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
40211	girl002_01	0	ActorLevel/Level_Girl002_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
40212	girl002_02	0	ActorLevel/Level_Girl002_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
40311	girl003_01	0	ActorLevel/Level_Girl003_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower05		
40312	girl003_02	0	ActorLevel/Level_Girl003_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower06		
40411	girl004_01	0	ActorLevel/Level_Girl004_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower07		
40412	girl004_02	0	ActorLevel/Level_Girl004_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower08		
40521	girl005_01	0	ActorLevel/Level_Girl005_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower09		
40522	girl005_02	0	ActorLevel/Level_Girl005_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower10		
40611	girl006_01	0	ActorLevel/Level_Girl006_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
40612	girl006_02	0	ActorLevel/Level_Girl006_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
40711	girl007_01	0	ActorLevel/Level_Girl007_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
40712	girl007_02	0	ActorLevel/Level_Girl007_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
40811	girl008_01	0	ActorLevel/Level_Girl008_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
40812	girl008_02	0	ActorLevel/Level_Girl008_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
40511	girl051_01	0	ActorLevel/Level_Girl051_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower07		
40512	girl051_02	0	ActorLevel/Level_Girl051_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower08		
40221	girl022_01	0	ActorLevel/Level_Girl022_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower09		
40222	girl022_02	0	ActorLevel/Level_Girl022_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower10		
41011	girl101_01	0	ActorLevel/Level_Girl101_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
41012	girl101_02	0	ActorLevel/Level_Girl101_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
41111	girl111_01	0	ActorLevel/Level_Girl111_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
41112	girl111_02	0	ActorLevel/Level_Girl111_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
40421	girl0421_01	0	ActorLevel/Level_Girl0421_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
40422	girl0421_02	0	ActorLevel/Level_Girl0421_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
40121	girl0121_01	0	ActorLevel/Level_Girl0121_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower05		
40122	girl0121_02	0	ActorLevel/Level_Girl0121_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower06		
41211	girl1211_01	0	ActorLevel/Level_Girl1211_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower07		
41212	girl1211_02	0	ActorLevel/Level_Girl1211_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower08		
41021	girl1021_01	0	ActorLevel/Level_Girl1021_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower09		
41022	girl1021_02	0	ActorLevel/Level_Girl1021_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower10		
41023	girl1821_01	0	ActorLevel/Level_Girl1821_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower01		
41024	girl1821_02	0	ActorLevel/Level_Girl1821_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower02		
41025	girl11411_01	0	ActorLevel/Level_Girl11411_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower03		
41026	girl11411_02	0	ActorLevel/Level_Girl11411_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower04		
41027	girl11421_01	0	ActorLevel/Level_Girl11421_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
41028	girl11421_02	0	ActorLevel/Level_Girl11421_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
41029	girl11311_01	0	ActorLevel/Level_Girl11311_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
41030	girl11311_02	0	ActorLevel/Level_Girl11311_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
41623	girl1621_01	0	ActorLevel/Level_Girl1621_01	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower11		
41626	girl1621_02	0	ActorLevel/Level_Girl1621_02	BP_GameBaseMode	FightMap		BGM|Fight|Tower|Tower12		
41629	girl11221_01	0	ActorLevel/Level_Girl11221_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
41632	girl11221_02	0	ActorLevel/Level_Girl11221_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
41633	girl11711_01	0	ActorLevel/Level_Girl11711_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
41634	girl11711_02	0	ActorLevel/Level_Girl11711_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
41635	girl11511_01	0	ActorLevel/Level_Girl11511_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
41636	girl11511_02	0	ActorLevel/Level_Girl11511_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
41637	girl11611_01	0	ActorLevel/Level_Girl11611_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
41638	girl11611_02	0	ActorLevel/Level_Girl11611_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC04,DLC|Fight01,Battle|Off		
41651	Girl11121_01	0	ActorLevel/Level_Girl11121_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
41653	Girl11121_02	0	ActorLevel/Level_Girl11121_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
41655	Girl1721_01	0	ActorLevel/Level_Girl1721_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
41659	Girl1721_02	0	ActorLevel/Level_Girl1721_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC02,DLC|Fight01,Battle|Off		
41662	瑟瑞斯-瞬刻-行动_01	0	ActorLevel/Level_Girl11321_01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level01,Stage|Stage01,Battle|Off		
41664	瑟瑞斯-瞬刻-行动_02	0	ActorLevel/Level_Girl11321_02	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level04,Stage|Stage01,Battle|Off		
41665	芬妮-辉耀-行动_01	0	ActorLevel/Level_Girl1831_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|Off		
41666	芬妮-辉耀-行动_02	0	ActorLevel/Level_Girl1831_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|Off		
41667	里芙-无限	0	ActorLevel/Level_Girl1231_01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level02,Stage|Stage01,Battle|Off		
41668	里芙-无限	0	ActorLevel/Level_Girl1231_02	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level04,Stage|Stage01,Battle|Off		
41669	龙舌兰	0	ActorLevel/Level_Girl11811_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
41670	龙舌兰	0	ActorLevel/Level_Girl11811_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
41671	茉莉安·幽潮	0	ActorLevel/Level_Girl1531_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight01,Battle|Off		
41672	茉莉安·幽潮	0	ActorLevel/Level_Girl1531_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
41673	凯茜娅·朝翼	0	ActorLevel/Level_Girl11521_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
41674	凯茜娅·朝翼	0	ActorLevel/Level_Girl11521_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
41675	芙提雅驰掣	0	ActorLevel/Level_Girl1431_01	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01		
41676	芙提雅驰掣	0	ActorLevel/Level_Girl1431_02	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight02,Stage|Stage01		
41677	卜卜01	0	ActorLevel/Level_Girl12011_01	BP_GameBaseMode	FightMap		BGM|Fight|Chapter|Chapter01,Level|Level01,Stage|Stage01,Battle|Off		
