ID	备注	关卡类型(0、通常关,1、Boss关,2、剧情)	挑战次数限制	积分消耗	地图ID	BUFFID（可以多个）	解锁条件	体力消耗(包含进入和通关)	星级条件 {{1,300},{1,180},{2,2}}	出场怪物信息{{G,D,P,L}}	关联growintensity怪物强度模板	关卡详情是否显示怪物列表 0或不配显示奖励列表 1显示怪物列表		是否允许多重战斗	是否显示再次挑战	下一关ID	玩家经验值	角色经验值	队伍规则	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	关卡概念图	任务资源	是否直接进入剧情（1直接进入）
41747	芬妮-澄意-行动_01	0			41693		{{2,41746}}	{0,0}		{400140701,4001410}	1			0	0	41748	0	0	1644	{}	{5090}					{{5,4,8,4,2}}		1801000	ActorTask/ATask_Girl1841_01.ATask_Girl1841_01	
41748	芬妮-澄意-剧情2	2			50000		{{2,41747}}	{0,0}			1			0	0	41749	0	0		{}	{5089}					{{5,4,8,4,1}}		1801000	ActorTask/ATask_Girl1841_PF02.ATask_Girl1841_PF02	1
41749	芬妮-澄意-剧情3	2			50000		{{2,41748}}	{0,0}			1			0	0	41750	0	0		{}	{5089}					{{5,4,8,4,1}}		1801000	ActorTask/ATask_Girl1841_PF03.ATask_Girl1841_PF03	1
41750	芬妮-澄意-行动_02	0	2	3	41694		{{2,41749}}	{0,0}		{4001211,4001213}	1			0	0		0	0		{}	{5090}	{5089}		{{5,4,8,4,1}}		{{5,4,8,4,2}}		1801000	ActorTask/ATask_Girl1841_02.ATask_Girl1841_02	
41751	瑟瑞斯悠游-剧情1	2			50000			{0,0}			1			0	0	41752	0	0		{}	{5091}					{{5,4,13,3,1}}		1801000	ActorTask/ATask_Girl11331_PF01.ATask_Girl11331_PF01	1
41752	瑟瑞斯悠游-剧情2	2			50000		{{2,41751}}	{0,0}			1			0	0	41753	0	0		{}	{5091}					{{5,4,13,3,1}}		1801000	ActorTask/ATask_Girl11331_PF02.ATask_Girl11331_PF02	1
41753	瑟瑞斯悠游-剧情3	2			50000		{{2,41752}}	{0,0}			1			0	0	41754	0	0		{}	{5091}					{{5,4,13,3,1}}		1801000	ActorTask/ATask_Girl11331_PF03.ATask_Girl11331_PF03	1
41754	瑟瑞斯悠游-行动_01	0			41695		{{2,41753}}	{0,0}		{4001407,400130301,400130101,4001409,400130601,500130501}	1			0	0	41755	0	0	1645	{}	{5092}					{{5,4,13,3,2}}		1801000	ActorTask/ATask_Girl11331_01.ATask_Girl11331_01	
41755	瑟瑞斯悠游-行动_02	0	2	3	41696		{{2,41754}}	{0,0}		{400130101,400130301}	1			0	0		0	0		{}	{5092}	{5091}		{{5,4,13,3,1}}		{{5,4,13,3,2}}		1801000	ActorTask/ATask_Girl11331_02.ATask_Girl11331_02	
41756	米娅-剧情1	2			50000			{0,0}			1			0	0	41757	0	0		{}	{5093}					{{5,4,23,1,1}}		1801000	ActorTask/ATask_Girl12311_PF01.ATask_Girl12311_PF01	1
41757	米娅-剧情2	2			50000		{{2,41756}}	{0,0}			1			0	0	41758	0	0		{}	{5093}					{{5,4,23,1,1}}		1801000	ActorTask/ATask_Girl12311_PF02.ATask_Girl12311_PF02	1
41758	米娅-行动01	0			41697		{{2,41757}}	{0,0}		{400130105,4001407,400131005,500130705}	1			0	0	41759	0	0	1646	{}	{5094}					{{5,4,23,1,2}}		1801000	ActorTask/ATask_Girl12311_01.ATask_Girl12311_01	
41759	米娅-剧情3	2			50000		{{2,41758}}	{0,0}			1			0	0	41760	0	0		{}	{5093}					{{5,4,23,1,1}}		1801000	ActorTask/ATask_Girl12311_PF03.ATask_Girl12311_PF03	1
41760	米娅-行动02	0	2	3	41698		{{2,41759}}	{0,0}		{400130105,4001407,400131005,500130705}	1			0	0		0	0		{}	{5094}	{5093}		{{5,4,23,1,1}}		{{5,4,23,1,2}}		1801000	ActorTask/ATask_Girl12311_02.ATask_Girl12311_02	
41761	晴.霆光-剧情1	2			50000			{0,0}			1			0	0	41762	0	0		{}								1801000	ActorTask/ATask_Girl1631_PF01.ATask_Girl1631_PF01	1
41762	晴.霆光-剧情2	2			50000		{{2,41761}}	{0,0}			1			0	0	41763	0	0		{}								1801000	ActorTask/ATask_Girl1631_PF02.ATask_Girl1631_PF02	1
41763	晴.霆光-剧情3	2			50000		{{2,41762}}	{0,0}			1			0	0		0	0		{}								1801000	ActorTask/ATask_Girl1631_PF03.ATask_Girl1631_PF03	1
41764	卜卜灵鉴-剧情1	2			50000			{0,0}			1			0	0	41766	0	0		{}	{5095}					{{5,4,20,2,1}}		1801000	ActorTask/ATask_Girl12021_PF01.ATask_Girl12021_PF01	1
41766	卜卜灵鉴-行动01	0			41699		{{2,41764}}	{0,0}		{400130105,4001407,400131005,500130705}	1			0	0	41765	0	0	1647	{}	{5096}					{{5,4,20,2,2}}		1801000	ActorTask/ATask_Girl12021_01.ATask_Girl12021_01	
41765	卜卜灵鉴-剧情2	2			50000		{{2,41766}}	{0,0}			1			0	0	41767	0	0		{}	{5095}					{{5,4,20,2,1}}		1801000	ActorTask/ATask_Girl12021_PF02.ATask_Girl12021_PF02	1
41767	卜卜灵鉴-剧情3	2			50000		{{2,41765}}	{0,0}			1			0	0	41768	0	0		{}	{5095}					{{5,4,20,2,1}}		1801000	ActorTask/ATask_Girl12021_PF03.ATask_Girl12021_PF03	1
41768	卜卜灵鉴-行动02	0	2	3	41700		{{2,41767}}	{0,0}		{400130105,4001407,400131005,500130705}	1			0	0		0	0		{}	{5096}	{5095}		{{5,4,20,2,1}}		{{5,4,20,2,2}}		1801000	ActorTask/ATask_Girl12021_02.ATask_Girl12021_02	
41769	猫汐尔莲驱-剧情1	2			50000			{0,0}			1			0	0		0	0		{}								1801000	ActorTask/ATask_Girl11231_PF01.ATask_Girl11231_PF01	1
41770	猫汐尔莲驱-剧情2	2			50000		{{2,41769}}	{0,0}			1			0	0	41770	0	0		{}								1801000	ActorTask/ATask_Girl11231_PF02.ATask_Girl11231_PF02	1
41771	猫汐尔莲驱-剧情3	2			50000		{{2,41770}}	{0,0}			1			0	0	41771	0	0		{}								1801000	ActorTask/ATask_Girl11231_PF03.ATask_Girl11231_PF03	1
41772	茉莉安·宵鹰-剧情1	2			50000			{0,0}			1			0	0	41773	0	0		{}	{5099}					{{5,4,5,4,1}}		1801000	ActorTask/ATask_Girl1541_PF01.ATask_Girl1541_PF01	1
41773	茉莉安·宵鹰-剧情2	2			50000		{{2,41772}}	{0,0}			1			0	0	41774	0	0		{}	{5099}					{{5,4,5,4,1}}		1801000	ActorTask/ATask_Girl1541_PF02.ATask_Girl1541_PF02	1
41774	茉莉安·宵鹰-剧情3	2			50000		{{2,41773}}	{0,0}			1			0	0	41775	0	0		{}	{5099}					{{5,4,5,4,1}}		1801000	ActorTask/ATask_Girl1541_PF03.ATask_Girl1541_PF03	1
41775	茉莉安·宵鹰-行动_01	0			41701		{{2,41774}}	{0,0}		{4001005,4003003,4003004,4001002,4003007,4001008,4001017,4003006}	1			0	0	41776	0	0	1649	{}	{5100}					{{5,4,5,4,2}}		1801000	ActorTask/ATask_Girl1541_01.ATask_Girl1541_01	
41776	茉莉安·宵鹰-行动_02	0	2	3	41702		{{2,41775}}	{0,0}		{4003004,4003003,4001005}	1			0	0		0	0		{}	{5100}	{5099}		{{5,4,5,4,1}}		{{5,4,5,4,2}}		1801000	ActorTask/ATask_Girl1541_02.ATask_Girl1541_02	
41777	安卡希雅-时之重奏-剧情1	2			50000			{0,0}			1			0	0	41778	0	0		{}	{5097}					{{5,4,1,3,1}}		1801000	ActorTask/ATask_Girl1131_PF01.ATask_Girl1131_PF01	1
41778	安卡希雅-时之重奏-剧情2	2			50000		{{2,41777}}	{0,0}			1			0	0	41779	0	0		{}	{5097}					{{5,4,1,3,1}}		1801000	ActorTask/ATask_Girl1131_PF02.ATask_Girl1131_PF02	1
41779	安卡希雅-时之重奏-剧情3	2			50000		{{2,41778}}	{0,0}			1			0	0	41780	0	0		{}	{5097}					{{5,4,1,3,1}}		1801000	ActorTask/ATask_Girl1131_PF03.ATask_Girl1131_PF03	1
41780	安卡希雅-时之重奏-行动_01	0			41703		{{2,41779}}	{0,0}		{4001211,4001213,5001209}	1			0	0	41781	0	0	1648	{}	{5098}					{{5,4,1,3,2}}		1801000	ActorTask/ATask_Girl1131_01.ATask_Girl1131_01	
41781	安卡希雅-时之重奏-剧情4	2			50000		{{2,41780}}	{0,0}			1			0	0	41782	0	0		{}	{5097}					{{5,4,1,3,1}}		1801000	ActorTask/ATask_Girl1131_PF04.ATask_Girl1131_PF04	1
41782	安卡希雅-时之重奏-行动_02	0	2	3	41704		{{2,41781}}	{0,0}		{4003003,4003006,4003016,4002006,4001002,4001005,5002010}	1			0	0		0	0		{}	{5098}	{5097}		{{5,4,1,3,1}}		{{5,4,1,3,2}}		1801000	ActorTask/ATask_Girl1131_02.ATask_Girl1131_02	
41783	胧嫣-剧情1	2			50000			{0,0}			1			0	0	41784	0	0		{}	{5101}					{{5,4,24,1,1}}		1801000	ActorTask/ATask_Girl12411_PF01.ATask_Girl12411_PF01	1
41784	胧嫣-剧情2	2			50000		{{2,41783}}	{0,0}			1			0	0	41785	0	0		{}	{5101}					{{5,4,24,1,1}}		1801000	ActorTask/ATask_Girl12411_PF02.ATask_Girl12411_PF02	1
41785	胧嫣-剧情3	2			50000		{{2,41784}}	{0,0}			1			0	0	41786	0	0		{}	{5101}					{{5,4,24,1,1}}		1801000	ActorTask/ATask_Girl12411_PF03.ATask_Girl12411_PF03	1
41786	胧嫣-行动_01	0			41705		{{2,41785}}	{0,0}		{400131005,400130105,4001407,500130705}	1			0	0	41787	0	0	1650	{}	{5102}					{{5,4,24,1,2}}		1801000	ActorTask/ATask_Girl12411_01.ATask_Girl12411_01	
41787	胧嫣-行动_02	0	2	3	41706		{{2,41786}}	{0,0}		{400131005,4001407,400130405}	1			0	0		0	0		{}	{5102}	{5101}		{{5,4,24,1,1}}		{{5,4,24,1,2}}		1801000	ActorTask/ATask_Girl12411_02.ATask_Girl12411_02	
41788	芙提雅炬芯-剧情1	2			50000			{0,0}			1			0	0	41789	0	0		{}								1801000	ActorTask/ATask_Girl1441_PF01.ATask_Girl1441_PF01	1
41789	芙提雅炬芯-剧情2	2			50000		{{2,41788}}	{0,0}			1			0	0	41790	0	0		{}								1801000	ActorTask/ATask_Girl1441_PF02.ATask_Girl1441_PF02	1
41790	芙提雅炬芯-剧情3	2			50000		{{2,41789}}	{0,0}			1			0	0		0	0		{}								1801000	ActorTask/ATask_Girl1441_PF03.ATask_Girl1441_PF03	1
41791	丽芙-剧情1	2			50000			{0,0}			1			0	0	41792	0	0		{}	{5103}					{{5,4,2,4,1}}		1801000	ActorTask/ATask_Girl1241_PF01.ATask_Girl1241_PF01	1
41792	丽芙-剧情2	2			50000		{{2,41791}}	{0,0}			1			0	0	41793	0	0		{}	{5103}					{{5,4,2,4,1}}		1801000	ActorTask/ATask_Girl1241_PF02.ATask_Girl1241_PF02	1
41793	丽芙-行动01	0			41707		{{2,41792}}	{0,0}		{4001211,4001212,4001213,4001216,4001215}	1			0	0	41794	0	0	1651	{}	{5104}					{{5,4,2,4,2}}		1801000	ActorTask/ATask_Girl1241_01.ATask_Girl1241_01	
41794	丽芙-剧情3	2			50000		{{2,41793}}	{0,0}			1			0	0	41795	0	0		{}	{5103}					{{5,4,2,4,1}}		1801000	ActorTask/ATask_Girl1241_PF03.ATask_Girl1241_PF03	1
41795	丽芙-行动02	0	2	3	41708		{{2,41794}}	{0,0}		{400131005,400130105,4001407,500130705}	1			0	0		0	0		{}	{5104}	{5103}		{{5,4,2,4,1}}		{{5,4,2,4,2}}		1801000	ActorTask/ATask_Girl1241_02.ATask_Girl1241_02	
41796	肴	2			50000			{0,0}			1			0	0	41797	0	0		{}								1801000	ActorTask/ATask_Girl11041_PF01.ATask_Girl11041_PF01	1
41797	肴	2			50000		{{2,41796}}	{0,0}			1			0	0	41798	0	0		{}								1801000	ActorTask/ATask_Girl11041_PF02.ATask_Girl11041_PF02	1
41798	肴	2			50000		{{2,41797}}	{0,0}			1			0	0		0	0		{}								1801000	ActorTask/ATask_Girl11041_PF03.ATask_Girl11041_PF03	1
