类型（1角色卡 2武器 3后勤 4怪物 5时装 6剧情 7探索 8配件 9BGM 10CG 11教程界面)	Id(计算task，不能重复)	//注释	国服解锁时间	海外解锁时间	解锁条件（道具GDPL/怪物模板ID）	图素（resource）	图标	和谐图paintingID 目前支持的有角色和时装	扩展参数1	扩展参数2	扩展参数3	扩展参数4	扩展参数5	扩展参数6	扩展参数7	扩展参数8	和谐标签
5	5006	茉莉安-雨燕-一掷千金			{7,5,2,2}				3	{{1694.25,1599.75},{0,0}}			20				
5	5007	晴-藏锋-凛冽冬花			{7,6,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl006a_02/tryGirl_006a_02.tryGirl_006a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5008	芬妮-妄想新星			{7,8,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5009	芬妮-咎冠-蜂刺蔷薇			{7,8,2,2}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5010	肴-工作宗旨			{7,10,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5011	肴-不灭残辉			{7,10,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5012	肴-冬至-粼粼尾浪			{7,10,2,3}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010a_03/tryGirl_010a_03.tryGirl_010a_03		20				
5	5013	恩雅-情迷炎日			{7,11,1,2}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011_02/tryGirl_011_02.tryGirl_011_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5014	猫汐尔-魂灵缚痕			{7,12,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5015	猫汐尔-溯影-灼阳假期			{7,12,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl012a_02/tryGirl_012a_02.tryGirl_012a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5016	辰星-云篆-丹翎野鹤			{7,14,2,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5017	辰星-云篆-波光倩影			{7,14,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014a_03/tryGirl_014a_03.tryGirl_014a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5018	苔丝-魔术师-流放欢愉			{7,17,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl017_02/tryGirl_017_02.tryGirl_017_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5019	里芙-狂猎-霜舞盛典			{7,2,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl002a_03/tryGirl_002a_03.tryGirl_002a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5020	芬妮-咎冠-初晴金雪			{7,8,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008a_03/tryGirl_008a_03.tryGirl_008a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5021	肴-冬至-雪岭焰行			{7,10,2,2}				3	{{1694.25,1599.75},{0,0}}			20				
5	5022	凯茜娅-蓝闪-远曲独舞			{7,15,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015_02/tryGirl_015_02.tryGirl_015_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5023	芙提雅-缄默-狂曲雅跃			{7,4,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004a_03/tryGirl_004a_03.tryGirl_004a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5024	晴-藏锋-循风谍舞			{7,6,2,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5025	芬妮-不灭傲姿			{7,8,1,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5026	安卡希雅-辉夜-东流映荷			{7,1,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl001a_03/tryGirl_001a_03.tryGirl_001a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5027	凯茜娅-蓝闪-日常出行			{7,15,1,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5028	芬妮-咎冠-甜蜜统治·出行	{209910090800}	{209910090800}	{7,8,2,4}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5029	伊切尔-豹豹-迟到花蕾			{7,16,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl016_02/tryGirl_016_02.tryGirl_016_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5030	里芙-狂猎-街头规则			{7,2,2,4}				3	{{1694.25,1599.75},{0,0}}			20				
5	5031	琴诺-悖谬见习侍奉			{7,7,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl007a_02/tryGirl_007a_02.tryGirl_007a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5032	恩雅-羽蜕-轻语疗法			{7,11,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011a_02/tryGirl_011a_02.tryGirl_011a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5033	苔丝-魔术师-秘密约会			{7,17,1,4}				3	{{1694.25,1599.75},{0,0}}			20				
5	5034	芬妮-咎冠-甜蜜统治			{7,8,2,5}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5035	瑟瑞斯-瞬刻-须臾蹁跹			{7,13,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013a_02/tryGirl_013a_02.tryGirl_013a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5036	凯茜娅-蓝闪-精练特助			{7,15,1,4}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5037	猫汐尔-溯影-喵步巧跃			{7,12,2,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5038	芙提雅-不灭耀心			{7,4,1,4}				1	{{1694.25,1599.75},{0,0}}			20				
5	5039	瑟瑞斯-瞬刻-瞬刻妩态			{7,13,2,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5040	里芙-归航一心			{7,2,1,3}				1	{{1694.25,1599.75},{0,0}}			20				
5	5042	里芙-无限之视-爱意凝晶			{7,2,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl002b_02/tryGirl_002b_02.tryGirl_002b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5043	茉莉安-雨燕-绯染夜幕			{7,5,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005a_03/tryGirl_005a_03.tryGirl_005a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5045	芬妮-辉耀-绽于恋时			{7,8,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008b_02/tryGirl_008b_02.tryGirl_008b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5046	伊切尔-豹豹-绒绒漫步			{7,16,1,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5047	凯茜娅-蓝闪-贴身特助			{7,15,1,5}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5048	安卡希雅-不灭榜首			{7,1,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5049	辰星-云篆-点墨化龙			{7,14,2,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014a_04/tryGirl_014a_04.tryGirl_014a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5050	薇蒂雅-龙舌兰-翠翎倩姿			{7,18,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018_02/tryGirl_018_02.tryGirl_018_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5051	凯茜娅-朝翼-沐浪倦姿			{7,15,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015a_02/tryGirl_015a_02.tryGirl_015a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5052	茉莉安-幽潮-灿阳一刻	[202410101000]	[202410101000]	{7,5,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005b_02/tryGirl_005b_02.tryGirl_005b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5053	琴诺-悖谬-静聆潮韵			{7,7,2,4}				3	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl007a_04/tryGirl_007a_04.tryGirl_007a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5054	恩雅-羽蜕-浅憩之处			{7,11,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011a_03/tryGirl_011a_03.tryGirl_011a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5055	芙提雅-驰掣-毛绒派对			{7,4,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004b_02/tryGirl_004b_02.tryGirl_004b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5056	瑟瑞斯-瞬刻-斑斓水色			{7,13,2,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013a_04/tryGirl_013a_04.tryGirl_013a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5057	辰星-不灭守望			{7,14,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5058	恩雅-羽蜕-专属教练			{7,11,2,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5060	伊切尔-豹豹-捕猎演习			{7,16,1,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl016_04/tryGirl_016_04.tryGirl_016_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5061	琴诺-悖谬-清荷雅弈			{7,7,2,5}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl007a_05/tryGirl_007a_05.tryGirl_007a_05	{0.3,{0,0},{0,0},{1,1}}	20				
5	5062	凯茜娅-朝翼-秘密彩蛋			{7,15,2,3}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5063	芙提雅-青叶密裹			{7,4,1,5}				1	{{1694.25,1599.75},{0,0}}			20				
5	5064	凯茜娅-蓝闪-幽闪魅踪			{7,15,1,6}				1	{{1694.25,1599.75},{0,0}}			20				
5	5065	肴-夜天光-暖夜情醺	[202502061000]	[202502061000]	{7,10,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010b_02/tryGirl_010b_02.tryGirl_010b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5066	辰星-琼弦-欣描红妆			{7,14,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014b_02/tryGirl_014b_02.tryGirl_014b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5067	芬妮-辉耀-金狮舞瑞			{7,8,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008b_03/tryGirl_008b_03.tryGirl_008b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5068	芬妮-璨夜华彩			{7,8,1,5}				1	{{1694.25,1599.75},{0,0}}			20				
5	5069	瑟瑞斯-瞬刻-纯白午后			{7,13,2,5}				3	{{1694.25,1599.75},{0,0}}			20				
5	5070	恩雅-澜风-望云清咏			{7,11,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011b_02/tryGirl_011b_02.tryGirl_011b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5071	薇蒂雅-龙舌兰-舞夜与焰			{7,18,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018_03/tryGirl_018_03.tryGirl_018_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5072	茉莉安-幽潮-绒尾迷梦			{7,5,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005b_03/tryGirl_005b_03.tryGirl_005b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5073	芙提雅-驰掣-草莓甜心			{7,4,3,3}				3	{{1694.25,1599.75},{0,0}}			20				
5	5074	里芙-不灭银星			{7,2,1,4}				1	{{1694.25,1599.75},{0,0}}			20				
5	5075	奈莉德-冥河代理人-晨曦统令			{7,21,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl021_02/tryGirl_021_02.tryGirl_021_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5076	妮塔-悸响-林间潋滟			{7,3,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl003a_02/tryGirl_003a_02.tryGirl_003a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5077	凯茜娅-朝翼-绮锦流韵			{7,15,2,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015a_04/tryGirl_015a_04.tryGirl_015a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5078	卜卜-小天师-元气愈养			{7,20,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl020_02/tryGirl_020_02.tryGirl_020_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5079	芬妮-辉耀-疾速耀星			{7,8,3,4}				3	{{1694.25,1599.75},{0,0}}			20				
5	5080	肴-冬至-暧馨侍奉			{7,10,2,4}				1	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010a_04/tryGirl_010a_04.tryGirl_010a_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5081	薇蒂雅【天鹅座】-云端之邀			{7,18,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018a_02/tryGirl_018a_02.tryGirl_018a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5082	芙提雅【驰掣】-泳池护卫			{7,4,3,4}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004b_04/tryGirl_004b_04.tryGirl_004b_04	{0.3,{0,0},{0,0},{1,1}}	20				
5	5083	辰星【琼弦】-慵倚花阴			{7,14,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl014b_03/tryGirl_014b_03.tryGirl_014b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5084	里芙【无限之视】-引风飒意			{7,2,3,3}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5085	瑟瑞斯-战损			{7,13,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5086	芬妮【辉耀】-本体			{7,8,3,5}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5087	凯茜娅【狂诗】-星抚恋音			{7,15,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015b_02/tryGirl_015b_02.tryGirl_015b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5088	苔丝【绮幻】-恋如花舞	{202507241000}	{202507241000}	{7,17,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl017a_02/tryGirl_017a_02.tryGirl_017a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5089	恩雅【澜风】-秘密侍奉			{7,11,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl011b_03/tryGirl_011b_03.tryGirl_011b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5090	卜卜【小天师】-畅饮狂欢			{7,20,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl020_03/tryGirl_020_03.tryGirl_020_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5091	茉莉安【幽潮】-甜蜜困扰			{7,5,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5092	芙提雅【小太阳】-炽灼迸裂			{7,4,1,6}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5093	吸血鬼少女-小天使（商城￥118）			{7,22,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl022_02/tryGirl_022_02.tryGirl_022_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5094	妮塔【悸响】-舞娘（商城￥118）			{7,3,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl003a_03/tryGirl_003a_03.tryGirl_003a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5095	肴【夜天光】-女骑士（商城￥118）			{7,10,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl010b_03/tryGirl_010b_03.tryGirl_010b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5096	卜卜【小天师】-BP皮肤			{7,20,1,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5097	猫汐尔【猫猫】-战损（月卡商店兑换）			{7,12,1,3}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5098	安卡希雅泳装-叶荫闲趣			{7,1,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5099	芬妮澄意泳装-夕晖蜜约			{7,8,4,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008c_02/tryGirl_008c_02.tryGirl_008c_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5100	瑟瑞斯悠游泳装-碧波浮游	{202510161000}	{202510161000}	{7,13,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013b_02/tryGirl_013b_02.tryGirl_013b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5101	辰星琼弦BP皮肤-柔倚身畔			{7,14,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5102	薇蒂雅泳装-海境鲛梦			{7,18,2,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl018a_03/tryGirl_018a_03.tryGirl_018a_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5103	奈莉德泳装-热沙激浪			{7,21,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl021_03/tryGirl_021_03.tryGirl_021_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5104	晴巫女皮-清光虔愿	{202511271000}	{202511271000}	{7,6,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl006b_02/tryGirl_006b_02.tryGirl_006b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5105	肴bp皮-暖雾凝眸			{7,10,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5106	凯茜娅精灵皮-花间蝶踪			{7,15,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl015b_03/tryGirl_015b_03.tryGirl_015b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5107	米娅胶衣皮-暗空魅影			{7,23,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl023_02/tryGirl_023_02.tryGirl_023_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5108	晴战损皮肤-不灭锋铭			{7,6,1,2}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5109	芬妮澄意驯鹿皮肤-颂夜欢歌			{7,8,4,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl008c_03/tryGirl_008c_03.tryGirl_008c_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5110	恩雅澜风bp-恋恋秋行			{7,11,3,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5111	猫汐尔修女皮肤-喵语祈念	{202601011000}	{202601011000}	{7,12,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl012b_02/tryGirl_012b_02.tryGirl_012b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5112	卜卜魔法少女-绮恋星灵			{7,20,2,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl020a_02/tryGirl_020a_02.tryGirl_020a_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5113	安卡希雅-时之重奏【缘音回响】（花嫁/互动包/商城￥188）			{7,1,3,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl001b_02/tryGirl_001b_02.tryGirl_001b_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5114	茉莉安-霄鹰【纯白恋羽】（花嫁/互动包/商城￥188）	[202602121000]	[202602121000]	{7,5,4,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl005c_02/tryGirl_005c_02.tryGirl_005c_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5115	瑟瑞斯-悠游【霄倾君怀】（锦鲤仙子/商城￥118）			{7,13,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl013b_03/tryGirl_013b_03.tryGirl_013b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5116	米娅-星彩【祥云徜戏】（中式旗袍/商城￥118）			{7,23,1,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl023_03/tryGirl_023_03.tryGirl_023_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5117	奈莉德-冥河代理人【游闲心舒】（BP/汐梦凭证）			{7,21,1,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5118	肴-养生专家【名称待定】（工作宗旨皮肤重置/签到送）			{7,10,1,4}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5119	胧嫣-华丽礼服			{7,24,1,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl024_02/tryGirl_024_02.tryGirl_024_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5120	芙提雅换装3-龙袍（仅头套配件/愚人节免费赠送）	[202605221000]	[202605221000]	{7,4,4,2}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl004c_02/tryGirl_004c_02.tryGirl_004c_02	{0.3,{0,0},{0,0},{1,1}}	20				
5	5121	晴-霆光-国风仙侠			{7,6,3,3}				2	{{1694.25,1599.75},{0,0}}	/Game/Spine/Hero/Girl006b_03/tryGirl_006b_03.tryGirl_006b_03	{0.3,{0,0},{0,0},{1,1}}	20				
5	5122	芬妮-澄意【BP皮肤】			{7,8,4,4}				3	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
5	5123	SR恩雅-战损（月卡商店兑换）			{7,11,1,3}				1	{{1694.25,1599.75},{0,0}}		{0.3,{0,0},{0,0},{1,1}}	20				
7	7101	《聆听我教福谕诸书》第一章			{1,10001}				2100240		1500001						
7	7102	《聆听我教福谕诸书》第二章			{1,10002}				2100240		1500001						
7	7103	《聆听我教福谕诸书》第三章			{1,10003}				2100240		1500001						
7	7104	《聆听我教福谕诸书》第四章			{1,10004}				2100240		1500001						
7	7105	汉斯的日记1			{1,10005}				2100240		1500001						
7	7106	汉斯的日记2			{1,10006}				2100240		1500001						
7	7107	汉斯的日记3			{1,10007}				2100240		1500001						
7	7108	汉斯的日记4			{1,10008}				2100240		1500001						
7	7109	汉斯的日记5			{1,10009}				2100240		1500001						
7	7110	爱思特日志01			{1,10010}				2100240		1500001						
7	7111	爱思特日志02			{1,10011}				2100240		1500001						
7	7112	爱思特日志03			{1,10012}				2100240		1500001						
7	7113	爱思特日志04			{1,10013}				2100240		1500001						
7	7114	爱思特日志05			{1,10014}				2100240		1500001						
7	7115	爱思特日志06			{1,10015}				2100240		1500001						
7	7116	狼嗥日志1			{1,60010}				2100240		1500001						
7	7117	狼嗥日志2			{1,60011}				2100240		1500001						
7	7118	狼嗥日志3			{1,60012}				2100240		1500001						
7	7119	狼嗥日志4			{1,60013}				2100240		1500001						
7	7120	狼嗥日志5			{1,60014}				2100240		1500001						
7	7121	狼嗥日志6			{1,10016}				2100240		1500001						
7	7122	狼嗥日志7			{1,60015}				2100240		1500001						
7	7123	反明灯新仪联盟01			{1,10017}				2100240		1500001						
7	7124	反明灯新仪联盟02			{1,10018}				2100240		1500001						
7	7125	王图的日志1			{1,10019}				2100240		1500001		2				
7	7126	王图的日志2			{1,10020}				2100240		1500001		2				
7	7127	王图的日志3			{1,10021}				2100240		1500001		2				
7	7128	研究员帕里的日记			{1,10022}				2100240		1500001		2				
7	7129	研究员卡尔的日记			{1,10023}				2100240		1500001		2				
7	7130	研究员璐璐的日记			{1,10024}				2100240		1500001		2				
7	7131	一次问答			{1,10025}				2100240		1500001		2				
7	7132	每日新闻			{1,10026}				2100240		1500001		2				
7	7133	广告邮件			{1,10027}				2100240		1500001		2				
7	7134	论坛记录			{1,10028}				2100240		1500001		2				
7	7135	烧掉树冠			{1,10029}				2100240		1500001		2				
7	7136	退稿邮件			{1,10030}				2100240		1500001		2				
7	7137	郊狼语音			{1,10031}				2100240		1500001		2				
7	7138	猎杀者日志1			{1,10032}				2100240		1500001		2				
7	7139	猎杀者日志2			{1,10033}				2100240		1500001		2				
7	7140	清理部队日志1			{1,10034}				2100240		1500001		2				
7	7141	清理部队日志2			{1,10035}				2100240		1500001		2				
7	7142	猎杀者日志3			{1,10036}				2100240		1500001		2				
7	7143	成年病实验体01			{1,10037}				2100240		1500001		2				
7	7144	成年病实验体02			{1,10038}				2100240		1500001		2				
7	7145	耶洛沙见闻录			{1,10039}				2100240		1500001						
7	7146	随行队员的记录			{1,10040}				2100240		1500001						
7	7147	银鸥船队			{1,10041}				2100240		1500001						
7	7148	巡查官米尔伍德			{1,10042}				2100240		1500001						
7	7149	“飞瀑”计划书			{1,10043}				2100240		1500001						
7	7150	特罗菲姆博士的记录			{1,10044}				2100240		1500001						
7	7151	副队长的记录			{1,10045}				2100240		1500001						
7	7152	被截获的邮件			{1,10046}				2100240		1500001						
7	7153	“胜利”号航海日志			{1,10047}				2100240		1500001						
7	7154	第二港口			{1,10048}				2100240		1500001						
7	7155	谢尔盖·多勃雷宁			{1,10049}				2100240		1500001						
7	7156	新贵族与奥尔洛娃			{1,10050}				2100240		1500001						
7	7203	提瓦克			{2,20003}				2100241	2100261	1500003						
7	7204	阿里与尼诺			{2,20004}				2100241	2100261	1500003						
7	7205	“第一”先生			{2,20005}				2100241	2100261	1500003						
7	7206	奔跑吧，飒			{2,20006}				2100241	2100261	1500003						
7	7207	琳和李墨			{2,20007}				2100241	2100261	1500003						
7	7208	等待公司			{2,20008}				2100241	2100261	1500003		2				
7	7209	魂兮归来			{2,20009}				2100241	2100261	1500003		2				
7	7210	智能匹配			{2,20010}				2100241	2100261	1500003		2				
7	7211	想见她			{2,20011}				2100241	2100261	1500003		2				
7	7212	盲			{2,20012}				2100241	2100261	1500003		2				
