riki表种的ID	语音顺序	Voices_wwise表中的ID	备注1	角色ID	UI表中的key	角色形态
1191	7	rikienterlevel1	战斗开始1	1020	ui.RikiRoleSound5_1	
1191	8	rikienterlevel2	战斗开始2	1020	ui.RikiRoleSound5_2	
1191	9	rikiwin1	战斗胜利1	1020	ui.RikiRoleSound6_1	
1191	10	rikiwin2	战斗胜利2	1020	ui.RikiRoleSound6_2	
1191	11	lose	战斗失败	1020	ui.RikiRoleSound7	
1191	12	skill04	连携技/QTE	1020	ui.RikiRoleSound13	
1191	13	skill03	大招	1020	ui.RikiRoleSound14	
1191	14	reload	换弹	1020	ui.RikiRoleSound15	
1191	15	touch	场景交互	1020	ui.RikiRoleSound16	
1191	25	rikitaskfinish1	报告阶段目标达成	1020	ui.RikiRoleSound26	
1191	23	rikiexchange1	人物切换登场	1020	ui.RikiRoleSound24	
1191	18	wavelittle	少量敌人出现	1020	ui.RikiRoleSound19	
1191	19	wavemany	大量敌人出现	1020	ui.RikiRoleSound20	
1191	20	killmonster001	消灭普通敌人	1020	ui.RikiRoleSound21	
1191	21	killmonster002	消灭精英敌人	1020	ui.RikiRoleSound22	
1191	22	killmonster003	消灭boss	1020	ui.RikiRoleSound23	
1191	26	rikitaskfinish2	报告阶段目标达成	1020	ui.RikiRoleSound27	
1191	24	rikiexchange2	人物切换登场	1020	ui.RikiRoleSound25	
1113	1	main001	登陆	1211	ui.RikiRoleSound1	
1113	2	rikigacha	抽卡	1211	ui.RikiRoleSound2	
1113	3	main002	看板娘展示1	1211	ui.RikiRoleSound3	
1113	4	main003	看板娘展示2	1211	ui.RikiRoleSound4	
1113	5	main101	看板娘展示3	1211	ui.RikiRoleSound9	
1113	6	main201	看板娘展示4	1211	ui.RikiRoleSound10	
1113	7	rikienterlevel1	战斗开始1	1211	ui.RikiRoleSound5_1	
1113	8	rikienterlevel2	战斗开始2	1211	ui.RikiRoleSound5_2	
1113	9	rikiwin1	战斗胜利1	1211	ui.RikiRoleSound6_1	
1113	10	rikiwin2	战斗胜利2	1211	ui.RikiRoleSound6_2	
1113	11	lose	战斗失败	1211	ui.RikiRoleSound7	
1113	12	skill04	连携技/QTE	1211	ui.RikiRoleSound13	
1113	13	skill03	大招	1211	ui.RikiRoleSound14	
1113	14	reload	换弹	1211	ui.RikiRoleSound15	
1113	15	touch	场景交互	1211	ui.RikiRoleSound16	
1113	16	taskfinish	报告阶段目标达成	1211	ui.RikiRoleSound17	
1113	23	rikiexchange1	人物切换登场	1211	ui.RikiRoleSound24	
1113	18	wavelittle	少量敌人出现	1211	ui.RikiRoleSound19	
1113	19	wavemany	大量敌人出现	1211	ui.RikiRoleSound20	
1113	20	killmonster001	消灭普通敌人	1211	ui.RikiRoleSound21	
1113	21	killmonster002	消灭精英敌人	1211	ui.RikiRoleSound22	
1113	22	killmonster003	消灭boss	1211	ui.RikiRoleSound23	
1113	24	rikiexchange2	人物切换登场	1211	ui.RikiRoleSound25	
1032	1	main001	登陆	1103	ui.RikiRoleSound1	
1032	2	rikigacha	抽卡	1103	ui.RikiRoleSound2	
1032	3	main002	看板娘展示1	1103	ui.RikiRoleSound3	
1032	4	main003	看板娘展示2	1103	ui.RikiRoleSound4	
1032	5	main101	看板娘展示3	1103	ui.RikiRoleSound9	
1032	6	main201	看板娘展示4	1103	ui.RikiRoleSound10	
1032	7	rikienterlevel1	战斗开始1	1103	ui.RikiRoleSound5_1	
1032	8	rikienterlevel2	战斗开始2	1103	ui.RikiRoleSound5_2	
1032	9	rikiwin1	战斗胜利1	1103	ui.RikiRoleSound6_1	
1032	10	rikiwin2	战斗胜利2	1103	ui.RikiRoleSound6_2	
1032	11	lose	战斗失败	1103	ui.RikiRoleSound7	
1032	12	skill04	连携技/QTE	1103	ui.RikiRoleSound13	
1032	13	skill03	大招	1103	ui.RikiRoleSound14	
1032	14	reload	换弹	1103	ui.RikiRoleSound15	
1032	15	touch	场景交互	1103	ui.RikiRoleSound16	
1032	16	rikitaskfinish1	报告阶段目标达成	1103	ui.RikiRoleSound26	
1032	17	rikitaskfinish2	报告阶段目标达成	1103	ui.RikiRoleSound27	
1032	18	wavelittle	少量敌人出现	1103	ui.RikiRoleSound19	
1032	19	wavemany	大量敌人出现	1103	ui.RikiRoleSound20	
1032	20	killmonster001	消灭普通敌人	1103	ui.RikiRoleSound21	
1032	21	killmonster002	消灭精英敌人	1103	ui.RikiRoleSound22	
1032	22	killmonster003	消灭boss	1103	ui.RikiRoleSound23	
1032	23	rikiexchange1	人物切换登场	1103	ui.RikiRoleSound24	
1032	24	rikiexchange2	人物切换登场	1103	ui.RikiRoleSound25	
1120	1	main001	登陆	1021	ui.RikiRoleSound1	
1120	2	rikigacha	抽卡	1021	ui.RikiRoleSound2	
1120	3	main002	看板娘展示1	1021	ui.RikiRoleSound3	
1120	4	main003	看板娘展示2	1021	ui.RikiRoleSound4	
1120	5	main101	看板娘展示3	1021	ui.RikiRoleSound9	
1120	6	main201	看板娘展示4	1021	ui.RikiRoleSound10	
1120	7	rikienterlevel1	战斗开始1	1021	ui.RikiRoleSound5_1	
1120	8	rikienterlevel2	战斗开始2	1021	ui.RikiRoleSound5_2	
1120	9	rikiwin1	战斗胜利1	1021	ui.RikiRoleSound6_1	
1120	10	rikiwin2	战斗胜利2	1021	ui.RikiRoleSound6_2	
1120	11	lose	战斗失败	1021	ui.RikiRoleSound7	
1120	12	skill04	连携技/QTE	1021	ui.RikiRoleSound13	
1120	13	skill03	大招	1021	ui.RikiRoleSound14	
1120	14	reload	换弹	1021	ui.RikiRoleSound15	
1120	15	touch	场景交互	1021	ui.RikiRoleSound16	
1120	16	rikitaskfinish1	报告阶段目标达成	1021	ui.RikiRoleSound26	
1120	17	rikitaskfinish2	报告阶段目标达成	1021	ui.RikiRoleSound27	
1120	18	rikiwavelittle	少量敌人出现	1021	ui.RikiRoleSound19	
1120	19	wavemany	大量敌人出现	1021	ui.RikiRoleSound20	
1120	20	killmonster001	消灭普通敌人	1021	ui.RikiRoleSound21	
1120	21	killmonster002	消灭精英敌人	1021	ui.RikiRoleSound22	
1120	22	killmonster003	消灭boss	1021	ui.RikiRoleSound23	
1120	23	rikiexchange1	人物切换登场	1021	ui.RikiRoleSound24	
1120	24	rikiexchange2	人物切换登场	1021	ui.RikiRoleSound25	
1182	1	main001	登陆	1118	ui.RikiRoleSound1	
1182	2	gacha	抽卡	1118	ui.RikiRoleSound2	
1182	3	main002	看板娘展示1	1118	ui.RikiRoleSound3	
1182	4	main003	看板娘展示2	1118	ui.RikiRoleSound4	
1182	5	main101	看板娘展示3	1118	ui.RikiRoleSound9	
1182	6	main201	看板娘展示4	1118	ui.RikiRoleSound10	
1182	7	rikienterlevel1	战斗开始1	1118	ui.RikiRoleSound5_1	
1182	8	rikienterlevel2	战斗开始2	1118	ui.RikiRoleSound5_2	
1182	9	rikiwin1	战斗胜利1	1118	ui.RikiRoleSound6_1	
1182	10	rikiwin2	战斗胜利2	1118	ui.RikiRoleSound6_2	
1182	11	lose	战斗失败	1118	ui.RikiRoleSound7	
1182	12	rikiskill04	连携技/QTE	1118	ui.RikiRoleSound13	
1182	13	rikiskill03	大招	1118	ui.RikiRoleSound14	
1182	14	reload	换弹	1118	ui.RikiRoleSound15	
1182	15	touch	场景交互	1118	ui.RikiRoleSound16	
1182	16	rikitaskfinish1	报告阶段目标达成	1118	ui.RikiRoleSound26	
1182	17	rikitaskfinish2	报告阶段目标达成	1118	ui.RikiRoleSound27	
1182	18	rikiwavelittle	少量敌人出现	1118	ui.RikiRoleSound19	
1182	19	wavemany	大量敌人出现	1118	ui.RikiRoleSound20	
1182	20	killmonster001	消灭普通敌人	1118	ui.RikiRoleSound21	
1182	21	killmonster002	消灭精英敌人	1118	ui.RikiRoleSound22	
1182	22	killmonster003	消灭boss	1118	ui.RikiRoleSound23	
1182	23	rikiexchange1	人物切换登场	1118	ui.RikiRoleSound24	
1182	24	rikiexchange2	人物切换登场	1118	ui.RikiRoleSound25	
1153	1	main001	登陆	1215	ui.RikiRoleSound1	
1153	2	rikigacha	抽卡	1215	ui.RikiRoleSound2	
1153	3	main002	看板娘展示1	1215	ui.RikiRoleSound3	
1153	4	main003	看板娘展示2	1215	ui.RikiRoleSound4	
1153	5	main101	看板娘展示3	1215	ui.RikiRoleSound9	
1153	6	main201	看板娘展示4	1215	ui.RikiRoleSound10	
1153	7	rikienterlevel1	战斗开始1	1215	ui.RikiRoleSound5_1	
1153	8	rikienterlevel2	战斗开始2	1215	ui.RikiRoleSound5_2	
1153	9	rikiwin1	战斗胜利1	1215	ui.RikiRoleSound6_1	
1153	10	rikiwin2	战斗胜利2	1215	ui.RikiRoleSound6_2	
1153	11	lose	战斗失败	1215	ui.RikiRoleSound7	
1153	12	rikiskill04	连携技/QTE	1215	ui.RikiRoleSound13	
1153	13	rikiskill03	大招	1215	ui.RikiRoleSound14	
1153	14	reload	换弹	1215	ui.RikiRoleSound15	
1153	15	touch	场景交互	1215	ui.RikiRoleSound16	
1153	16	rikitaskfinish1	报告阶段目标达成	1215	ui.RikiRoleSound26	
1153	17	rikitaskfinish2	报告阶段目标达成	1215	ui.RikiRoleSound27	
1153	18	rikiwavelittle	少量敌人出现	1215	ui.RikiRoleSound19	
1153	19	wavemany	大量敌人出现	1215	ui.RikiRoleSound20	
1153	20	killmonster001	消灭普通敌人	1215	ui.RikiRoleSound21	
1153	21	killmonster002	消灭精英敌人	1215	ui.RikiRoleSound22	
1153	22	killmonster003	消灭boss	1215	ui.RikiRoleSound23	
1153	23	rikiexchange1	人物切换登场	1215	ui.RikiRoleSound24	
1153	24	rikiexchange2	人物切换登场	1215	ui.RikiRoleSound25	
1172	1	main001	登陆	1117	ui.RikiRoleSound1	
1172	2	rikigacha	抽卡	1117	ui.RikiRoleSound2	
1172	3	main002	看板娘展示1	1117	ui.RikiRoleSound3	
1172	4	main003	看板娘展示2	1117	ui.RikiRoleSound4	
1172	5	main101	看板娘展示3	1117	ui.RikiRoleSound9	
1172	6	main201	看板娘展示4	1117	ui.RikiRoleSound10	
1172	7	rikienterlevel1	战斗开始1	1117	ui.RikiRoleSound5_1	
1172	8	rikienterlevel2	战斗开始2	1117	ui.RikiRoleSound5_2	
1172	9	rikiwin1	战斗胜利1	1117	ui.RikiRoleSound6_1	
1172	10	rikiwin2	战斗胜利2	1117	ui.RikiRoleSound6_2	
1172	11	lose	战斗失败	1117	ui.RikiRoleSound7	
1172	12	rikiskill04	连携技/QTE	1117	ui.RikiRoleSound13	
1172	13	rikiskill03	大招	1117	ui.RikiRoleSound14	
1172	14	reload	换弹	1117	ui.RikiRoleSound15	
1172	15	touch	场景交互	1117	ui.RikiRoleSound16	
1172	16	rikitaskfinish1	报告阶段目标达成	1117	ui.RikiRoleSound26	
1172	17	rikitaskfinish2	报告阶段目标达成	1117	ui.RikiRoleSound27	
1172	18	rikiwavelittle	少量敌人出现	1117	ui.RikiRoleSound19	
1172	19	wavemany	大量敌人出现	1117	ui.RikiRoleSound20	
1172	20	killmonster001	消灭普通敌人	1117	ui.RikiRoleSound21	
1172	21	killmonster002	消灭精英敌人	1117	ui.RikiRoleSound22	
1172	22	killmonster003	消灭boss	1117	ui.RikiRoleSound23	
1172	23	rikiexchange1	人物切换登场	1117	ui.RikiRoleSound24	
1172	24	rikiexchange2	人物切换登场	1117	ui.RikiRoleSound25	
1201	1	main001	登陆	1022	ui.RikiRoleSound1	
1201	2	gacha	抽卡	1022	ui.RikiRoleSound2	
1201	3	main002	看板娘展示1	1022	ui.RikiRoleSound3	
1201	4	main003	看板娘展示2	1022	ui.RikiRoleSound4	
1201	5	main101	看板娘展示3	1022	ui.RikiRoleSound9	
1201	6	main201	看板娘展示4	1022	ui.RikiRoleSound10	
1201	7	rikienterlevel1	战斗开始1	1022	ui.RikiRoleSound5_1	
1201	8	rikienterlevel2	战斗开始2	1022	ui.RikiRoleSound5_2	
1201	9	rikiwin1	战斗胜利1	1022	ui.RikiRoleSound6_1	
1201	10	rikiwin2	战斗胜利2	1022	ui.RikiRoleSound6_2	
1201	11	lose	战斗失败	1022	ui.RikiRoleSound7	
1201	12	skill04	连携技/QTE	1022	ui.RikiRoleSound13	
1201	13	skill03	大招	1022	ui.RikiRoleSound14	
1201	14	reload	换弹	1022	ui.RikiRoleSound15	
1201	15	touch	场景交互	1022	ui.RikiRoleSound16	
1201	16	rikitaskfinish1	报告阶段目标达成	1022	ui.RikiRoleSound26	
1201	17	rikitaskfinish2	报告阶段目标达成	1022	ui.RikiRoleSound27	
1201	18	rikiwavelittle	少量敌人出现	1022	ui.RikiRoleSound19	
1201	19	wavemany	大量敌人出现	1022	ui.RikiRoleSound20	
1201	20	killmonster001	消灭普通敌人	1022	ui.RikiRoleSound21	
1201	21	killmonster002	消灭精英敌人	1022	ui.RikiRoleSound22	
1201	22	killmonster003	消灭boss	1022	ui.RikiRoleSound23	
1201	23	rikiexchange1	人物切换登场	1022	ui.RikiRoleSound24	
1201	24	rikiexchange2	人物切换登场	1022	ui.RikiRoleSound25	
1084	1	main001	登陆	1308	ui.RikiRoleSound1	
1084	2	gacha	抽卡	1308	ui.RikiRoleSound2	
1084	3	main002	看板娘展示1	1308	ui.RikiRoleSound3	
1084	4	main003	看板娘展示2	1308	ui.RikiRoleSound4	
1084	5	main101	看板娘展示3	1308	ui.RikiRoleSound9	
1084	6	main201	看板娘展示4	1308	ui.RikiRoleSound10	
1084	7	rikienterlevel1	战斗开始1	1308	ui.RikiRoleSound5_1	
1084	8	rikienterlevel2	战斗开始2	1308	ui.RikiRoleSound5_2	
1084	9	rikiwin1	战斗胜利1	1308	ui.RikiRoleSound6_1	
1084	10	rikiwin2	战斗胜利2	1308	ui.RikiRoleSound6_2	
1084	11	lose	战斗失败	1308	ui.RikiRoleSound7	
1084	12	rikiskill04	连携技/QTE	1308	ui.RikiRoleSound13	
1084	13	rikiskill03	大招	1308	ui.RikiRoleSound14	
1084	14	reload	换弹	1308	ui.RikiRoleSound15	
1084	15	touch	场景交互	1308	ui.RikiRoleSound16	
1084	16	rikitaskfinish1	报告阶段目标达成	1308	ui.RikiRoleSound26	
1084	17	rikitaskfinish2	报告阶段目标达成	1308	ui.RikiRoleSound27	
1084	18	rikiwavelittle	少量敌人出现	1308	ui.RikiRoleSound19	
1084	19	wavemany	大量敌人出现	1308	ui.RikiRoleSound20	
1084	20	killmonster001	消灭普通敌人	1308	ui.RikiRoleSound21	
1084	21	killmonster002	消灭精英敌人	1308	ui.RikiRoleSound22	
1084	22	killmonster003	消灭boss	1308	ui.RikiRoleSound23	
1084	23	rikiexchange1	人物切换登场	1308	ui.RikiRoleSound24	
1084	24	rikiexchange2	人物切换登场	1308	ui.RikiRoleSound25	
1212	1	main001	登陆	1213	ui.RikiRoleSound1	
1212	2	gacha	抽卡	1213	ui.RikiRoleSound2	
1212	3	main002	看板娘展示1	1213	ui.RikiRoleSound3	
1212	4	main003	看板娘展示2	1213	ui.RikiRoleSound4	
1212	5	main101	看板娘展示3	1213	ui.RikiRoleSound9	
1212	6	main201	看板娘展示4	1213	ui.RikiRoleSound10	
1212	7	rikienterlevel1	战斗开始1	1213	ui.RikiRoleSound5_1	
1212	8	rikienterlevel2	战斗开始2	1213	ui.RikiRoleSound5_2	
1212	9	rikiwin1	战斗胜利1	1213	ui.RikiRoleSound6_1	
1212	10	rikiwin2	战斗胜利2	1213	ui.RikiRoleSound6_2	
1212	11	lose	战斗失败	1213	ui.RikiRoleSound7	
1212	12	rikiskill04	连携技/QTE	1213	ui.RikiRoleSound13	
1212	13	rikiskill03	大招	1213	ui.RikiRoleSound14	
1212	14	reload	换弹	1213	ui.RikiRoleSound15	
1212	15	touch	场景交互	1213	ui.RikiRoleSound16	
1212	16	rikitaskfinish1	报告阶段目标达成	1213	ui.RikiRoleSound26	
1212	17	rikitaskfinish2	报告阶段目标达成	1213	ui.RikiRoleSound27	
1212	18	rikiwavelittle	少量敌人出现	1213	ui.RikiRoleSound19	
1212	19	wavemany	大量敌人出现	1213	ui.RikiRoleSound20	
1212	20	killmonster001	消灭普通敌人	1213	ui.RikiRoleSound21	
1212	21	killmonster002	消灭精英敌人	1213	ui.RikiRoleSound22	
1212	22	killmonster003	消灭boss	1213	ui.RikiRoleSound23	
1212	23	rikiexchange1	人物切换登场	1213	ui.RikiRoleSound24	
1212	24	rikiexchange2	人物切换登场	1213	ui.RikiRoleSound25	
1063	1	main001	登陆	1206	ui.RikiRoleSound1	
1063	2	gacha	抽卡	1206	ui.RikiRoleSound2	
1063	3	main002	看板娘展示1	1206	ui.RikiRoleSound3	
1063	4	main003	看板娘展示2	1206	ui.RikiRoleSound4	
1063	5	main101	看板娘展示3	1206	ui.RikiRoleSound9	
1063	6	main201	看板娘展示4	1206	ui.RikiRoleSound10	
1063	7	rikienterlevel1	战斗开始1	1206	ui.RikiRoleSound5_1	
1063	8	rikienterlevel2	战斗开始2	1206	ui.RikiRoleSound5_2	
1063	9	rikiwin1	战斗胜利1	1206	ui.RikiRoleSound6_1	
1063	10	rikiwin2	战斗胜利2	1206	ui.RikiRoleSound6_2	
1063	11	lose	战斗失败	1206	ui.RikiRoleSound7	
1063	12	rikiskill04	连携技/QTE	1206	ui.RikiRoleSound13	
1063	13	rikiskill03	大招	1206	ui.RikiRoleSound14	
1063	14	reload	换弹	1206	ui.RikiRoleSound15	
1063	15	touch	场景交互	1206	ui.RikiRoleSound16	
1063	16	rikitaskfinish1	报告阶段目标达成	1206	ui.RikiRoleSound26	
1063	17	rikitaskfinish2	报告阶段目标达成	1206	ui.RikiRoleSound27	
1063	18	rikiwavelittle	少量敌人出现	1206	ui.RikiRoleSound19	
1063	19	wavemany	大量敌人出现	1206	ui.RikiRoleSound20	
1063	20	killmonster001	消灭普通敌人	1206	ui.RikiRoleSound21	
1063	21	killmonster002	消灭精英敌人	1206	ui.RikiRoleSound22	
1063	22	killmonster003	消灭boss	1206	ui.RikiRoleSound23	
1063	23	rikiexchange1	人物切换登场	1206	ui.RikiRoleSound24	
1063	24	rikiexchange2	人物切换登场	1206	ui.RikiRoleSound25	
1211	1	main001	登陆	1023	ui.RikiRoleSound1	
1211	2	gacha	抽卡	1023	ui.RikiRoleSound2	
1211	3	main002	看板娘展示1	1023	ui.RikiRoleSound3	
1211	4	main003	看板娘展示2	1023	ui.RikiRoleSound4	
1211	5	main101	看板娘展示3	1023	ui.RikiRoleSound9	
1211	6	main201	看板娘展示4	1023	ui.RikiRoleSound10	
1211	7	rikienterlevel1	战斗开始1	1023	ui.RikiRoleSound5_1	
1211	8	rikienterlevel2	战斗开始2	1023	ui.RikiRoleSound5_2	
1211	9	rikiwin1	战斗胜利1	1023	ui.RikiRoleSound6_1	
1211	10	rikiwin2	战斗胜利2	1023	ui.RikiRoleSound6_2	
1211	11	lose	战斗失败	1023	ui.RikiRoleSound7	
1211	12	rikiskill04	连携技/QTE	1023	ui.RikiRoleSound13	
1211	13	rikiskill03	大招	1023	ui.RikiRoleSound14	
1211	14	reload	换弹	1023	ui.RikiRoleSound15	
1211	15	touch	场景交互	1023	ui.RikiRoleSound16	
1211	16	rikitaskfinish1	报告阶段目标达成	1023	ui.RikiRoleSound26	
1211	17	rikitaskfinish2	报告阶段目标达成	1023	ui.RikiRoleSound27	
1211	18	rikiwavelittle	少量敌人出现	1023	ui.RikiRoleSound19	
1211	19	wavemany	大量敌人出现	1023	ui.RikiRoleSound20	
1211	20	killmonster001	消灭普通敌人	1023	ui.RikiRoleSound21	
1211	21	killmonster002	消灭精英敌人	1023	ui.RikiRoleSound22	
1211	22	killmonster003	消灭boss	1023	ui.RikiRoleSound23	
1211	23	rikiexchange1	人物切换登场	1023	ui.RikiRoleSound24	
1211	24	rikiexchange2	人物切换登场	1023	ui.RikiRoleSound25	
1123	1	main001	登陆	1212	ui.RikiRoleSound1	
1123	2	gacha	抽卡	1212	ui.RikiRoleSound2	
1123	3	main002	看板娘展示1	1212	ui.RikiRoleSound3	
1123	4	main003	看板娘展示2	1212	ui.RikiRoleSound4	
1123	5	main101	看板娘展示3	1212	ui.RikiRoleSound9	
1123	6	main201	看板娘展示4	1212	ui.RikiRoleSound10	
1123	7	rikienterlevel1	战斗开始1	1212	ui.RikiRoleSound5_1	
1123	8	rikienterlevel2	战斗开始2	1212	ui.RikiRoleSound5_2	
1123	9	rikiwin1	战斗胜利1	1212	ui.RikiRoleSound6_1	
1123	10	rikiwin2	战斗胜利2	1212	ui.RikiRoleSound6_2	
1123	11	lose	战斗失败	1212	ui.RikiRoleSound7	
1123	12	rikiskill04	连携技/QTE	1212	ui.RikiRoleSound13	
1123	13	rikiskill03	大招	1212	ui.RikiRoleSound14	
1123	14	reload	换弹	1212	ui.RikiRoleSound15	
1123	15	touch	场景交互	1212	ui.RikiRoleSound16	
1123	16	rikitaskfinish1	报告阶段目标达成	1212	ui.RikiRoleSound26	
1123	17	rikitaskfinish2	报告阶段目标达成	1212	ui.RikiRoleSound27	
1123	18	rikiwavelittle	少量敌人出现	1212	ui.RikiRoleSound19	
1123	19	wavemany	大量敌人出现	1212	ui.RikiRoleSound20	
1123	20	killmonster001	消灭普通敌人	1212	ui.RikiRoleSound21	
1123	21	killmonster002	消灭精英敌人	1212	ui.RikiRoleSound22	
1123	22	killmonster003	消灭boss	1212	ui.RikiRoleSound23	
1123	23	rikiexchange1	人物切换登场	1212	ui.RikiRoleSound24	
1123	24	rikiexchange2	人物切换登场	1212	ui.RikiRoleSound25	
1192	1	main001	登陆	1120	ui.RikiRoleSound1	
1192	2	gacha	抽卡	1120	ui.RikiRoleSound2	
1192	3	main002	看板娘展示1	1120	ui.RikiRoleSound3	
1192	4	main003	看板娘展示2	1120	ui.RikiRoleSound4	
1192	5	main101	看板娘展示3	1120	ui.RikiRoleSound9	
1192	6	main201	看板娘展示4	1120	ui.RikiRoleSound10	
1192	7	rikienterlevel1	战斗开始1	1120	ui.RikiRoleSound5_1	
1192	8	rikienterlevel2	战斗开始2	1120	ui.RikiRoleSound5_2	
1192	9	rikiwin1	战斗胜利1	1120	ui.RikiRoleSound6_1	
1192	10	rikiwin2	战斗胜利2	1120	ui.RikiRoleSound6_2	
1192	11	lose	战斗失败	1120	ui.RikiRoleSound7	
1192	12	rikiskill04	连携技/QTE	1120	ui.RikiRoleSound13	
1192	13	rikiskill03	大招	1120	ui.RikiRoleSound14	
1192	14	reload	换弹	1120	ui.RikiRoleSound15	
1192	15	touch	场景交互	1120	ui.RikiRoleSound16	
1192	16	rikitaskfinish1	报告阶段目标达成	1120	ui.RikiRoleSound26	
1192	17	rikitaskfinish2	报告阶段目标达成	1120	ui.RikiRoleSound27	
1192	18	rikiwavelittle	少量敌人出现	1120	ui.RikiRoleSound19	
1192	19	wavemany	大量敌人出现	1120	ui.RikiRoleSound20	
1192	20	killmonster001	消灭普通敌人	1120	ui.RikiRoleSound21	
1192	21	killmonster002	消灭精英敌人	1120	ui.RikiRoleSound22	
1192	22	killmonster003	消灭boss	1120	ui.RikiRoleSound23	
1192	23	rikiexchange1	人物切换登场	1120	ui.RikiRoleSound24	
1192	24	rikiexchange2	人物切换登场	1120	ui.RikiRoleSound25	
1013	1	main001	登陆	1201	ui.RikiRoleSound1	1
1013	2	gacha	抽卡	1201	ui.RikiRoleSound2	1
1013	3	main002	看板娘展示1	1201	ui.RikiRoleSound3	1
1013	4	main003	看板娘展示2	1201	ui.RikiRoleSound4	1
1013	5	rikienterlevel1	战斗开始1	1201	ui.RikiRoleSound5_1	1
1013	6	rikienterlevel2	战斗开始2	1201	ui.RikiRoleSound5_2	1
1013	7	rikiwin1	战斗胜利1	1201	ui.RikiRoleSound6_1	1
1013	8	rikiwin2	战斗胜利2	1201	ui.RikiRoleSound6_2	1
1013	9	lose	战斗失败	1201	ui.RikiRoleSound7	1
1013	10	rikiskill041	连携技/QTE	1201	ui.RikiRoleSound13	1
1013	11	rikiskill031	大招	1201	ui.RikiRoleSound14	1
1013	12	reload	换弹	1201	ui.RikiRoleSound15	1
1013	13	touch	场景交互	1201	ui.RikiRoleSound16	1
1013	14	rikitaskfinish1	报告阶段目标达成	1201	ui.RikiRoleSound26	1
1013	15	rikitaskfinish2	报告阶段目标达成	1201	ui.RikiRoleSound27	1
1013	16	wavelittle	少量敌人出现	1201	ui.RikiRoleSound19	1
1013	17	wavemany	大量敌人出现	1201	ui.RikiRoleSound20	1
1013	18	killmonster001	消灭普通敌人	1201	ui.RikiRoleSound21	1
1013	19	killmonster002	消灭精英敌人	1201	ui.RikiRoleSound22	1
1013	20	killmonster003	消灭boss	1201	ui.RikiRoleSound23	1
1013	21	rikiexchange1	人物切换登场	1201	ui.RikiRoleSound24	1
1013	22	rikiexchange2	人物切换登场	1201	ui.RikiRoleSound25	1
1013	1	main001	登陆	2201	ui.RikiRoleSound1	2
1013	2	gacha	抽卡	1201	ui.RikiRoleSound2	2
1013	3	main002	看板娘展示1	2201	ui.RikiRoleSound3	2
1013	4	main003	看板娘展示2	2201	ui.RikiRoleSound4	2
1013	5	rikienterlevel1	战斗开始1	1201	ui.RikiRoleSound5_1	2
1013	6	rikienterlevel2	战斗开始2	1201	ui.RikiRoleSound5_2	2
1013	7	rikiwin1	战斗胜利1	1201	ui.RikiRoleSound6_1	2
1013	8	rikiwin2	战斗胜利2	1201	ui.RikiRoleSound6_2	2
1013	9	lose	战斗失败	1201	ui.RikiRoleSound7	2
1013	10	rikiskill042	连携技/QTE	1201	ui.RikiRoleSound13	2
1013	11	rikiskill032	大招	1201	ui.RikiRoleSound14	2
1013	12	reload	换弹	1201	ui.RikiRoleSound15	2
1013	13	touch	场景交互	1201	ui.RikiRoleSound16	2
1013	14	rikitaskfinish1	报告阶段目标达成	1201	ui.RikiRoleSound26	2
1013	15	rikitaskfinish2	报告阶段目标达成	1201	ui.RikiRoleSound27	2
1013	16	wavelittle	少量敌人出现	1201	ui.RikiRoleSound19	2
1013	17	wavemany	大量敌人出现	1201	ui.RikiRoleSound20	2
1013	18	killmonster001	消灭普通敌人	1201	ui.RikiRoleSound21	2
1013	19	killmonster002	消灭精英敌人	1201	ui.RikiRoleSound22	2
1013	20	killmonster003	消灭boss	1201	ui.RikiRoleSound23	2
1013	21	rikiexchange1	人物切换登场	1201	ui.RikiRoleSound24	2
1013	22	rikiexchange2	人物切换登场	1201	ui.RikiRoleSound25	2
1054	1	main001	登陆	1305	ui.RikiRoleSound1	
1054	2	gacha	抽卡	1305	ui.RikiRoleSound2	
1054	3	main002	看板娘展示1	1305	ui.RikiRoleSound3	
1054	4	main003	看板娘展示2	1305	ui.RikiRoleSound4	
1054	5	main101	看板娘展示3	1305	ui.RikiRoleSound9	
1054	6	main201	看板娘展示4	1305	ui.RikiRoleSound10	
1054	7	rikienterlevel1	战斗开始1	1305	ui.RikiRoleSound5_1	
1054	8	rikienterlevel2	战斗开始2	1305	ui.RikiRoleSound5_2	
1054	9	rikiwin1	战斗胜利1	1305	ui.RikiRoleSound6_1	
1054	10	rikiwin2	战斗胜利2	1305	ui.RikiRoleSound6_2	
1054	11	lose	战斗失败	1305	ui.RikiRoleSound7	
1054	12	rikiskill04	连携技/QTE	1305	ui.RikiRoleSound13	
1054	13	rikiskill03	大招	1305	ui.RikiRoleSound14	
1054	14	reload	换弹	1305	ui.RikiRoleSound15	
1054	15	touch	场景交互	1305	ui.RikiRoleSound16	
1054	16	rikitaskfinish1	报告阶段目标达成	1305	ui.RikiRoleSound26	
1054	17	rikitaskfinish2	报告阶段目标达成	1305	ui.RikiRoleSound27	
1054	18	wavelittle	少量敌人出现	1305	ui.RikiRoleSound19	
1054	19	wavemany	大量敌人出现	1305	ui.RikiRoleSound20	
1054	20	killmonster001	消灭普通敌人	1305	ui.RikiRoleSound21	
