ID	注释	试用角色ID	试用角色等级	试用角色突破次数	试用角色职级	试用角色脊椎等级	试用武器	试用后勤	皮肤ID	武器皮肤ID
103222	猫汐尔·不灭灵影	{1,12,1,1}	80	45	3	{9,9,9,9,9,9}	200030	{300136,300137,300138}	{7,12,1,3}	
103223	澄意	{1,8,4,1}	80	45	3	{9,9,9,9,9,9}	200184	{300403,300404,300405}	{7,8,4,1}	
103224	悠游	{1,13,3,1}	80	45	3	{9,9,9,9,9,9}	200185	{300406,300407,300408}	{7,13,3,1}	
103225	澄意泳装	{1,8,4,1}	80	45	3	{9,9,9,9,9,9}	200184	{300403,300404,300405}	{7,8,4,2}	{17,1,5,1}
103226	悠游泳装	{1,13,3,1}	80	45	3	{9,9,9,9,9,9}	200185	{300406,300407,300408}	{7,13,3,2}	{17,4,5,1}
103227	海境鲛梦	{1,18,2,1}	80	45	3	{9,9,9,9,9,9}	200173	{300391,300392,300393}	{7,18,2,3}	{17,2,5,1}
103228	热沙激浪	{1,21,1,1}	80	45	3	{9,9,9,9,9,9}	200170	{300385,300386,300387}	{7,21,1,3}	{17,5,7,1}
103229	柔倚身畔	{1,14,3,1}	80	45	3	{9,9,9,9,9,9}	200156	{300376,300377,300378}	{7,14,3,4}	
103230	激浪联航-冬至	{1,10,2,1}	80	0	3	{9,9,9,9,9,9}	200208	{300070,300071,300072}	{7,10,2,1}	
103231	激浪联航-无限之视	{1,2,3,1}	80	0	3	{9,9,9,9,9,9}	200209	{300355,300356,300357}	{7,2,3,1}	
103232	激浪联航-驰掣	{1,4,3,1}	80	0	3	{9,9,9,9,9,9}	200178	{300370,300371,300372}	{7,4,3,1}	
103233	激浪联航-卜卜	{1,20,1,1}	80	0	3	{9,9,9,9,9,9}	200179	{300373,300374,300375}	{7,20,1,1}	
103234	激浪联航-澜风	{1,11,3,1}	80	0	3	{9,9,9,9,9,9}	200210	{300382,300383,300384}	{7,11,3,1}	
103235	米娅试玩	{1,23,1,1}	80	45	3	{9,9,9,9,9,9}	200227	{300481,300482,300483}	{7,23,1,1}	
103236	暗空魅影	{1,23,1,1}	80	45	3	{9,9,9,9,9,9}	200227	{300481,300482,300483}	{7,23,1,2}	{17,3,10,1}
103237	清光虔愿	{1,6,3,1}	80	4	3	{9,9,9,9,9,9}	200228	{300490,300491,300492}	{7,6,3,2}	{17,5,8,1}
103238	花间蝶踪	{1,15,3,1}	80	45	3	{9,9,9,9,9,9}	200181	{300394,300395,300396}	{7,15,3,3}	{17,9,2,1}
103239	暖雾凝眸	{1,10,3,1}	80	45	3	{9,9,9,9,9,9}	200157	{300379,300380,300381}	{7,10,3,4}	
103240	灵鉴	{1,20,2,1}	80	45	3	{9,9,9,9,9,9}	200233	{300493,300494,300495}	{7,20,2,1}	
103241	绮恋星灵	{1,20,2,1}	80	45	3	{9,9,9,9,9,9}	200233	{300493,300494,300495}	{7,20,2,2}	{17,7,2,1}
103242	喵语祈念	{1,12,3,1}	80	4	3	{9,9,9,9,9,9}	200234	{300496,300497,300498}	{7,12,3,2}	{17,2,6,1}
103243	颂夜欢歌	{1,8,4,1}	80	45	3	{9,9,9,9,9,9}	200184	{300403,300404,300405}	{7,8,4,3}	{17,1,6,1}
103244	恋恋秋行	{1,11,3,1}	80	45	3	{9,9,9,9,9,9}	200164	{300382,300383,300384}	{7,11,3,4}	
103245	不灭锋铭	{1,6,1,1}	80	45	3	{9,9,9,9,9,9}	200012	{300133,300134,300135}	{7,6,1,2}	
103246	时之重奏	{1,1,3,1}	80	45	3	{9,9,9,9,9,9}	200235	{300499,300500,300501}	{7,1,3,1}	
103247	霄鹰	{1,5,4,1}	80	45	3	{9,9,9,9,9,9}	200236	{300502,300503,300504}	{7,5,4,1}	
103248	时之重奏恒约	{1,1,3,1}	80	45	3	{9,9,9,9,9,9}	200235	{300499,300500,300501}	{7,1,3,2}	{17,10,1,1}
103249	霄鹰恒约	{1,5,4,1}	80	45	3	{9,9,9,9,9,9}	200236	{300502,300503,300504}	{7,5,4,2}	{17,1,7,1}
103250	悠游皮肤	{1,13,3,1}	80	45	3	{9,9,9,9,9,9}	200185	{300406,300407,300408}	{7,13,3,3}	{17,4,6,1}
103251	米娅皮肤	{1,23,1,1}	80	45	3	{9,9,9,9,9,9}	200227	{300481,300482,300483}	{7,23,1,3}	{17,3,11,1}
103252	奈莉德BP	{1,21,1,1}	80	45	3	{9,9,9,9,9,9}	200170	{300385,300386,300387}	{7,21,1,4}	
103253	胧嫣	{1,24,1,1}	80	45	3	{9,9,9,9,9,9}	200244	{300505,300506,300507}	{7,24,1,1}	
103254	珠光曳影	{1,24,1,1}	80	45	3	{9,9,9,9,9,9}	200244	{300505,300506,300507}	{7,24,1,2}	{17,7,3,1}
103255	国主驾到	{1,4,4,1}	80	4	3	{9,9,9,9,9,9}	200246	{300508,300509,300510}	{7,4,4,2}	{17,4,7,1}
103256	剑意逍遥	{1,6,3,1}	80	4	3	{9,9,9,9,9,9}	200228	{300490,300491,300492}	{7,6,3,3}	{17,5,9,1}
103257	轻纱暖寐	{1,8,4,1}	80	45	3	{9,9,9,9,9,9}	200184	{300403,300404,300405}	{7,8,4,4}	
103258	不灭柔情	{1,11,1,1}	80	45	3	{9,9,9,9,9,9}	200029	{300043,300044,300045}	{7,11,1,3}	
103259	激浪联航-星彩	{1,23,1,1}	80	0	3	{9,9,9,9,9,9}	200224	{300481,300482,300483}	{7,23,1,1}	
103260	激浪联航-绯月	{1,22,1,1}	80	0	3	{9,9,9,9,9,9}	200249	{300400,300401,300402}	{7,22,1,1}	
103261	永恒	{1,2,4,1}	80	45	3	{9,9,9,9,9,9}	200250	{300511,300512,300513}	{7,2,4,1}	
103262	永恒-醉吻薰风	{1,2,4,1}	80	45	3	{9,9,9,9,9,9}	200250	{300511,300512,300513}	{7,2,4,2}	{17,11,1,1}
103263	金乌-共寝月漪	{1,10,4,1}	80	4	3	{9,9,9,9,9,9}	200251	{300514,300515,300516}	{7,10,4,2}	{17,2,7,1}
103264	霄鹰-缚锁密令	{1,5,4,1}	80	45	3	{9,9,9,9,9,9}	200236	{300502,300503,300504}	{7,5,4,3}	{17,1,8,1}
103265	灵鉴-锦缀珍馐	{1,20,2,1}	80	45	3	{9,9,9,9,9,9}	200233	{300493,300494,300495}	{7,20,2,3}	{17,7,4,1}
103266	绮幻-清夏畅行	{1,17,2,1}	80	45	3	{9,9,9,9,9,9}	200182	{300397,300398,300399}	{7,17,2,3}	
										
										
										
										
										
										
										
										
104001	验证战场-澜风	{1,11,3,1}	70	0	3	{9,9,9,9,9,9}	200186	{300382,300383,300384}	{7,11,3,1}	
104002	验证战场-奈莉德	{1,21,1,1}	70	0	3	{9,9,9,9,9,9}	200187	{300385,300386,300387}	{7,21,1,1}	
104003	验证战场-无限之视	{1,2,3,1}	70	0	3	{9,9,9,9,9,9}	200188	{300355,300356,300357}	{7,2,3,1}	
104004	验证战场-辉耀	{1,8,3,1}	70	0	3	{9,9,9,9,9,9}	200189	{300358,300359,300360}	{7,8,3,1}	
104005	验证战场-幽潮	{1,5,3,1}	70	0	3	{9,9,9,9,9,9}	200190	{300364,300365,300366}	{7,5,3,1}	
104006	验证战场-伊切尔	{1,16,1,1}	70	0	3	{9,9,9,9,9,9}	200191	{300304,300305,300306}	{7,16,1,1}	
104007	乐土-米娅-50级	{1,23,1,1}	50	0	1	{9,9,0,0,9,0}	200215	{300454,300455,300456}	{7,23,1,1}	
104008	乐土-夜天光-50级	{1,10,3,1}	50	0	1	{0,0,9,9,0,9}	200216	{300457,300458,300459}	{7,10,3,1}	
104009	乐土-伊切尔-50级	{1,16,1,1}	50	0	1	{0,0,9,9,0,9}	200217	{300460,300461,300462}	{7,16,1,1}	
104010	乐土-米娅-60级	{1,23,1,1}	60	0	2	{9,9,0,0,9,9}	200218	{300463,300464,300465}	{7,23,1,1}	
104011	乐土-夜天光-60级	{1,10,3,1}	60	0	2	{0,0,9,9,9,9}	200219	{300466,300467,300468}	{7,10,3,1}	
104012	乐土-伊切尔-60级	{1,16,1,1}	60	0	2	{0,0,9,9,9,9}	200220	{300469,300470,300471}	{7,16,1,1}	
104013	乐土-米娅-70级	{1,23,1,1}	70	0	3	{9,9,9,9,9,9}	200221	{300472,300473,300474}	{7,23,1,1}	
104014	乐土-夜天光-70级	{1,10,3,1}	70	0	3	{9,9,9,9,9,9}	200222	{300475,300476,300477}	{7,10,3,1}	
104015	乐土-伊切尔-70级	{1,16,1,1}	70	0	3	{9,9,9,9,9,9}	200223	{300478,300479,300480}	{7,16,1,1}	
104016	乐土-米娅-80级	{1,23,1,1}	80	0	3	{9,9,9,9,9,9}	200224	{300481,300482,300483}	{7,23,1,1}	
104017	乐土-夜天光-80级	{1,10,3,1}	80	0	3	{9,9,9,9,9,9}	200225	{300484,300485,300486}	{7,10,3,1}	
104018	乐土-伊切尔-80级	{1,16,1,1}	80	0	3	{9,9,9,9,9,9}	200226	{300487,300488,300489}	{7,16,1,1}	
104019	脉冲-卜卜	{1,20,1,1}	80	0	3	{9,9,9,9,9,9}	200179	{300373,300374,300375}	{7,20,1,1}	
104020	脉冲-无限之视	{1,2,3,1}	80	0	3	{9,9,9,9,9,9}	200209	{300355,300356,300357}	{7,2,3,1}	
104021	脉冲-蓝闪	{1,15,1,1}	80	0	3	{9,9,9,9,9,9}	200165	{300214,300215,300216}	{7,15,1,1}	
104022	脉冲-云篆	{1,14,2,1}	80	0	3	{9,9,9,9,9,9}	200167	{300097,300098,300099}	{7,14,2,1}	
104023	脉冲-悖谬	{1,7,2,1}	80	0	3	{9,9,9,9,9,9}	200168	{300325,300326,300327}	{7,7,2,1}	
104024	多诺-时之重奏	{1,1,3,1}	80	0	3	{9,9,9,9,9,9}	200241	{300499,300500,300501}	{7,1,3,1}	
104025	多诺-米娅	{1,23,1,1}	80	0	3	{9,9,9,9,9,9}	200224	{300481,300482,300483}	{7,23,1,1}	
104026	多诺-豹豹	{1,16,1,1}	80	0	3	{9,9,9,9,9,9}	200226	{300487,300488,300489}	{7,16,1,1}	
