BufferID	Buffer蓝图资源	货币GDPL	价格	动态随机	图标	buff名称	描述	描述备注（带数值）	获得次数	稀有度	每次获得的增益	归属流派（ 0.无 1.攻击 2.防御 3.快射 4.慢射 5.技能 6.控制 7.特效）
3044	RandomBuff_3044		200	1	1001095	技能·克扣	使用常规技或爆发技后，对应能量储备低于上限{1}%时，则有{2}%概率返还本次消耗能量{3}%的对应能量	若角色释放常规技或爆发技后对应类型的能量储备低于上限的50%则有20%的概率触发能量返还，返还本次消耗能量的50%	1	3	{{50},{20},{50}}	{0}
3045	RandomBuff_3045		200	1	1001090	技能·装填	使用主动技能立即补充弹容{1}%的子弹	释放主动技能补充弹容上限50%的子弹	1	3	{{50}}	{0}
									1			
3046	RandomBuff_3046		250	1	1001118	代价·报复	射击伤害提升{1}%，每次射击消耗当前生命的5%，同时获得1层【积怨】效果，叠加至5层时下次射击造成的伤害提升{2}%，并回复本次伤害10%的生命	射击伤害提高60%/90%，但射击会消耗5%的当前生命值，每次消耗时获得一层【怨恨】效果，当持有5层怨恨时下次射击造成的伤害提高200%/300%，并回复本次伤害10%的生命值(这个值可以稍微给高点）	1	4	{{60},{200}}	{0}
3047	RandomBuff_3047		250	1	1001112	技能·控制	技能命中处于控制状态下的目标或造成控制效果时，额外造成1次目标{1}%最大生命的真实伤害，触发间隔3秒	技能命中处于控制状态下的敌人或造成控制效果时，造成一次敌人5%最大生命值的纯粹伤害，每3秒最多触发一次	1	4	{{5}}	{0}
3048	RandomBuff_3048		250	1	1001009	常规扩容（旧）	弹匣容量提升{1}%	【联机防守专属】弹匣容量提升50%	1	4	{{50}}	{0}
3049	RandomBuff_3049		250	1	1001002	技能强化（旧）	常规技能伤害提升{1}%	【联机防守专属】常规技能伤害提升40%	1	4	{{40}}	{0}
3050	RandomBuff_3050		250	1	1001119	代价·循环	当前生命低于最大生命50%时，所有技能伤害提升{1}%，技能急速提升{2}%，且每秒额外获得{3}常规能量	血量低于50%时技能伤害提高40%/60%，技能急速增加40/60，且每秒额外获得1/1.5点常规能量	1	4	{{40},{40},{1}}	{0}
3051	RandomBuff_3051		250	1	1001109	护盾·夺取	每当造成伤害时，获得{1}%最大生命的护盾，护盾最多可叠加至{2}层，每秒自然减少{3}层	造成伤害的0.5%/1%会转化为护盾，护盾上限为最大生命的100%/100%，该护盾每秒减少最大生命值的5%	1	4	{{5},{20},{1}}	{0}
3052	RandomBuff_3052		250	1	1001109	护盾·进攻	攻击力增加当前护盾的{1}%	护盾值的5%/7.5%转化为攻击力	1	4	{{5}}	{0}
3053	RandomBuff_3053		250	1	1001092	射击·愈烈	持续射击超过1秒后获得【愈烈】效果：射击速度提升{1}%，每次射击命中使攻击力提升{2}%，至多提升{3}%，退出持续射击状态移除该效果	进入持续射击状态超过1秒后进入【倾泻】状态，射击速度提高30%/45%，每次射击命中使自己攻击力提高1%/1%，至多提高至30%/45%，退出持续射击状态移除强化效果	1	4	{{30},{1},{30}}	{0}
3054	RandomBuff_3054		250	1	1001118	射击·耗能	射击消耗1爆发能量，使该次射击伤害提升{1}%	射击会消耗1点爆发能量使本次伤害提高100%/150%，能量不足时不生效	1	4	{{150}}	{0}
3055	RandomBuff_3055		250	1	1001108	耐力·流转	常规能量回复速度提升{1}%，耐力回复速度也大幅提升	常规能量回复速度提高30%/45%，且冲刺和翻滚将不再消耗体力	1	4	{{30}}	{0}
3056	RandomBuff_3056		250	1	1001096	技能·互补	使用常规技或支援技后，爆发技使用间隔减少{1}秒；使用爆发技后，刷新常规技和支援技剩余的使用间隔	释放常规技或支援技，减少0.5/1秒爆发技使用间隔，释放爆发技，刷新常规技和支援技的剩余使用间隔	1	4	{{0.5}}	{0}
									1			
3057	RandomBuff_3057		400	1	1001004	全面适配（旧）	所有元素类型的伤害增加{1}%	所有元素类型的伤害增加30%	1	5	{{30}}	{0}
3058	RandomBuff_3058		400	1	1001008	巅峰时刻（旧）	使用爆发技后，获得霸体效果，持续{1}秒，期间造成的伤害提升{2}%，受到的伤害降低{3}%	使用爆发技后，获得霸体效果，持续6秒，期间造成的伤害提升20%，受到的伤害降低20%	1	5	{{6},{20},{20}}	{0}
3059	RandomBuff_3059		400	1	1001118	射击·失衡	造成射击伤害时，自身技能伤害提升{1}%，造成技能伤害时，则射击伤害提升{2}%，持续5秒；同时拥有这两个效果时，则二者提供的加成均翻倍	造成射击伤害时使自身技能伤害提升50/75%，造成技能伤害时使自身射击伤害提升50%/75%，强化效果持续5秒。当同时拥有两种强化效果时，两种强化的加成翻倍	1	5	{{50},{50}}	{0}
3060	RandomBuff_3060		400	1	1001108	代价·进阶	基于当前生命获得强化，低于80%时获得【愤】：护盾获取效能提升{1}%，低于50%时获得【怒】：射击速度提升{2}%且技能急速提升{3}，低于30%时说的【狂】：攻击力提高{4}%，以上效果可同时存在	根据当前血量百分比获得阶段性强化，低于80%【激愤】：护盾获取效能提高30%/50%，低于50%【怨怒】：射击速度提升15%/25%；技能急速提高30/50，低于30%【狂暴】，攻击力提高50%/75%	1	5	{{30},{15},{30},{50}}	{0}
3061	RandomBuff_3061		400	1	1001108	代价·反击	队员受到致命伤害时不会倒下并进入【绝命】状态：获得持续10秒的无敌状态，且接下来10秒内射击速度提升{1}%，触发间隔60秒	受到致命伤害时，角色不会死亡并进入背水一战状态，获得持续10秒的无敌状态，并在接下来10秒内获得100%/200%射击速度，触发间隔60秒	1	5	{{100}}	{0}
3062	RandomBuff_3062		400	1	1001086	代价·循序	进入战斗状态后自身生命每秒降低5%，但造成的全类型伤害提升{1}%，队员不会因该效果倒下，离开战斗状态若当前生命低于50%则每秒回复5%最大生命	进入战斗状态后当前生命值每秒降低5%，但造成的全伤害提升100%/150%，角色不会因该效果死亡，离开战斗状态若当前生命值低于50%则每秒回复5%最大生命值	1	5	{{150}}	{0}
3063	RandomBuff_3063		400	1	1001090	弹匣·持续	持续射击状态下，弹容提升{1}%，且每2秒装填{2}%子弹，退出持续射击状态则移除效果	处于持续射击状态时，提高100%弹匣容量，且每2秒补充20%/30%子弹，退出持续射击状态则清空	1	5	{{100},{30}}	{0}
3064	RandomBuff_3064		400	1	1001082	弹匣·追伤	通过射击击败目标后{1}秒内射击不消耗子弹，同时每次射击附带1次当前弹匣容量*{2}%攻击力的高热类型伤害	使用射击击杀敌人时接下来2秒内射击不消耗弹药，且不消耗弹药期间射击的所有子弹附带一次当前弹匣容量*10%/15%攻击力的高热伤害	1	5	{{2},{10}}	{0}
3065	RandomBuff_3065		400	1	1001092	持续·破防	连续射击状态下每0.2秒积叠1次【管火】效果，每层使射击速度额外提升{1}%，最多叠加50层，叠加至满层时获得【过热】效果：射击无视目标{2}%防御力；换弹或退出连续射击状态移除所有层数	连续射击状态下每0.2秒积叠一次枪管火热效果，每层枪管火热使射击速度额外提高1%/1.5%，最多叠加50层。叠加至满层时获得【过热】效果，【过热】状态下时射击无视敌人15%/15%防御力，换弹或退出连续射击状态移除所有层数	1	5	{{1},{15}}	{0}
3066	RandomBuff_3066		400	1	1001093	伤害·追击	常规技的技能急速增加{1}，队员使用常规技后{2}秒内通过射击命中目标，则自身获得1层持续{3}秒【评优】效果：自身所有伤害提升{4}%，最多叠加至{5}层	常规技急速提升100，当角色在释放常规技后1秒内使用射击命中了敌人则为自己叠加一层持续3秒的【评价】等级，【评价】最高3级，且每层评价使自身全伤害提升20%/30%	1	5	{{100},{1},{1},{20},{3}}	{0}
3067	RandomBuff_3067		400	1	1001112	援助·追袭	队员获得芙提雅科技支援，射击命中时有{1}%概率激活【余怒流火】，对目标周围至多{2}个目标造成队员攻击力{3}%的高热类型伤害	角色获得弗提雅老师的黑科技支援，射击命中有50%概率触发一次流火溅射至目标周围至多5名敌人，对命中的敌人造成角色攻击力30%/50%的高热伤害	1	5	{{50},{5},{30}}	{0}
												
3100	RandomBuff_3100		0	1	1001086	精进·攻击	攻击力提升{1}%	攻击力提升20%/30%	2	1	{{20}}	{0}
3101	RandomBuff_3101		0	1	1001094	精进·技能	技能伤害提升{1}%	技能伤害提高25%/35%	2	1	{{25}}	{0}
3102	RandomBuff_3102		0	1	1001118	精进·射击	射击伤害提升{1}%	射击伤害提升25%/35%	2	1	{{25}}	{0}
3103	RandomBuff_3103		0	1	1001085	精进·暴击伤害	暴击伤害提升{1}%	暴击伤害增幅提高30%/45%	2	1	{{45}}	{0}
3104	RandomBuff_3104		0	1	1001109	护盾·获取	护盾获取效能提升{1}%	护盾获取效能提高20%/30%	2	1	{{20}}	{0}
3105	RandomBuff_3105		0	1	1001090	精进·弹匣	弹匣容量提升{1}%	弹匣容量提高30%/45%(只保留整数)	2	1	{{30}}	{0}
3106	RandomBuff_3106		0	1	1001093	常规·循环	常规能量回复速度提升{1}%	常规能量回复速度提高25%/35%	2	1	{{25}}	{0}
3107	RandomBuff_3107		0	1	1001094	爆发·循环	爆发能量获取率提升{1}%	爆发能量获取率提高25%/35%	2	1	{{35}}	{0}
3108	RandomBuff_3108		0	1	1001092	精进·射速	射击速度提升{1}%	射击速度提升10%/15%	2	1	{{15}}	{0}
3109	RandomBuff_3109		0	1	1001090	精进·换弹	换弹速度提升{1}%	换弹速度提升15%/25%	2	1	{{15}}	{0}
3110	RandomBuff_3110		0	1	1001089	技能·生息	使用技能会回复{1}%最大生命，触发间隔{2}秒	释放技能会回复2%/3%的最大生命值，触发间隔2秒	2	1	{{2},{2}}	{0}
3111	RandomBuff_3111		0	1	1001094	技能·节俭	常规能量、爆发能量的消耗降{1}%	常规/爆发能量消耗降低10%/15%	2	1	{{10}}	{0}
3112	RandomBuff_3112		0	1	1001086	反扑	队员在受到伤害后，造成的伤害提升{1}%，持续5秒	受到伤害后使造成伤害提高35%/50%，持续5秒	2	2	{{35}}	{0}
3113	RandomBuff_3113		0	1	1001086	搏乐	对自身周围10米范围内目标造成的伤害提升{1}%	对自身10米内的敌人造成伤害提高35%/50%	2	2	{{35}}	{0}
3114	RandomBuff_3114		0	1	1001085	手感·下次	每次击败目标后的下一次造成的伤害提升{1}%	每次击杀敌人，使下一次造成的伤害提高50%/75%	2	2	{{50}}	{0}
3115	RandomBuff_3115		0	1	1001086	代价·对等	队员生命每降低1%，则造成的伤害提升{1}%	当前生命值每降低1%，造成的伤害则提高0.4%/0.6%	2	2	{{0.4}}	{0}
3116	RandomBuff_3116		0	1	1001109	护盾·叠加	每秒获得自身最大生命{1}%的护盾，最多叠加至30层	每秒获得自身最大生命值0.3%/0.7%的护盾，该护盾最多叠加30层	2	2	{{0.3}}	{0}
3117	RandomBuff_3117		0	1	1001086	闪避·强化	每次战术闪避会消耗5%当前生命，然后伤害提升{1}%，持续10秒，队员不会因该效果倒下	每次翻滚后获得50%/75%伤害提升，翻滚会额外消耗5%当前生命，角色不会因此效果死亡，持续10秒	2	2	{{50}}	{0}
3118	RandomBuff_3118		0	1	1001089	生命·盗用	每次射击造成伤害，该伤害的{1}%转化为自身生命	获得1%/1.5%射击生命偷取	2	2	{{1}}	{0}
3119	RandomBuff_3119		0	1	1001090	射击·幸运	每次换弹后{1}秒内射击不消耗子弹，触发间隔10秒	每次换弹后1.6/2.4秒内射击不消耗子弹，有10秒触发间隔	2	2	{{1.6}}	{0}
3120	RandomBuff_3120		0	1	1001090	射击·击败	击败目标时有{1}%概率装填满弹匣	击败敌人有15%/20%概率回满弹匣	2	2	{{20}}	{0}
3121	RandomBuff_3121		0	1	1001107	群斗·热战	一定范围内，每有1个敌方目标，则队员攻击力提升{1}%，最多提升{2}%	10范围内每有一个敌人自身攻击力提高6%/10%，至多提高30%/50%	2	2	{{6},{30}}	{0}
3122	RandomBuff_3122		0	1	1001118	技能·延续	使用技能后{1}秒内射击伤害提升{2}%	释放技能后使接下来5秒内射击伤害提高30%/50%	2	2	{{5},{30}}	{0}
3123	RandomBuff_3123		0	1	1001095	技能·开源	每次技能命中目标，都可回复{1}常规能量，触发间隔{2}秒	每次技能命中为自己回复2/3的常规能量，触发间隔1秒	2	2	{{2},{1}}	{0}
3124	RandomBuff_3124		0	1	1001113	技能·侵蚀	技能命中目标时，使其受到的射击伤害提升{1}%，持续{2}秒	技能命中为目标附加射击伤害易伤，使目标受到的射击伤害提升20%/30%，持续5秒	2	2	{{20},{5}}	{0}
3125	RandomBuff_3125		0	1	1001107	瞄准·低温	瞄准射击获得低温赋能效果，每次瞄准射击额外造成攻击力{1}%的低温类型伤害	瞄准射击获得低温附魔，额外造成自身攻击力10%/15%的低温伤害	2	2	{{10}}	{0}
3126	RandomBuff_3126		0	1	1001092	射击·动能	持续射击状态下，获得赋能效果：每次射击额外造成攻击力{1}%的动能类型伤害	持续射击状态，射击获得动能附魔，额外造成自身攻击力7%/10%的动能伤害	2	2	{{7}}	{0}
3127	RandomBuff_3127		0	1	1001103	代价·高热	当前生命低于50%时，获得赋能效果：每次射击额外造成攻击力{1}%的高热类型伤害	血量低于50%，射击获得高热附魔，额外造成自身攻击力10%/15%的高热伤害	2	2	{{10}}	{0}
3128	RandomBuff_3128		0	1	1001090	技能·电击	使用技能后，获得赋能效果：每次射击额外造成攻击力{1}%的电击类型伤害，持续5秒	释放技能后，射击获得电击附魔，额外造成自身攻击力10%/15%的电击伤害，持续5秒	2	2	{{10}}	{0}
3129	RandomBuff_3129		0	1	1001086	代价·随机	造成的伤害提升{1}%，但造成伤害时有5%概率消耗自身5%当前生命，触发间隔1秒，队员不会因此倒下	造成的伤害提高45%/65%，但造成伤害时有5%概率消耗自身5%当前生命值，角色不会因此效果死亡，每秒最多消耗1次	2	3	{{65}}	{0}
3130	RandomBuff_3130		0	1	1001086	手感·叠加	击败目标时全伤害提升{1}%，持续10秒，最多叠加至5层	击杀敌人获得9%/13%的全伤害提升，持续10秒，可以叠加5层	2	3	{{9}}	{0}
3131	RandomBuff_3131		0	1	1001086	趁机	对处于控制状态下的目标造成的伤害提升{1}%	对处于控制状态下的目标造成伤害提高50%/75%	2	3	{{75}}	{0}
3132	RandomBuff_3132		0	1	1001108	距离·近处	目标距离自身越近，则对其造成的伤害越高，最多提升{1}%	根据目标距离自己的距离提高造成的伤害，越近造成伤害越高，最多提高50%/75%（在50m降低至0）	2	3	{{50}}	{0}
3133	RandomBuff_3133		0	1	1001086	代价·提前	最大生命降低30%，造成的伤害提升{1}%	降低30%最大生命，但造成的伤害提高60%/90%	2	3	{{90}}	{0}
3134	RandomBuff_3134		0	1	1001092	代价·射速	若当前生命低于最大生命，则射击速度提升{1}%	若当前生命不满，则射击速度提高20%/30%	2	3	{{20}}	{0}
3135	RandomBuff_3135		0	1	1001087	代价·温和	当前生命低于最大生命80%时，受到的最终伤害降低{1}%	血量低于80%时受到的最终伤害降低20%/30%	2	3	{{20}}	{0}
3136	RandomBuff_3136		0	1	1001082	囤积·射击	弹匣内每有1颗子弹，射击伤害提升{1}%	弹匣内每颗子弹都会使角色射击伤害提高2%/3%	2	3	{{2}}	{0}
3137	RandomBuff_3137		0	1	1001082	射击·随性	非瞄准射击伤害提升{1}%，武器稳定性提升{2}%	非瞄准射击伤害提高45%/65%，且武器稳定性提高20%	2	3	{{45},{20}}	{0}
3138	RandomBuff_3138		0	1	1001103	追击·射击	连续射击命中同一目标5次时，射击对其额外造成攻击力{1}%的高热类型伤害并将其击退，切换目标时计数重置	连续射击同一名敌人超过5次后，射击会对该敌人额外造成造成攻击力12%/18%的高热伤害并附带击退效果，切换射击目标时计数重置	2	3	{{18}}	{0}
3139	RandomBuff_3139		0	1	1001095	技能·循环	使用主动技能消耗的常规能量，按{1}%的比例转化为爆发能量；使用主动技能消耗的爆发能量，按{2}%的比例转化为常规能量	释放主动技能消耗的常规能量会按照50%的比例转化为爆发能量，释放主动技能消耗的爆发能量会按照10%的比例转化为常规能量	1	3	{{50},{10}}	{0}
3140	RandomBuff_3140		0	1	1001095	技能·克扣	使用常规技或爆发技后，对应能量储备低于上限{1}%时，则有{2}%概率返还本次消耗能量{3}%的对应能量	若角色释放常规技或爆发技后对应类型的能量储备低于上限的50%则有20%的概率触发能量返还，返还本次消耗能量的50%	1	3	{{50},{20},{50}}	{0}
3141	RandomBuff_3141		0	1	1001090	技能·装填	使用主动技能立即补充弹容{1}%的子弹	释放主动技能补充弹容上限50%的子弹	1	3	{{50}}	{0}
3142	RandomBuff_3142		0	1	1001118	代价·报复	射击伤害提升{1}%，每次射击消耗当前生命的5%，同时获得1层【积怨】效果，叠加至5层时下次射击造成的伤害提升{2}%，并回复本次伤害10%的生命	射击伤害提高60%/90%，但射击会消耗5%的当前生命值，每次消耗时获得一层【怨恨】效果，当持有5层怨恨时下次射击造成的伤害提高200%/300%，并回复本次伤害10%的生命值(这个值可以稍微给高点）	2	4	{{60},{200}}	{0}
3143	RandomBuff_3143		0	1	1001112	技能·控制	技能命中处于控制状态下的目标或造成控制效果时，额外造成1次目标{1}%最大生命的真实伤害，触发间隔3秒	技能命中处于控制状态下的敌人或造成控制效果时，造成一次敌人5%最大生命值的纯粹伤害，每3秒最多触发一次	2	4	{{5}}	{0}
3144	RandomBuff_3144		0	1	1001119	代价·循环	当前生命低于最大生命50%时，所有技能伤害提升{1}%，技能急速提升{2}%，且每秒额外获得{3}常规能量	血量低于50%时技能伤害提高40%/60%，技能急速增加40/60，且每秒额外获得1/1.5点常规能量	2	4	{{40},{40},{1}}	{0}
3145	RandomBuff_3145		0	1	1001109	护盾·夺取	每当造成伤害时，获得{1}%最大生命的护盾，护盾最多可叠加至{2}层，每秒自然减少{3}层	造成伤害的0.5%/1%会转化为护盾，护盾上限为最大生命的100%/100%，该护盾每秒减少最大生命值的5%	2	4	{{5},{20},{1}}	{0}
3146	RandomBuff_3146		0	1	1001109	护盾·进攻	攻击力增加当前护盾的{1}%	护盾值的5%/7.5%转化为攻击力	2	4	{{5}}	{0}
3147	RandomBuff_3147		0	1	1001092	射击·愈烈	持续射击超过1秒后获得【愈烈】效果：射击速度提升{1}%，每次射击命中使攻击力提升{2}%，至多提升{3}%，退出持续射击状态移除该效果	进入持续射击状态超过1秒后进入【倾泻】状态，射击速度提高30%/45%，每次射击命中使自己攻击力提高1%/1%，至多提高至30%/45%，退出持续射击状态移除强化效果	2	4	{{30},{1},{30}}	{0}
3148	RandomBuff_3148		0	1	1001118	射击·耗能	射击消耗1爆发能量，使该次射击伤害提升{1}%	射击会消耗1点爆发能量使本次伤害提高100%/150%，能量不足时不生效	2	4	{{150}}	{0}
3149	RandomBuff_3149		0	1	1001108	耐力·流转	常规能量回复速度提升{1}%，耐力回复速度也大幅提升	常规能量回复速度提高30%/45%，且冲刺和翻滚将不再消耗体力	2	4	{{30}}	{0}
3150	RandomBuff_3150		0	1	1001096	技能·互补	使用常规技或支援技后，爆发技使用间隔减少{1}秒；使用爆发技后，刷新常规技和支援技剩余的使用间隔	释放常规技或支援技，减少0.5/1秒爆发技使用间隔，释放爆发技，刷新常规技和支援技的剩余使用间隔	2	4	{{0.5}}	{0}
3151	RandomBuff_3151		0	1	1001118	射击·失衡	造成射击伤害时，自身技能伤害提升{1}%，造成技能伤害时，则射击伤害提升{2}%，持续5秒；同时拥有这两个效果时，则二者提供的加成均翻倍	造成射击伤害时使自身技能伤害提升50/75%，造成技能伤害时使自身射击伤害提升50%/75%，强化效果持续5秒。当同时拥有两种强化效果时，两种强化的加成翻倍	2	5	{{50},{50}}	{0}
3152	RandomBuff_3152		0	1	1001108	代价·进阶	基于当前生命获得强化，低于80%时获得【愤】：护盾获取效能提升{1}%，低于50%时获得【怒】：射击速度提升{2}%且技能急速提升{3}，低于30%时说的【狂】：攻击力提高{4}%，以上效果可同时存在	根据当前血量百分比获得阶段性强化，低于80%【激愤】：护盾获取效能提高30%/50%，低于50%【怨怒】：射击速度提升15%/25%；技能急速提高30/50，低于30%【狂暴】，攻击力提高50%/75%	2	5	{{30},{15},{30},{50}}	{0}
3153	RandomBuff_3153		0	1	1001108	代价·反击	队员受到致命伤害时不会倒下并进入【绝命】状态：获得持续10秒的无敌状态，且接下来10秒内射击速度提升{1}%，触发间隔60秒	受到致命伤害时，角色不会死亡并进入背水一战状态，获得持续10秒的无敌状态，并在接下来10秒内获得100%/200%射击速度，触发间隔60秒	2	5	{{100}}	{0}
3154	RandomBuff_3154		0	1	1001086	代价·循序	进入战斗状态后自身生命每秒降低5%，但造成的全类型伤害提升{1}%，队员不会因该效果倒下，离开战斗状态若当前生命低于50%则每秒回复5%最大生命	进入战斗状态后当前生命值每秒降低5%，但造成的全伤害提升100%/150%，角色不会因该效果死亡，离开战斗状态若当前生命值低于50%则每秒回复5%最大生命值	2	5	{{150}}	{0}
3155	RandomBuff_3155		0	1	1001090	弹匣·持续	持续射击状态下，弹容提升{1}%，且每2秒装填{2}%子弹，退出持续射击状态则移除效果	处于持续射击状态时，提高100%弹匣容量，且每2秒补充20%/30%子弹，退出持续射击状态则清空	2	5	{{100},{30}}	{0}
3156	RandomBuff_3156		0	1	1001082	弹匣·追伤	通过射击击败目标后{1}秒内射击不消耗子弹，同时每次射击附带1次当前弹匣容量*{2}%攻击力的高热类型伤害	使用射击击杀敌人时接下来2秒内射击不消耗弹药，且不消耗弹药期间射击的所有子弹附带一次当前弹匣容量*10%/15%攻击力的高热伤害	2	5	{{2},{10}}	{0}
3157	RandomBuff_3157		0	1	1001092	持续·破防	连续射击状态下每0.2秒积叠1次【管火】效果，每层使射击速度额外提升{1}%，最多叠加50层，叠加至满层时获得【过热】效果：射击无视目标{2}%防御力；换弹或退出连续射击状态移除所有层数	连续射击状态下每0.2秒积叠一次枪管火热效果，每层枪管火热使射击速度额外提高1%/1.5%，最多叠加50层。叠加至满层时获得【过热】效果，【过热】状态下时射击无视敌人15%/15%防御力，换弹或退出连续射击状态移除所有层数	2	5	{{1},{15}}	{0}
3158	RandomBuff_3158		0	1	1001093	伤害·追击	常规技的技能急速增加{1}，队员使用常规技后{2}秒内通过射击命中目标，则自身获得1层持续{3}秒【评优】效果：自身所有伤害提升{4}%，最多叠加至{5}层	常规技急速提升100，当角色在释放常规技后1秒内使用射击命中了敌人则为自己叠加一层持续3秒的【评价】等级，【评价】最高3级，且每层评价使自身全伤害提升20%/30%	2	5	{{100},{1},{1},{20},{3}}	{0}
3159	RandomBuff_3159		0	1	1001112	援助·追袭	队员获得芙提雅科技支援，射击命中时有{1}%概率激活【余怒流火】，对目标周围至多{2}个目标造成队员攻击力{3}%的高热类型伤害	角色获得弗提雅老师的黑科技支援，射击命中有50%概率触发一次流火溅射至目标周围至多5名敌人，对命中的敌人造成角色攻击力30%/50%的高热伤害	2	5	{{50},{5},{30}}	{0}
												
4000	RandomBuff_0		0	1	4403001	红色祖玛加分1	红色祖玛的基础得分+10	【脉冲连袭】祖玛相关buff	1	1		{0}
4001	RandomBuff_0		0	1	4403002	红色祖玛加分2	红色祖玛的基础得分+20	【脉冲连袭】祖玛相关buff	1	2		{0}
4002	RandomBuff_0		0	1	4403003	红色祖玛加分3	红色祖玛的基础得分+30	【脉冲连袭】祖玛相关buff	1	3		{0}
4003	RandomBuff_0		0	1	4403001	红色祖玛加分4	红色祖玛的基础得分+2倍	【脉冲连袭】祖玛相关buff	1	2		{0}
4004	RandomBuff_0		0	1	4403002	红色祖玛加分5	红色祖玛的基础得分+4倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4005	RandomBuff_0		0	1	4403003	红色祖玛加分6	红色祖玛的基础得分+6倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4006	RandomBuff_0		0	1	4403001	红色祖玛加分7	红色祖玛的基础得分*2倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4007	RandomBuff_0		0	1	4403002	红色祖玛加分8	红色祖玛的基础得分*3倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4008	RandomBuff_0		0	1	4403003	红色祖玛加分9	红色祖玛的基础得分*4倍	【脉冲连袭】祖玛相关buff	1	5		{0}
4009	RandomBuff_0		0	1	4403001	蓝色祖玛加分1	蓝色祖玛的基础得分+10	【脉冲连袭】祖玛相关buff	1	1		{0}
4010	RandomBuff_0		0	1	4403002	蓝色祖玛加分2	蓝色祖玛的基础得分+20	【脉冲连袭】祖玛相关buff	1	2		{0}
4011	RandomBuff_0		0	1	4403003	蓝色祖玛加分3	蓝色祖玛的基础得分+30	【脉冲连袭】祖玛相关buff	1	3		{0}
4012	RandomBuff_0		0	1	4403001	蓝色祖玛加分4	蓝色祖玛的基础得分+2倍	【脉冲连袭】祖玛相关buff	1	2		{0}
4013	RandomBuff_0		0	1	4403002	蓝色祖玛加分5	蓝色祖玛的基础得分+4倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4014	RandomBuff_0		0	1	4403003	蓝色祖玛加分6	蓝色祖玛的基础得分+6倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4015	RandomBuff_0		0	1	4403001	蓝色祖玛加分7	蓝色祖玛的基础得分*2倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4016	RandomBuff_0		0	1	4403002	蓝色祖玛加分8	蓝色祖玛的基础得分*3倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4017	RandomBuff_0		0	1	4403003	蓝色祖玛加分9	蓝色祖玛的基础得分*4倍	【脉冲连袭】祖玛相关buff	1	5		{0}
4018	RandomBuff_0		0	1	4403001	绿色祖玛加分1	绿色祖玛的基础得分+10	【脉冲连袭】祖玛相关buff	1	1		{0}
4019	RandomBuff_0		0	1	4403002	绿色祖玛加分2	绿色祖玛的基础得分+20	【脉冲连袭】祖玛相关buff	1	2		{0}
4020	RandomBuff_0		0	1	4403003	绿色祖玛加分3	绿色祖玛的基础得分+30	【脉冲连袭】祖玛相关buff	1	3		{0}
4021	RandomBuff_0		0	1	4403001	绿色祖玛加分4	绿色祖玛的基础得分+2倍	【脉冲连袭】祖玛相关buff	1	2		{0}
4022	RandomBuff_0		0	1	4403002	绿色祖玛加分5	绿色祖玛的基础得分+4倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4023	RandomBuff_0		0	1	4403003	绿色祖玛加分6	绿色祖玛的基础得分+6倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4024	RandomBuff_0		0	1	4403001	绿色祖玛加分7	绿色祖玛的基础得分*2倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4025	RandomBuff_0		0	1	4403002	绿色祖玛加分8	绿色祖玛的基础得分*3倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4026	RandomBuff_0		0	1	4403003	绿色祖玛加分9	绿色祖玛的基础得分*4倍	【脉冲连袭】祖玛相关buff	1	5		{0}
4027	RandomBuff_0		0	1	4403001	黄色祖玛加分1	黄色祖玛的基础得分+10	【脉冲连袭】祖玛相关buff	1	1		{0}
4028	RandomBuff_0		0	1	4403002	黄色祖玛加分2	黄色祖玛的基础得分+20	【脉冲连袭】祖玛相关buff	1	2		{0}
4029	RandomBuff_0		0	1	4403003	黄色祖玛加分3	黄色祖玛的基础得分+30	【脉冲连袭】祖玛相关buff	1	3		{0}
4030	RandomBuff_0		0	1	4403001	黄色祖玛加分4	黄色祖玛的基础得分+2倍	【脉冲连袭】祖玛相关buff	1	2		{0}
4031	RandomBuff_0		0	1	4403002	黄色祖玛加分5	黄色祖玛的基础得分+4倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4032	RandomBuff_0		0	1	4403003	黄色祖玛加分6	黄色祖玛的基础得分+6倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4033	RandomBuff_0		0	1	4403001	黄色祖玛加分7	黄色祖玛的基础得分*2倍	【脉冲连袭】祖玛相关buff	1	3		{0}
4034	RandomBuff_0		0	1	4403002	黄色祖玛加分8	黄色祖玛的基础得分*3倍	【脉冲连袭】祖玛相关buff	1	4		{0}
4035	RandomBuff_0		0	1	4403003	黄色祖玛加分9	黄色祖玛的基础得分*4倍	【脉冲连袭】祖玛相关buff	1	5		{0}
