 	角色ID	Wwise事件	描述	气泡文本key	多个Wwise事件时随机概率	是否播放状态:0-自己播,队友不播;1-自己播,队友也播
main001	110401	Play_Vo_girl004_main001_032	通用本体登录语音动作	speak.110401_main001	1	0
main002	110401	Play_Vo_girl004a_02_main001_033	换了身轻便的行头，这下一定会跟上大家的行动，嗯！	speak.110401_main002	1	0
main003	110401	Play_Vo_girl004a_02_main001_034	问题和日程，都是一步步论证解答出来的。	speak.110401_main003	1	0
main101	110401	Play_Vo_girl004a_02_main101a	说了多少次了，我没有谎报身高！	speak.110401_main101	1	0
main201	110401	Play_Vo_girl004a_02_main201a	要我帮忙也可以，先夸芙提雅老师真厉害。	speak.110401_main201	1	0
						
晴_藏锋_凛冽冬花_DLC2		！！特殊！！ 晴藏锋皮肤有新登录台词是因为，那身衣服和台词实在太不搭了才加了新的			1	0
win	110601	Play_Vo_girl006a_02_win001_026	以前，我从没留意过这些。		1	0
win	110601	Play_Vo_girl006a_02_win002_027	这就是花朵凋零的样子吗？		1	0
main001	110601	Play_Vo_girl006a_02_main001_032	穿的越少，防御力越高？我能听出来，你是在开玩笑。	speak.110601_main001	1	0
main002	110601	Play_Vo_girl006a_02_main002_033	只是想适当做一些改变，怎么，你觉得不好看吗？	speak.110601_main002	1	0
main003	110601	Play_Vo_girl006a_02_main003_034	确实更加舒适透气，但是在功能性上……	speak.110601_main003	1	0
main101	110601	Play_Vo_girl006a_02_main101a	我身上有什么奇怪的地方吗，分析员？	speak.110601_main101	1	0
main201	110601	Play_Vo_girl006a_02_main201a	给裙摆加反重力设计，这对作战有帮助吗？	speak.110601_main201	1	0
						
芬妮_咎冠_荆棘(蜂刺蔷薇) 三星皮 DLC2 girl008a						
因为做法问题 美术做部分3星皮的时候用的原皮骨骼						
						
肴 工作宗旨						
main001	101001	Play_Vo_girl010_main001_032		speak.101001_main001	1	0
main002	101001	Play_Vo_girl010_main002_033		speak.101001_main002	1	0
main003	101001	Play_Vo_girl010_main003_034		speak.101001_main003	1	0
					1	0
肴 工作宗旨翻新						
main001	101004	Play_Vo_girl010_04_main001_032		speak.101001_main001	1	0
main002	101004	Play_Vo_girl010_04_main002_033		speak.101001_main002	1	0
main003	101004	Play_Vo_girl010_04_main003_034		speak.101001_main003	1	0
						
肴_冬至_粼粼尾浪 DLC3					1	0
enterlevel	111003	Play_Vo_girl010a_03_enterlevel001_001	今天阳光正好，你们别来挡道。		1	0
enterlevel	111003	Play_Vo_girl010a_03_enterlevel002_002	准备好被浇个透心凉吧。		1	0
win	111003	Play_Vo_girl010a_03_win001_026	呼，该去好好游个泳了。		1	0
win	111003	Play_Vo_girl010a_03_win002_027	收工，别忘了我的加班费。		1	0
main001	111003	Play_Vo_girl010a_03_main001_032	你来啦，有空帮我涂点防晒油吗？	speak.111003_main001	1	0
main002	111003	Play_Vo_girl010a_03_main002_033	呼~每次辛苦的工作，都是为了下一次更好的休息。	speak.111003_main002	1	0
main003	111003	Play_Vo_girl010a_03_main003_034	沙滩、海浪与带薪休假，这，就是打工人的天堂吧！	speak.111003_main003	1	0
main101	111003	Play_Vo_girl010a_03_main101a	这次的假期，应该不会占用我们的调休时间吧？	speak.111003_main101	1	0
main201	111003	Play_Vo_girl010a_03_main201a	啊~（哈欠），这么好的天气，不来一起晒日光浴吗？	speak.111003_main201	1	0
					1	0
恩雅_姐姐大人_情迷炎日 DLC3					1	0
win	101101	Play_Vo_girl011_02_win001_026	嘿咻~分析员，这次是我们赢了哦。		1	0
win	101101	Play_Vo_girl011_02_win002_027	哎嘿~不要小瞧姐姐的实力哦。		1	0
main001	101101	Play_Vo_girl011_main001_032	通用本体登录语音动作	speak.101101_main001	1	0
main002	101101	Play_Vo_girl011_02_main002_033	嗯…今天的浪好像有点点大啊……分析员，一会下水的时候，要记得抓紧姐姐我哦。	speak.101101_main002	1	0
main003	101101	Play_Vo_girl011_02_main003_034	好孩子可不会偷偷拍照哦~至少要等姐姐准备好了再按下快门。	speak.101101_main003	1	0
main101	101101	Play_Vo_girl011_02_main101a	真巧，我正想找分析员聊聊天呢~	speak.101101_main101	1	0
main201	101101	Play_Vo_girl011_02_main201a	休假期间，姐姐我一直都在这里哦，呵呵~	speak.101101_main201	1	0
						
猫汐尔_猫猫_魂灵缚痕						
main001	101201	Play_Vo_girl012_main001_032		speak.101201_main001	1	0
main002	101201	Play_Vo_girl012_main002_033		speak.101201_main002	1	0
main003	101201	Play_Vo_girl012_main003_034		speak.101201_main003	1	0
					1	0
猫汐尔_溯影_灼阳假期_DLC3					1	0
enterlevel	111201	Play_Vo_girl012a_02_enterlevel001_001	一起去晒太阳吧。		1	0
enterlevel	111201	Play_Vo_girl012a_02_enterlevel002_002	把敌人都埋进沙堆里吧。		1	0
win	111201	Play_Vo_girl012a_02_win001_026	任务已经结束了吧。		1	0
win	111201	Play_Vo_girl012a_02_win002_027	前往下一处标点吧。		1	0
main001	111201	Play_Vo_girl012_main003_034	通用本体登录语音动作	speak.111201_main001	1	0
main002	111201	Play_Vo_girl012a_02_main002_033	哎，下海游泳？不要。为什么要把自己弄得湿漉漉的？	speak.111201_main002	1	0
main003	111201	Play_Vo_girl012a_02_main003_034	喂——分析员，一直待在这里不会无聊吗？不如去沙滩转转吧，听说有人在那里挖出了不得了的东西。	speak.111201_main003	1	0
main101	111201	Play_Vo_girl012a_02_main101a	奇怪喵，分析员你的心跳好像加速了……	speak.111201_main101	1	0
main201	111201	Play_Vo_girl012a_02_main201a	怎么，要看看我新捡到的贝壳吗	speak.111201_main201	1	0
					1	0
辰星_云篆_丹翎野鹤 (复用的 不用新增配置)						
						
辰星-云篆_波光倩影_DLC3						
enterlevel	111401	Play_Vo_girl014a_03_enterlevel001_001	真的要穿着泳衣出任务吗……（有点害羞的语气）		1	0
enterlevel	111401	Play_Vo_girl014a_03_enterlevel002_002	任务开始，分析员，你在看哪里？		1	0
win	111401	Play_Vo_girl014a_03_win001_026	此次经历，值得铭记。		1	0
main001	111401	Play_Vo_girl014_main001_032		speak.111401_main001	1	0
main002	111401	Play_Vo_girl014a_03_main002_033	难得的假日，但是却不知道该做些什么……哎？创造美好的回忆？嗯，原来如此，那就从现在开始吧。	speak.111401_main002	1	0
main003	111401	Play_Vo_girl014a_03_main003_034	喜欢棒冰还是冰淇淋？嗯……虽然小时候喜欢棒冰，但现在的我却更偏向冰淇淋。	speak.111401_main003	1	0
main101	111401	Play_Vo_girl014a_03_main101a	一直看向这边，是有什么想问我的吗？	speak.111401_main101	1	0
main201	111401	Play_Vo_girl014a_03_main201a	嗯，这里真是个避暑的好地方。	speak.111401_main201	1	0
						
里芙_狂猎_霜舞盛典_DLC4						
win	110202	Play_Vo_girl002a_03_win001_026	你不会停下脚步，我也是。（笑）		1	0
win	110202	Play_Vo_girl002a_03_win002_027	我不擅长跳舞，但此刻，我想试试。（笑）		1	0
main001	110202	Play_Vo_girl002_main003_034	加油哦~耶	speak.110202_main001	1	0
main002	110202	Play_Vo_girl002a_03_main002_033	分析员偶尔也会被眼前的景色所迷惑吗？（略带羞涩）	speak.110202_main002	1	0
main003	110202	Play_Vo_girl002a_03_main003_034	这只手既不够温暖也不够柔软，即便如此，你还要紧握它吗？（略带忧伤的微笑）	speak.110202_main003	1	0
main101	110202	Play_Vo_girl002a_03_main101a	分析员，这段时间，让你担心了。（歉意）	speak.110202_main101	1	0
main201	110202	Play_Vo_girl002a_03_main201a	嗯？我不冷，相反，我感到很舒适。	speak.110202_main201	1	0
						
芬妮_咎冠_初晴金雪						
win	110801	Play_Vo_girl008a_03_win001_026	比起绕过障碍，我更喜欢闯过它。		1	0
win	110801	Play_Vo_girl008a_03_win002_027	闪闪发光的舞台，又多了一个。		1	0
main001	110801	Play_Vo_girl008_main003_034	站在你面前的，可是大明星哦，嗯...曾经啊...	speak.110801_main001	1	0
main002	110801	Play_Vo_girl008a_03_main002_033	滑雪镜，手套，嗯，还有最重要的防晒霜。	speak.110801_main002	1	0
main003	110801	Play_Vo_girl008a_03_main003_034	放心，我可不会被冻感冒。	speak.110801_main003	1	0
main101	110801	Play_Vo_girl008a_03_main101a	想一起滑雪吗，哎呀，我当然会认真教你的。	speak.110801_main101	1	0
main201	110801	Play_Vo_girl008a_03_main201a	分析员，一起朝着下一座山峰前进吧。	speak.110801_main201	1	0
						
苔丝_魔术师_流放欢愉_DLC4						
enterlevel	101701	Play_Vo_girl017_02_enterlevel001_001	我的斗篷下藏满了惊喜哦！		1	0
enterlevel	101701	Play_Vo_girl017_02_enterlevel002_002	一二三四五六七，苔丝有个小秘密~		1	0
win	101701	Play_Vo_girl017_02_win001_026	兔兔魔术师在谢幕的时候也会保持优雅~		1	0
win	101701	Play_Vo_girl017_02_win002_027	我今天表现还不错吧！夸夸我呗！		1	0
main001	101701	Play_Vo_girl017_main001_032	欢迎回来~我一直在等你呢！想让分析员第一个看到我昨晚想到的新魔术！	speak.101701_main001	1	0
main002	101701	Play_Vo_girl017_02_main002_033	唔，公司的空调温度调太低了吧，嘿嘿这样就好多了。	speak.101701_main002	1	0
main003	101701	Play_Vo_girl017_02_main003_034	登登！这个新魔术的名字叫“帽子里的兔兔精灵”！你觉得怎么样？	speak.101701_main003	1	0
main101	101701	Play_Vo_girl017_02_main101a	分析员陪我出去旅行好不好，我想去找找新魔术的灵感。	speak.101701_main101	1	0
main201	101701	Play_Vo_girl017_02_main201a	你看我这兔兔耳朵做得怎么样？可以捏哦，手感超好的！	speak.101701_main201	1	0
						
凯茜娅_蓝闪_远曲独舞_DLC5						
enterlevel	101501	Play_Vo_girl015_02_enterlevel001_001	一直盯着我看，可是很危险的。		1	0
enterlevel	101501	Play_Vo_girl015_02_enterlevel002_002	意料之外的插曲。		1	0
win	101501	Play_Vo_girl015_02_win001_026	嗯，恰到好处的落幕。		1	0
win	101501	Play_Vo_girl015_02_win002_027	都解决了，我们回去吧。		1	0
main001	101501	Play_Vo_girl015_02_main001_032	一直板着脸，我可是会很伤心的哦。	speak.101501_main001	1	0
main002	101501	Play_Vo_girl015_02_main002_033	耶洛沙的舞蹈以华丽著称，不过，并不难学。	speak.101501_main002	1	0
main003	101501	Play_Vo_girl015_02_main003_034	聚光灯已经亮起，我相信你准备好走到舞台中央了。	speak.101501_main003	1	0
main101	101501	Play_Vo_girl015_02_main101	这身衣服，果然还是太显眼了些。	speak.101501_main101	1	0
main201	101501	Play_Vo_girl015_02_main201	身份？这只不过是又一层伪装。	speak.101501_main201	1	0
						
芙提雅_缄默_狂曲雅跃_DLC5						
win	110402	Play_Vo_girl004a_03_win001_026	快点带队回去吧~		1	0
win	110402	Play_Vo_girl004a_03_win002_027	回去一起烤火吧~		1	0
main001	110402	Play_Vo_girl004_main001_032		speak.110402_main001	1	0
main002	110402	Play_Vo_girl004a_03_main002_033	分析员终于注意到我了？怎么样，芙提雅老师是不是变得更可爱了？！	speak.110402_main002	1	0
main003	110402	Play_Vo_girl004a_03_main003_034	分析员，你在盯着哪里看呢~让我猜猜，一定是被芙提雅老师的身材迷住了吧！	speak.110402_main003	1	0
main101	110402	Play_Vo_girl004a_03_main101	呜……哦？分析员再靠近一点嘛。	speak.110402_main101	1	0
main201	110402	Play_Vo_girl004a_03_main201	嘿嘿，一不小心轻便过头了~	speak.110402_main201	1	0
						
安卡希雅_辉夜_东流映荷_DLC5						
enterlevel	110102	Play_Vo_girl001a_03_enterlevel001_001			1	0
enterlevel	110102	Play_Vo_girl001a_03_enterlevel002_002			1	0
win	110102	Play_Vo_girl001a_03_win001_026	战斗后耍帅是英雄的权利！		1	0
win	110102	Play_Vo_girl001a_03_win002_027	胜利姿势要符合角色设定~		1	0
main001	110102	Play_Vo_girl001a_03_main001_032		speak.110102_main001	1	0
main002	110102	Play_Vo_girl001a_03_main002_033	华丽的变身和强大的魔法，只要签订契约就能统统拿下~	speak.110102_main002	1	0
main003	110102	Play_Vo_girl001a_03_main003_034	“以月女神之名”……怎么，只是在模仿必杀技而已。	speak.110102_main003	1	0
main101	110102	Play_Vo_girl001a_03_main101	你不知道吗？子弹是打不中美少女的。	speak.110102_main101	1	0
main201	110102	Play_Vo_girl001a_03_main201	这个周末，一起去赏花吧。	speak.110102_main201	1	0
						
伊切尔_豹豹_迟到花蕾_DLC6						
win	101601	Play_Vo_girl016_02_win001_026	我没有弄脏新衣服哦！		1	0
win	101601	Play_Vo_girl016_02_win002_027	我这次有乖乖听指挥的~		1	0
enterlevel	101601	Play_Vo_girl016_02_enterlevel001_001	鞋穿好了，可以出发了吗？		1	0
enterlevel	101601	Play_Vo_girl016_02_enterlevel002_002	嗯嗯！我会听话的！		1	0
main001	101601	Play_Vo_girl016_main001_032	趁现在没人，可以偷偷……诶！？你什么时候回来的！？	speak.101601_main001	1	0
main002	101601	Play_Vo_girl016_02_main002_033	好看吗？谢谢分析员送我这套衣服！	speak.101601_main002	1	0
main003	101601	Play_Vo_girl016_02_main003_034	看！我画的分析员和我！送给你嘿嘿~	speak.101601_main003	1	0
main101	101601	Play_Vo_girl016_02_main101	为什么大家上学要穿一样的衣服呢？不懂……	speak.101601_main101	1	0
main201	101601	Play_Vo_girl016_02_main201	诶！？要给我留作业？可以少一点吗？	speak.101601_main201	1	0
						
芬妮_咎冠_甜蜜统治_DLC6						
win	110803	Play_Vo_girl008a_04_win001_026	xiu~统统倒下吧。		1	0
win	110803	Play_Vo_girl008a_04_win002_027	（笑）甜度满分！		1	0
enterlevel	110803	Play_Vo_girl008a_04_enterlevel001_001	今天我可不准你盯着别人看哦		1	0
enterlevel	110803	Play_Vo_girl008a_04_enterlevel002_002	为什么和分析员独处的时候会有任务啊！		1	0
main001	110803	Play_Vo_girl008a_04_main001_032	说好今天要陪本小姐的（拍自己胸口），你可别食言哦（甩开头发）	speak.110803_main001	1	0
main002	110803	Play_Vo_girl008a_04_main002_033	以后尝到这个味道，就要想起本小姐。	speak.110803_main002	1	0
main003	110803	Play_Vo_girl008a_04_main003_034	这可是专门给你准备的，所以只能给满分哦。	speak.110803_main003	1	0
main101	110803	Play_Vo_girl008a_04_main101	嗯？（笑）今天也一起去逛街吧。	speak.110803_main101	1	0
main201	110803	Play_Vo_girl008a_04_main201	哼哼，新衣服果然还是越多越好。	speak.110803_main201	1	0
						
琴诺_悖谬_见习侍奉_DLC7						
enterlevel	110702	Play_Vo_girl007a_02_enterlevel001_001	诶！有这么多需要清理吗！？		1	0
enterlevel	110702	Play_Vo_girl007a_02_enterlevel002_002	我、我会努力打扫干净的！		1	0
win	110702	Play_Vo_girl007a_02_win001_026	善后工作，就交给我吧！		1	0
win	110702	Play_Vo_girl007a_02_win002_027	不好的东西，都解决掉了。		1	0
main001	110702	Play_Vo_girl007a_02_main001_032	欢迎回家……需要先洗个澡吗？	speak.110702_main001	1	0
main002	110702	Play_Vo_girl007a_02_main002_033	分析员，房间我已经打扫干净了……欢，欢迎回来！	speak.110702_main002	1	0
main003	110702	Play_Vo_girl007a_02_main003_034	琴诺，总是笨手笨脚的……但为了分析员，我会努力的！	speak.110702_main003	1	0
main101	110702	Play_Vo_girl007a_02_main101	分析员，谢谢你一直以来的帮助。	speak.110702_main101	1	0
main201	110702	Play_Vo_girl007a_02_main201	这样的琴诺，分析员会喜欢吗？呜……	speak.110702_main201	1	0
						
恩雅_羽蜕_轻语疗法_DLC7						
enterlevel	111102	Play_Vo_girl011a_02_enterlevel001_001	急救箱已经带好了哦~		1	0
enterlevel	111102	Play_Vo_girl011a_02_enterlevel002_002	治疗就交给我吧~		1	0
win	111102	Play_Vo_girl011a_02_win001_026	结束了，大家都没有受伤吧？		1	0
win	111102	Play_Vo_girl011a_02_win002_027	有不舒服的地方要告诉我哦~		1	0
main001	111102	Play_Vo_girl011a_02_main001_032	回来啦？快让我检查一下有没有受伤！	speak.111102_main001	1	0
main002	111102	Play_Vo_girl011a_02_main002_033	你的脸怎么这么红啊？来让姐姐量一下体温吧~	speak.111102_main002	1	0
main003	111102	Play_Vo_girl011a_02_main003_034	最近的服装设计真大胆呀，分析员……觉得怎么样？	speak.111102_main003	1	0
main101	111102	Play_Vo_girl011a_02_main101	亲吻可以减轻痛楚哦~mua~	speak.111102_main101	1	0
main201	111102	Play_Vo_girl011a_02_main201	累了就靠在姐姐怀里吧！	speak.111102_main201	1	0
main700	111102	Play_Vo_girl011a_02_main700	你醒啦？今天一整天都由我来照顾你哦~	speak.111102_main700	1	0
main701	111102	Play_Vo_girl011a_02_main701	我头发乱了吗？	speak.111102_main701	1	0
main702	111102	Play_Vo_girl011a_02_main702	哎？……真是调皮~	speak.111102_main702	1	0
main703	111102	Play_Vo_girl011a_02_main703	有点饿了吧？来，啊——	speak.111102_main703	1	0
main704	111102	Play_Mo_girl011_happy01_052	嗯		1	0
main705	111102	Play_Vo_girl011a_02_main705	好像有点发汗，要不要把衣服脱掉呢？	speak.111102_main705	1	0
main761	111102	Play_Vo_girl011a_02_main761	怎么了吗？	speak.111102_main761	1	0
main762	111102	Play_Vo_girl011a_02_main762	想做什么？	speak.111102_main762	1	0
main765	111102	Play_Vo_girl011a_02_main765	这是我们的秘密哦~	speak.111102_main765	1	0
main766	111102	Play_Vo_girl011a_02_main766	要保持安静哦~	speak.111102_main766	1	0
main767	111102	Play_Vo_girl011a_02_main767	这……有点害羞。	speak.111102_main767	1	0
main768	111102	Play_Vo_girl011a_02_main768	不要一直用这种眼神看……	speak.111102_main768	1	0
main769	111102	Play_Vo_girl011a_02_main769	这样，会很安心。	speak.111102_main769	1	0
main770	111102	Play_Vo_girl011a_02_main770	分析员好温柔。	speak.111102_main770	1	0
main771	111102	Play_Vo_girl011a_02_main771	唔！呵呵~真大胆。	speak.111102_main771	1	0
main772	111102	Play_Vo_girl011a_02_main772	唔！咳……脚底有点痒。	speak.111102_main772	1	0
main790	111102	Play_Mo_girl011_embarrassed01_054	嗯。。（思考）		1	0
main791	111102	Play_Mo_girl011_thinking01_059	胸部乳摇		1	0
main792	111102	Play_Mo_girl011_confused01_061	摸腿		1	0
main793	111102	Play_Mo_girl011a_02_main793	摸屁股		1	0
						
瑟瑞斯_瞬刻_须臾蹁跹_DLC8						
enterlevel	111302	Play_Vo_girl013a_02_enterlevel001_001	我会紧紧跟着分析员的~		1	0
enterlevel	111302	Play_Vo_girl013a_02_enterlevel002_002	这次我可不会走丢了哦。		1	0
win	111302	Play_Vo_girl013a_02_win001_026	无论忘记多少遍，我也依然是我！		1	0
win	111302	Play_Vo_girl013a_02_win002_027	美好总是短暂，这就是记录的价值！		1	0
main001	111302	Play_Vo_girl013a_02_main001_032	（蹦到面前）嘿！（平稳一点陈述）我老早就在这里等你了，（突然兴奋，情绪起来）有没有很开心呀？	speak.111302_main001	1	0
main002	111302	Play_Vo_girl013a_02_main002_033	可以帮我……（摸摸自己的头饰）看看我的发饰有歪吗？（展示头饰）（憨憨的）	speak.111302_main002	1	0
main003	111302	Play_Vo_girl013a_02_main003_034	（衣服上飞出一群蝴蝶围绕着瑟瑞斯飞舞）哇~真漂亮！（一只落在瑟瑞斯手上）好可爱呀！	speak.111302_main003	1	0
main101	111302	Play_Vo_girl013a_02_main101	分析员~（站远处喊拖长音），你昨天又熬夜了吧，这样是不好的哦。（凑近，有点气鼓鼓的感觉）	speak.111302_main101	1	0
main201	111302	Play_Vo_girl013a_02_main201	（高兴地邀请，蹦跶一下的感觉，然后笑着解释着）哈哈～ 一起去花市吧！我想养些新的花~	speak.111302_main201	1	0
						
凯茜娅_蓝闪_精练特助_DLC8						
enterlevel	101504	Play_Vo_girl015_04_enterlevel001_001	你的背后就交给我。		1	0
enterlevel	101504	Play_Vo_girl015_04_enterlevel002_002	就让我先为你开道。		1	0
win	101504	Play_Vo_girl015_04_win001_026	工作结束，接下来可要好好放松一下。（笑）		1	0
win	101504	Play_Vo_girl015_04_win002_027	任务完成，庆祝的地方我已经定好了。（笑）		1	0
main001	101504	Play_Vo_girl015_04_main001_032	惊喜吗？今天我来当你的助理，私人的，贴身的那种。	speak.101504_main001	1	0
main002	101504	Play_Vo_girl015_04_main002_033	放心，你今天的全部日程，（正常语气） 我都会~安排得明·明·白·白。（诱惑，坏姐姐语气）	speak.101504_main002	1	0
main003	101504	Play_Vo_girl015_04_main003_034	这么大一间办公室，（看办公室）现在（转头过来，故意声音拉长一点）  就只有你我二人……（再接一声轻笑）	speak.101504_main003	1	0
main101	101504	Play_Vo_girl015_04_main101	过来，（手指一勾）你该休息一下了。（女王范）	speak.101504_main101	1	0
main201	101504	Play_Vo_girl015_04_main201	你的麻烦，不妨交给我帮你分担（性感抚胸）。	speak.101504_main201	1	0
						
里芙_无限之视_爱意凝晶（恒约）						
enterlevel	120202	Play_Vo_girl002b_02_enterlevel001_001	放心，我不会擅自离你太远。		1	0
enterlevel	120202	Play_Vo_girl002b_02_enterlevel002_002	嗯，这次也与你同行。		1	0
win	120202	Play_Vo_girl002b_02_win001_026	我很庆幸，冰雪的尽头是你在等我。		1	0
win	120202	Play_Vo_girl002b_02_win002_027	到这一刻，我心中的坚冰彻底消融。		1	0
main001	120202	Play_Vo_girl002b_02_main001_032	（里芙优雅微微低头行礼）抱歉，让你久等了，（里芙站起来走进，摸着分析员的脸微笑着说）接下来我会一直陪伴分析员的。	speak.120202_main001	1	0
main002	120202	Play_Vo_girl002b_02_main002_033	（里芙低头看着手中的花，带着些许欣喜说）我从未想过自己会穿上这种衣服，（抬头看分析员）幸好，（感动又感激的诉说）面前的人是你。	speak.120202_main002	1	0
main003	120202	Play_Vo_girl002b_02_main003_034	（看着虚假的雪消散轻叹口气，然后看下分析员，带着淡淡微笑许下约定）等无害的、真正的雪堆起来，我们再一起去看吧。	speak.120202_main003	1	0
main101	120202	Play_Vo_girl002b_02_main101	（托着脸若有所思）拍照？（舒展开身体，有点娇憨地问）分析员想要我摆出什么姿势呢？	speak.120202_main101	1	0
main201	120202	Play_Vo_girl002b_02_main201	（下定决心一般深吸口气，然后害羞地说）只有今天也好，可以只看着我吗？	speak.120202_main201	1	0
main700	120202	Play_Vo_girl002b_02_main700	分析员：里芙，过来一下。	speak.120202_main700	1	0
main701	120202	Play_Vo_girl002b_02_main701	分析员的手，还是那么温暖。	speak.120202_main701	1	0
main702	120202	Play_Vo_girl002b_02_main702	分析员，我其实很高兴你也……嗯？（被窗外发生的事吸引打断）	speak.120202_main702	1	0
main703	120202	Play_Vo_girl002b_02_main703	神格神经已经不会痛了，不用担心。	speak.120202_main703	1	0
main711	120202	Play_Vo_girl002b_02_main704	分析员：里芙，你可以放松点的。分析员请放心，我已经自己排练过21次了。	speak.120202_main711	1	0
main712	120202	Play_Vo_girl002b_02_main705	分析员：里芙，把手给我嗯……	speak.120202_main712	1	0
main713	120202	Play_Vo_girl002b_02_main706	这是我的承诺（轻笑），我会陪伴你，直到我生命的终点。	speak.120202_main713	1	0
main720	120202	Play_Vo_girl002b_02_main707	分析员：我……我好想要你一直穿着它。分析员喜欢就好。	speak.120202_main720	1	0
main731	120202	Play_Vo_girl002b_02_main731	嗯……（轻声）		1	0
main732	120202	Play_Vo_girl002b_02_main732	呵……（表现舒服的轻笑）		1	0
main733	120202	Play_Vo_girl002b_02_main733	嗯？（好奇）		1	0
main734	120202	Play_Vo_girl002b_02_main734	唔……（感觉到分析员的力量而发出的低语）		1	0
main735	120202	Play_Vo_girl002b_02_main735	哦？（些许疑惑）		1	0
main736	120202	Play_Vo_girl002b_02_main736	嗯……（感觉到分析员的温暖，觉得舒服）		1	0
main737	120202	Play_Vo_girl002b_02_main737	嗯？（好奇）		1	0
main738	120202	Play_Vo_girl002b_02_main738	呵（轻笑）		1	0
main739	120202	Play_Vo_girl002b_02_main739	唔……（思考）		1	0
main740	120202	Play_Vo_girl002b_02_main740	嗯（表达肯定）		1	0
main741	120202	Play_Vo_girl002b_02_main741	嗯……（比较害羞）		1	0
main742	120202	Play_Vo_girl002b_02_main742	呵……（比较害羞）		1	0
main743	120202	Play_Vo_girl002b_02_main743	嗯？！（感觉到痒而发出的声音）		1	0
main744	120202	Play_Vo_girl002b_02_main744	唔……（憋笑）		1	0
main745	120202	Play_Vo_girl002b_02_main745	嗯……（思考状）		1	0
main746	120202	Play_Vo_girl002b_02_main746	呵（轻笑）		1	0
main761	120202	Play_Vo_girl002b_02_main761	嗯，我在。	speak.120202_main761	1	0
main762	120202	Play_Vo_girl002b_02_main762	你的手，很温暖。	speak.120202_main762	1	0
main763	120202	Play_Vo_girl002b_02_main763	这里……很美呢。（看风景）	speak.120202_main763	1	0
main764	120202	Play_Vo_girl002b_02_main764	我会陪着分析员。（微笑）	speak.120202_main764	1	0
main765	120202	Play_Vo_girl002b_02_main765	不觉得冷吗？（温柔）	speak.120202_main765	1	0
main766	120202	Play_Vo_girl002b_02_main766	我能知道你的心意。（温柔）	speak.120202_main766	1	0
main767	120202	Play_Vo_girl002b_02_main767	这个……歪了吗？（轻笑）	speak.120202_main767	1	0
main768	120202	Play_Vo_girl002b_02_main768	分析员，在看哪里？（轻笑）	speak.120202_main768	1	0
main769	120202	Play_Vo_girl002b_02_main769	分析员？	speak.120202_main769	1	0
main770	120202	Play_Vo_girl002b_02_main770	想聊天吗？（温柔）	speak.120202_main770	1	0
main771	120202	Play_Vo_girl002b_02_main771	再，靠近一些？（挑逗）	speak.120202_main771	1	0
main772	120202	Play_Vo_girl002b_02_main772	分析员的心跳声……（轻笑）	speak.120202_main772	1	0
main773	120202	Play_Vo_girl002b_02_main773	不要……（娇羞）	speak.120202_main773	1	0
main774	120202	Play_Vo_girl002b_02_main774	这样很奇怪……（带着笑意，已经有点忍不住了）	speak.120202_main774	1	0
main775	120202	Play_Vo_girl002b_02_main775	这里吗？（些许疑惑）	speak.120202_main775	1	0
main776	120202	Play_Vo_girl002b_02_main776	你喜欢的话……（害羞）	speak.120202_main776	1	0
main780	120202	Play_Vo_girl002b_02_main780	分析员，嗯……	speak.120202_main780	1	0
main781	120202	Play_Vo_girl002b_02_main781	从进来这里以后，我的心跳就一直很快。	speak.120202_main781	1	0
main782	120202	Play_Vo_girl002b_02_main782	在这种时候，你会不会紧张？	speak.120202_main782	1	0
main783	120202	Play_Vo_girl002b_02_main783	分析员……（脸红）	speak.120202_main783	1	0
main784	120202	Play_Vo_girl002b_02_main784	我，很开心。	speak.120202_main784	1	0
main785	120202	Play_Vo_girl002b_02_main785	如果，能再贪心一些，我还想听到更多。	speak.120202_main785	1	0
main786	120202	Play_Vo_girl002b_02_main786	嗯，我也一样。（微笑）	speak.120202_main786	1	0
main787	120202	Play_Vo_girl002b_02_main787	所以我愿意，将我的未来托付给你。	speak.120202_main787	1	0
main788	120202	Play_Vo_girl002b_02_main788	也会永远永远，陪在你的身边。	speak.120202_main788	1	0
						
芬妮_辉耀_绽于恋时（恒约）						
enterlevel	120802	Play_Vo_girl008b_02_enterlevel001_001	这是独属于我们的舞台~		1	0
enterlevel	120802	Play_Vo_girl008b_02_enterlevel002_002	即便到了终点，本小姐也不会松手哦~		1	0
win	120802	Play_Vo_girl008b_02_win001_026	绝不会把你让给其他人~		1	0
win	120802	Play_Vo_girl008b_02_win002_027	你是本小姐唯一的舞台~		1	0
main001	120802	Play_Vo_girl008b_02_main001_032	久等啦，今天可要让本小姐尽兴哦！	speak.120802_main001	1	0
main002	120802	Play_Vo_girl008b_02_main002_033	分析员，不许眨眼哦。	speak.120802_main002	1	0
main003	120802	Play_Vo_girl008b_02_main003_034	攻占所有的舞台？本小姐现在想要攻占的，只有面前的你~	speak.120802_main003	1	0
main101	120802	Play_Vo_girl008b_02_main101	不许把本小姐换下去哦~至少今天不行！	speak.120802_main101	1	0
main201	120802	Play_Vo_girl008b_02_main201	有了你以后，我已经是世界第一幸福的女孩了。	speak.120802_main201	1	0
main700	120802	Play_Vo_girl008b_02_main700	哼哼哼~（哼着歌）	speak.120802_main700	1	0
