索引（最大65535）	步骤ID	备注	指引类型	类别 0或不配:移动端和PC端都会触发 1：移动端 2：PC端	PC端按键	地图ID(关卡内通过NotifyUI触发的指引才配)	前置指引	是否可以跳过	是否在和谐状态下禁止触发（1禁止）	是否重复触发	跳过的话顺带完成的指引ID	组[x,y] 如果x步已经完成，则跳转到Y步	{step,func,{param1,param1,}}如果func返回true，则跳转到step步	是否需要清空用户输入	指引出现延迟时间	窗口名	目标按钮路径	控件路径	3DUI路径	目标Actor名	控制可点击范围大小，不填则按按钮大小控制	阴影显示形状 1或不配圆形 2矩形	阴影区域显示大小，不填则默认370*370	指引框偏移，格式：{10,10}	气泡浮窗提示（{txtkey,nDirection},nDirection 填1、2、3、4 表示上、下、左、右	新浮窗提示	文字提示	键盘按键文字显示	文字提示-手柄	键盘按键文字显示-手柄	文字控件位置	Role头像(对应PlotRoleImg中的名称索引)	文字控件标题	文字提示消失延迟（秒）	是否显示黑色遮罩	是否按任意位置结束指引步骤	倒计时自动结束步骤	是否返回键完成指引	步骤结束模式（Move,Rotate,Click,Up,Down,Touch,LongPress,Notify)	是否为点击不穿透模式	参数列表	关卡已通关则直接完成指引	达到特定条件直接完成指引	显示的控件列表(多个控件用逗号隔开)	隐藏的控件列表（多个控件用逗号隔开）	显示控件列表的缩放	目标界面打开时时调用	指引步骤开始时调用	指引步骤结束时调用	UI名字（只用于只有图片的指引）	图片路径（对应helpimages.txt中的ID,只用于只有图片的指引）	重复开始指引的通关条件，如果指定关卡未正常通关，则会重复开启	完成后是否触发新的指引	指引过程中有新的指引触发是否等待(默认直接顶替，等待结束配1)	步骤结束延迟进入下一步	备注	老玩家模式是否触发配置（1不触发，不配触发）
	1	DLC9第一关教学图B													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	100				2		
																																																									
10299		DLC9主线操控机器人教学图	Force	0		11315		1							0																																					11315					
	1	DLC9主线操控机器人教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	110				2		
																																																									
10300		2.1场景机制教学图	Force	0		11331		1							0																																					11331					
	1	2.1场景机制教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	114				2		
																																																									
10301		【DLC2.2主线】滚石关卡教学图	Force	0		8201		1							0																																					8201					
	1	【DLC2.2主线】滚石关卡教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	117				2		
																																																									
10302		【DLC2.2主线】推车关卡教学图	Force	0		8202		1							0																																					8202					
	1	【DLC2.2主线】推车关卡教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	118				2		
																																																									
10303		【DLC2.2主线】双消关卡教学图	Force	0		8203		1							0																																					8203					
	1	【DLC2.2主线】双消关卡教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	119				2		
																																																									
10304		【DLC2.2主线】打小球关卡教学图	Force	0		8204		1							0																																					8204					
	1	【DLC2.2主线】打小球关卡教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	120				2		
																																																									
10305		【DLC2.2主线】螺旋桨平台关卡教学图	Force	0		8205		1							0																																					8205					
	1	【DLC2.2主线】螺旋桨平台关卡教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	121				2		
																																																									
10306		【DLC2.2主线】云霄飞车关卡教学图	Force	0		8206		1							0																																					8206					
	1	【DLC2.2主线】云霄飞车关卡教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	122				2		
																																																									
10307		禁区协议补给箱教学图	Force	0				1							0																																										
	1	禁区协议补给箱教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	127				2		
																																																									
10308		【DLC2.3主线】走格子玩法教学图	Force	0		11404		1							0																																					11404					
	1	【DLC2.3主线】走格子玩法教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	130				2		
																																																									
10309		【DLC2.3趣味】七日派对关卡教学1	Force	0		8406		1							0																																					8406					
	1	【DLC2.3趣味】七日派对关卡教学1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	132				2		
																																																									
10310		【DLC2.3趣味】七日派对关卡教学2	Force	0		8408		1							0																																					8408					
	1	【DLC2.3趣味】七日派对关卡教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	133				2		
																																																									
10311		【DLC2.3趣味】七日派对关卡教学3	Force	0		8412		1							0																																					8412					
	1	【DLC2.3趣味】七日派对关卡教学3													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	134				2		
																																																									
10312		【DLC2.3趣味】七日派对关卡教学4	Force	0		8411		1							0																																					8411					
	1	【DLC2.3趣味】七日派对关卡教学4													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	135				2		
																																																									
10313		【DLC2.3趣味】七日派对关卡教学5	Force	0		8410		1							0																																					8410					
	1	【DLC2.3趣味】七日派对关卡教学5													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	136				2		
																																																									
10314		【DLC2.4趣味】七日派对关卡教学1	Force	0		8413		1							0																																					8413					
	1	【DLC2.4趣味】七日派对关卡教学1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	148				2		
																																																									
10315		【DLC2.4趣味】七日派对关卡教学2	Force	0		8416		1							0																																					8416					
	1	【DLC2.4趣味】七日派对关卡教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	149				2		
																																																									
10316		【DLC24主线】act3光线解谜教学	Force	0		11412		1							0																																					11412					
	1	【DLC24主线】act3光线解谜教学													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	151				2		
																																																									
10317			Force	0				1					{"CheckSupportCardColor",{5}}																																												
	1	点击重修按钮														logistics	Content/Content/2/BtnSeclet						{150}				guideui.zx10317_1		guideui.zx10317_1		{670,450}	卡罗琳	card.NPC001		1				Click																		
	2	重修注意事项1														logistics							{150}				guideui.zx10317_2		guideui.zx10317_2		{670,450}	卡罗琳	card.NPC001	3			3																				
	3	重修注意事项2														logistics							{150}				guideui.zx10317_3		guideui.zx10317_3		{670,450}	卡罗琳	card.NPC001	3			3																				
																																																									
10318		【DLC25主线】表里世界切换	Force	0		11425		1							0																																					11425					
	1	【DLC25主线】表里世界切换													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	159				2		
																																																									
10319		【DLC25主线】集装箱	Force	0		11427		1							0																																					11427					
	1	【DLC25主线】集装箱													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	160				2		
																																																									
10320		【DLC25主线】精英怪教学图	Force	0		11428		1							0																																					11427					
	1	【DLC25主线】精英怪教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	161				2		
																																																									
10321		【DLC25主线】飞鸟交互	Force	0		11422		1							0																																					11422					
	1	【DLC25主线】飞鸟交互													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	157				2		
																																																									
10322		【DLC25主线】飞鸟升降	Force	0		11422		1							0																																					11422					
	1	【DLC25主线】飞鸟升降													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,27}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24,25,26,27}}	HelpPop	158				2		
																																																									
10323		异星守护关卡内教学图	Force	0		6201		1							0																																										
	1	异星守护关卡内教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	164				2		
																																																									
10324		【DLC2.6趣味】七日派对关卡教学1-PC	Force	2		7000		1							0																																					7000					
	1	【DLC2.6趣味】七日派对关卡教学1-PC													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	169				2		
																																																									
10324		【DLC2.6趣味】七日派对关卡教学1-手机	Force	1		7000		1							0																																					7000					
	1	【DLC2.6趣味】七日派对关卡教学1-手机													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	170				2		
																																																									
10325		【DLC2.6趣味】七日派对关卡教学1	Force	0		7004		1							0																																					7004					
	1	【DLC2.6趣味】七日派对关卡教学1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	171				2		
																																																									
10326		【DLC2.6趣味】七日派对关卡教学1-PC	Force	2		7005		1							0																																					7005					
	1	【DLC2.6趣味】七日派对关卡教学1-PC													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	172				2		
																																																									
10327		【DLC27主线】推箱子	Force	0		11502		1							0																																					11502					
	1	【DLC27主线】推箱子													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	175				2		
																																																									
10328		异星守护二期关卡内教学图	Force	0		6221		1							0																																										
	1	异星守护二期关卡内教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	164				2		
																																																									
10329		【DLC2.8脉冲连袭】祖玛玩法引导1	Force	0		9502		1							0																																										
	1	【DLC2.8脉冲连袭】祖玛玩法引导1													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	186				2		
																																																									
10330		【DLC2.8脉冲连袭】祖玛玩法引导2	Force	0		9502		1							0																																										
	1	【DLC2.8脉冲连袭】祖玛玩法引导2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	187				2		
																																																									
10331		【DLC2.8主线】跃迁装置教学图-PC	Force	2		11512		1							0																																					11512					
	1	【DLC2.8主线】跃迁装置教学图-PC													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	189				2		
																																																									
10331		【DLC2.8主线】跃迁装置教学图-移动端	Force	1		11512		1							0																																					11512					
	1	【DLC2.8主线】跃迁装置教学图-移动端													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	199				2		
																																																									
10332		【DLC2.8主线】压感装置教学图	Force	0		11512		1							0																																					11512					
	1	【DLC2.8主线】压感装置教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	190				2		
																																																									
10333		【DLC2.8主线】压感装置教学图	Force	0		11513		1							0																																					11513					
	1	【DLC2.8主线】压感装置教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	191				2		
																																																									
10334		【DLC2.8趣味】七日派对传送门教学1	Force	0		7007		1							0																																					7007			2		
	1	【DLC2.8趣味】七日派对传送门教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	192						
																																																									
10335		【DLC2.8趣味】七日派对策略挑战教学1	Force	0		7008		1							0																																					7008					
	1	【DLC2.8趣味】七日派对策略挑战教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	136				2		
																																																									
10336		【DLC2.8趣味】七日派对消消乐教学1	Force	0		7009		1							0																																					7009					
	1	【DLC2.8趣味】七日派对消消乐教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	194				2		
																																																									
10337		【DLC2.8趣味】七日派对推坑杀敌教学1	Force	0		7010		1							0																																					7010					
	1	【DLC2.8趣味】七日派对推坑杀敌教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	193				2		
																																																									
10338		【DLC2.8趣味】七日派对弓箭打靶教学1	Force	0		7011		1							0																																					7011					
	1	【DLC2.8趣味】七日派对弓箭打靶教学2													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	195				2		
																																																									
10339		【DLC30禁区协议】buff装置	Force	0				1							0																																										
	1	【DLC30禁区协议】buff装置													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	196				2		
																																																									
10340		【DLC2.8主线】传送教学图-PC	Force	2		11512		1							0																																					11512					
	1	【DLC2.8主线】传送教学图-PC													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	197				2		
																																																									
10340		【DLC2.8主线】传送教学图-移动端	Force	1		11512		1							0																																					11512					
	1	【DLC2.8主线】传送教学图-移动端													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	198				2		
																																																									
10341		【DLC30】FarmWar局内教学图	Force	0		8712		1							0																																					8712					
	1	【DLC30】FarmWar总教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	202				2		
																																																									
10342		【DLC30】FarmWar局内教学图	Force	0		8713		1							0																																					8713					
	1	【DLC30】FarmWar飞行教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	203				2		
																																																									
10343		【DLC30】FarmWar局内教学图	Force	0		8714		1							0																																					8714					
	1	【DLC30】FarmWar增益机教学图													0																																	{"CloseFarmWarPlantPlane",{}};{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	204				2		
																																																									
10344		【DLC30】主线视觉错位解密教学图	Force	0		11531		1							0																																					11531					
